POA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA3106,3,0,0,0,0,0,0,3,0,13,0,23,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,0,6,0,20,0,6,0,0,0,4,0,11,0,9,0,30,0,4,0,8,0,12,0,9,0,9,0,46,0,7,0,4,0,20,0,14,6,20,0,81,10,11,0,14,4,17,0,13,8,15,0,85,4,7,5,22,3,32,0,10,0,8,0,98,10,8,0,18,0,31,0,8,0,22,0,104,36,12,6,56,8,48,5,18,4,46,0,240,48,13,3,90,6,31,4,19,4,16,0,239,46,18,0,97,8,37,0,11,0,20,0,241,62,13,0,64,11,21,0,9,4,15,0,191,317,18,3,240,17,145,3,28
POA3107,0,0,0,0,0,0,0,0,5,7,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,5,4,0,23,0,4,0,0,0,3,5,16,0,11,0,32,0,5,0,6,0,9,3,8,0,16,0,47,3,6,0,3,0,11,0,8,0,25,0,62,0,15,0,12,3,12,3,6,0,13,0,72,8,8,0,24,4,19,0,6,0,23,0,98,10,5,0,24,4,33,0,7,0,12,0,95,37,12,0,74,12,46,3,18,6,26,0,230,41,13,0,81,14,20,3,16,0,13,0,203,35,11,0,86,15,31,0,3,0,11,0,192,54,8,4,59,6,15,0,9,0,5,0,169,245,14,0,214,30,76,11,16
POA3108,0,0,0,0,0,0,0,0,0,36,0,34,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,6,6,6,0,19,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,8,0,0,0,11,0,21,3,0,0,4,0,6,0,8,0,15,0,39,4,4,0,0,0,3,0,12,0,16,0,50,10,12,0,5,0,21,0,17,3,24,0,98,4,20,3,5,0,31,3,16,8,35,0,121,10,21,5,23,4,51,7,20,5,36,0,171,15,11,0,28,0,35,0,11,3,30,0,139,19,14,0,27,3,37,3,14,0,29,6,163,59,33,0,98,6,107,4,29,5,51,0,390,60,13,0,97,9,32,0,18,3,19,0,251,75,14,6,90,9,56,0,15,4,15,0,277,63,7,5,71,11,21,4,11,4,5,0,196,306,31,4,196,25,113,10,21
POA3109,3,0,0,0,0,0,0,0,0,38,0,50,0,0,0,5,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,8,0,17,0,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,0,5,9,5,16,0,30,5,5,0,4,0,5,0,15,0,15,0,51,0,4,0,5,0,18,3,25,0,39,0,96,7,16,3,9,0,24,6,28,9,26,0,129,8,30,0,15,6,49,5,40,5,41,0,190,10,40,0,45,5,50,3,39,3,39,0,242,6,27,3,53,3,77,11,23,3,52,0,257,29,12,3,66,4,64,0,22,0,38,0,234,86,52,6,150,15,171,13,31,3,66,0,593,117,31,0,188,18,66,4,21,3,33,0,484,152,21,3,152,17,83,3,23,7,26,0,482,137,12,0,84,9,33,3,13,0,15,0,319,437,40,8,321,33,163,15,19
POA3111,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,4,0,0,0,6,0,3,0,15,0,5,0,0,0,4,0,3,0,10,0,23,5,4,0,0,0,3,0,3,0,6,0,26,5,4,0,0,0,13,0,10,0,12,0,44,0,8,0,12,0,7,0,11,0,12,0,56,3,0,0,18,0,18,4,8,0,18,4,75,8,11,0,12,0,29,0,11,0,14,0,88,23,13,0,66,0,40,0,16,3,18,0,178,24,11,0,59,3,22,3,9,0,9,0,144,43,3,0,66,4,29,4,4,0,3,0,166,53,8,0,52,5,11,0,3,0,10,0,151,268,22,3,213,28,107,0,15
POA3113,4,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,0,5,0,11,0,4,0,0,0,3,0,8,0,0,0,16,0,8,0,7,0,0,0,5,0,5,0,29,0,5,0,9,0,12,0,4,0,6,0,41,0,7,0,20,0,6,0,5,0,0,0,40,6,6,0,48,8,29,0,13,0,7,0,115,19,4,0,54,4,17,0,11,0,8,0,116,25,14,0,61,9,17,0,4,3,9,0,139,37,7,3,49,10,11,0,3,0,0,0,119,233,23,5,208,24,85,8,14
POA3114,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,10,0,6,0,3,0,0,0,23,0,4,0,10,4,8,0,3,0,4,0,33,10,3,0,21,0,9,0,3,0,4,0,48,7,3,0,22,0,8,0,5,0,5,0,46,15,0,0,16,3,0,0,0,0,0,0,40,107,13,0,133,11,52,9,11
POA3115,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,4,0,3,0,19,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,8,0,0,0,4,0,6,0,18,5,6,0,22,0,8,0,7,3,0,0,50,5,3,0,32,4,7,4,11,0,0,0,74,12,0,0,33,0,5,0,0,0,0,0,54,18,3,0,26,0,3,0,0,0,0,0,52,92,11,0,99,5,45,0,6
POA3116,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,3,0,0,0,4,0,5,0,6,0,22,0,0,0,9,3,14,0,11,0,10,0,44,3,0,0,20,5,15,5,13,0,4,0,66,0,7,0,31,3,19,0,5,0,4,0,72,16,10,0,49,0,19,0,9,0,0,0,99,35,13,3,93,15,50,4,12,3,11,0,236,51,12,0,126,10,20,8,4,0,8,0,245,61,8,0,92,30,24,0,6,0,3,0,236,46,9,0,59,10,9,6,0,3,0,0,145,134,16,0,113,24,49,8,6
POA3121,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0,3,0,3,0,6,0,11,0,26,0,3,0,4,0,8,0,4,0,21,0,42,7,4,0,0,0,10,0,9,0,16,0,42,5,8,4,5,0,15,0,9,0,12,0,51,0,3,0,12,0,20,3,4,0,15,0,64,0,5,0,8,0,16,0,8,6,19,0,62,20,16,0,41,12,41,3,10,0,21,0,166,28,10,0,63,9,24,0,6,0,7,0,153,30,11,3,81,8,20,5,13,0,4,0,180,48,11,0,45,22,12,4,3,0,4,0,156,429,32,7,297,80,128,12,18
POA3122,0,0,0,0,0,0,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,18,0,6,0,0,0,5,0,4,4,9,0,19,6,0,0,0,0,8,0,7,0,11,0,27,0,6,0,6,0,10,4,6,0,0,0,34,6,0,0,8,0,8,0,4,0,3,0,31,3,3,0,12,0,12,0,5,0,6,0,53,9,10,0,22,8,30,5,8,0,8,0,102,14,8,3,48,7,13,0,12,4,8,0,112,29,6,3,56,10,15,0,8,0,11,0,140,29,0,0,44,6,9,0,3,0,9,0,99,425,26,5,399,69,186,19,25
POA3123,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,7,0,4,0,6,0,14,0,0,0,5,0,5,0,4,0,0,0,20,0,8,3,0,0,10,0,11,0,5,0,44,3,0,0,8,0,12,0,0,0,7,0,37,6,8,0,6,0,9,0,3,0,7,0,35,11,8,0,18,0,41,0,3,0,16,0,106,25,6,0,36,7,8,0,0,0,6,0,89,21,4,3,42,3,20,0,6,0,7,0,111,34,6,0,30,9,4,0,0,0,3,0,81,346,41,4,308,51,136,5,22
POA3124,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,7,0,7,0,13,0,0,0,0,0,0,0,6,0,10,0,20,0,3,0,5,0,3,0,0,0,0,0,19,0,5,0,0,0,6,0,11,3,11,0,42,0,4,0,8,0,18,0,9,0,11,0,56,0,6,0,5,3,24,0,8,0,12,0,58,7,4,0,19,0,15,3,6,0,3,0,63,21,13,0,35,3,54,0,19,4,28,0,163,20,15,0,65,4,17,5,15,0,11,0,160,42,13,3,78,8,33,3,3,0,14,0,198,54,3,0,62,11,15,0,3,0,13,0,164,622,51,13,566,63,263,10,43
POA3125,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,3,0,9,0,12,0,0,0,0,0,0,0,5,0,4,0,12,0,0,0,6,0,8,0,5,0,7,0,35,0,10,0,10,0,9,0,8,3,12,0,50,4,7,0,8,0,17,0,4,0,20,0,72,4,11,0,17,0,23,4,5,0,4,0,76,3,9,0,11,0,13,0,3,0,9,0,50,22,8,0,36,4,34,0,6,5,16,0,137,29,5,0,64,12,30,0,6,0,13,0,163,41,8,4,58,8,22,0,5,0,0,0,151,39,5,0,41,12,11,0,0,0,0,0,115,231,9,0,181,36,63,0,6
POA3126,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,8,0,9,0,0,0,0,0,5,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,4,0,0,0,4,0,23,0,0,0,3,0,5,0,3,0,3,0,13,0,0,0,0,0,4,0,5,0,5,0,15,0,8,0,4,0,10,0,3,0,0,0,17,8,4,0,14,0,14,0,5,0,12,0,58,11,5,0,16,0,10,0,0,0,4,0,51,12,4,0,18,0,14,0,0,0,4,0,59,19,5,0,10,5,5,0,4,0,7,0,45,230,19,0,231,27,93,6,16
POA3127,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,10,0,17,0,5,0,4,0,3,0,9,0,12,0,24,0,9,0,4,0,6,0,7,0,14,0,43,0,0,0,12,0,12,0,4,0,12,0,42,3,7,0,9,0,17,0,6,0,11,0,58,7,5,0,4,0,10,0,8,0,12,0,51,25,16,0,36,9,44,0,17,3,21,0,170,31,14,0,70,4,12,6,9,0,13,0,153,44,13,0,54,16,22,0,9,0,11,0,177,50,7,0,75,8,20,4,3,0,9,6,168,568,55,3,534,51,198,3,23
POA3128,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,5,3,10,0,18,5,0,0,0,0,3,0,12,0,12,0,28,0,5,0,3,0,8,0,21,3,14,0,59,0,6,0,0,0,14,4,12,5,20,0,65,0,19,0,10,0,29,0,24,3,20,0,98,6,6,0,17,6,33,0,20,0,24,0,110,5,8,0,23,6,29,4,14,0,17,0,106,16,4,0,18,5,30,0,6,4,9,0,95,34,11,0,62,14,65,5,4,10,17,4,226,50,12,0,86,9,23,0,7,0,17,0,207,50,13,0,65,8,32,8,0,3,14,0,188,70,8,0,49,5,12,0,8,0,3,0,154,318,18,5,217,23,84,4,10
POA3129,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,14,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,8,0,6,0,16,0,0,0,0,0,0,0,4,0,7,0,16,3,9,0,5,0,4,0,10,0,14,0,42,0,5,0,5,0,14,0,15,0,22,0,52,3,12,0,5,0,18,0,11,5,13,0,65,11,11,0,20,0,18,0,12,0,21,0,96,8,6,0,25,0,14,4,11,0,16,0,86,12,11,0,23,0,23,3,10,0,8,0,96,36,15,3,90,8,67,9,19,4,19,0,270,36,16,0,101,9,31,5,13,4,11,0,221,72,15,5,94,11,41,3,11,3,11,0,262,60,9,3,85,13,21,0,0,0,4,0,188,348,17,3,275,31,99,8,11
POA3130,4,0,0,3,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,0,0,0,0,9,0,8,0,21,0,3,0,7,0,8,0,10,0,14,0,43,4,14,0,10,0,20,0,15,0,26,0,82,5,13,0,6,3,38,8,23,3,22,0,116,6,18,0,24,4,34,8,19,0,33,0,135,13,19,0,40,0,39,0,33,10,33,0,185,16,20,0,52,5,52,3,8,3,22,0,179,63,28,3,143,18,104,7,29,4,36,0,443,107,31,3,195,24,55,7,22,0,26,0,470,137,23,4,218,20,67,3,16,0,19,0,506,157,17,4,163,14,29,3,5,0,9,0,401,690,48,5,590,82,165,9,17
POA3131,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,3,0,5,0,11,0,30,0,7,0,0,0,0,0,15,0,10,0,33,0,6,0,5,0,12,6,18,3,18,0,66,8,10,0,7,0,30,6,17,4,20,0,99,7,14,0,24,4,33,0,20,0,24,0,136,4,3,6,26,0,30,0,19,0,14,0,111,17,14,0,36,5,48,8,7,0,15,0,146,49,33,0,124,11,87,8,22,5,31,0,371,75,26,0,162,17,40,5,13,0,22,0,353,100,12,0,146,14,55,8,11,3,14,0,370,97,11,6,107,10,15,4,0,0,3,0,255,362,16,7,292,42,84,12,16
POA3132,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,6,0,7,0,7,0,25,0,3,0,5,0,5,6,8,5,9,0,36,4,9,0,4,0,11,0,19,0,17,0,54,4,7,0,21,0,21,0,14,8,5,0,84,6,14,0,22,3,22,4,8,5,12,0,93,5,5,3,32,7,24,0,8,0,14,0,103,19,19,0,78,13,99,4,12,0,18,0,256,60,15,4,105,22,35,5,5,0,5,0,247,76,16,3,126,20,48,3,11,4,3,0,313,84,8,0,78,12,12,0,6,0,5,0,211,307,13,3,262,42,79,0,8
POA3133,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,12,0,16,0,3,0,0,0,0,0,4,0,9,0,23,0,4,0,0,0,3,0,11,0,13,0,45,0,7,0,9,0,12,0,14,4,17,0,65,8,12,0,11,4,16,0,22,4,27,0,98,7,25,0,25,0,31,4,19,0,24,4,139,10,11,0,28,3,42,7,11,0,11,0,117,23,9,0,40,3,44,6,14,0,22,0,146,71,24,0,119,14,118,7,17,0,40,0,419,84,27,0,155,13,44,5,21,6,25,0,382,117,22,0,158,19,70,5,11,5,18,0,417,112,3,0,115,6,17,0,9,0,12,0,281,411,15,11,319,38,117,4,10
POA3134,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,16,0,27,3,4,0,0,0,5,0,4,4,11,0,22,0,9,4,3,0,14,0,7,0,16,0,54,3,9,0,0,3,44,0,22,0,15,0,101,6,14,0,11,0,37,0,22,0,38,0,135,7,20,4,43,5,51,4,10,3,24,6,179,15,11,0,42,3,65,0,13,8,24,0,175,24,20,0,63,9,49,4,10,4,22,0,204,82,43,6,177,20,118,7,26,3,29,0,506,105,31,9,280,37,55,7,14,0,18,0,562,134,18,8,280,22,69,9,16,4,13,5,569,148,10,0,192,19,30,6,4,0,0,0,414,531,18,7,502,83,152,4,15
POA3135,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,9,0,13,0,8,0,0,0,13,0,13,0,5,0,40,0,3,0,4,0,16,0,8,0,7,0,36,0,4,0,0,3,20,0,19,0,17,0,69,4,7,0,26,3,33,0,17,4,17,0,121,3,12,0,37,0,45,3,10,0,22,0,125,7,10,0,44,7,25,4,8,0,24,0,129,47,24,3,123,16,87,3,14,0,24,0,347,63,26,4,173,22,32,7,6,3,10,0,350,86,20,0,179,25,41,3,7,0,13,0,381,87,11,8,110,22,19,5,10,3,0,0,273,337,12,7,291,39,91,7,6
POA3136,0,0,0,0,0,3,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,5,0,8,0,14,0,5,0,0,0,8,0,5,0,7,0,22,0,3,0,0,0,27,0,11,0,21,0,69,3,10,0,14,0,41,0,17,0,14,0,107,6,12,0,20,5,61,6,26,5,47,0,171,10,36,5,58,4,85,0,23,3,36,0,264,18,23,4,87,6,84,4,20,4,38,0,278,28,30,3,113,16,85,4,23,5,30,0,338,121,50,5,307,43,212,11,33,10,44,0,827,153,38,10,393,62,77,16,24,4,28,0,810,176,21,9,338,49,84,10,23,4,15,0,723,171,15,9,220,41,31,5,10,9,7,0,514,560,40,15,440,71,162,19,15
POA3137,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,12,0,5,0,9,0,25,0,4,0,0,0,5,0,3,0,11,0,25,0,3,0,9,0,15,0,3,0,8,0,39,0,9,0,22,0,34,0,9,0,16,0,89,12,3,0,36,9,34,0,3,0,12,0,115,15,4,0,57,8,38,5,3,0,6,0,137,31,9,0,118,25,59,8,7,5,11,0,273,67,12,8,149,24,24,7,4,0,3,0,295,60,9,4,99,21,20,3,0,4,5,0,222,62,5,0,54,11,13,4,4,0,3,0,169,118,11,0,98,20,35,3,4
POA3138,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,4,0,8,0,16,0,0,0,0,0,8,0,12,0,8,0,29,0,0,0,5,0,18,0,12,0,10,0,49,5,0,0,15,0,29,0,10,5,17,0,82,5,10,0,43,6,42,3,22,0,32,0,158,5,9,0,50,7,46,5,19,4,15,0,166,16,13,0,69,4,46,0,12,3,9,0,183,68,21,3,200,29,120,13,19,7,23,0,506,95,23,7,214,38,45,5,14,3,14,0,461,99,10,9,191,17,43,3,5,3,12,0,396,114,5,0,106,21,28,0,3,0,11,0,289,251,10,8,180,33,73,6,11
