POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3233,21,20,22,21,3,0,110,0,4,4,15,25,17,10,0,73,5,48,46,59,51,79,29,0,323,6,28,25,32,45,51,28,4,218,16,42,64,62,65,64,16,3,329,3,0,3,4,0,4,0,0,19,0,0,0,6,6,14,8,0,42,19,47,69,74,72,87,25,3,386,0,0,0,0,0,0,0,0,4,20,25,28,37,44,62,34,21,264,44,178,192,239,267,313,120,35,1388
POA3234,0,0,4,6,4,0,23,0,0,0,0,0,3,0,0,7,0,6,3,5,12,15,0,0,40,4,0,4,3,6,9,5,0,17,0,3,0,9,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,9,8,0,0,31,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,4,0,18,7,20,16,22,33,37,4,0,138
POA3235,5,9,10,10,0,0,32,0,0,3,3,7,3,0,0,13,0,8,27,12,19,11,4,0,76,0,0,7,9,25,16,0,0,54,0,18,9,19,10,9,3,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,16,8,20,14,9,3,0,68,0,0,0,0,0,0,0,0,0,10,7,9,15,11,0,4,0,71,16,37,61,64,84,48,10,0,313
POA3236,3,4,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,6,6,6,7,10,0,0,39,0,0,5,3,13,4,0,0,23,0,7,0,3,13,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,8,14,5,0,0,35,0,0,0,0,0,0,0,0,0,4,9,4,3,12,7,4,0,34,4,23,18,26,49,24,7,0,152
POA3237,5,0,0,0,0,0,8,0,0,0,0,4,0,0,0,5,0,4,4,5,7,7,3,0,30,0,3,6,7,8,7,4,0,22,6,3,10,18,16,8,0,0,57,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,10,17,13,9,0,0,60,0,0,0,0,0,0,0,0,0,10,8,0,11,13,0,0,0,51,11,19,25,37,50,24,6,0,171
POA3238,0,0,6,3,0,0,14,0,0,0,0,4,0,0,0,7,0,4,5,15,13,6,4,0,47,0,0,3,5,6,3,0,0,23,3,3,7,7,10,6,0,0,33,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,9,3,3,8,7,14,6,4,0,42,0,0,0,0,6,0,0,0,0,0,3,4,5,3,0,0,0,20,3,12,26,39,53,16,3,0,154
POA3239,0,0,4,4,0,0,14,0,0,0,0,6,0,0,0,5,0,6,5,10,14,17,0,0,45,0,3,8,6,6,4,0,0,32,7,8,13,18,20,9,3,0,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,14,18,20,23,10,3,0,97,0,0,0,0,0,0,0,0,3,10,10,4,11,8,18,0,0,56,15,28,35,49,56,52,9,0,255
POA3240,18,13,24,7,4,0,72,0,7,15,14,10,3,0,0,47,13,49,88,59,45,31,8,0,286,0,18,50,49,33,32,13,3,202,25,47,86,92,76,25,8,4,362,7,4,0,3,5,7,0,0,20,0,0,4,5,4,6,3,0,24,29,51,87,100,84,34,14,4,401,0,0,0,0,0,4,0,0,12,8,10,21,4,8,26,13,0,101,63,140,283,239,222,126,51,9,1122
POA3241,12,15,20,8,0,0,69,0,9,10,9,13,6,0,0,52,9,75,74,58,43,37,9,0,306,16,41,55,53,47,37,10,0,258,36,136,97,106,101,67,16,4,571,8,6,4,0,6,9,0,0,28,3,5,6,4,8,11,3,0,43,50,144,110,113,112,82,22,8,642,0,0,0,5,0,6,0,0,10,31,31,38,26,36,42,39,38,284,107,317,293,269,278,216,88,52,1619
POA3242,4,10,5,6,0,0,32,0,3,6,5,4,6,0,0,26,3,29,26,19,17,22,9,0,137,0,7,15,11,18,15,3,3,79,9,28,44,21,38,17,0,0,155,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,32,47,23,37,18,5,0,168,0,0,3,0,0,0,0,0,5,3,3,7,6,15,7,4,0,48,19,85,107,73,104,87,18,5,496
POA3243,4,3,6,0,0,0,13,0,0,5,5,0,0,0,0,12,0,5,10,5,10,10,0,0,44,0,0,11,3,5,8,0,0,33,4,11,8,14,10,8,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,12,19,7,8,5,0,76,0,0,0,0,0,0,0,0,0,9,5,3,12,3,22,3,0,55,17,25,40,49,35,57,14,4,237
POA3249,11,13,23,15,0,0,66,0,5,13,6,17,12,0,0,57,10,39,43,59,40,53,10,0,250,11,25,35,60,75,54,11,0,263,46,109,128,129,133,71,22,0,643,5,4,8,7,7,3,0,0,32,0,6,11,7,13,11,0,0,49,53,119,148,145,157,82,23,5,720,0,0,0,0,0,3,0,0,7,24,22,26,41,55,46,30,11,256,94,219,277,321,352,254,82,15,1615
POA3250,38,41,26,26,11,4,179,3,26,27,30,18,31,12,0,150,24,232,184,131,101,125,59,24,877,20,144,132,150,157,131,56,18,811,217,507,440,359,353,223,95,23,2220,23,30,21,12,13,15,0,0,120,15,27,18,26,29,27,6,0,141,252,567,481,397,400,260,102,29,2483,0,13,5,5,4,5,8,5,47,58,107,105,96,97,150,145,82,836,366,1125,972,848,801,726,395,154,5386
POA3251,5,4,0,0,0,0,10,0,3,0,0,3,0,0,0,11,0,3,10,4,8,6,4,0,36,0,3,9,6,12,6,0,0,40,4,15,29,21,11,16,3,0,105,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,10,18,29,25,11,17,3,0,111,0,0,0,0,0,0,0,0,0,0,5,6,3,10,15,0,3,42,6,40,55,45,46,45,10,0,251
POA3254,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,5,0,0,5,0,0,0,18,0,5,6,0,4,0,0,0,23,8,24,14,13,11,4,0,0,73,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,6,8,23,16,14,12,4,0,0,78,0,0,0,0,0,0,0,0,0,4,4,6,0,12,5,0,0,39,19,44,29,25,39,9,3,0,165
POA3260,14,16,15,12,0,0,79,0,13,18,12,15,17,5,0,77,28,91,74,73,43,49,19,7,384,10,19,35,55,70,70,31,7,295,58,127,145,153,156,93,41,7,782,9,5,11,9,3,9,0,0,47,6,4,5,7,16,10,6,3,56,71,143,166,174,173,114,49,10,888,0,3,0,6,0,4,0,0,17,51,37,45,58,58,79,75,46,443,156,318,352,391,383,349,182,63,2183
POA3264,7,4,8,3,0,0,29,0,3,9,9,13,9,0,0,40,15,39,23,29,33,22,10,0,165,6,21,25,24,36,21,3,6,143,26,80,62,61,83,38,15,0,373,8,4,12,5,3,3,0,0,31,3,8,4,4,8,0,3,0,27,36,95,75,69,100,40,21,0,438,0,0,0,0,3,0,0,0,3,18,8,16,14,22,39,39,28,190,67,172,156,157,211,138,70,32,1006
POA3265,5,6,5,3,0,0,41,0,4,10,12,5,13,0,0,45,5,63,55,52,39,21,3,0,236,5,40,37,44,52,16,9,3,206,49,94,72,95,110,31,5,0,460,6,0,7,4,6,0,0,0,36,0,4,5,11,6,0,3,0,26,53,101,81,108,118,33,8,0,516,0,0,0,0,5,0,0,0,11,45,29,27,35,44,31,22,12,244,108,249,222,271,267,125,40,13,1306
POA3266,6,6,3,0,0,0,19,0,7,6,7,0,10,0,0,33,7,24,37,38,40,18,11,0,176,7,25,30,36,35,28,7,5,184,56,113,69,127,103,52,18,5,548,3,9,4,9,9,0,0,0,27,3,0,9,6,8,3,0,0,28,66,122,79,141,113,56,25,4,608,0,0,0,0,0,0,0,0,4,44,22,26,36,37,27,37,21,257,122,206,185,272,237,134,87,40,1275
POA3267,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,4,0,3,0,0,0,0,10,0,0,0,8,4,4,0,0,10,5,10,5,8,10,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,8,10,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,19,5,13,7,20,29,14,4,0,96
POA3268,7,7,4,7,0,0,39,0,4,3,6,4,6,0,0,26,8,55,62,46,33,27,5,0,239,12,19,31,42,32,26,12,4,180,42,67,69,81,84,31,7,3,384,9,13,10,3,4,3,4,0,41,0,5,0,5,9,14,3,0,30,50,81,80,92,96,46,10,3,460,0,5,0,0,0,0,0,0,12,29,27,20,23,38,28,24,17,209,100,203,211,212,214,151,55,24,1160
POA3269,6,0,4,3,0,0,19,0,0,3,5,3,6,0,0,16,4,14,20,19,9,11,0,0,72,0,9,3,10,8,10,4,0,45,3,30,19,24,17,15,0,0,115,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,9,31,23,25,25,17,0,0,128,0,0,0,3,0,0,0,0,8,6,9,5,5,14,10,12,5,60,19,66,66,70,53,52,17,0,350
POA3270,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,8,3,4,4,11,10,4,0,0,40,0,0,0,4,10,12,3,0,32,0,12,10,10,16,5,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,10,12,18,9,8,0,64,0,0,0,6,0,0,0,0,3,0,0,0,4,0,8,3,0,16,8,21,16,28,38,38,16,0,171
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,19,0,5,0,5,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,9,0,5,12,0,0,0,22,0,0,0,0,0,0,0,0,3,5,4,0,6,5,7,0,0,29,11,9,10,20,25,15,3,3,88
POA3272,7,5,4,3,0,0,20,0,0,3,0,7,3,0,0,17,5,28,27,19,23,15,4,0,123,0,18,16,29,23,20,11,0,121,18,52,43,40,43,30,15,7,252,3,6,0,0,4,0,0,0,19,0,0,3,4,3,3,0,0,21,24,59,49,50,54,40,14,7,291,0,0,0,0,0,0,0,0,10,11,11,14,17,25,38,22,10,157,43,122,118,119,135,113,56,20,739
POA3273,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,3,0,3,0,0,0,12,3,3,0,7,4,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,7,10,5,14,18,10,4,0,68
POA3274,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,8,0,0,3,0,0,16,0,4,3,3,10,3,0,0,24,0,4,4,6,4,12,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,10,8,7,12,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,5,0,21,10,17,23,16,23,21,8,0,117
POA3275,0,3,0,0,0,0,4,0,0,3,5,0,0,0,0,4,0,5,3,8,0,0,0,0,28,0,7,3,5,4,5,0,0,26,11,26,21,24,15,7,0,0,103,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,13,25,26,27,15,7,0,0,115,0,0,0,0,0,0,0,0,0,6,3,8,3,3,3,5,3,40,26,41,45,52,29,15,4,3,220
POA3276,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,11,0,9,5,5,3,3,0,0,29,0,5,4,5,6,8,0,0,27,10,16,18,13,12,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,7,16,18,17,14,9,0,0,87,0,0,0,0,0,0,0,0,0,8,0,5,5,11,6,0,0,33,20,38,31,32,43,26,0,0,193
POA3277,8,0,10,9,0,0,40,0,4,8,6,5,0,0,0,24,0,39,42,33,17,19,4,0,149,4,22,33,27,21,20,7,0,136,25,81,74,64,50,26,3,4,332,4,0,0,3,4,0,0,0,14,0,0,0,7,3,3,0,0,20,32,82,72,77,57,37,3,4,365,0,0,0,0,0,3,0,0,3,17,20,12,15,31,27,14,4,136,58,175,169,152,144,106,34,7,847
POA3278,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,8,0,9,3,3,3,0,0,0,16,0,7,3,13,4,3,0,0,33,11,21,15,18,16,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,20,15,18,14,3,4,0,81,0,0,0,0,0,0,0,0,0,0,0,5,8,6,8,5,0,24,13,38,30,42,29,16,4,0,169
POA3279,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,14,3,0,0,0,29,3,4,3,6,0,0,0,0,15,10,12,14,17,6,0,0,0,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,9,14,16,6,0,0,0,55,0,0,0,0,0,0,0,0,5,10,0,3,3,4,5,3,0,30,18,23,22,44,18,13,5,0,130
POA3280,219,172,161,102,31,6,950,8,114,172,174,155,122,23,9,781,158,932,815,629,506,414,135,46,3621,92,415,456,469,486,390,174,38,2518,515,1107,1066,992,842,478,222,63,5292,66,71,39,45,49,35,7,5,320,36,36,55,77,89,59,38,5,394,615,1220,1162,1114,977,571,271,80,6004,3,19,15,6,13,14,17,8,103,255,279,314,261,287,324,354,246,2324,1140,3225,3151,2826,2585,1934,1010,432,16305
POA3281,15,11,20,5,9,0,57,0,7,9,14,3,0,0,0,36,9,26,68,63,27,26,0,0,220,0,18,34,41,27,26,8,0,160,22,59,94,71,61,20,6,0,338,0,0,0,4,0,0,0,0,13,0,3,0,4,0,5,0,0,15,27,66,98,82,64,31,7,0,370,0,5,0,4,0,0,0,0,12,7,0,9,10,16,15,3,0,62,46,120,224,220,160,111,32,0,911
POA3282,12,13,14,8,0,0,57,0,9,8,7,16,9,0,0,49,4,54,52,40,37,33,8,0,231,3,27,30,42,29,38,15,5,184,38,105,101,88,92,52,11,0,478,7,5,8,3,4,5,0,0,34,0,0,4,3,4,9,5,0,28,43,105,112,96,102,69,18,0,546,0,0,0,0,3,0,0,0,8,22,19,15,17,31,23,29,11,177,77,230,224,227,226,186,75,18,1251
POA3283,5,9,10,5,0,0,42,0,0,4,8,14,4,0,0,29,5,25,44,30,32,22,9,0,165,10,18,23,22,27,15,5,0,107,17,41,32,53,53,23,11,0,222,3,0,3,5,0,0,0,0,12,0,0,0,3,0,0,0,0,9,21,37,41,59,56,20,11,0,249,0,0,0,0,0,0,0,0,3,12,13,8,17,13,25,9,0,99,46,112,121,142,150,92,23,4,691
POA3284,32,26,25,35,6,3,150,0,14,17,22,23,25,6,0,107,3,68,131,100,89,106,48,13,561,0,18,56,59,77,80,42,8,341,32,74,95,94,89,86,27,8,503,11,3,6,7,8,5,0,0,44,0,0,0,9,15,12,6,12,49,40,81,99,102,109,111,31,14,595,0,0,0,4,0,0,4,0,13,28,33,26,32,45,86,67,52,374,83,233,366,340,375,447,206,91,2141
POA3285,13,12,16,12,3,0,50,0,0,6,6,10,0,0,0,26,4,10,27,31,15,23,0,0,120,3,15,13,8,21,24,0,0,88,17,26,46,51,48,22,6,0,221,0,0,0,3,0,0,0,0,8,0,0,3,3,5,5,0,0,18,24,24,50,59,54,26,6,0,256,0,0,0,0,0,0,0,0,3,19,5,8,31,18,13,18,0,108,51,58,126,149,128,98,33,0,639
POA3286,0,4,0,4,0,0,15,0,0,0,4,3,0,0,0,12,0,4,9,4,5,8,0,0,30,0,3,11,10,10,12,5,0,47,10,14,14,18,19,11,5,0,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,10,10,14,17,18,20,18,4,0,97,0,0,0,0,0,0,0,0,0,0,6,5,0,5,7,0,0,31,7,29,44,45,50,43,12,0,238
POA3287,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,12,11,6,9,4,5,0,49,0,8,0,12,7,3,0,0,21,5,13,10,18,11,3,0,0,62,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,10,15,10,15,8,3,0,0,71,0,0,0,0,0,0,0,0,0,7,0,7,5,7,0,4,0,28,24,38,26,41,29,12,6,0,183
POA3289,3,0,0,3,0,0,11,0,0,3,0,7,0,3,0,14,0,9,15,10,14,3,3,0,55,3,5,13,12,13,14,4,0,61,15,18,18,17,21,21,3,0,118,4,0,7,3,4,0,0,0,20,0,4,0,0,0,0,0,0,7,20,24,25,25,32,22,3,0,146,0,0,0,0,0,0,0,0,5,3,0,3,6,20,12,7,3,58,29,34,62,56,83,58,24,8,353
POA3292,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,6,3,0,0,0,0,13,0,0,3,4,3,4,0,0,14,0,3,0,8,19,11,0,0,34,0,0,0,0,0,3,0,0,4,0,0,0,0,4,3,0,0,11,0,4,0,8,17,16,0,0,48,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,18,3,8,13,16,25,35,3,5,107
POA3293,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,3,9,0,8,9,5,0,37,0,0,6,3,6,6,4,0,30,4,13,8,10,14,4,0,0,59,4,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,8,13,10,11,14,9,0,0,66,0,0,0,0,0,0,0,0,0,0,0,4,11,8,3,4,0,29,12,22,25,29,36,35,13,0,176
POA3294,8,0,4,12,0,0,28,0,3,4,5,7,10,0,0,22,3,39,34,26,11,13,4,0,127,0,6,13,17,18,22,14,3,95,18,22,26,23,27,22,6,0,141,6,0,0,0,0,3,0,0,9,0,0,0,3,0,0,5,0,13,17,22,28,35,28,29,13,0,164,0,0,0,0,0,0,0,0,0,8,6,8,4,8,21,14,5,79,28,78,93,86,82,108,33,16,519
POA3300,49,42,33,31,13,7,231,3,21,44,36,50,33,6,0,196,41,194,190,158,118,140,57,11,897,23,101,117,127,122,127,63,15,688,198,362,281,304,345,206,86,31,1812,31,26,28,8,16,7,6,0,123,4,21,15,18,18,27,9,4,117,235,404,321,333,378,239,106,35,2055,0,0,0,0,4,9,10,6,39,80,72,63,77,107,133,146,113,792,389,848,785,785,807,713,388,183,4900
POA3301,5,14,6,0,0,0,34,0,8,9,4,8,14,0,0,32,6,18,23,39,21,19,7,0,139,4,8,14,25,30,23,4,0,113,12,40,25,45,42,28,0,0,196,5,0,0,3,3,0,0,0,13,0,5,0,0,3,3,0,0,14,16,42,27,45,57,34,0,0,220,0,0,0,0,0,6,0,0,4,9,6,9,12,22,18,12,0,86,33,89,80,141,140,116,29,3,636
POA3302,0,0,4,0,0,0,9,0,3,0,0,0,0,4,0,14,0,8,8,4,3,6,3,0,30,0,8,6,7,10,7,4,0,35,6,7,4,18,11,0,0,0,57,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,10,11,18,14,8,0,0,67,0,0,0,0,0,0,0,0,0,0,5,8,0,4,6,0,0,22,12,26,31,37,36,22,12,3,181
POA3303,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,9,8,5,6,0,0,0,19,0,4,0,8,3,0,0,0,23,4,14,7,12,6,0,0,0,54,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,13,7,16,12,0,0,0,61,0,0,0,0,0,0,0,0,0,4,7,3,3,0,3,5,5,21,8,29,26,30,21,6,5,3,136
POA3304,9,3,7,9,0,0,16,0,9,8,6,3,0,0,0,28,5,18,21,21,17,24,4,0,111,5,24,31,27,30,36,7,5,152,35,96,89,84,99,54,10,0,472,8,11,9,5,8,0,0,0,37,0,4,4,3,13,5,0,0,32,42,106,101,94,120,66,7,0,538,0,0,0,0,3,0,0,0,8,38,28,38,44,52,67,34,26,323,88,190,194,197,231,199,60,30,1177
POA3305,41,32,31,29,9,0,179,6,22,31,44,50,41,7,5,206,36,196,172,171,158,138,47,10,920,17,120,172,170,195,155,51,18,898,176,412,411,523,502,335,112,18,2492,34,26,22,24,20,11,4,0,139,11,12,32,57,36,28,13,4,184,220,452,465,594,556,377,127,25,2815,4,0,3,8,12,9,11,0,50,100,94,128,127,169,199,136,72,1031,383,926,1018,1144,1168,942,388,124,6096
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,4,0,0,10,4,0,5,6,0,3,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,9,0,8,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,13,3,0,3,16,10,14,10,0,59
POA3310,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,3,3,4,4,0,0,11,0,0,0,0,8,5,3,0,25,3,3,7,7,16,7,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,7,7,7,19,11,4,0,57,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,6,0,25,7,7,12,24,47,24,12,0,131
POA3311,4,3,4,5,0,0,23,3,3,4,0,6,4,3,0,19,5,23,8,15,22,23,8,0,113,3,14,9,16,23,28,11,0,102,23,40,35,48,74,36,13,11,272,9,0,3,5,0,3,0,0,23,0,0,0,3,4,0,0,0,18,29,39,44,53,79,44,14,11,317,0,0,0,0,0,0,0,0,9,10,6,8,9,33,39,43,19,179,56,91,74,96,168,148,84,33,750
POA3312,0,0,4,5,0,0,11,0,3,0,0,0,3,0,0,9,0,20,17,16,10,14,0,0,75,4,11,17,10,16,15,3,0,68,15,26,19,43,40,27,9,0,174,6,3,0,0,8,4,0,0,22,0,0,0,0,0,0,0,0,11,20,31,24,41,48,33,9,0,212,0,0,0,0,0,0,0,0,6,8,9,10,18,16,32,17,4,109,33,78,71,89,98,93,24,4,495
POA3314,0,7,0,0,0,0,6,0,6,0,0,0,3,0,0,12,0,11,15,13,11,12,0,0,55,3,8,13,17,11,11,0,0,62,5,12,18,17,28,10,5,0,89,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,7,5,13,15,17,31,15,3,0,101,0,0,0,0,0,3,0,0,4,8,4,7,13,6,11,9,0,55,16,39,57,54,52,50,15,5,295
POA3315,0,4,0,5,0,0,19,0,4,0,3,3,0,0,0,19,10,22,35,28,33,7,6,0,136,6,11,19,24,28,26,9,0,117,31,32,52,44,62,44,16,5,289,4,6,4,3,4,0,0,0,20,0,0,3,4,0,4,0,0,20,34,36,56,49,71,51,15,3,326,0,0,0,0,0,0,0,0,6,18,12,16,24,29,27,22,13,159,64,90,131,132,175,123,48,22,780
POA3317,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,5,0,0,0,0,12,0,6,0,7,4,0,0,0,19,0,8,4,8,10,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,8,8,8,10,6,0,0,40,0,0,0,0,0,0,0,0,0,5,0,3,7,3,5,4,0,24,4,7,13,23,24,16,4,0,97
POA3318,5,3,4,3,0,0,16,0,10,0,0,4,0,0,0,21,8,23,26,11,24,9,5,4,107,0,14,9,16,24,21,7,6,94,3,31,37,36,42,25,13,5,192,0,0,0,0,4,3,0,0,17,0,0,0,0,3,0,4,0,13,3,34,37,37,47,33,14,4,222,0,0,0,0,0,0,3,0,0,10,0,10,19,11,38,12,12,119,23,85,86,89,120,108,40,23,575
POA3319,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,11,3,6,3,3,0,0,26,0,0,7,4,4,6,0,0,23,8,8,4,9,15,4,0,0,52,0,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,6,11,11,9,10,14,4,0,0,59,0,0,0,0,0,0,0,0,0,9,4,10,20,19,17,11,0,83,20,20,25,39,49,25,12,0,198
POA3321,9,7,14,5,0,0,40,0,4,19,14,8,0,0,0,49,10,52,81,45,27,19,4,0,238,6,20,31,46,33,21,0,3,163,15,48,74,75,57,27,13,0,306,4,0,4,3,3,8,0,0,23,5,0,3,4,7,0,0,0,22,20,51,83,84,68,31,13,0,346,0,0,0,0,3,0,0,0,6,13,3,12,15,17,14,10,0,84,50,142,230,211,172,93,33,3,935
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,3,3,3,3,0,0,13,0,0,3,0,6,0,0,0,13,4,6,6,10,10,0,0,0,33,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,8,5,7,6,8,9,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16,5,8,13,12,25,17,4,0,86
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,0,0,0,3,0,0,0,0,3,6,0,0,4,9,4,0,0,20,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,8,9,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,3,12,12,12,0,0,48
