POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3186,5897,6614,12513,932,1035,1970,97,120,220,2235,2505,4740,60,63,125,20,24,43,35,37,75,4,7,10,3,6,4,19,19,43,0,0,0,2474,2788,5263,745,791,1537,37,39,73,4189,4653,8846,421,562,983,10507,11833,22343
POA3187,4519,5015,9532,320,349,672,68,76,145,1863,1906,3767,36,37,76,22,19,36,15,20,31,10,12,18,0,0,0,7,9,18,0,0,0,2019,2071,4093,454,472,920,32,57,84,2826,2949,5775,307,400,712,7652,8363,16015
POA3188,5045,5444,10487,467,472,940,84,103,188,2012,2143,4156,46,47,92,22,18,38,28,16,42,0,3,10,3,5,12,11,11,18,0,0,0,2201,2349,4547,458,489,947,32,28,64,3164,3331,6494,336,385,727,8552,9166,17713
POA3189,1625,1750,3374,78,71,147,27,28,55,814,820,1638,23,23,41,0,4,4,7,10,14,4,3,7,3,3,7,0,4,3,0,0,0,872,892,1770,141,152,296,13,11,23,1106,1129,2237,129,131,263,2863,3010,5867
POA3190,2773,3181,5950,199,244,439,55,53,105,1765,1836,3603,16,23,40,13,11,27,22,19,41,4,7,11,5,4,10,10,3,12,0,0,0,1879,1957,3841,237,278,512,40,39,81,2357,2515,4879,206,220,424,5345,5914,11258
POA3191,2753,3129,5876,341,340,676,44,37,84,1217,1394,2613,28,38,68,5,10,9,30,17,46,9,3,11,0,0,0,6,9,17,0,0,0,1335,1509,2843,246,268,512,46,68,112,1966,2186,4152,204,259,463,4923,5571,10490
POA3192,6241,6854,13093,541,596,1134,68,81,145,2850,3131,5982,56,49,105,20,13,36,42,35,73,10,11,23,7,6,19,9,7,17,0,0,0,3053,3345,6395,511,590,1108,65,63,128,4169,4597,8765,406,448,855,10817,11896,22707
POA3193,5992,6535,12526,596,670,1266,58,66,128,1940,2097,4037,47,44,93,11,13,21,18,21,42,5,5,12,0,0,7,7,6,18,0,0,0,2089,2256,4340,333,366,703,20,10,34,3033,3311,6348,293,317,613,9314,10167,19479
POA3194,3407,3760,7170,254,293,551,52,53,104,1639,1889,3530,34,39,70,12,18,31,14,20,36,3,5,10,5,4,6,9,6,16,0,0,0,1775,2035,3809,309,311,619,43,57,103,2381,2695,5076,186,196,380,5980,6647,12622
POA3195,11136,11958,23096,971,1019,1987,133,141,276,3622,3875,7500,71,78,145,32,34,72,24,33,59,12,7,20,5,5,12,7,12,21,0,0,0,3906,4197,8101,499,594,1095,91,108,199,5464,5918,11382,475,521,993,17076,18396,35473
POA3196,6959,7642,14602,620,667,1284,89,88,176,3213,3730,6942,48,68,116,15,20,33,27,27,57,11,9,20,13,12,26,9,13,17,0,0,0,3426,3961,7389,289,346,637,53,74,126,4396,5045,9439,571,585,1156,11929,13277,25199
POA3197,3321,3635,6951,289,300,587,30,26,62,1396,1472,2874,25,24,52,5,10,14,12,15,20,3,9,11,4,3,6,0,8,9,0,0,0,1477,1565,3040,145,167,311,29,30,55,1935,2063,3997,188,180,368,5443,5882,11321
POA3198,4553,4630,9181,412,448,859,52,59,102,2021,2147,4165,34,34,69,11,8,15,19,20,41,5,3,12,14,14,30,7,5,17,0,0,0,2158,2288,4453,149,208,357,72,69,132,2794,3012,5808,506,545,1053,7861,8183,16039
POA3199,14224,15134,29362,1423,1563,2982,173,185,360,6949,7415,14359,124,144,266,23,36,60,78,73,143,33,35,71,14,17,26,20,19,34,0,0,0,7411,7917,15325,687,802,1488,222,209,427,9734,10494,20226,1756,1707,3463,25721,27334,53053
POA3200,1371,1298,2670,149,180,327,16,9,23,697,735,1428,14,18,33,4,5,9,3,11,14,4,0,9,5,5,4,0,0,0,0,0,0,738,787,1525,45,65,107,29,34,63,962,1058,2026,322,321,640,2658,2673,5334
POA3201,5662,5934,11600,622,674,1299,37,52,89,2668,2830,5496,49,52,101,18,12,29,22,17,45,14,16,28,7,9,19,0,4,9,0,0,0,2816,2989,5803,235,278,512,107,120,226,3785,4064,7849,492,528,1028,9942,10529,20467
POA3202,813,859,1673,41,49,96,7,6,8,309,318,626,3,3,10,3,4,6,8,0,10,0,0,0,0,0,0,6,0,4,0,0,0,335,338,674,48,76,121,34,9,41,459,476,931,46,40,83,1320,1371,2689
POA3204,8190,8875,17061,778,781,1561,140,157,294,4105,4249,8350,80,83,167,60,58,110,68,59,132,15,10,28,6,4,9,15,20,37,0,0,0,4486,4638,9125,1302,1323,2627,81,62,138,6647,6799,13450,494,561,1050,15326,16240,31565
POA3205,2110,2335,4442,282,276,560,121,142,257,1684,1684,3363,90,84,174,44,32,72,59,64,118,20,19,36,3,9,14,12,15,32,0,0,0,2031,2034,4069,597,589,1187,50,37,85,2962,2932,5898,337,389,725,5412,5652,11069
POA3206,2549,2786,5337,370,374,745,72,73,148,1005,1108,2109,49,54,104,4,15,24,18,25,42,6,16,20,5,5,12,10,16,23,0,0,0,1171,1307,2477,270,318,592,25,24,47,1833,2030,3862,175,172,345,4554,4986,9544
POA3207,3540,4054,7589,736,807,1544,156,183,341,2187,2246,4432,83,102,190,13,36,49,54,64,113,8,19,24,10,3,15,23,17,40,0,0,0,2533,2667,5199,604,615,1214,50,48,100,3923,4136,8060,555,585,1144,8021,8770,16792
POA3211,445,421,863,12,7,20,0,3,4,137,119,261,6,3,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,128,272,3,3,5,3,4,6,160,140,299,66,66,130,669,629,1302
POA3212,4753,4811,9564,1002,1115,2121,41,57,93,1855,1949,3804,40,51,97,12,10,18,12,19,33,8,7,15,8,11,24,10,13,24,0,0,0,1991,2113,4104,175,210,387,57,43,103,3225,3485,6706,1450,335,1783,9427,8622,18047
POA3213,1350,1351,2707,147,152,293,8,0,5,597,572,1176,7,7,17,0,0,0,5,6,16,0,4,4,0,0,0,0,0,0,0,0,0,620,595,1215,34,26,61,16,4,16,807,781,1587,122,109,233,2286,2241,4525
POA3214,6217,6442,12661,763,848,1612,87,110,196,2273,2397,4672,57,79,138,39,40,80,37,35,70,33,20,54,8,14,20,7,8,17,0,0,0,2547,2700,5245,525,513,1037,83,53,128,3916,4112,8023,1202,1221,2427,11338,11770,23107
POA3215,5546,6067,11610,698,745,1443,59,67,125,2511,2726,5232,65,61,122,22,26,58,30,28,55,21,28,50,27,26,48,5,3,15,0,0,0,2741,2960,5701,360,377,736,99,133,232,3898,4222,8114,528,547,1079,9970,10840,20808
POA3216,14992,16203,31202,1680,1782,3462,296,322,619,7169,8019,15190,159,219,383,78,92,172,86,88,180,68,80,147,38,35,73,36,31,68,0,0,0,7930,8899,16829,1556,1098,2657,178,144,327,11346,11926,23273,1172,1239,2411,27510,29373,56885
POA3217,1868,1891,3767,587,625,1209,116,124,239,5089,5686,10772,91,108,197,47,49,93,41,40,85,18,17,35,32,39,68,12,17,32,0,0,0,5439,6082,11519,498,478,971,95,87,184,6621,7269,13890,364,387,751,8855,9550,18407
POA3218,3276,3584,6860,592,625,1226,80,68,145,1995,2184,4184,49,44,85,22,31,52,24,17,43,22,16,38,6,8,21,4,8,12,0,0,0,2192,2383,4574,293,295,591,55,44,104,3139,3348,6488,285,282,570,6700,7216,13916
POA3219,5341,5860,11206,559,613,1173,65,84,150,2024,2365,4389,42,68,110,19,15,35,27,25,47,14,22,32,11,13,26,8,7,20,0,0,0,2205,2603,4809,303,276,575,72,67,138,3135,3556,6695,719,715,1433,9195,10138,19330
POA3220,4045,4358,8398,493,482,969,110,124,238,2242,2537,4782,57,62,117,25,21,49,20,28,48,26,30,55,10,15,20,7,12,25,0,0,0,2500,2834,5335,450,443,889,60,50,112,3495,3810,7308,394,386,780,7933,8545,16486
POA3221,254,259,516,9,8,20,0,3,4,90,83,173,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,101,88,187,8,8,12,0,0,0,116,101,220,18,19,31,385,379,762
POA3222,4391,4595,8987,907,1014,1924,90,90,174,2423,2699,5119,64,73,138,19,25,47,23,18,39,20,18,37,10,11,27,8,14,22,0,0,0,2661,2943,5608,111,140,249,44,57,105,3724,4160,7879,351,408,758,8473,9158,17631
POA3223,2107,2176,4283,347,373,723,45,38,83,1477,1633,3109,31,30,60,3,0,3,13,19,22,12,15,28,6,13,20,4,0,0,0,0,0,1581,1746,3329,49,60,105,8,14,25,1993,2188,4183,385,402,791,4478,4773,9255
POA3224,4162,4398,8557,562,576,1134,39,47,85,1526,1654,3175,39,47,83,15,14,33,19,21,38,13,9,25,4,4,11,9,12,19,0,0,0,1665,1807,3468,76,102,182,52,31,91,2356,2519,4878,356,444,799,6872,7362,14235
POA3225,1186,1367,2550,240,257,496,13,13,28,722,844,1568,16,19,27,4,8,17,3,7,11,5,11,16,12,7,12,9,6,11,0,0,0,779,912,1692,47,36,82,7,4,8,1071,1210,2283,201,203,403,2453,2779,5235
POA3226,3993,4385,8380,1060,1193,2257,58,86,141,2124,2387,4508,35,51,83,15,13,28,28,27,54,9,12,31,16,26,38,4,13,20,0,0,0,2293,2614,4902,128,151,283,37,60,99,3521,4020,7540,379,416,800,7895,8820,16710
POA3227,1380,1478,2858,243,206,447,20,26,45,675,706,1376,0,7,12,10,4,14,0,5,5,5,3,11,8,5,9,0,0,6,0,0,0,711,762,1478,52,58,112,9,0,18,1017,1030,2049,174,186,353,2567,2699,5264
POA3228,5321,5445,10768,1639,1669,3304,108,118,221,2879,3121,5997,74,59,126,16,12,34,45,44,88,13,16,31,17,20,40,14,18,31,0,0,0,3158,3401,6562,281,314,595,81,75,157,5161,5460,10621,553,607,1159,11037,11514,22550
POA3230,744,776,1517,126,130,259,9,9,20,450,493,938,7,14,16,4,5,5,0,8,12,0,0,3,5,7,8,7,0,8,0,0,0,481,527,1008,26,23,49,3,0,9,636,689,1322,108,102,205,1483,1563,3049
POA3231,412,423,838,46,53,95,3,5,9,211,221,431,0,6,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,219,234,449,8,7,22,5,5,4,279,298,578,54,53,112,749,776,1530
POA3232,294,282,581,63,53,122,0,0,0,190,162,348,8,6,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,205,177,382,34,41,73,10,4,7,313,270,582,63,59,130,674,618,1283
POA3233,562,580,1144,136,162,296,16,11,23,227,215,445,7,9,16,0,0,3,6,0,9,0,0,0,0,0,3,4,0,5,0,0,0,265,248,512,28,38,65,4,5,7,434,449,883,133,120,253,1128,1151,2278
POA3234,52,55,111,3,3,8,0,0,0,37,24,63,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,38,31,68,12,6,18,0,0,0,53,45,98,9,10,22,122,111,227
POA3235,138,138,270,8,6,11,0,4,3,63,55,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,60,128,0,0,0,0,0,0,73,73,142,30,39,71,238,246,489
POA3236,67,75,146,9,6,12,0,0,0,17,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,49,0,3,3,0,0,0,28,40,67,19,19,35,110,135,245
POA3237,84,73,150,6,8,15,0,0,0,19,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,26,25,46,0,0,0,0,0,0,32,29,63,26,26,52,139,125,264
POA3238,78,68,150,3,5,6,0,0,0,23,27,49,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,55,0,0,3,4,0,4,37,31,65,18,7,20,131,105,237
POA3239,140,133,272,4,12,20,0,0,0,49,55,103,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,58,115,0,0,0,3,0,3,68,66,139,26,26,60,239,226,468
POA3240,689,650,1344,31,36,70,3,8,5,248,239,485,0,4,5,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,247,507,4,12,11,0,4,7,294,298,592,49,44,91,1034,993,2025
POA3241,753,750,1506,121,147,267,11,9,13,354,380,738,5,13,24,3,3,9,3,0,7,5,3,7,8,9,17,0,0,0,0,0,0,390,415,812,19,21,32,6,5,9,532,581,1121,125,126,254,1415,1463,2882
POA3242,268,238,502,35,30,72,4,3,7,100,121,215,0,4,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,132,238,3,5,6,3,0,3,152,168,317,26,26,54,447,432,878
POA3243,132,107,236,12,5,24,0,0,0,31,35,61,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,64,5,0,8,5,0,5,54,44,98,25,16,42,207,170,378
POA3249,1090,1006,2095,91,78,167,4,5,5,327,311,641,7,8,20,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,341,335,676,15,17,30,3,0,3,452,431,884,131,112,238,1667,1546,3216
POA3250,3410,3598,7005,1005,1017,2017,20,44,68,731,820,1554,36,35,66,17,19,38,12,10,22,11,4,18,16,15,25,0,0,0,0,0,0,837,945,1787,221,195,419,37,31,75,2102,2190,4292,394,373,768,5902,6167,12062
POA3251,186,147,336,23,19,37,3,0,3,40,50,89,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,56,99,0,3,7,0,0,0,67,73,141,19,15,32,270,236,506
POA3254,97,97,194,11,9,17,0,0,0,31,39,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,75,0,0,0,0,0,0,50,49,100,21,17,39,168,165,336
POA3260,1437,1439,2877,211,217,427,9,8,20,348,376,723,12,13,19,13,5,20,10,6,17,11,5,18,3,4,3,0,0,0,0,0,0,403,423,827,27,27,52,11,11,20,653,674,1324,204,187,389,2299,2295,4594
POA3264,631,685,1314,129,135,266,5,6,11,159,163,323,4,6,16,4,3,10,4,4,10,0,5,4,4,0,0,0,0,0,0,0,0,179,185,369,13,16,26,3,4,7,331,337,669,80,99,180,1046,1116,2163
POA3265,887,813,1707,80,80,162,11,15,22,220,216,440,8,8,20,4,6,12,9,7,14,0,5,3,0,0,0,0,0,0,0,0,0,255,259,515,14,16,29,3,6,7,358,355,713,134,108,243,1378,1283,2657
POA3266,924,895,1818,166,188,353,8,10,17,196,211,406,4,0,4,3,5,6,5,3,4,4,0,7,0,0,0,0,0,0,0,0,0,215,229,443,11,14,29,6,4,11,403,432,842,117,120,238,1451,1450,2904
POA3267,67,58,125,11,9,12,0,0,3,13,16,29,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,24,38,0,0,0,0,0,0,27,31,57,12,8,21,107,100,208
POA3268,765,738,1509,148,129,280,5,11,18,170,154,322,7,10,23,3,3,0,0,3,3,10,3,6,0,0,0,0,0,5,0,0,0,195,185,381,28,31,62,0,4,6,383,350,728,107,85,188,1252,1173,2427
POA3269,200,191,388,42,37,81,0,3,9,43,43,91,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,57,105,5,9,12,6,0,12,109,99,207,19,16,35,328,306,633
POA3270,93,86,181,9,7,14,3,0,3,30,39,67,3,4,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,40,48,84,7,4,8,0,0,0,46,55,100,14,7,23,156,145,302
POA3271,51,42,88,3,0,3,3,0,0,17,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,38,0,0,3,0,0,0,22,19,43,22,24,40,99,76,176
POA3272,444,477,926,82,94,176,3,3,11,105,133,240,3,7,11,0,5,7,4,4,7,0,0,4,0,0,0,0,0,0,0,0,0,126,157,280,8,14,25,0,3,8,226,267,487,77,65,140,744,810,1548
POA3273,44,44,97,4,0,5,0,0,0,0,9,13,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,0,0,0,0,0,0,7,14,23,6,8,13,58,71,132
POA3274,92,83,173,4,4,10,0,3,0,15,8,26,0,0,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,35,0,0,0,0,0,0,21,23,44,9,8,19,126,109,238
POA3275,156,142,298,14,17,35,0,0,0,44,40,86,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,51,45,90,0,0,0,0,0,0,64,63,123,23,22,43,239,217,458
POA3276,146,143,284,7,3,10,0,4,6,35,43,73,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,82,0,0,3,0,0,0,43,51,90,21,13,33,209,208,414
POA3277,580,574,1156,59,44,100,0,3,6,118,139,258,0,3,7,0,0,6,3,0,9,4,0,3,3,0,8,0,0,0,0,0,0,131,160,293,9,13,17,3,5,10,203,215,426,73,68,139,858,864,1720
POA3278,110,85,193,8,14,14,3,3,7,35,30,66,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,73,0,3,3,0,0,0,47,52,96,15,11,24,165,152,317
POA3279,90,98,193,9,13,26,0,0,0,26,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,46,0,0,4,0,0,0,35,40,72,10,14,24,131,154,284
POA3280,8382,9131,17511,1748,1982,3731,102,115,214,2943,3374,6321,111,124,237,78,100,177,65,63,122,18,33,50,21,26,45,6,5,16,0,0,0,3346,3832,7176,480,440,920,118,90,215,5693,6349,12042,974,1049,2020,15047,16522,31570
POA3281,594,553,1148,73,80,151,0,0,0,170,184,350,6,3,6,0,3,8,0,4,9,0,0,0,0,0,5,0,0,0,0,0,0,180,194,378,6,13,17,4,3,5,265,286,553,35,22,54,885,866,1752
POA3282,658,674,1335,123,142,266,11,13,21,245,258,504,7,10,19,10,3,9,0,3,4,0,3,6,0,0,0,0,0,4,0,0,0,279,292,571,0,10,5,8,0,7,405,446,854,65,79,147,1131,1201,2329
POA3283,461,435,898,55,40,95,0,3,6,98,110,207,4,6,10,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,122,232,9,12,12,7,0,10,177,171,349,49,43,93,685,656,1344
POA3284,987,1071,2062,227,291,524,12,16,20,297,341,639,3,9,15,7,9,13,19,15,27,4,8,11,10,8,16,0,0,5,0,0,0,342,399,744,22,21,49,9,14,26,613,733,1344,129,159,279,1726,1955,3685
POA3285,385,361,748,58,62,123,0,0,3,100,95,196,3,3,9,6,7,15,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,114,108,223,3,3,8,0,0,4,183,175,359,42,41,83,615,580,1197
POA3286,185,176,365,14,17,36,7,0,11,36,33,60,0,0,5,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,0,42,35,81,0,10,12,0,0,0,62,64,129,13,11,25,265,256,518
POA3287,130,106,236,18,19,39,6,0,8,33,37,66,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,45,77,7,4,19,3,4,3,69,73,140,11,10,19,203,193,397
POA3289,267,227,499,21,30,51,4,10,12,68,66,130,0,0,0,4,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,80,82,159,4,0,4,8,5,12,113,122,228,22,13,40,402,364,763
POA3292,51,45,92,3,5,10,0,0,0,14,10,22,0,0,3,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,53,5,0,5,0,0,0,36,29,65,12,15,24,98,86,189
POA3293,110,87,195,13,19,31,0,0,3,27,24,52,6,6,9,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,73,0,0,0,0,0,0,50,51,106,8,14,22,167,154,322
POA3294,308,284,590,45,40,87,8,4,12,58,59,117,0,0,0,8,7,16,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,74,79,155,3,10,9,3,0,3,131,130,257,32,37,67,469,453,920
POA3300,2725,2899,5622,762,897,1663,42,47,90,643,714,1361,48,59,112,42,49,88,22,18,35,11,11,19,9,7,19,0,4,5,0,0,0,813,906,1724,67,90,153,41,19,57,1683,1910,3596,310,360,671,4719,5171,9892
POA3301,399,411,811,41,29,75,4,0,6,80,89,169,7,3,8,8,8,14,4,7,14,0,0,0,6,4,18,0,0,0,0,0,0,109,110,226,13,6,15,6,7,6,173,152,321,35,33,78,608,598,1207
POA3302,126,115,240,6,10,14,0,0,5,20,21,45,3,3,13,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,58,0,0,0,0,0,0,34,46,76,16,12,30,170,174,346
POA3303,102,89,190,13,3,16,0,0,6,10,16,26,6,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,19,36,0,3,7,0,0,0,31,24,57,15,13,26,147,122,273
POA3304,831,771,1604,136,144,272,6,8,14,158,155,318,11,10,21,24,29,57,3,7,10,0,3,3,3,3,5,0,0,0,0,0,0,219,219,441,8,7,17,11,10,20,366,379,748,158,138,299,1361,1291,2647
POA3305,3623,3593,7211,994,1031,2030,57,65,115,859,955,1808,56,75,136,56,86,144,29,33,61,8,11,17,16,21,36,6,3,6,0,0,0,1088,1249,2336,81,86,172,46,40,83,2209,2413,4622,477,432,903,6307,6432,12739
POA3309,43,35,76,0,0,0,0,0,0,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,0,0,0,0,0,0,13,13,28,7,10,13,62,57,116
POA3310,84,81,162,9,3,12,0,5,5,20,21,39,3,0,5,6,8,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,33,59,0,0,0,0,3,3,38,41,72,6,8,21,134,127,257
POA3311,484,523,1009,108,122,229,6,5,8,77,84,166,5,8,12,14,21,41,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,107,130,234,16,18,36,0,0,5,236,262,498,65,69,135,783,864,1645
POA3312,360,311,669,24,23,49,7,7,17,34,37,70,3,4,3,18,26,46,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0,69,81,152,0,4,4,0,0,0,98,108,204,49,45,94,499,464,963
POA3314,182,175,357,20,16,33,0,3,3,39,39,76,5,6,12,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,50,46,100,0,0,6,0,3,0,69,66,132,18,20,42,274,259,530
POA3315,535,509,1039,72,76,145,4,3,8,79,108,191,6,8,16,18,16,31,0,4,5,5,4,5,0,0,4,0,0,0,0,0,0,121,145,262,6,13,15,0,4,7,197,235,431,78,65,143,810,809,1616
POA3317,72,54,126,4,3,6,0,0,0,18,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,27,0,0,0,0,0,0,21,17,36,6,6,15,97,78,178
POA3318,334,357,693,70,59,131,5,5,12,70,67,132,3,5,4,14,16,36,3,8,7,0,0,0,0,0,4,0,0,0,0,0,0,99,105,202,11,19,32,3,0,6,186,179,370,52,60,109,579,596,1171
POA3319,121,112,231,12,5,24,0,0,0,14,13,33,0,4,6,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,59,0,4,8,0,0,0,46,43,87,36,40,74,200,191,390
POA3321,571,537,1106,30,22,54,8,5,9,174,193,363,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,184,197,384,5,11,20,0,3,3,223,241,463,39,40,78,834,817,1646
POA3322,59,52,108,3,3,8,0,4,4,18,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,41,0,0,6,0,0,0,28,23,54,0,0,4,86,79,164
POA3323,30,25,57,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,3,3,8,14,16,9,5,15,42,39,88
POA3324,167,155,322,21,15,32,3,6,15,52,67,115,4,0,4,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,0,0,62,73,143,0,0,0,4,5,5,93,90,177,30,20,48,279,268,546
POA3325,145,126,272,20,12,32,7,5,10,23,30,58,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,77,3,4,6,0,3,9,57,63,120,22,17,38,226,206,434
POA3328,604,614,1215,43,32,69,6,4,13,346,333,676,0,0,3,0,0,5,4,10,12,0,0,5,0,7,3,0,0,0,0,0,0,360,353,711,4,6,11,7,7,18,414,392,808,60,50,113,1079,1064,2141
POA3329,91,95,182,12,9,20,0,0,0,27,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,28,34,57,0,0,0,0,0,0,40,42,88,10,11,17,142,143,283
POA3330,71,48,118,7,7,7,0,6,3,20,24,48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,50,0,0,0,0,0,0,30,37,61,8,13,23,109,89,198
POA3331,1984,1882,3867,251,242,495,13,17,27,876,938,1808,15,16,33,3,8,5,4,5,13,5,7,12,6,4,5,3,3,8,0,0,0,916,987,1908,23,29,57,21,33,47,1213,1294,2503,145,143,286,3341,3316,6656
POA3332,365,339,705,26,24,46,3,0,4,117,129,246,5,9,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,127,143,268,5,0,8,3,3,3,156,173,329,50,44,89,567,557,1118
