POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3333,258,216,478,21,30,51,3,3,7,100,103,206,4,4,3,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,107,112,226,3,3,8,0,0,0,134,145,282,34,36,72,432,397,828
POA3334,171,161,327,5,7,10,0,0,0,45,56,100,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,62,114,0,0,0,0,0,0,51,68,124,38,38,76,265,265,532
POA3335,455,362,816,37,37,79,60,50,106,1705,1701,3404,19,18,41,19,16,34,17,4,26,7,4,8,7,4,14,5,3,9,0,0,0,1836,1806,3637,234,264,501,21,18,42,2128,2122,4249,212,188,398,2793,2677,5470
POA3336,1726,1719,3442,181,191,371,128,135,266,4541,4690,9240,36,28,67,42,43,91,32,36,64,4,3,10,21,24,40,12,20,28,0,0,0,4820,4984,9804,617,684,1308,47,33,75,5666,5894,11557,304,315,626,7696,7927,15622
POA3337,10146,10372,20516,978,1123,2101,219,223,443,4751,5021,9776,120,140,263,59,39,97,32,32,63,33,37,71,15,12,25,12,5,15,0,0,0,5240,5517,10758,560,684,1247,128,136,268,6915,7464,14377,1365,1348,2712,18421,19183,37606
POA3338,6572,6620,13197,654,717,1369,345,328,677,6051,6350,12405,122,118,243,60,74,135,68,57,121,49,48,95,38,27,70,26,26,49,0,0,0,6768,7028,13797,1035,1144,2183,132,103,234,8592,8997,17585,1190,1286,2479,16350,16910,33258
POA3340,6347,6478,12830,1418,1573,2992,72,95,172,2816,3011,5823,41,51,89,27,30,59,28,28,61,11,15,27,13,14,28,5,5,14,0,0,0,3014,3249,6269,227,259,487,67,67,131,4725,5155,9874,595,623,1213,11671,12251,23920
POA3341,556,517,1073,18,18,38,0,0,0,154,167,326,5,4,8,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,162,177,345,0,4,4,0,0,0,184,205,394,57,37,91,795,761,1559
POA3342,1052,1050,2100,161,180,341,11,11,25,478,507,984,8,4,14,5,0,3,0,5,9,0,3,3,3,3,3,0,0,0,0,0,0,501,545,1044,17,15,31,11,8,19,692,748,1434,87,95,183,1831,1891,3718
POA3345,359,375,732,25,23,56,6,3,10,204,201,402,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,208,419,5,5,11,0,0,0,243,239,481,43,43,86,645,655,1301
POA3350,14643,15985,30626,2056,2204,4268,300,368,665,9361,10416,19780,228,245,473,119,147,269,99,112,209,57,64,125,70,66,136,36,37,78,0,0,0,10274,11465,21738,922,930,1854,248,209,462,13498,14812,28310,1648,1689,3335,29788,32479,62269
POA3351,2846,2616,5460,112,125,244,20,32,56,1017,1016,2032,16,15,33,21,21,34,24,23,46,5,4,9,7,10,11,0,0,0,0,0,0,1112,1116,2227,25,31,54,30,19,52,1284,1292,2573,313,248,562,4441,4155,8596
POA3352,5431,5154,10583,506,482,985,40,58,105,2196,2187,4389,41,35,80,19,23,44,21,20,42,6,11,15,19,13,28,4,0,6,0,0,0,2349,2362,4710,89,85,171,41,50,90,2981,2979,5959,788,453,1240,9199,8584,17786
POA3355,3242,3581,6826,397,397,788,49,70,125,1484,1667,3141,47,49,94,20,18,38,22,17,31,12,11,24,6,9,12,5,0,3,0,0,0,1640,1836,3477,131,99,234,48,32,75,2209,2359,4571,488,507,992,5946,6451,12392
POA3356,3678,4160,7836,387,499,882,44,55,97,1895,2150,4043,55,63,123,26,33,62,15,15,34,10,18,34,6,9,13,10,11,18,0,0,0,2060,2352,4418,121,137,254,76,83,164,2651,3073,5721,550,608,1160,6872,7839,14715
POA3357,1093,1198,2291,157,154,310,8,15,22,363,403,766,10,16,21,0,5,0,0,6,4,6,4,10,0,0,0,0,0,0,0,0,0,389,435,820,24,26,46,5,0,5,574,606,1184,74,76,143,1741,1882,3621
POA3358,491,485,976,80,88,167,20,15,38,758,839,1597,12,14,28,0,3,0,11,9,16,7,7,11,0,4,3,6,6,6,0,0,0,811,891,1701,44,50,103,29,21,52,963,1059,2019,53,58,102,1502,1594,3095
POA3360,246,246,492,21,23,44,0,0,0,93,86,173,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,92,190,0,0,3,0,0,0,119,113,235,25,20,45,391,379,769
POA3361,194,191,386,13,11,23,0,3,3,68,79,149,5,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,86,159,0,3,3,7,6,12,93,104,200,48,41,92,340,344,681
POA3363,962,1015,1977,120,135,252,13,12,23,366,355,724,10,12,15,0,0,4,4,0,8,0,0,0,0,3,3,7,3,10,0,0,0,400,386,790,10,21,37,13,14,21,542,555,1100,161,176,333,1663,1748,3411
POA3364,755,713,1463,47,40,85,6,6,7,172,188,357,9,11,17,0,0,3,0,3,0,4,0,3,5,0,3,0,0,0,0,0,0,201,204,404,12,6,12,7,0,7,257,250,512,84,100,186,1098,1069,2166
POA3370,559,528,1083,62,74,130,8,8,11,179,195,377,4,3,5,0,6,6,0,0,4,0,0,6,0,0,4,0,0,0,0,0,0,196,215,413,15,10,25,3,0,3,273,301,568,82,72,150,910,893,1807
POA3371,349,312,653,13,11,30,4,3,4,97,85,183,0,0,0,4,0,5,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,107,94,203,0,6,8,0,0,3,124,113,238,87,83,170,554,510,1064
POA3373,698,692,1398,75,80,161,7,10,17,238,262,497,11,15,21,3,4,10,3,5,9,0,0,3,3,3,4,4,4,3,0,0,0,269,297,567,3,7,8,8,8,9,361,389,744,110,109,221,1167,1187,2352
POA3374,131,126,254,13,13,25,0,0,4,46,40,83,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,50,48,97,6,0,6,0,0,0,64,59,123,19,13,31,210,200,413
POA3375,72,100,169,3,3,8,0,0,4,16,19,34,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,18,23,44,0,0,0,0,0,0,27,19,50,9,0,6,105,125,229
POA3377,2414,2401,4820,608,680,1285,28,37,63,579,631,1208,16,27,42,22,23,45,14,15,30,3,8,9,6,7,18,0,0,0,0,0,0,663,752,1416,125,123,249,22,27,45,1417,1581,2996,1034,299,1332,4868,4282,9148
POA3378,56,52,107,5,0,3,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,10,8,20,3,6,9,69,64,132
POA3379,243,217,466,13,8,22,4,3,3,57,57,113,5,0,11,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,68,67,134,5,14,17,0,0,0,87,86,174,39,36,77,371,346,711
POA3380,1701,1736,3434,436,420,856,17,15,28,300,324,629,11,21,30,21,32,54,12,13,26,3,5,5,0,0,0,0,0,0,0,0,0,372,408,778,109,119,222,18,16,30,935,960,1893,288,289,580,2926,2983,5910
POA3381,352,325,679,48,46,93,3,3,10,153,142,292,3,8,14,5,7,11,0,0,0,0,4,3,3,0,3,0,0,7,0,0,0,172,169,340,18,14,34,0,0,0,241,232,466,112,75,190,704,631,1339
POA3384,179,177,358,13,16,25,3,5,4,60,53,116,0,0,0,6,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,68,60,126,4,5,6,0,0,0,85,74,164,35,26,57,294,278,574
POA3385,186,170,360,19,22,35,0,0,0,31,34,68,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,69,0,0,0,3,0,4,59,56,112,33,24,51,275,243,523
POA3387,104,94,201,8,6,19,4,3,3,14,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,35,0,3,5,0,0,0,29,30,60,11,12,18,145,132,280
POA3388,199,164,366,12,14,29,4,0,4,41,40,81,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,45,86,3,0,8,0,0,6,58,70,131,24,26,50,285,263,541
POA3390,290,296,586,39,30,75,4,4,9,63,68,134,0,0,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,81,153,3,0,4,11,0,9,125,115,237,42,33,75,460,444,902
POA3391,62,60,116,7,6,10,0,0,0,9,3,13,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,18,13,30,10,9,19,84,87,168
POA3392,198,181,381,14,22,35,5,0,7,35,30,69,3,3,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,82,5,3,7,0,0,4,59,66,125,33,33,66,295,280,572
POA3393,792,768,1563,136,135,269,9,10,18,132,142,273,14,18,27,7,3,9,7,3,11,0,0,3,3,6,14,0,0,0,0,0,0,162,183,347,9,12,22,7,6,16,317,335,651,117,148,260,1234,1251,2478
POA3395,126,107,233,14,9,23,5,0,5,25,23,50,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,56,0,0,0,0,0,0,41,38,81,11,8,16,183,155,331
POA3396,225,219,447,28,37,66,4,11,17,37,36,72,4,0,0,6,3,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,50,100,5,3,8,0,4,4,78,96,175,25,16,42,334,330,661
POA3400,3773,4042,7816,1349,1458,2808,55,57,107,885,1004,1881,46,55,102,67,76,143,17,16,35,11,4,16,17,12,30,0,0,6,0,0,0,1089,1222,2317,116,147,266,47,43,88,2603,2874,5475,444,478,921,6822,7391,14214
POA3401,1573,1421,2988,191,193,388,9,10,15,304,274,576,11,4,12,10,16,26,4,7,7,0,0,5,4,10,12,0,0,0,0,0,0,345,311,658,10,18,25,12,8,13,561,524,1081,151,138,294,2281,2086,4370
POA3407,156,133,292,8,11,23,0,0,0,26,24,48,0,0,0,3,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,33,53,4,0,7,0,0,0,37,45,83,9,16,22,204,193,395
POA3409,317,299,616,30,30,55,4,0,0,63,66,125,3,6,11,0,5,8,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,72,79,147,9,10,19,0,0,0,110,110,218,56,58,113,479,474,953
POA3412,94,87,177,6,9,10,0,0,3,25,26,48,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,57,0,0,0,0,0,0,31,38,70,17,14,28,144,138,273
POA3413,76,59,130,6,0,10,0,4,7,4,0,8,0,0,0,0,3,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,14,20,0,0,0,0,0,0,15,18,32,13,11,21,102,87,188
POA3414,549,538,1080,89,97,182,9,14,22,92,93,183,3,0,5,3,8,13,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,114,121,239,0,10,9,0,4,4,206,226,432,53,63,119,807,821,1631
POA3415,20,12,27,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,9,0,0,0,20,13,37
POA3418,835,826,1661,172,193,367,15,16,29,154,139,288,11,7,21,18,27,39,8,6,12,0,0,0,4,3,8,0,0,0,0,0,0,197,199,400,33,32,64,4,5,13,407,431,840,122,97,218,1364,1352,2719
POA3419,280,303,582,48,56,105,0,4,7,30,23,52,4,0,3,15,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,50,95,0,0,0,0,0,0,102,103,210,24,31,54,402,441,848
POA3420,91,73,165,8,6,13,12,5,10,5,13,18,0,0,0,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,36,0,4,3,0,0,3,31,27,55,18,15,34,134,119,255
POA3423,141,126,268,24,21,43,4,5,10,33,24,56,3,8,13,9,4,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,50,41,95,0,0,0,3,4,7,78,70,146,20,12,36,241,215,457
POA3424,260,252,512,12,9,25,4,0,5,47,52,93,0,0,3,0,4,6,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,54,62,118,0,7,8,0,0,6,77,77,149,28,38,68,362,363,726
POA3427,967,943,1904,76,92,159,33,37,73,1184,1202,2378,16,12,28,3,5,17,3,11,11,5,0,3,4,3,5,0,0,0,0,0,0,1243,1273,2516,104,111,215,16,13,31,1438,1482,2921,182,142,322,2583,2567,5151
POA3428,248,233,483,5,6,5,0,0,3,40,56,96,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,61,110,3,3,8,0,0,0,56,66,123,24,16,38,328,315,646
POA3429,10728,11190,21917,1014,1080,2091,105,114,218,4616,4942,9555,106,113,222,20,24,51,48,60,107,17,29,43,20,18,34,16,15,29,0,0,0,4942,5314,10256,325,382,705,116,104,219,6393,6876,13276,773,785,1554,17897,18847,36744
POA3430,100,87,191,4,0,8,5,0,5,25,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,58,3,0,4,0,0,0,43,27,67,15,16,36,161,133,291
POA3431,1311,1425,2735,97,106,205,5,7,16,463,478,946,6,7,13,4,5,10,3,3,11,0,4,4,3,4,11,0,0,0,0,0,0,498,507,1004,13,30,39,10,6,16,617,650,1269,85,82,165,2013,2156,4170
POA3432,65,69,132,0,0,5,0,0,0,15,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,29,0,0,0,0,0,0,19,15,35,5,10,14,90,93,184
POA3433,73,61,135,0,3,5,0,0,3,23,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,42,0,0,0,0,0,0,28,25,49,8,6,13,104,94,201
POA3434,1654,1630,3289,212,222,434,20,28,50,766,770,1536,13,13,27,3,10,15,5,0,4,3,0,6,0,0,0,0,0,0,0,0,0,809,830,1641,21,23,45,14,10,26,1063,1086,2147,144,136,277,2861,2852,5713
POA3435,874,904,1776,134,153,285,12,19,25,313,349,662,6,10,18,3,0,9,0,4,7,0,0,0,4,4,6,0,0,0,0,0,0,344,380,732,12,16,29,12,4,19,509,552,1061,113,100,215,1492,1560,3053
POA3437,3276,3298,6575,488,546,1034,37,40,73,1219,1217,2434,26,32,57,5,9,14,10,15,34,4,3,14,9,9,12,0,0,7,0,0,0,1319,1330,2648,73,90,159,27,19,55,1908,1980,3893,238,270,506,5420,5552,10971
POA3438,795,811,1606,79,84,162,6,3,18,198,229,428,4,3,7,4,0,4,0,3,6,0,3,3,0,0,0,4,3,4,0,0,0,218,248,464,6,17,24,3,3,9,311,351,662,53,52,104,1155,1212,2367
POA3440,646,631,1278,36,32,70,8,10,23,214,213,427,6,7,13,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,238,239,473,13,18,32,0,4,8,294,288,585,61,51,109,999,975,1969
POA3441,452,398,849,33,17,48,0,0,5,184,161,350,0,5,4,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,191,167,360,4,5,13,0,0,4,234,197,425,48,39,87,726,635,1364
POA3442,2305,2475,4776,250,286,540,44,50,91,956,1037,1994,24,24,53,8,8,12,11,15,27,12,8,14,5,6,5,7,5,6,0,0,0,1066,1138,2204,87,84,175,18,9,31,1425,1520,2943,222,224,447,3946,4217,8161
POA3444,2742,2864,5610,437,459,896,39,47,86,970,1031,1993,12,24,38,4,12,21,6,6,11,3,3,7,4,0,7,0,6,8,0,0,0,1044,1128,2173,137,112,247,25,8,34,1642,1715,3352,308,347,654,4691,4925,9616
POA3446,294,317,614,50,44,98,7,5,12,116,108,227,3,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,120,247,3,8,11,3,0,8,186,171,356,42,30,70,520,524,1044
POA3447,153,150,305,9,3,11,4,0,4,63,69,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,70,138,6,4,10,0,0,5,77,80,165,29,18,46,266,246,515
POA3448,297,286,587,3,7,10,7,3,6,103,116,217,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,115,129,240,0,3,5,3,0,3,120,140,260,35,45,76,452,470,920
POA3450,1727,2033,3761,328,376,706,46,30,81,597,698,1291,12,23,34,5,8,17,15,11,30,4,3,9,13,12,24,7,3,4,0,0,0,695,788,1486,50,84,130,20,9,32,1091,1258,2354,821,372,1193,3646,3665,7311
POA3451,1526,1552,3081,274,288,565,31,36,66,629,670,1292,18,19,35,9,10,23,14,12,23,4,6,13,3,5,6,0,4,4,0,0,0,699,752,1455,17,34,52,14,8,18,1011,1087,2096,168,195,362,2703,2835,5540
POA3453,583,569,1153,36,30,69,10,4,16,180,193,375,7,8,17,0,0,0,3,6,4,0,0,0,0,4,4,0,0,0,0,0,0,201,213,413,15,11,14,0,0,0,253,253,500,71,63,135,902,878,1779
POA3458,614,589,1206,59,61,116,8,14,23,309,301,603,6,7,15,0,3,3,4,4,9,6,0,10,6,3,9,0,0,5,0,0,0,338,332,675,18,12,32,0,0,5,413,413,828,97,95,191,1125,1093,2224
POA3460,613,786,1396,160,174,333,20,14,30,255,282,533,12,17,26,6,6,14,7,3,10,6,3,8,0,3,7,7,8,12,0,0,0,295,330,625,45,38,89,11,12,17,505,567,1069,117,128,249,1235,1473,2718
POA3461,1379,1329,2704,148,152,299,35,29,61,430,441,877,9,11,23,7,3,16,3,3,12,6,0,9,3,8,16,3,7,13,0,0,0,502,507,1014,29,45,73,13,4,22,696,713,1409,166,189,353,2241,2223,4465
POA3462,381,329,708,38,38,72,4,5,11,133,131,262,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,144,140,287,6,4,7,3,3,4,189,182,369,50,53,103,622,564,1179
POA3463,760,707,1467,101,117,221,12,18,29,244,266,517,8,17,30,4,0,9,3,4,6,5,0,8,0,3,9,4,5,6,0,0,0,292,315,612,12,23,31,4,3,11,411,458,869,70,104,176,1240,1271,2514
POA3464,390,362,752,20,30,55,0,0,0,115,113,228,0,3,7,3,5,8,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,120,127,246,0,6,7,4,0,5,148,156,306,40,37,76,582,557,1137
POA3465,2856,2957,5817,458,567,1027,28,38,59,831,910,1740,25,22,55,18,18,28,14,11,19,8,5,13,4,3,10,0,3,0,0,0,0,916,1007,1925,32,52,88,33,21,50,1439,1646,3081,411,389,799,4704,4995,9700
POA3467,407,362,770,71,60,130,8,4,10,111,113,220,3,3,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,120,245,3,4,7,5,0,0,198,188,385,68,69,142,675,625,1297
POA3468,100,93,189,4,0,3,0,0,0,20,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,40,0,0,0,0,0,0,20,25,45,9,11,18,130,125,256
POA3469,76,81,158,3,0,4,0,0,0,17,20,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,21,41,3,0,3,0,0,0,23,23,52,35,20,53,139,122,260
POA3472,464,445,912,36,51,88,13,10,21,134,135,267,4,5,7,0,0,0,0,0,0,7,0,7,6,0,6,0,0,0,0,0,0,155,156,309,0,5,6,3,3,9,201,210,410,64,52,118,733,705,1437
POA3475,124,107,229,13,6,17,0,0,0,24,36,55,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,71,0,0,0,0,0,0,44,44,93,23,17,41,195,162,359
POA3477,296,256,553,26,22,47,3,0,3,40,43,79,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,47,97,0,0,8,3,0,3,79,71,150,43,39,80,420,366,783
POA3478,770,792,1559,112,141,255,9,11,20,147,160,307,10,8,20,10,10,22,4,3,7,5,0,5,0,0,3,0,0,0,0,0,0,185,197,381,16,10,26,7,5,10,319,355,672,116,131,236,1200,1271,2470
POA3480,554,517,1075,92,100,197,3,3,13,107,108,214,7,5,12,0,3,5,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,123,127,250,16,16,33,12,3,13,241,247,486,77,73,148,873,836,1709
POA3482,65,49,108,6,5,7,3,0,5,15,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,28,0,0,9,0,0,0,25,15,37,31,20,48,111,84,192
POA3483,267,270,533,45,57,98,4,6,12,52,36,85,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,44,106,12,13,26,5,0,5,121,109,224,37,37,72,420,413,833
POA3485,105,86,195,3,0,4,0,0,3,19,20,36,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,24,25,43,3,0,6,0,3,3,28,29,54,20,20,36,154,128,287
POA3487,26,33,55,5,3,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,10,14,7,11,13,38,41,82
POA3488,26,32,59,5,4,9,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,9,7,18,6,3,8,42,41,87
POA3489,28,23,45,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,6,3,11,0,0,0,32,23,55
POA3490,413,364,773,67,85,156,4,3,8,55,55,110,4,0,4,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,147,12,9,15,0,0,3,154,166,320,80,63,142,646,585,1233
POA3491,50,39,91,7,7,11,0,0,0,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20,0,0,0,5,0,3,21,14,31,7,9,14,69,63,134
POA3494,182,126,312,34,22,57,13,14,23,43,40,80,10,10,19,5,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,68,62,135,16,11,31,3,0,3,120,104,222,46,36,84,355,265,612
POA3496,1873,1776,3649,263,277,539,53,69,126,434,449,890,16,16,31,27,35,64,9,12,13,3,0,3,8,8,15,0,0,0,0,0,0,556,588,1146,84,63,148,15,15,32,924,944,1866,342,263,602,3134,2985,6116
POA3498,1706,1606,3315,168,172,345,43,48,85,508,552,1053,17,17,34,32,29,58,6,7,7,4,0,5,5,10,17,3,0,4,0,0,0,615,664,1277,47,47,101,13,15,33,844,906,1750,291,277,573,2843,2790,5633
POA3500,7790,8515,16311,1556,1770,3324,485,551,1037,2827,3092,5918,143,187,328,249,275,526,49,70,119,15,18,32,45,49,93,18,14,31,0,0,0,3831,4253,8084,876,870,1752,142,109,256,6411,7011,13417,1392,1404,2797,15594,16935,32527
POA3501,698,692,1390,31,38,72,14,22,40,167,171,342,7,11,16,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,211,419,16,8,21,0,0,0,251,261,514,65,55,120,1012,1016,2024
POA3505,1438,1399,2841,161,172,336,60,63,129,350,363,707,13,8,27,23,22,51,7,13,23,0,5,7,6,5,9,0,0,0,0,0,0,466,479,942,23,18,35,11,10,23,664,681,1344,271,271,548,2372,2356,4732
POA3506,9,10,15,6,0,6,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,8,7,17,0,0,4,17,15,30
POA3507,46,54,95,3,0,4,0,3,3,12,12,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,24,0,0,0,0,0,0,20,16,34,23,21,41,89,85,173
POA3509,76,73,149,7,6,10,0,0,0,16,11,29,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,34,0,0,0,0,0,0,18,24,43,13,11,27,114,109,222
POA3512,131,112,244,17,5,20,0,0,0,9,9,10,0,4,4,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,38,12,3,15,4,0,3,46,29,78,17,17,27,193,156,347
POA3515,601,609,1208,52,47,98,9,12,23,377,391,760,3,8,17,0,0,4,6,5,9,0,3,5,0,0,6,0,0,0,0,0,0,400,422,823,9,9,16,5,5,14,469,479,949,61,56,113,1124,1147,2273
POA3516,239,233,474,21,18,37,0,0,6,56,59,113,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,67,122,0,0,3,0,0,3,81,85,166,31,28,54,350,345,692
POA3517,438,411,847,72,77,139,3,7,13,115,120,235,6,8,11,3,0,3,3,4,3,0,0,4,0,0,0,0,0,0,0,0,0,131,134,264,6,3,11,10,11,18,208,219,431,87,70,155,731,701,1432
POA3518,412,368,782,42,42,85,5,9,7,80,101,185,8,9,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,101,123,216,4,5,8,0,0,6,150,170,314,92,93,185,656,630,1284
POA3520,61,55,109,4,3,9,0,0,0,5,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,15,13,24,12,10,22,78,77,153
POA3521,221,226,446,10,8,16,0,5,9,92,92,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,188,0,3,8,0,0,0,101,108,209,34,37,75,361,366,730
