POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA3444,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,11,0,5,13,26,29,66,56,34,223,0,10,16,22,27,66,56,34,235,436,373,519,686,616,577,308,79,3591,28,35,27,41,50,35,25,16,254,467,410,565,747,703,677,389,125,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,6,3,33,0,0,3,12,5,7,6,3,31,412,424,601,724,700,630,350,170,4010,48,30,31,46,37,51,23,24,276,454,455,634,780,739,691,376,191,4324,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,0,5,18,31,34,72,61,36,259,0,10,17,32,38,72,61,36,270,842,795,1118,1408,1316,1207,661,241,7604,74,65,56,82,86,85,45,36,531,921,865,1197,1524,1441,1369,768,316,8406
POA3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,23,0,0,0,8,3,3,3,0,21,46,49,55,75,81,73,20,7,402,9,4,3,5,10,0,0,0,33,54,56,58,86,94,76,22,8,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,37,48,65,77,84,73,25,7,417,3,4,0,5,6,3,3,0,25,38,53,72,92,88,80,20,7,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,0,29,0,0,0,6,6,6,3,0,26,87,97,123,158,163,147,42,15,822,12,7,6,12,17,8,6,0,60,94,104,129,174,186,159,43,15,910
POA3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,9,0,0,12,30,20,16,44,47,40,15,0,214,3,0,6,4,0,5,0,0,27,32,23,26,49,47,45,20,4,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,24,37,52,36,9,4,197,0,0,0,8,4,4,0,5,24,24,14,29,42,61,41,9,7,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,9,0,0,14,47,31,45,80,97,69,25,3,409,9,0,7,7,8,12,0,5,47,52,37,57,89,104,85,33,3,469
POA3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,6,3,22,0,0,3,0,3,10,6,3,22,32,37,42,59,69,84,31,5,363,5,4,4,3,5,3,3,5,34,41,40,47,65,78,93,44,11,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,23,38,55,81,71,71,27,3,372,4,3,9,5,3,9,0,0,27,30,43,56,83,78,82,27,7,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,6,3,29,0,0,3,0,7,10,6,3,29,55,74,95,138,146,155,56,6,732,5,4,9,5,6,11,9,4,58,62,78,107,146,160,174,70,17,822
POA3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,13,18,42,38,24,144,0,0,9,16,19,42,38,24,151,227,225,341,358,450,451,253,55,2359,65,216,165,107,59,53,47,54,765,292,443,512,479,525,548,334,139,3274,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,7,10,0,0,23,3,0,0,3,7,10,0,0,22,201,241,402,458,517,627,403,141,2985,17,9,20,32,20,41,71,133,342,222,255,422,489,543,673,473,273,3358,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,13,26,56,39,29,173,6,0,9,18,25,56,39,29,174,429,468,740,818,968,1077,657,195,5348,85,224,184,137,79,93,113,190,1106,517,696,936,970,1072,1219,807,411,6628
POA3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,12,33,32,12,122,0,9,8,12,12,33,32,12,121,256,221,287,381,382,369,148,35,2082,18,23,19,26,21,28,8,4,136,271,250,305,423,422,429,186,53,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,19,0,0,0,5,6,10,0,0,22,213,243,353,419,483,390,174,38,2310,13,19,18,26,28,19,19,6,146,231,266,369,448,510,422,192,46,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,21,14,40,39,12,136,0,9,8,24,14,40,39,12,141,469,465,641,799,867,763,320,76,4391,26,41,33,44,52,50,23,9,286,500,516,671,868,935,852,375,95,4813
POA3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,15,9,5,44,0,0,6,3,13,15,9,5,49,91,68,91,113,139,126,61,4,682,6,11,9,8,16,7,9,0,53,99,73,101,126,165,147,72,5,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,11,0,0,0,4,4,5,0,0,11,77,70,92,121,152,122,54,10,701,6,4,8,12,9,8,3,4,50,84,79,97,136,164,132,57,16,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,15,13,5,54,0,0,8,6,16,15,13,5,53,168,139,178,238,290,247,108,17,1385,13,10,19,16,21,10,7,4,112,182,154,201,259,329,276,132,26,1554
POA3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,20,8,4,55,0,0,0,6,15,20,8,4,58,78,70,118,139,190,173,78,17,858,12,6,7,8,18,14,16,7,84,85,70,123,156,222,212,103,22,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,7,0,0,0,11,57,75,111,165,205,187,76,16,898,0,9,6,15,20,15,17,20,101,63,83,122,185,231,204,100,33,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,15,17,20,14,4,63,0,0,0,15,16,20,14,4,67,130,140,231,308,395,361,156,28,1755,16,11,11,29,38,33,35,23,188,146,158,249,342,453,417,199,56,2013
POA3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,10,14,23,10,63,0,3,5,4,10,14,23,10,63,86,121,118,152,222,194,70,20,978,4,10,11,11,13,26,13,10,97,90,134,135,166,246,231,102,30,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,0,0,0,3,3,3,0,0,12,62,114,131,191,280,229,140,75,1222,6,12,8,10,21,30,12,18,112,68,129,142,200,309,263,152,86,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,15,22,11,75,0,3,3,7,11,15,22,11,75,149,236,246,341,504,422,206,93,2205,13,19,23,22,36,50,22,22,207,161,260,277,372,550,495,254,124,2485
POA3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,25,29,22,12,98,0,0,5,11,25,29,22,12,104,159,139,222,344,368,380,136,22,1770,10,17,20,33,28,24,14,3,140,169,153,248,389,415,428,169,42,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,17,0,0,0,4,5,0,0,0,13,141,140,234,377,385,374,116,30,1814,10,18,23,26,28,34,18,3,163,154,160,259,413,424,410,139,31,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,28,32,20,12,114,0,3,5,17,28,32,20,12,117,300,282,461,721,754,753,255,54,3578,19,30,41,56,56,60,32,7,308,318,319,508,794,839,841,312,68,4004
POA3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,12,4,0,30,0,0,3,9,3,12,4,0,35,44,36,48,72,106,101,41,10,456,4,3,5,9,8,6,10,5,52,51,40,53,84,117,121,57,11,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,42,56,86,99,105,39,9,464,4,6,4,5,9,10,5,7,50,39,48,59,92,111,119,40,5,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,16,4,0,31,0,0,0,9,3,16,4,0,39,84,79,99,155,208,205,79,17,918,12,14,8,17,14,16,10,7,97,91,90,115,176,228,237,97,17,1054
POA3463,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,6,21,18,21,6,72,0,3,0,6,21,18,21,6,72,92,80,86,145,216,251,106,25,1000,3,8,0,4,17,15,11,4,62,95,96,82,155,254,288,139,35,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,12,0,0,0,6,4,5,0,0,12,71,83,93,168,262,242,126,36,1076,7,13,19,11,22,18,6,0,99,79,94,113,178,290,261,138,38,1183,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,10,24,21,21,6,78,0,3,0,10,24,21,21,6,85,161,164,180,311,485,488,231,59,2078,15,19,19,15,36,33,21,3,160,170,185,196,337,547,541,271,70,2324
POA3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,13,8,0,39,0,5,0,3,6,13,8,0,39,59,45,51,76,74,71,28,7,413,6,4,5,9,0,8,0,0,31,61,53,57,84,86,91,38,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,61,57,67,87,84,31,4,450,0,3,3,3,0,8,5,0,24,56,63,67,71,91,96,37,4,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,12,9,0,41,0,5,0,3,8,12,9,0,41,112,102,110,141,170,160,60,14,863,11,11,11,10,0,17,6,0,61,123,116,126,156,177,191,73,14,965
POA3465,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,13,25,33,69,60,50,256,0,3,12,30,33,69,60,50,257,453,424,357,521,607,670,447,107,3576,28,36,38,60,42,51,41,17,311,487,461,403,613,678,791,548,170,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,10,0,0,38,0,0,8,3,18,10,0,0,40,415,460,411,574,717,789,513,220,4101,39,27,25,43,40,52,58,31,322,454,488,439,619,773,855,572,255,4468,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,19,34,42,88,60,46,298,3,3,16,31,49,88,60,46,300,863,884,763,1094,1323,1456,956,330,7678,71,58,63,100,81,105,101,51,631,940,947,841,1226,1450,1649,1120,431,8607
POA3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,7,42,0,0,0,0,3,15,6,7,42,49,60,38,75,72,119,60,11,478,14,3,7,7,14,11,8,0,64,60,59,52,80,93,151,64,23,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,4,4,0,0,0,3,48,61,56,76,75,105,60,25,505,4,0,8,7,0,9,6,5,40,55,62,70,86,80,118,62,27,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,6,13,45,0,0,0,8,7,15,6,13,45,98,116,97,151,151,225,116,39,988,17,3,22,11,16,25,11,9,110,114,122,118,172,169,265,127,49,1143
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,3,9,5,15,12,18,23,16,0,108,0,0,0,0,3,3,3,0,13,9,5,15,15,23,29,14,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13,18,23,29,8,3,114,0,0,0,0,0,0,0,0,4,11,7,13,18,23,31,9,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,3,23,14,30,27,50,49,22,10,223,0,0,0,0,3,7,3,0,14,23,14,30,32,52,55,28,7,243
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,3,0,4,10,4,9,18,16,19,13,3,92,5,0,0,0,5,3,8,0,29,16,7,5,26,28,26,21,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,13,22,21,7,3,95,0,4,0,9,3,4,0,3,19,6,7,5,21,23,29,13,10,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,3,3,0,8,13,6,9,38,42,42,18,11,180,5,3,3,9,14,4,9,0,46,21,12,17,48,54,51,34,15,237
POA3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,6,8,43,0,0,0,5,9,16,6,8,43,52,40,39,86,130,120,82,9,567,4,9,5,9,12,5,7,0,57,59,46,49,98,149,142,103,19,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,7,49,48,51,89,124,130,78,22,586,0,6,7,5,7,6,10,0,35,54,50,61,96,133,135,83,25,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,6,8,47,0,0,0,3,10,16,6,8,47,107,87,94,172,262,242,158,33,1152,10,13,17,12,18,10,17,5,94,110,98,109,191,284,278,183,41,1295
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,21,0,0,0,0,5,8,0,0,21,8,9,14,23,27,41,16,0,137,0,0,0,0,6,5,3,0,24,8,10,15,19,40,51,24,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,24,34,34,9,6,136,0,0,5,0,4,0,0,0,15,3,11,11,23,40,39,16,6,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,21,0,0,0,0,5,8,0,0,21,9,22,24,40,62,76,29,7,271,0,0,3,5,12,3,0,0,35,8,23,27,41,75,92,34,9,327
POA3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,3,25,0,0,0,4,7,4,3,3,23,25,19,32,47,81,74,34,0,310,3,5,3,5,9,6,4,0,37,28,25,39,51,99,89,44,8,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,7,24,21,36,53,66,58,26,3,284,5,3,6,4,10,6,4,0,26,22,28,41,61,76,66,28,3,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,6,3,3,27,0,0,3,4,9,6,3,3,28,46,43,64,98,145,134,58,8,599,5,7,9,10,19,10,5,0,64,55,52,76,112,178,152,65,5,689
POA3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,27,8,12,62,0,3,3,5,8,27,8,12,65,98,118,87,149,165,169,116,27,935,14,6,5,8,9,13,14,8,76,110,131,96,159,179,209,140,50,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,114,113,88,162,194,197,145,59,1066,7,3,10,11,11,14,19,18,93,115,119,95,177,208,211,158,82,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,10,31,8,12,70,0,3,3,5,10,31,8,12,71,208,236,177,312,355,369,261,88,2002,19,13,13,22,18,28,34,27,169,226,251,193,334,384,423,303,127,2242
POA3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,4,35,0,0,0,7,7,7,7,4,35,97,75,61,92,136,118,66,24,667,10,7,9,9,14,7,10,3,70,107,78,70,107,152,139,75,35,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,59,74,71,98,143,115,82,47,684,8,3,10,12,9,9,13,8,64,60,81,80,108,150,127,95,58,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,7,10,42,0,0,0,7,5,13,7,10,42,153,146,134,195,277,233,148,73,1357,22,11,20,19,17,20,16,14,133,174,155,157,214,299,261,175,92,1524
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,5,4,6,22,10,8,0,66,4,0,3,4,3,4,4,4,24,12,7,10,13,28,15,7,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,9,17,7,8,0,56,0,4,0,3,4,3,6,0,20,12,3,8,11,23,9,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,7,12,10,20,18,35,19,10,0,125,6,4,3,8,12,9,5,4,45,21,13,17,25,45,24,18,3,178
POA3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,3,5,0,0,9,39,45,38,56,58,58,30,7,337,7,5,0,0,5,0,5,0,27,48,49,38,60,66,70,34,11,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50,38,54,52,51,28,20,332,7,4,0,5,4,4,4,3,27,36,52,38,55,51,58,34,21,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,0,0,0,0,3,6,0,0,11,73,97,78,108,112,110,60,29,666,13,7,0,7,9,7,12,6,57,83,102,82,121,118,124,73,31,735
POA3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,4,10,8,8,8,15,31,25,15,0,108,6,0,3,4,3,0,0,5,20,17,7,11,21,33,27,14,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,18,22,28,11,6,106,3,0,0,0,8,0,0,6,15,13,0,10,21,31,32,16,9,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,4,10,22,6,15,32,54,58,24,8,213,5,0,9,3,4,4,0,9,36,32,7,18,36,61,62,25,17,260
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,12,3,0,0,30,0,0,0,0,0,5,0,0,4,5,4,3,4,12,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,8,3,0,0,31,0,0,0,0,0,0,3,0,6,4,6,5,3,10,4,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,9,9,17,8,0,0,59,0,0,0,0,0,3,3,0,8,10,6,11,14,19,12,4,0,68
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,3,3,6,9,7,3,0,35,3,0,0,0,0,0,0,0,5,4,5,3,6,9,9,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,12,4,5,0,33,0,0,0,0,0,0,0,0,3,5,7,0,7,12,4,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,11,9,13,16,13,3,0,65,4,0,0,0,0,0,3,0,6,7,11,9,14,15,15,5,0,80
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,3,6,4,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,8,4,7,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,6,11,3,0,43,0,0,0,0,0,0,0,0,0,3,6,6,3,6,14,3,0,42
POA3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,5,27,0,0,0,0,8,16,0,5,27,60,67,58,60,82,88,60,17,499,3,6,9,8,13,10,11,8,67,64,72,64,74,106,109,72,29,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,35,53,48,52,90,102,49,42,469,4,9,10,3,13,5,3,10,57,40,61,54,58,103,108,56,56,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,4,6,33,0,0,0,5,8,16,4,6,33,100,122,102,115,171,183,115,57,966,8,11,14,14,31,14,14,18,126,109,135,119,133,203,217,129,81,1126
