POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA3000,5,16,0,5,0,0,0,0,29,3,10,6,0,3,0,0,0,19,5,38,24,30,26,29,13,9,169,15,65,23,37,27,29,13,9,217,5225,7956,2859,1107,721,415,150,18,18457,539,865,357,188,114,44,26,8,2135,5778,8888,3240,1333,867,482,183,40,20810,5,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,5,0,4,9,8,3,0,30,15,7,0,4,6,8,3,0,38,6205,7944,2388,1018,720,423,121,30,18847,555,833,273,110,93,44,9,8,1931,6772,8779,2670,1133,822,473,136,36,20817,11,22,3,5,0,0,0,0,40,3,10,6,0,4,0,0,0,22,12,41,25,33,34,29,9,9,196,27,71,31,41,39,29,9,9,256,11429,15894,5250,2128,1450,841,272,53,37307,1092,1698,635,303,207,90,35,12,4064,12552,17665,5909,2466,1688,956,323,73,41625
POA3002,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,9,8,33,18,11,85,4,0,7,11,14,33,18,11,94,155,535,366,224,287,244,145,27,1979,8,29,23,24,14,22,14,0,132,166,565,397,255,308,299,172,39,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,192,555,357,272,334,325,147,78,2265,13,25,33,22,12,28,5,3,135,203,577,386,297,351,349,150,84,2401,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,3,9,11,33,18,14,90,4,3,4,11,15,33,18,14,98,346,1085,731,500,621,567,292,101,4238,25,53,55,42,26,51,18,7,270,368,1144,786,552,663,651,324,119,4609
POA3003,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,3,0,9,7,9,11,11,5,0,50,3,17,13,10,11,11,5,0,65,581,1490,642,317,194,98,34,5,3362,47,154,105,43,20,8,7,0,384,633,1655,761,372,223,117,45,5,3812,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,0,0,8,656,1493,596,306,198,111,48,11,3419,40,91,17,23,9,15,0,0,196,694,1588,617,329,209,125,47,12,3626,3,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,7,0,9,13,6,17,11,6,0,60,3,17,15,11,17,11,6,0,71,1234,2983,1243,622,395,212,79,14,6782,90,248,128,61,30,21,7,0,579,1325,3248,1377,697,435,245,91,15,7440
POA3004,5,16,5,7,3,0,0,0,29,0,5,0,0,0,0,0,0,11,0,10,11,14,13,32,36,9,128,6,22,13,23,15,32,36,9,170,405,1392,1056,536,445,419,257,55,4563,48,164,85,66,46,39,45,38,533,463,1574,1152,630,507,489,342,109,5262,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,4,5,3,9,0,4,29,8,11,4,7,3,9,0,4,40,417,1607,927,544,510,504,272,86,4869,35,171,74,49,44,36,42,47,500,463,1789,1004,596,562,551,316,136,5408,8,18,5,10,3,0,0,0,42,3,3,0,0,0,0,0,0,12,0,18,11,19,15,36,38,16,156,13,39,17,33,17,36,38,16,210,825,3001,1982,1079,958,923,528,139,9430,82,330,161,114,95,80,90,84,1032,920,3363,2155,1224,1071,1042,659,242,10672
POA3006,0,13,11,11,5,0,0,0,41,0,0,3,5,4,0,0,0,14,5,10,38,24,25,28,19,4,150,8,37,46,37,32,28,19,4,200,1472,4410,2130,817,571,362,155,31,9944,65,304,145,57,45,31,11,4,660,1543,4744,2322,907,646,420,184,34,10802,3,4,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,3,7,8,0,3,0,20,3,3,9,11,13,0,3,0,41,1675,4423,1780,773,623,421,159,26,9889,94,267,110,56,35,26,18,0,611,1773,4696,1905,841,675,451,176,26,10538,3,20,12,14,9,0,0,0,52,0,6,5,5,4,0,0,0,15,5,15,37,30,34,29,18,4,173,10,39,55,43,44,29,18,4,239,3152,8837,3906,1588,1196,788,317,61,19829,158,565,256,110,81,60,29,4,1270,3321,9434,4225,1748,1322,868,358,65,21338
POA3008,0,8,0,4,0,0,0,0,15,0,4,0,0,0,0,0,0,11,0,14,13,12,31,29,10,5,124,7,28,16,16,39,29,10,5,147,798,2747,1441,657,522,315,90,11,6583,81,309,145,59,50,35,7,0,686,890,3083,1601,733,604,375,107,22,7413,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,4,7,5,0,0,25,0,4,3,14,7,5,0,0,32,850,2664,1170,593,528,292,89,21,6204,73,289,114,56,65,30,11,5,637,922,2952,1290,664,600,322,104,26,6874,6,8,3,10,0,0,0,0,20,0,7,0,6,0,0,0,0,13,3,22,13,22,43,26,10,5,146,9,31,23,29,40,26,10,5,175,1650,5412,2616,1253,1045,605,181,30,12791,154,593,257,115,115,65,21,5,1316,1813,6036,2891,1397,1204,695,207,42,14283
POA3011,0,5,0,3,0,0,0,0,8,0,7,3,0,0,0,0,0,11,0,20,40,24,30,21,21,4,167,3,33,45,26,32,21,21,4,183,1096,2838,2017,1201,910,573,262,123,9010,92,234,147,76,75,70,42,14,750,1188,3107,2209,1304,1013,666,319,150,9949,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,10,0,0,0,23,0,5,8,8,10,0,0,0,27,1056,2874,1884,1158,915,543,342,199,8974,64,207,94,67,52,27,42,37,596,1119,3089,1978,1235,977,570,387,239,9593,0,9,3,3,0,0,0,0,15,0,7,6,0,0,0,0,0,10,0,22,46,28,36,21,20,5,188,3,35,53,30,35,21,20,5,214,2147,5712,3895,2354,1826,1115,600,327,17989,157,442,244,146,123,98,81,52,1349,2305,6195,4188,2538,1993,1240,703,390,19546
POA3012,0,3,0,0,0,0,0,0,5,0,8,6,0,0,0,0,0,15,0,17,30,29,37,27,24,12,177,4,29,35,31,40,27,24,12,192,1251,2888,2299,1583,1117,639,324,135,10241,84,234,148,106,74,38,32,26,744,1336,3156,2480,1718,1228,697,379,179,11184,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,5,0,8,6,0,3,32,0,8,10,0,8,6,0,3,38,1213,2720,2350,1652,1176,775,435,221,10543,75,182,121,74,56,40,53,80,680,1285,2908,2479,1729,1241,826,488,300,11256,0,3,0,0,0,0,0,0,11,0,14,5,0,0,0,0,0,13,3,25,34,30,44,32,25,19,207,5,39,45,33,44,32,25,19,232,2460,5608,4652,3242,2298,1412,757,358,20785,161,418,268,177,130,80,84,106,1423,2626,6061,4963,3452,2469,1525,873,479,22444
POA3013,0,4,6,0,0,0,0,0,10,0,3,4,0,0,0,0,0,14,0,12,30,24,32,23,13,15,140,0,21,40,20,31,23,13,15,162,678,1198,1330,1106,704,374,198,88,5679,28,56,46,38,36,16,4,4,234,709,1274,1412,1168,773,416,214,109,6077,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,4,5,11,0,3,0,25,0,4,8,5,8,0,3,0,30,680,1314,1433,1172,806,444,280,174,6302,27,60,51,39,24,7,13,10,234,703,1380,1492,1219,836,450,297,184,6569,0,6,11,0,0,0,0,0,17,0,3,7,0,4,0,0,0,14,0,10,27,32,38,23,14,14,164,3,22,45,32,41,23,14,14,198,1353,2511,2761,2284,1509,817,480,268,11985,52,117,95,79,60,25,19,17,466,1416,2654,2901,2386,1611,870,511,300,12644
POA3015,0,3,0,5,3,0,0,0,20,0,4,8,4,0,0,0,0,21,0,16,24,48,50,34,16,16,203,0,27,34,63,59,34,16,16,245,823,1115,1566,1269,949,501,239,94,6553,32,48,68,49,27,29,18,9,291,864,1188,1670,1377,1035,559,275,120,7091,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,0,0,5,14,17,8,0,0,50,0,3,10,17,21,8,0,0,59,777,1225,1751,1411,970,596,291,172,7197,25,57,50,53,28,16,17,24,275,804,1284,1814,1482,1018,619,309,198,7524,0,8,5,5,3,0,0,0,24,0,5,7,10,0,0,0,0,23,0,21,35,60,69,38,13,16,251,0,28,44,83,77,38,13,16,299,1606,2336,3318,2680,1928,1091,536,263,13751,62,106,117,109,51,49,32,38,566,1672,2472,3486,2860,2053,1180,589,320,14620
POA3016,4,0,9,8,3,0,0,0,24,0,0,5,3,9,0,0,0,16,0,8,11,41,46,81,58,19,264,9,12,24,52,55,81,58,19,300,1009,567,826,1154,1149,784,311,88,5884,31,27,41,34,33,25,16,4,215,1046,603,890,1238,1238,892,384,110,6408,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,0,4,12,4,0,0,34,4,4,0,10,15,4,0,0,38,811,649,1008,1368,1243,863,413,164,6514,41,45,24,45,28,38,24,23,258,852,689,1035,1420,1278,906,435,191,6807,3,5,9,6,3,0,0,0,30,0,0,5,6,8,0,0,0,17,3,7,15,45,55,80,62,23,295,8,20,31,57,66,80,62,23,345,1821,1207,1827,2519,2389,1651,722,252,12393,74,67,70,81,64,68,34,28,478,1899,1297,1921,2658,2516,1796,821,303,13216
POA3018,0,4,8,5,0,0,0,0,13,0,0,0,4,3,0,0,0,9,0,8,23,23,42,45,48,19,205,0,13,28,28,47,45,48,19,234,491,646,999,920,716,561,334,118,4793,29,39,65,37,29,20,19,6,242,522,698,1094,987,794,622,408,145,5267,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,4,11,3,3,0,32,0,4,9,4,11,3,3,0,36,566,822,1086,973,772,714,453,233,5624,13,46,53,40,26,34,21,18,247,584,872,1143,1027,810,750,474,252,5906,0,4,5,5,0,0,0,0,17,0,5,0,4,3,0,0,0,9,0,10,30,30,49,45,51,22,239,3,19,37,36,54,45,51,22,264,1056,1472,2084,1900,1486,1272,792,348,10415,41,84,116,75,60,50,40,25,491,1104,1569,2238,2016,1602,1370,887,398,11172
POA3019,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,9,0,5,3,5,5,16,10,3,49,0,10,7,5,7,16,10,3,56,583,1086,642,487,445,319,114,36,3720,57,105,52,35,40,26,0,4,327,647,1202,704,536,487,362,128,43,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,6,0,0,0,4,564,963,652,540,466,401,147,63,3796,45,59,58,21,34,28,4,9,264,608,1020,716,564,503,430,157,74,4064,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,9,0,7,3,6,4,16,10,3,53,0,12,7,6,6,16,10,3,62,1151,2046,1296,1025,912,723,265,95,7517,104,167,112,61,71,52,15,15,591,1254,2222,1416,1098,985,789,287,116,8171
POA3020,5,6,0,4,4,0,0,0,14,0,3,3,4,3,0,0,0,15,0,19,19,33,34,66,40,28,248,4,28,29,39,43,66,40,28,280,2524,3966,3063,2422,2246,1627,980,344,17177,221,387,247,202,139,91,74,29,1378,2749,4379,3338,2664,2430,1781,1093,403,18838,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,4,3,0,3,4,3,6,0,27,3,7,0,10,6,3,6,0,37,2349,3444,2803,2530,2226,1877,1252,608,17088,181,262,220,150,103,100,87,50,1152,2531,3716,3023,2694,2334,1980,1343,661,18282,4,7,0,4,6,0,0,0,22,0,3,3,4,4,0,0,0,19,3,23,22,40,39,76,44,31,278,6,35,32,52,50,76,44,31,313,4866,7413,5868,4955,4477,3500,2232,955,34266,402,648,471,349,242,188,163,76,2535,5278,8090,6370,5356,4759,3766,2442,1058,37114
POA3021,0,4,0,3,0,0,0,0,10,0,0,4,0,0,0,0,0,5,0,15,14,21,39,84,45,13,225,0,21,18,27,40,84,45,13,245,3274,4275,3192,2836,2838,2475,1196,322,20406,342,501,373,239,221,171,191,99,2133,3617,4793,3578,3094,3102,2733,1424,436,22786,0,4,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,27,3,7,3,5,9,0,0,0,29,3086,4029,3268,3065,2897,2781,1391,440,20957,284,412,316,221,200,155,178,212,1984,3375,4443,3585,3290,3114,2942,1568,650,22968,0,4,3,4,0,0,0,0,19,0,0,4,0,0,0,0,0,6,0,19,12,22,49,84,45,13,251,4,27,19,32,50,84,45,13,272,6364,8300,6452,5899,5742,5255,2585,765,41363,628,908,693,457,429,325,363,309,4120,6989,9237,7167,6386,6214,5672,2997,1087,45758
POA3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,4,0,22,0,0,4,4,0,5,4,0,22,127,264,252,197,135,99,64,20,1158,24,60,24,24,20,9,3,0,166,151,322,283,226,150,113,76,21,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,258,251,164,110,130,72,82,1174,15,22,24,15,15,10,3,3,107,137,282,274,173,121,143,77,82,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,4,0,18,0,0,4,4,0,8,4,0,18,245,519,500,362,243,229,135,100,2334,40,80,46,34,32,22,7,3,266,285,605,546,398,276,257,150,107,2625
POA3023,0,0,6,8,4,0,0,0,24,0,4,3,9,4,0,0,0,18,6,19,37,53,66,82,54,30,349,10,23,53,71,69,82,54,30,395,4264,3926,4832,4273,2875,1918,845,161,23091,533,1012,814,435,198,129,85,37,3245,4810,4970,5695,4771,3147,2121,985,230,26730,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,9,0,3,4,16,12,9,0,6,40,3,6,5,11,14,9,0,6,54,4015,4151,5256,4531,3034,2251,913,299,24451,229,459,333,257,150,101,66,49,1638,4259,4612,5599,4803,3192,2354,982,344,26139,6,4,11,8,6,0,0,0,30,4,4,9,9,4,0,0,0,24,5,28,42,67,77,87,56,34,392,14,32,58,82,81,87,56,34,448,8282,8075,10089,8807,5912,4171,1752,458,47548,770,1468,1149,685,347,227,157,84,4878,9066,9573,11292,9577,6340,4479,1968,575,52875
POA3024,7,0,3,0,0,0,0,0,10,0,4,10,0,6,0,0,0,22,5,23,31,31,79,74,29,14,282,7,27,42,39,92,74,29,14,315,1982,2577,3281,1570,964,597,215,39,11222,130,156,198,89,49,30,8,10,667,2124,2760,3521,1698,1100,694,244,59,12203,0,0,0,0,4,0,0,0,4,4,4,0,0,0,0,0,0,6,0,3,4,11,23,6,3,0,62,7,4,5,18,20,6,3,0,71,1823,3267,3039,1619,1128,690,248,85,11900,125,197,151,72,49,32,21,4,652,1962,3477,3198,1705,1196,724,268,91,12622,7,3,3,6,4,0,0,0,17,3,5,10,0,6,0,0,0,29,7,23,40,50,104,82,30,14,339,15,36,51,49,112,82,30,14,385,3805,5846,6316,3190,2088,1282,460,127,23121,258,353,350,159,94,63,28,15,1316,4089,6238,6714,3404,2295,1421,515,149,24825
POA3025,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,12,18,8,9,13,18,86,0,4,14,24,12,9,13,18,99,524,934,955,682,485,394,359,181,4520,33,90,61,41,23,17,35,23,325,562,1020,1037,747,521,426,404,220,4945,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,4,8,0,0,0,0,12,563,937,988,710,487,518,552,297,5049,29,79,48,39,24,20,46,41,331,592,1022,1040,758,515,539,596,334,5398,0,0,0,3,0,0,0,0,9,0,4,3,4,0,0,0,0,9,0,4,16,23,9,9,12,18,97,0,8,19,27,14,9,12,18,110,1091,1871,1943,1396,976,913,909,475,9569,66,168,111,82,49,34,81,66,659,1153,2047,2077,1508,1035,962,999,561,10339
POA3026,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,11,0,4,7,0,0,29,0,8,11,0,4,7,0,0,34,521,542,820,545,341,140,51,4,2967,31,51,40,24,29,9,3,0,186,555,602,872,575,378,159,57,7,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,479,533,903,538,290,163,55,9,2975,29,47,37,19,12,10,4,5,156,504,580,944,561,303,170,61,13,3136,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,12,5,4,7,0,0,33,0,8,14,5,4,7,0,0,39,997,1076,1719,1084,634,300,108,20,5944,59,99,82,46,38,15,12,0,351,1059,1181,1811,1132,678,324,117,16,6330
POA3027,4,5,4,4,0,0,0,0,9,0,0,0,3,0,0,0,0,3,4,7,6,11,9,3,0,0,32,4,6,8,16,9,3,0,0,53,592,927,1063,480,233,134,24,3,3465,51,91,50,23,16,5,4,0,239,645,1031,1129,516,256,145,31,3,3747,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,5,0,0,0,11,446,875,1016,429,257,147,21,8,3201,31,65,54,21,6,8,0,0,184,481,938,1071,451,276,157,21,10,3403,6,4,0,4,0,0,0,0,22,4,0,3,3,0,0,0,0,4,3,7,6,11,11,5,0,0,43,11,10,9,14,12,5,0,0,66,1041,1802,2079,907,500,282,45,11,6665,78,157,104,42,27,14,3,0,424,1124,1965,2199,969,532,300,52,12,7150
POA3028,6,10,11,6,0,0,0,0,27,0,0,0,8,9,0,0,0,12,0,15,35,38,67,82,52,24,310,7,21,53,45,75,82,52,24,356,1447,2115,1932,1605,1592,1130,465,144,10422,111,179,132,107,78,46,23,11,683,1560,2314,2117,1758,1744,1258,536,179,11459,0,3,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,5,0,6,5,10,20,11,6,0,49,0,6,7,13,20,11,6,0,62,1389,2003,2008,1799,1843,1309,623,298,11279,72,143,108,71,65,52,30,16,564,1462,2159,2119,1888,1932,1371,661,318,11911,9,15,11,3,4,0,0,0,40,0,0,3,8,9,0,0,0,17,0,17,43,48,88,89,55,25,363,10,26,59,56,93,89,55,25,417,2834,4120,3942,3411,3436,2437,1086,444,21701,186,325,236,179,143,103,52,27,1248,3031,4471,4232,3642,3673,2628,1196,496,23368
POA3029,3,8,12,3,10,0,0,0,39,7,3,18,3,8,0,0,0,44,11,48,74,110,207,261,124,33,865,15,59,99,117,226,261,124,33,939,7539,10801,12410,5865,3881,2412,1006,160,44067,802,1371,1062,453,223,140,64,19,4135,8363,12232,13568,6435,4334,2808,1192,210,49143,4,8,0,3,0,0,0,0,15,0,0,3,0,0,0,0,0,7,0,7,8,30,48,40,14,0,145,7,13,18,33,48,40,14,0,171,6455,11630,11291,5541,4497,2908,1143,297,43759,482,898,707,306,204,143,65,28,2825,6937,12541,12010,5885,4745,3089,1218,326,46759,8,15,17,4,10,0,0,0,57,8,9,15,3,8,0,0,0,48,13,51,78,142,254,304,131,35,1008,25,76,114,154,276,304,131,35,1110,13996,22429,23698,11412,8373,5317,2145,457,87828,1278,2265,1769,755,432,284,127,44,6961,15302,24770,25580,12319,9079,5903,2408,541,95904
POA3030,8,24,30,42,19,0,0,0,124,0,19,21,20,25,0,0,0,93,10,69,122,164,246,270,151,46,1081,20,112,178,230,290,270,151,46,1297,6586,7964,10654,6775,4380,2847,1112,271,40596,406,593,585,331,229,153,94,66,2446,7014,8672,11411,7330,4898,3269,1364,380,44344,7,12,10,13,0,0,0,0,46,0,5,4,3,3,0,0,0,18,3,10,30,60,53,33,23,5,210,12,25,41,75,57,33,23,5,268,6177,9088,10800,6956,4847,3305,1549,623,43350,361,571,515,305,191,156,144,137,2380,6547,9686,11357,7340,5094,3490,1710,768,45997,12,40,45,55,20,0,0,0,167,3,23,25,30,24,0,0,0,111,13,80,147,230,297,301,175,52,1288,30,138,216,310,346,301,175,52,1567,12764,17052,21453,13727,9230,6150,2664,900,83943,770,1167,1097,634,419,305,238,198,4827,13563,18359,22767,14671,9998,6759,3076,1147,90342
POA3031,0,6,3,3,4,0,0,0,12,0,8,6,0,0,0,0,0,14,0,20,19,23,14,23,13,12,128,6,28,27,28,18,23,13,12,159,862,1924,1463,967,724,515,187,71,6713,44,103,79,64,42,30,11,6,387,907,2057,1570,1065,792,569,207,89,7255,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,3,27,0,5,6,8,3,0,0,3,29,939,2095,1602,1063,796,573,287,135,7486,61,115,88,65,35,34,17,14,443,1000,2221,1703,1136,835,613,308,149,7957,0,4,7,3,4,0,0,0,15,0,8,6,0,0,0,0,0,14,0,25,24,36,21,27,9,11,154,6,36,37,37,28,27,9,11,187,1797,4019,3062,2027,1518,1093,476,206,14201,107,221,174,132,83,63,26,19,825,1905,4272,3275,2199,1622,1181,511,241,15209
POA3032,0,8,11,10,3,0,0,0,31,4,6,4,3,0,0,0,0,21,5,17,23,34,49,37,51,17,232,11,36,43,43,48,37,51,17,283,1672,2728,2325,1860,1421,998,408,105,11518,67,160,124,99,69,43,26,15,603,1752,2924,2492,1999,1540,1077,487,135,12406,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,5,6,9,3,0,0,31,0,4,9,8,18,3,0,0,45,1652,2933,2365,1935,1605,1076,463,197,12235,78,186,112,87,64,51,27,23,612,1731,3123,2478,2031,1684,1132,492,219,12888,0,10,11,10,4,0,0,0,35,6,6,6,5,4,0,0,0,25,3,21,28,39,58,39,52,14,261,10,42,44,53,65,39,52,14,323,3329,5665,4691,3798,3022,2080,872,300,23753,146,347,234,179,133,91,50,38,1217,3483,6047,4968,4028,3220,2208,976,354,25290
POA3033,4,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,4,0,14,7,17,14,45,52,20,180,7,13,14,22,14,45,52,20,191,799,739,934,977,743,579,572,200,5539,26,48,33,45,20,14,30,11,227,836,803,980,1043,787,633,651,231,5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,13,0,0,4,3,4,0,0,3,14,746,805,931,1058,843,814,756,270,6232,30,31,41,31,18,27,40,13,223,776,841,972,1091,870,842,797,288,6476,4,0,5,0,0,0,0,0,11,3,0,3,0,0,0,0,0,8,0,14,11,23,25,44,57,25,193,7,16,16,22,25,44,57,25,208,1549,1545,1863,2040,1588,1394,1328,467,11777,53,77,73,76,39,38,67,24,449,1614,1642,1950,2139,1651,1479,1451,514,12435
