POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3488,0,0,0,38,0,39,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,0,65,14,89
POA3489,0,0,0,40,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,53,0,62
POA3490,3,13,16,522,10,565,0,0,0,15,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,14,15,395,10,459,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,69,0,74,5,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,19,5,3,0,135,0,146,4,0,0,29,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,116,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,24,0,0,5,0,32,0,0,0,30,127,155,95,32,31,990,144,1292
POA3491,0,3,0,59,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,61,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,5,0,112,15,149
POA3494,4,5,17,207,3,241,0,0,0,12,0,12,3,0,0,5,0,9,0,0,0,4,0,4,0,0,0,0,0,0,24,9,3,179,3,225,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,24,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,29,0,40,5,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,48,0,0,0,0,52,9,8,3,40,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,56,0,5,0,3,64,0,0,0,4,65,69,155,19,27,370,71,641
POA3496,34,127,88,2389,39,2681,0,15,3,222,7,245,48,0,0,15,0,69,14,4,0,14,0,32,22,9,7,26,0,58,196,117,86,2071,42,2508,30,0,0,0,0,26,9,0,0,15,0,27,47,12,5,275,6,341,15,12,0,21,0,50,12,4,0,7,0,28,34,0,0,3,0,34,22,22,13,489,7,547,129,42,14,224,5,411,6,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,11,0,21,0,0,5,9,0,20,11,0,5,8,0,15,5,0,4,5,0,20,3,0,0,0,0,3,0,3,0,0,0,7,47,44,23,519,7,645,6,0,0,0,0,4,15,3,4,0,0,18,3,0,0,3,0,4,3,0,0,0,0,3,16,0,0,0,0,15,3,7,0,15,0,24,255,17,22,72,11,374,20,0,0,72,477,572,830,261,174,4617,572,6464
POA3498,50,119,68,2040,17,2304,0,4,10,127,9,146,44,4,0,0,0,55,27,3,0,29,0,56,16,9,5,21,0,53,134,107,66,1826,30,2166,16,0,0,0,0,20,8,0,0,13,0,22,25,14,4,300,3,342,44,9,5,51,0,115,6,0,0,3,0,10,27,6,0,0,0,34,21,35,11,493,5,560,247,73,33,419,10,787,14,0,0,0,0,15,0,0,0,3,0,8,5,0,0,0,0,5,5,0,0,7,0,7,0,0,0,4,0,6,7,10,11,0,0,24,4,0,0,7,0,15,0,0,0,4,0,8,0,0,0,0,0,0,30,29,20,432,6,518,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,6,0,0,11,0,0,0,15,0,16,213,19,6,50,7,307,12,8,0,48,498,569,857,280,153,4129,565,5977
POA3500,303,755,490,10124,160,11835,19,78,22,1658,31,1810,917,3,16,55,8,998,113,22,14,68,3,224,103,45,23,103,0,274,1095,682,443,9871,175,12262,309,5,39,5,0,363,31,5,6,62,0,109,190,84,47,1305,14,1636,197,45,16,174,3,440,43,11,5,35,0,98,449,5,6,0,0,462,155,124,64,2527,30,2901,837,216,112,1163,21,2356,49,0,3,0,0,54,5,6,0,4,0,10,12,0,0,3,0,14,15,17,6,44,0,83,52,15,11,13,0,93,75,27,27,18,5,150,49,20,12,56,0,137,22,5,0,9,0,32,86,12,13,0,4,116,216,141,118,2478,13,2969,25,3,0,0,0,30,49,3,0,0,0,57,29,3,6,24,0,65,30,9,3,9,0,46,318,0,0,3,8,337,31,13,22,71,0,135,3023,273,142,402,38,3877,173,11,7,277,2290,2757,7820,1575,972,21467,2728,34565
POA3501,22,54,31,798,7,905,0,0,0,32,3,39,12,0,3,0,0,15,10,0,0,13,0,26,9,4,6,7,0,28,50,40,36,746,13,885,3,0,0,0,0,3,0,0,0,5,0,3,8,3,10,111,3,128,13,3,4,8,0,34,0,0,0,0,0,0,4,0,4,0,0,11,9,8,4,181,0,197,79,25,7,121,3,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,9,13,13,196,0,232,0,0,0,0,0,0,5,0,0,0,0,3,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,13,46,7,3,27,0,84,3,0,7,35,95,135,248,88,76,1615,119,2146
POA3505,19,94,64,1887,49,2114,0,4,3,199,7,213,27,0,0,7,0,34,17,10,0,23,0,44,24,7,4,7,0,48,108,111,60,1656,46,1977,14,0,5,0,0,23,3,3,0,16,0,23,24,16,3,228,0,274,21,6,3,10,0,41,3,0,0,10,0,20,6,0,0,0,0,3,23,19,14,410,7,472,105,30,4,162,6,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,6,0,0,0,3,0,10,6,3,0,3,0,15,5,0,3,12,0,22,0,0,0,4,0,4,0,0,0,0,0,0,50,15,13,416,4,496,0,0,0,3,0,3,5,0,3,3,0,14,3,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,6,8,0,21,90,21,12,38,8,171,12,5,7,52,431,501,472,206,126,3669,535,5010
POA3506,0,0,0,17,0,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,32,3,33
POA3507,0,3,0,53,0,61,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,52,0,69,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,6,37,42,10,7,5,115,40,171
POA3509,0,0,3,83,6,93,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,98,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,25,9,10,3,179,28,228
POA3512,4,4,14,154,0,170,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,14,3,7,114,0,139,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,68,0,67,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,31,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,17,0,0,0,0,20,23,33,6,21,287,18,369
POA3515,7,70,46,1059,11,1183,0,0,3,38,0,45,7,0,3,5,0,15,0,0,0,5,0,5,9,16,4,20,0,47,72,50,33,910,9,1081,15,0,4,0,0,18,0,0,0,8,0,8,9,7,9,91,0,116,0,0,0,3,0,4,6,0,0,0,0,3,16,0,0,0,0,25,12,13,13,274,0,307,0,4,5,71,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,12,3,0,0,0,0,7,4,0,6,3,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,11,11,229,0,274,5,0,0,7,0,7,7,3,0,0,0,11,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,44,3,10,22,0,85,4,0,0,30,95,127,204,108,86,2002,112,2516
POA3516,0,12,11,289,4,318,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,24,12,14,261,5,315,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,25,0,22,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,3,0,5,0,89,0,106,4,0,0,12,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,75,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,9,48,60,43,28,21,571,58,722
POA3517,3,27,23,557,9,621,0,3,0,20,0,28,5,0,0,3,0,11,3,0,0,0,0,3,19,6,0,7,0,29,85,26,26,486,9,635,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,44,0,54,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,4,10,4,9,159,3,188,8,4,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,0,0,0,0,0,5,0,0,0,0,0,6,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,14,13,158,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,5,0,8,17,6,3,16,0,46,4,0,0,23,123,144,161,58,43,1086,154,1497
POA3518,8,40,24,431,7,513,0,0,0,33,0,37,0,0,0,5,0,8,0,0,0,0,0,0,11,0,4,0,0,20,82,36,19,369,11,517,4,0,0,0,0,4,4,0,0,3,0,4,18,6,0,22,0,44,0,0,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,14,3,3,108,0,132,9,3,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,11,3,0,0,0,0,3,4,0,3,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,10,8,130,0,177,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,26,7,4,11,0,45,3,0,0,8,148,164,197,64,39,842,172,1321
POA3520,0,6,0,53,0,61,0,0,0,6,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,5,5,3,8,56,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,17,24,12,5,8,106,22,156
POA3521,5,36,31,251,6,330,0,0,0,12,0,12,0,0,0,4,0,4,0,0,0,0,0,0,6,3,0,4,0,14,41,26,17,205,12,307,0,0,0,0,0,0,3,0,0,0,0,5,4,0,6,19,0,28,7,0,0,5,0,14,0,0,0,0,0,0,0,0,3,0,0,3,7,4,3,93,0,114,24,7,3,13,0,51,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,7,4,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,7,3,9,50,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,0,9,0,31,0,5,0,15,51,70,102,67,36,506,62,772
POA3522,8,4,4,92,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,12,3,104,3,136,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,16,0,20,3,4,0,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,42,0,51,10,0,0,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,11,0,17,0,0,0,3,35,37,48,12,13,215,39,338
POA3523,24,109,67,1198,32,1433,0,3,3,51,0,57,19,0,0,7,3,31,18,0,0,10,0,25,38,11,4,9,0,61,267,94,61,1132,35,1585,14,0,3,0,0,23,6,0,0,8,0,20,48,8,4,96,0,169,24,5,3,13,0,39,8,0,0,0,0,12,7,0,0,0,0,13,43,23,12,477,5,562,62,13,13,68,0,154,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,27,0,3,15,0,46,0,0,0,0,0,4,7,4,9,5,0,12,13,4,0,4,0,18,4,0,0,5,0,9,0,0,0,0,0,3,55,32,16,327,0,434,5,0,0,0,0,3,5,0,0,0,0,7,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,11,0,21,81,13,10,42,3,146,6,0,0,37,430,470,663,192,127,2480,505,3965
POA3525,9,34,17,503,8,565,0,0,0,6,0,6,9,0,0,0,0,9,4,0,0,0,0,4,8,3,0,11,0,15,39,22,17,413,5,488,6,0,0,0,0,7,0,0,0,0,0,3,3,0,0,20,0,27,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,7,0,209,0,226,0,3,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,131,7,155,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,17,7,10,18,0,54,5,0,0,14,144,164,114,48,33,1006,163,1369
POA3527,8,10,9,257,0,279,0,0,0,3,0,3,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,19,8,4,245,5,282,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,125,0,138,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,123,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,8,3,7,8,0,24,0,0,7,8,65,74,67,17,11,577,68,741
POA3529,0,0,5,47,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,54,0,62,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,4,9,0,5,106,4,117
POA3530,0,0,4,36,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,49,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,7,10,89,10,114
POA3531,0,8,6,93,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,67,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,5,5,9,8,167,12,194
POA3533,5,18,6,287,10,320,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,22,20,9,259,3,311,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,24,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,101,0,108,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,80,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,27,0,0,0,8,43,53,71,30,13,578,54,744
