POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3550,5266,413,31,7,9,5729,4364,251,23,4,5,4655,3196,1076,87,7,7,4376,410,241,36,0,0,689,89,85,8,0,0,171,932,168,18,3,4,1125,68,12,0,0,0,83,21,8,0,0,0,32,4704,1590,149,14,18,6476,154,34,5,0,0,192,146,41,4,0,0,196,14635,2337,213,24,37,17240
POA3551,4065,21,5,36,12,4135,5912,21,0,3,12,5955,964,30,0,0,0,994,40,0,0,0,0,45,11,0,0,0,0,11,339,3,0,0,0,347,35,0,0,4,0,42,6,0,0,0,0,6,1395,35,0,3,0,1440,196,0,0,4,0,200,126,0,0,5,0,127,11695,84,4,48,25,11861
POA3555,2874,125,19,8,4,3019,2594,71,18,4,6,2692,1279,202,66,0,0,1555,217,107,39,0,0,366,58,34,14,0,0,103,476,37,21,0,0,533,39,0,3,0,0,48,16,0,3,0,0,20,2091,383,148,0,0,2627,78,11,4,0,0,91,128,16,8,0,0,149,7761,601,191,10,13,8582
POA3556,1802,40,3,0,11,1861,1948,22,6,0,4,1973,774,81,6,0,0,868,189,56,4,0,0,248,59,4,0,0,0,62,325,18,0,5,3,345,24,3,0,5,4,36,10,3,0,0,0,14,1379,162,10,8,5,1572,49,4,0,0,0,54,96,9,0,0,0,105,5267,241,15,14,19,5561
POA3557,111,0,0,0,3,111,152,0,0,0,0,153,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,27,6,0,0,0,0,6,4,0,0,0,0,4,301,0,0,0,3,306
POA3558,187,0,0,4,0,194,114,0,0,0,0,114,24,0,0,0,0,24,9,0,0,0,0,9,5,0,0,0,0,5,30,0,0,0,0,29,3,0,0,0,0,3,3,0,0,0,0,3,69,0,0,0,0,73,13,0,0,0,0,13,4,0,0,4,0,6,385,0,0,11,0,399
POA3559,109,0,0,0,0,109,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,22,14,0,0,0,0,14,9,0,0,0,0,8,211,0,0,0,0,218
POA3561,807,12,0,16,0,832,513,3,0,0,0,521,92,31,0,0,0,130,31,9,0,0,0,40,0,9,0,0,0,9,104,6,0,0,0,108,19,0,0,9,0,35,0,0,0,0,0,0,252,56,0,12,0,317,31,0,0,0,0,39,41,5,0,0,0,41,1652,74,0,23,0,1753
POA3562,35,0,0,0,0,32,38,0,0,0,0,38,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,6,0,90
POA3563,138,5,0,0,0,141,99,0,0,0,0,99,9,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,10,32,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,43,4,0,0,0,52,14,0,0,0,0,14,3,0,0,0,0,3,303,7,0,0,0,311
POA3564,2304,160,0,61,0,2532,2032,60,0,9,4,2102,700,238,14,0,0,949,203,151,0,0,0,351,24,7,0,0,0,31,288,43,0,4,5,338,44,5,0,4,0,48,3,0,0,0,0,4,1253,445,10,12,3,1732,84,30,0,3,0,123,102,39,0,0,0,139,5769,741,15,87,13,6626
POA3565,20,0,0,0,0,20,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,43,0,0,0,0,43
POA3566,107,0,0,0,0,107,63,0,0,0,0,62,7,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,34,7,0,0,0,34,11,0,0,0,0,11,5,0,0,0,0,5,224,7,0,0,4,227
POA3567,142,0,0,0,0,144,51,0,0,0,0,51,14,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,6,0,0,0,0,6,0,0,0,0,0,0,42,8,0,0,0,47,10,0,0,0,0,10,8,0,0,0,0,8,260,8,0,0,0,265
POA3568,620,18,0,0,0,642,298,0,0,0,4,295,77,11,0,0,0,85,12,17,0,0,0,26,0,0,0,0,0,0,73,0,0,0,0,81,20,4,0,0,0,26,0,0,0,0,0,0,183,29,0,0,0,217,44,0,0,0,0,50,22,0,0,0,0,24,1163,46,4,3,5,1217
POA3570,115,0,0,4,0,120,122,0,0,0,0,127,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,7,0,0,0,0,7,6,0,0,0,0,6,264,0,0,6,0,273
POA3571,55,0,0,0,0,55,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,7,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,5,0,12,12,0,0,0,0,12,3,0,0,0,0,3,100,7,0,5,0,111
POA3572,21,0,0,0,0,21,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,50,0,0,0,0,50
POA3573,65,0,0,0,0,65,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,20,0,0,0,0,20,3,0,0,0,0,3,123,0,0,0,0,127
POA3575,166,0,0,0,0,168,70,0,0,0,0,70,8,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,28,12,0,0,0,0,16,0,0,0,0,0,0,61,7,0,0,0,67,13,0,0,0,0,13,16,0,0,0,0,16,333,7,0,0,0,337
POA3576,17,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
POA3579,985,42,0,7,4,1044,572,4,0,6,0,584,166,53,0,0,0,226,46,13,0,0,0,50,0,0,0,0,0,0,113,18,0,3,3,134,27,0,0,0,0,31,9,0,0,0,0,9,360,82,0,4,3,449,59,0,0,0,0,64,43,0,0,15,0,65,2015,134,0,41,9,2206
POA3580,259,0,0,6,0,269,112,0,0,0,0,116,14,0,0,0,0,14,0,0,4,0,0,4,0,0,0,0,0,0,29,0,0,0,0,33,0,0,0,3,0,4,0,0,0,0,0,0,45,4,4,0,0,51,7,0,0,0,0,7,13,0,0,0,0,13,436,3,5,9,0,449
POA3581,28,0,0,0,0,28,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,9,51,0,0,0,4,54
POA3583,23,0,0,0,0,23,22,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,54,0,0,0,0,59
POA3584,150,0,0,0,0,159,167,0,0,0,0,167,32,0,0,0,0,33,0,0,3,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,58,0,3,0,0,62,3,0,0,0,0,3,4,0,0,0,0,8,386,0,5,3,0,397
POA3585,1447,84,34,7,0,1576,1294,22,13,3,0,1330,429,142,188,0,0,764,128,39,55,0,0,210,20,4,20,0,0,45,248,49,17,0,6,316,30,10,0,10,0,49,3,4,4,0,0,12,861,243,279,10,3,1400,62,10,3,0,0,73,61,12,14,0,0,82,3721,368,337,27,10,4465
POA3586,114,0,0,4,0,118,98,0,0,0,0,101,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,10,0,0,3,0,8,0,0,0,0,0,0,37,0,0,3,0,39,7,0,0,0,0,7,10,0,0,0,0,10,260,0,0,6,0,270
POA3588,67,0,0,0,0,67,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,9,0,0,0,0,9,151,0,0,0,0,151
POA3589,39,0,0,0,0,39,32,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,0,0,0,0,0,0,24,0,0,0,0,24,8,0,0,0,0,8,4,0,0,0,0,4,116,0,0,0,0,116
POA3590,47,0,0,0,0,47,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,113,0,0,0,0,113
POA3591,29,0,0,0,0,29,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,61
POA3594,93,0,0,3,0,100,64,0,0,0,0,70,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,7,0,0,20,0,27,0,0,0,0,0,0,20,0,0,26,0,43,0,0,0,0,0,0,3,0,0,4,0,10,187,0,0,36,0,222
POA3595,78,0,0,4,0,87,81,0,0,3,0,83,18,0,4,0,0,21,5,0,8,0,0,13,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,8,0,0,0,0,0,0,43,0,10,0,0,53,6,0,0,0,0,7,11,0,0,0,0,8,216,0,7,7,0,240
POA3596,17,0,0,4,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,32
POA3597,78,0,0,0,0,78,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,5,0,0,14,40,0,0,0,0,0,0,29,5,0,0,17,43,11,0,0,0,0,11,4,0,0,0,0,4,148,5,0,0,17,168
POA3599,21,0,0,5,0,23,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,9,9,0,0,0,0,8,0,0,0,0,0,0,43,0,0,7,0,51
POA3607,24,0,0,0,0,28,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,55,0,0,0,0,55
POA3608,534,20,0,31,0,587,303,3,0,4,0,312,130,28,0,0,0,160,3,12,0,0,0,11,4,0,0,0,0,3,36,5,0,0,0,39,17,0,0,0,0,22,0,4,0,0,0,0,193,43,0,7,0,245,16,0,0,0,0,20,22,3,0,0,0,31,1064,70,0,44,4,1186
POA3610,250,13,0,12,0,280,172,13,0,0,0,182,27,9,0,0,0,37,0,5,0,0,0,3,0,6,0,0,0,0,30,0,0,3,0,41,10,4,0,7,0,21,0,0,0,4,0,3,80,14,0,8,0,106,13,5,0,0,0,11,7,0,0,0,0,8,522,45,0,23,0,595
POA3612,381,0,0,6,0,390,225,0,0,0,0,229,23,7,0,0,0,26,0,3,0,0,0,3,0,0,0,0,0,0,36,7,0,5,0,47,9,0,0,10,0,17,0,0,0,0,0,0,71,12,0,11,0,96,14,0,0,0,0,17,25,0,0,8,0,35,716,14,0,29,0,762
POA3614,97,0,0,0,0,97,159,0,0,0,0,159,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,38,8,0,0,0,0,8,5,0,0,0,0,5,310,0,0,0,0,313
POA3616,857,19,0,6,0,883,723,9,0,0,0,735,176,56,3,3,0,242,23,10,0,0,0,32,0,0,0,0,0,0,92,10,0,7,0,112,13,0,0,9,0,27,3,0,0,0,0,3,306,84,3,24,0,419,42,0,0,3,0,47,43,3,0,0,0,51,1975,117,6,34,3,2131
POA3617,21,0,0,0,0,21,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,58
POA3618,110,3,0,0,0,109,95,0,0,0,0,95,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,16,4,0,0,10,0,16,0,0,0,0,0,0,36,0,0,12,0,51,0,0,0,0,0,0,8,0,0,0,0,8,251,3,0,13,0,262
POA3620,1285,86,7,7,0,1390,1010,10,0,3,0,1019,263,120,9,0,0,396,52,29,0,0,0,82,14,17,0,0,0,29,151,24,0,0,0,178,20,5,0,7,0,36,4,4,0,0,0,13,508,204,9,7,0,735,55,6,0,0,0,62,69,11,0,0,0,87,2931,317,12,23,3,3288
POA3621,314,6,0,7,0,336,333,0,0,0,0,334,45,18,0,0,0,67,0,0,0,0,0,6,3,3,0,0,0,10,56,10,0,0,0,65,14,5,0,15,0,37,0,3,0,0,0,9,131,36,0,18,0,187,23,3,0,0,0,28,17,3,0,0,0,20,814,49,3,28,0,899
POA3622,66,0,0,0,0,66,77,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17,10,0,0,0,0,10,0,0,0,0,0,0,176,0,0,0,0,176
POA3623,174,0,0,3,0,170,117,0,0,3,0,121,18,7,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,43,7,9,0,0,61,13,0,0,0,0,13,14,0,0,0,0,14,357,8,9,9,0,374
POA3624,98,0,0,0,0,97,63,0,0,0,0,63,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,40,0,0,0,0,41,11,0,0,0,0,11,4,0,0,0,0,4,214,0,0,0,0,217
POA3629,1101,90,0,111,0,1298,1089,21,0,8,0,1124,381,172,0,0,6,556,106,49,13,0,0,163,30,15,4,3,0,48,191,24,0,9,0,218,36,8,0,42,0,90,8,5,0,0,0,14,736,267,13,63,7,1089,37,31,0,4,0,68,54,23,0,13,0,87,3025,433,13,194,9,3669
POA3630,3321,280,6,52,6,3663,3189,103,3,4,5,3305,1865,763,12,5,0,2646,460,150,3,0,0,615,83,44,20,8,0,151,691,111,0,8,7,808,129,48,0,3,0,185,37,13,0,0,0,52,3268,1129,34,27,8,4464,181,38,0,36,0,262,212,54,0,7,0,281,10172,1607,49,125,22,11969
POA3631,1680,9,0,47,3,1732,2152,10,0,4,8,2178,349,5,0,0,0,354,15,13,0,0,0,26,7,3,0,9,0,14,168,0,0,0,0,171,41,0,0,9,0,53,6,0,0,0,0,6,590,18,0,15,0,623,62,0,0,53,0,112,72,0,0,4,0,81,4561,37,0,119,7,4724
POA3633,90,0,0,0,0,90,74,0,0,0,0,77,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,6,0,5,0,0,0,0,0,0,23,0,0,6,0,24,6,0,0,0,0,6,4,0,0,15,0,18,193,0,0,17,0,214
POA3634,228,0,0,0,0,228,322,0,0,0,0,322,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,10,0,0,0,0,10,0,0,0,0,0,0,58,0,0,0,0,58,19,0,0,0,0,19,12,0,0,0,0,13,638,0,0,0,0,640
POA3635,87,0,0,0,0,88,86,0,0,0,0,86,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,23,10,0,0,0,0,10,3,0,0,0,0,3,208,0,0,0,0,215
POA3636,877,45,0,3,0,933,643,24,0,3,0,666,184,79,11,0,0,275,15,12,0,0,0,22,0,0,0,0,0,0,108,13,0,0,0,125,16,0,0,5,0,22,0,3,0,0,0,5,324,108,11,10,0,445,39,0,0,0,0,42,43,7,0,0,0,50,1921,185,11,17,3,2134
POA3637,91,0,0,3,0,99,65,0,0,0,0,65,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,26,9,0,0,0,0,9,3,0,0,0,0,3,198,4,0,3,0,200
POA3638,385,10,0,10,0,399,275,0,0,4,0,284,43,17,0,0,0,59,14,10,0,0,0,20,4,0,0,0,0,4,47,7,0,0,0,55,9,0,0,9,0,18,0,5,0,0,0,3,112,28,0,10,0,152,36,0,0,4,0,36,21,0,0,0,0,21,829,37,0,28,0,891
POA3639,116,0,0,3,0,119,56,0,0,0,0,54,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,23,3,0,0,0,0,10,9,0,0,0,0,9,202,0,0,6,0,209
POA3640,120,0,0,0,0,126,123,5,0,0,0,124,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,13,0,0,0,0,13,0,0,0,0,0,0,56,0,0,0,0,56,8,0,0,0,0,8,13,0,0,0,0,13,325,3,0,0,0,322
POA3641,169,0,0,0,0,178,170,0,0,0,0,170,30,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,8,0,0,0,0,8,0,0,0,0,0,0,68,3,0,0,0,72,20,0,0,0,0,20,18,0,0,0,0,14,444,11,0,0,0,455
POA3644,1488,40,7,29,6,1559,1035,13,0,0,5,1057,391,79,8,0,0,487,74,39,0,0,0,115,6,24,0,0,0,35,189,10,0,0,0,201,50,5,0,10,0,69,7,3,0,0,0,10,724,163,12,18,0,914,72,8,0,0,0,80,82,12,5,7,0,109,3404,236,18,57,9,3720
POA3646,106,0,0,0,0,106,81,0,0,0,0,81,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,11,0,0,0,0,11,0,0,0,0,0,0,230,0,0,0,0,230
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA3649,70,0,0,0,0,69,59,0,0,0,0,59,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,24,7,0,0,0,0,7,0,0,0,5,0,8,164,0,0,7,0,171
POA3658,778,22,0,0,0,802,1078,10,6,3,0,1088,214,9,0,0,3,229,10,18,0,0,0,32,6,5,0,0,0,11,71,0,0,0,0,75,4,0,0,0,0,5,4,0,0,0,0,3,308,42,0,0,3,351,28,0,0,0,0,27,44,0,0,0,0,41,2236,71,4,6,0,2317
POA3659,130,0,0,0,0,133,110,6,0,0,0,110,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,281,5,0,0,0,289
POA3660,1183,29,0,8,0,1219,887,3,0,0,0,898,342,105,0,4,0,450,152,47,0,0,0,198,13,7,0,0,0,21,156,28,0,0,3,186,28,5,0,6,0,36,6,3,0,0,0,12,694,194,0,6,5,901,41,4,0,5,0,48,61,8,0,0,0,69,2872,244,3,14,10,3137
POA3662,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,197,6,0,0,0,198,0,0,0,0,0,0,222,6,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,230,6,0,0,0,233
POA3663,30,0,0,0,0,30,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,63,0,0,0,0,63
POA3664,218,0,0,0,0,221,162,0,0,0,0,161,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,34,4,0,0,0,0,4,0,0,0,0,0,0,68,0,0,0,0,75,12,0,0,0,0,12,3,0,0,0,0,3,464,3,0,0,0,471
POA3665,94,0,0,0,0,94,41,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,154,0,0,0,0,154
POA3666,1049,20,0,4,0,1072,554,10,0,0,0,561,156,30,8,0,0,198,31,10,0,0,0,38,20,0,0,0,0,20,94,8,0,0,0,105,26,0,0,0,0,24,3,0,0,0,0,10,342,53,9,0,0,400,55,3,0,0,0,61,47,0,0,0,0,50,2039,89,12,4,0,2140
POA3669,332,3,0,0,0,332,153,0,0,0,0,159,18,6,0,0,0,26,0,5,0,0,0,5,0,0,0,0,0,0,32,0,0,0,0,34,5,0,0,11,0,17,0,0,0,0,0,0,56,12,0,11,0,79,18,0,0,0,0,18,17,0,0,4,0,18,578,21,0,17,0,609
POA3670,116,0,0,0,0,113,97,0,0,0,0,97,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27,3,0,0,0,0,3,4,0,0,0,0,4,250,0,0,0,0,248
POA3672,1830,109,0,7,4,1953,1196,39,0,5,0,1241,472,249,0,4,0,718,136,76,0,0,0,214,12,13,0,0,0,26,156,30,4,0,0,193,16,10,0,0,0,28,7,4,0,0,0,15,801,382,3,4,0,1190,48,27,0,0,0,79,96,27,0,25,0,142,3973,583,7,34,9,4602
POA3673,345,0,0,3,0,347,250,0,0,0,0,250,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,28,3,0,0,3,0,9,0,0,0,0,0,0,51,0,0,3,0,58,31,0,0,0,0,35,19,0,0,0,0,19,695,0,0,9,0,709
POA3675,334,0,0,0,0,334,300,0,0,0,0,304,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,5,0,0,3,0,8,0,0,0,0,0,0,53,0,0,3,0,58,17,0,0,0,0,17,7,0,0,0,0,10,711,0,0,3,0,719
POA3677,2716,171,0,10,0,2910,2288,81,0,0,0,2367,915,444,0,3,0,1363,249,116,5,0,0,362,23,49,0,0,0,69,316,83,0,3,0,401,21,15,0,5,0,44,7,10,0,0,0,12,1527,714,5,12,0,2256,60,29,0,0,0,86,154,133,0,0,0,297,6750,1127,5,29,9,7914
POA3678,1227,3,0,9,0,1242,849,0,0,0,0,853,53,5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,124,18,0,0,4,0,20,0,0,0,0,0,0,193,5,0,4,0,197,64,0,0,0,0,64,26,0,0,0,0,26,2367,5,0,22,3,2394
POA3682,100,0,0,0,0,101,102,0,0,0,0,102,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,230,0,0,0,0,229
POA3683,295,13,3,10,0,320,290,4,3,5,0,301,36,0,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,81,0,6,0,0,86,3,0,0,4,0,6,13,0,0,3,0,16,682,14,11,19,0,726
POA3685,484,20,0,9,0,513,389,8,0,4,0,399,90,32,0,3,0,121,29,5,0,0,0,36,9,0,0,0,0,9,46,0,0,0,0,45,9,0,0,0,0,7,0,0,0,0,0,0,179,35,0,4,0,221,29,0,0,0,0,29,17,0,0,3,0,24,1102,63,0,13,0,1186
