POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA3505,0,0,0,51,7,4,0,8,0,6,0,0,0,7,25,64,0,0,0,0,0,0,0,0,0,5,3,10,120,25,3,165,27,75,16,21,11,48,30,541
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10
POA3509,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,19
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,4,0,0,0,0,0,35
POA3515,0,0,0,34,3,0,0,3,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,78,16,3,149,26,44,13,9,11,15,15,375
POA3516,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,16,6,5,42,4,6,3,0,6,7,0,86
POA3517,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,5,17,8,4,48,9,19,0,3,0,14,3,131
POA3518,0,0,0,5,3,0,0,8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,5,3,17,0,0,25,5,9,0,3,0,19,8,95
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
POA3521,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,33,9,12,0,8,0,9,6,96
POA3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,5,0,0,0,4,0,30
POA3523,0,0,0,12,4,0,0,5,0,4,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,3,9,38,17,4,72,9,50,4,9,6,43,12,275
POA3525,0,0,0,13,0,6,0,3,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,48,0,17,0,0,0,10,5,101
POA3527,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,19,4,8,0,4,0,0,4,57
POA3529,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,4,0,17
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
POA3531,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,3,0,24
POA3533,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,10,12,0,0,0,6,0,63
POA3537,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,40,5,12,0,0,0,0,0,84
POA3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,15
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,11
POA3544,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,3,0,0,0,0,0,23
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,15,6,4,0,0,0,0,0,30
POA3549,0,0,0,35,7,0,0,4,0,3,0,0,4,0,10,35,0,0,0,0,0,0,0,0,0,0,4,4,85,17,3,76,11,76,0,20,7,29,18,356
POA3550,0,6,3,654,36,9,0,36,4,17,0,7,8,17,105,239,7,0,0,0,0,0,4,0,3,5,5,21,784,230,31,1215,162,516,62,190,56,295,125,3666
POA3551,5,3,8,828,52,14,3,76,10,23,0,10,4,21,144,359,3,0,3,8,0,4,0,0,0,5,7,33,1172,258,60,1889,271,597,89,191,56,208,167,4962
POA3555,0,0,0,168,17,0,6,15,0,17,5,9,0,8,68,138,0,0,0,0,0,0,0,0,0,0,7,12,356,99,25,639,87,316,34,102,25,168,80,1916
POA3556,0,4,0,75,11,0,0,15,4,7,0,5,4,12,47,108,0,0,4,0,0,0,0,0,0,8,9,17,229,61,22,417,76,221,26,89,21,137,56,1348
POA3557,0,0,0,11,4,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,18,4,3,47,7,13,0,6,0,6,4,117
POA3558,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,18,3,23,0,0,0,11,0,77
POA3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,5,4,0,0,0,3,4,49
POA3561,0,3,0,40,8,0,0,4,0,0,0,3,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,5,80,18,3,144,21,64,9,18,3,31,14,413
POA3562,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,4,0,0,0,0,0,32
POA3563,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,15,7,5,32,3,8,0,0,0,4,4,80
POA3564,3,4,0,225,33,3,7,27,5,14,6,5,3,14,57,161,0,0,3,0,0,0,3,0,0,0,4,16,392,83,21,622,76,201,32,56,31,93,69,1674
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,3,0,0,0,0,0,19
POA3566,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,18,10,5,13,3,3,0,3,0,0,6,66
POA3567,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,17,4,0,22,0,7,0,3,0,0,6,69
POA3568,0,0,0,27,9,0,0,3,0,0,0,3,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,4,89,13,4,83,10,32,6,17,0,18,9,281
POA3570,0,0,0,6,0,0,0,5,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,32,5,9,0,0,0,12,4,83
POA3571,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,3,4,0,0,0,3,0,35
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,16
POA3573,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,0,0,0,0,0,0,28
POA3575,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,3,19,7,0,27,0,9,0,5,0,3,6,83
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
POA3579,0,0,0,41,10,4,0,8,0,4,0,0,0,6,16,44,0,0,0,0,0,0,0,0,0,0,5,7,84,23,9,175,21,77,5,14,6,41,21,475
POA3580,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,35,4,8,0,9,3,7,4,86
POA3581,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,3,0,0,0,0,0,17
POA3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,4,0,0,0,3,0,22
POA3584,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,28,4,3,49,8,14,5,4,0,3,8,118
POA3585,0,0,0,136,14,0,0,20,0,5,0,0,0,7,30,76,0,0,0,3,0,0,0,0,0,0,6,7,271,39,11,427,57,160,13,44,9,66,33,1135
POA3586,0,0,0,11,0,0,0,4,0,0,0,0,0,0,4,18,0,0,0,3,0,0,0,0,0,0,0,4,32,7,0,35,3,9,0,0,0,6,4,101
POA3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,12,0,0,0,0,0,8,4,43
POA3589,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,10,0,0,3,0,0,0,0,30
POA3590,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,17,0,0,0,3,0,3,6,45
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,6,0,18
POA3594,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,5,0,3,0,0,3,40
POA3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,13,0,10,0,8,0,5,0,50
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
POA3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,3,9,0,0,0,5,0,43
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,15
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,21
POA3608,0,0,0,35,8,0,0,10,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,3,0,66,5,5,82,13,23,0,0,0,13,11,237
POA3610,0,0,0,19,4,0,0,4,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,3,32,0,6,43,8,15,3,10,4,20,5,147
POA3612,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,6,6,18,5,0,32,0,16,0,10,0,13,22,129
POA3614,0,0,0,20,7,0,0,0,0,5,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,47,10,13,5,5,0,0,4,135
POA3616,0,0,0,76,10,0,0,11,0,0,0,0,0,4,9,44,3,0,0,0,0,0,0,0,0,0,0,0,133,23,11,233,24,63,11,33,0,46,16,596
POA3617,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,8,0,0,0,4,0,22
POA3618,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,16,0,9,0,9,0,10,4,65
POA3620,0,3,0,89,15,0,0,8,0,6,3,6,0,8,27,78,0,0,3,0,0,0,0,0,0,0,9,8,211,31,17,292,39,91,20,44,13,67,38,864
POA3621,0,0,0,19,5,0,0,4,0,0,0,0,0,4,3,18,0,0,0,0,0,0,0,0,0,0,0,3,59,7,7,102,11,29,0,12,5,11,11,256
POA3622,0,0,0,8,3,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,27,0,8,0,8,0,4,6,66
POA3623,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,22,4,13,0,0,0,3,6,68
POA3624,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,10,0,4,0,7,3,55
POA3629,0,0,0,67,7,0,5,17,0,9,0,3,4,10,26,74,0,0,0,0,0,0,0,0,0,0,8,10,178,46,9,253,42,102,17,54,10,80,33,815
POA3630,0,11,0,298,35,7,0,27,3,14,3,8,8,29,82,213,0,0,0,3,0,5,0,0,0,6,17,41,624,141,25,844,110,415,40,196,59,444,115,3021
POA3631,0,9,0,349,37,9,0,26,3,9,0,0,5,3,47,148,3,0,3,3,0,0,0,0,0,0,13,24,535,97,25,737,85,269,30,57,12,136,69,2064
POA3633,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,29,0,8,0,10,0,9,3,91
POA3634,0,0,0,25,3,0,0,6,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,4,5,50,8,3,88,10,35,6,3,0,10,12,232
POA3635,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,10,0,0,0,4,6,56
POA3636,0,0,0,47,7,3,0,4,0,6,0,0,0,5,14,48,0,0,0,0,0,0,0,0,0,0,0,3,97,14,9,159,29,63,10,23,7,43,20,469
POA3637,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,32,5,13,0,3,5,0,0,82
POA3638,0,0,0,27,5,0,0,7,0,3,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,5,5,47,8,0,78,10,36,0,3,0,10,6,212
POA3639,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,4,0,6,0,6,0,44
POA3640,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,6,10,22,6,3,43,5,20,0,3,0,13,6,116
POA3641,0,0,0,9,3,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,53,5,15,0,3,0,3,7,129
POA3644,0,3,0,75,16,7,0,17,0,3,0,5,0,9,29,83,0,0,0,0,0,0,0,3,0,5,6,13,217,37,12,271,36,73,23,39,9,83,39,837
POA3646,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,3,11,0,0,0,7,6,58
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,16,0,5,0,4,0,6,0,47
POA3658,0,0,0,93,5,4,0,6,0,7,0,4,0,0,32,63,0,0,0,0,0,0,0,0,0,5,3,16,137,25,5,228,42,112,16,40,15,47,31,701
POA3659,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,8,8,4,5,4,9,4,77
POA3660,0,0,0,71,15,4,0,10,0,9,0,3,0,3,24,68,0,0,0,0,0,0,0,0,0,0,3,9,164,28,13,189,25,83,10,33,11,70,31,659
POA3662,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,32,11,37,0,8,6,0,12,140
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,0,0,0,4,16
POA3664,0,0,0,16,8,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,41,6,22,6,8,0,8,0,121
POA3665,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,4,4,3,0,3,4,31
POA3666,0,0,0,44,4,0,4,5,0,0,0,3,0,6,10,39,0,0,0,0,5,0,0,0,0,0,4,10,104,15,18,119,21,50,8,21,6,33,16,409
POA3669,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,31,4,10,0,10,3,11,9,107
POA3670,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,14,0,8,0,6,4,0,7,59
POA3672,0,0,0,81,7,0,0,8,3,3,0,3,5,11,34,83,0,0,0,0,0,0,0,0,0,0,8,15,154,43,13,255,42,106,20,43,17,66,53,817
POA3673,0,0,0,17,0,3,0,10,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,47,7,4,63,0,21,5,11,5,14,10,183
POA3675,0,0,0,26,6,4,0,4,0,0,0,0,0,3,11,27,0,0,0,0,0,0,0,0,0,0,0,0,73,20,0,70,3,20,5,11,0,16,12,233
POA3677,0,3,0,186,33,4,0,19,0,8,5,5,0,9,38,133,3,0,0,3,0,0,0,0,0,0,4,16,442,105,8,620,86,207,40,80,23,114,50,1771
POA3678,0,0,0,132,18,0,0,22,0,4,3,3,4,7,34,98,0,0,0,0,0,0,0,0,0,0,0,3,211,40,9,266,37,76,14,35,4,47,38,780
POA3682,0,0,0,9,4,0,0,7,0,0,0,4,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,22,5,5,4,0,0,0,7,78
POA3683,0,0,0,16,5,0,0,5,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,3,47,13,0,53,5,25,0,10,0,7,6,181
POA3685,0,0,0,30,9,0,0,7,5,6,0,0,0,0,11,39,0,0,0,0,0,0,0,0,0,0,6,8,84,13,0,93,22,32,6,5,0,14,10,290
POA3687,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,4,26,7,3,44,3,17,0,5,0,4,3,112
POA3688,0,0,0,20,8,0,0,0,0,0,3,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,5,43,11,0,60,10,23,4,3,4,4,12,173
POA3690,3,3,0,436,32,4,3,43,6,11,3,12,3,16,111,241,4,0,0,0,0,0,0,0,0,0,10,22,903,158,46,1147,184,467,41,169,38,233,130,3528
POA3691,0,0,0,258,24,4,0,20,9,11,0,9,3,9,76,149,0,0,5,0,0,0,0,0,0,0,3,13,469,58,24,605,98,211,28,55,18,51,77,1690
POA3695,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,25,3,4,0,5,0,0,5,61
POA3697,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,15,0,0,0,0,5,4,3,56
POA3698,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,38,9,9,3,4,0,4,5,92
POA3699,0,0,0,7,0,0,0,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,29,0,10,0,8,0,5,3,75
POA3700,0,0,0,9,4,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,22,4,5,39,6,18,9,8,0,9,0,127
POA3701,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,6,25,0,11,0,9,4,9,4,93
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
POA3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,16
POA3707,0,0,0,15,6,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,51,8,20,4,4,0,17,10,161
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,6
POA3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,0,17
POA3711,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,9,0,9,0,0,3,52
POA3712,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,4,0,0,3,0,0,28
POA3713,0,0,0,0,3,0,0,4,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,4,12,0,6,0,9,4,53
POA3714,0,0,0,16,5,0,0,5,0,5,0,0,0,6,5,28,0,0,0,4,0,0,0,0,0,0,0,5,71,28,9,112,21,39,6,12,0,25,10,334
POA3715,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,3,3,0,0,0,4,0,28
POA3717,0,0,0,17,5,3,0,8,0,0,0,3,0,5,11,35,0,0,0,0,0,0,0,0,0,0,0,6,57,23,5,81,14,37,11,16,10,23,11,291
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3719,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,15,0,0,0,7,0,3,3,34
POA3720,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,10,4,11,0,0,0,9,0,54
POA3722,0,4,0,64,11,8,3,12,5,4,5,4,0,0,29,74,3,0,0,0,0,0,0,0,0,0,0,8,123,35,4,209,17,58,22,25,9,25,29,556
POA3723,0,0,0,30,6,0,0,5,4,0,0,3,0,0,14,41,3,0,0,0,0,0,0,0,0,0,0,9,56,18,0,93,10,23,9,16,5,13,14,258
POA3725,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,19,4,8,0,0,6,3,4,69
POA3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,11,0,8,0,0,0,3,0,40
POA3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,3,0,29
POA3728,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,8,10,0,5,4,9,3,61
POA3730,0,5,0,104,16,4,0,21,0,3,0,3,0,4,39,90,0,0,0,0,0,0,0,0,0,0,8,11,196,32,18,327,57,73,10,34,3,69,49,868
POA3732,0,0,0,9,3,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,27,4,8,0,0,0,0,4,62
POA3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,11
POA3735,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,23,3,9,0,0,0,3,6,69
POA3737,5,0,0,42,5,3,0,9,4,0,0,0,0,0,13,33,0,0,0,0,0,0,0,0,0,0,4,4,79,28,8,171,14,53,10,20,10,23,23,430
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,17
POA3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,15
POA3740,0,0,0,22,0,0,0,5,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,57,11,11,5,6,0,5,6,136
POA3741,0,0,0,35,8,0,0,5,0,0,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,6,71,22,3,88,9,28,13,15,3,12,19,296
POA3744,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,19,4,7,3,7,0,4,0,58
POA3746,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,13,3,6,0,0,0,7,0,47
POA3747,0,0,0,73,7,3,3,12,0,0,3,0,0,0,20,54,0,0,0,0,0,0,0,0,0,0,0,3,121,38,8,156,42,39,6,12,6,22,20,479
POA3749,0,0,0,44,5,0,0,7,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,4,4,54,15,0,99,11,14,5,11,6,5,12,240
POA3750,0,10,4,307,13,5,4,8,3,11,0,4,5,10,98,154,0,0,0,0,0,3,0,0,0,0,31,45,873,226,37,987,180,842,51,287,73,392,152,4107
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,16
POA3752,0,6,0,615,24,3,4,26,0,13,7,5,8,16,76,197,3,0,0,6,4,4,0,0,4,3,18,35,934,178,31,1232,183,696,66,198,49,292,105,3960
POA3753,0,0,0,100,5,0,0,15,0,3,0,0,0,0,16,48,0,0,0,0,0,0,0,0,6,0,0,8,189,21,3,228,56,138,16,35,10,47,25,762
POA3754,4,12,0,1154,68,9,4,54,11,32,8,12,7,22,182,406,5,5,3,3,7,3,0,0,4,0,36,66,1904,360,66,2607,430,1411,124,321,124,398,233,7986
