POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA3260,0,0,0,52,12,0,0,15,0,9,0,3,0,5,7,51,0,0,0,0,0,0,0,0,0,0,0,6,103,19,4,181,25,52,9,18,3,28,7,463
POA3264,0,0,0,12,0,0,0,3,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,6,49,13,7,71,7,23,0,5,4,13,10,202
POA3265,0,0,0,51,8,0,0,9,0,0,0,0,0,0,14,37,0,0,6,3,0,0,0,0,0,0,0,6,94,21,9,112,19,34,3,11,12,13,20,345
POA3266,0,0,0,36,5,0,0,0,0,0,0,4,0,3,14,28,0,0,0,4,0,0,0,0,0,0,0,9,90,16,12,86,11,38,5,8,11,19,11,306
POA3267,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,23
POA3268,0,0,0,45,8,0,4,4,0,4,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,5,85,8,8,91,19,36,5,9,0,5,13,283
POA3269,0,0,0,18,5,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,21,4,3,25,3,13,0,3,0,3,5,77
POA3270,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,4,0,0,0,0,27
POA3271,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,16
POA3272,0,0,0,19,4,0,0,3,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,56,9,16,0,3,0,4,6,132
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,15
POA3274,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,3,6,0,20
POA3275,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,20,6,6,0,0,0,0,6,68
POA3276,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,5,0,0,0,0,0,44
POA3277,0,0,0,40,5,0,0,4,0,4,0,0,0,3,4,18,0,0,0,0,0,0,0,0,0,0,0,4,51,12,3,85,20,23,4,6,3,3,9,213
POA3278,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,12,9,3,3,0,0,0,6,42
POA3279,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,12,0,7,0,5,0,0,0,41
POA3280,4,7,0,480,36,10,4,45,3,10,0,8,3,10,88,233,6,0,5,0,0,0,0,0,0,0,7,17,674,195,35,1368,167,426,54,139,28,189,103,3381
POA3281,0,0,0,46,7,3,0,7,0,3,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,69,21,3,102,17,31,9,8,0,9,10,272
POA3282,0,0,0,20,4,0,0,12,0,0,0,3,0,0,12,35,0,0,0,0,0,0,0,0,0,0,3,5,48,21,6,133,26,24,9,10,0,10,10,305
POA3283,0,0,0,23,4,0,0,4,0,5,0,4,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,34,9,8,58,8,23,3,10,4,3,7,173
POA3284,0,0,0,69,5,0,0,8,0,3,0,3,0,0,9,29,0,0,0,0,0,0,0,0,0,0,4,4,72,20,4,153,28,23,3,10,4,23,16,367
POA3285,0,0,0,16,5,0,0,4,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,50,3,27,0,6,4,6,0,150
POA3286,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,21,3,0,16,0,3,0,3,0,0,6,55
POA3287,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,18,6,10,0,0,0,4,3,55
POA3289,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,13,4,5,31,6,12,0,0,4,10,3,78
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
POA3293,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,11,0,3,0,0,0,3,0,32
POA3294,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,4,3,38,3,11,0,0,0,7,0,101
POA3300,0,3,0,91,14,4,0,21,0,8,0,0,0,0,36,83,5,0,0,0,0,0,0,0,0,0,0,10,208,59,15,365,57,118,19,47,17,71,41,1007
POA3301,0,0,0,26,0,0,0,10,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,38,3,6,76,11,15,5,10,0,3,6,162
POA3302,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,19,0,5,0,0,0,0,0,44
POA3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,6,0,0,0,7,0,35
POA3304,0,6,0,27,7,0,0,4,0,0,0,0,0,0,7,22,6,0,0,0,0,0,0,0,0,0,0,0,55,10,8,86,7,28,0,10,6,21,6,242
POA3305,3,0,0,126,14,3,0,27,0,11,5,4,4,15,58,140,0,0,4,0,0,0,0,4,0,0,3,14,214,70,17,426,54,177,41,65,25,113,64,1260
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,0,0,0,3,3,18
POA3311,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,4,24,7,3,46,0,12,6,0,4,12,4,116
POA3312,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,44,4,13,0,0,0,0,0,99
POA3314,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,21,3,10,0,0,0,0,5,54
POA3315,0,0,0,15,6,0,0,3,0,0,0,3,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,43,8,16,3,11,0,10,7,146
POA3317,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,17
POA3318,0,0,0,8,4,0,0,9,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,3,25,12,0,33,0,11,0,3,6,3,9,92
POA3319,0,0,0,3,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,6,0,0,0,5,4,37
POA3321,0,0,0,49,3,0,0,0,0,3,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,3,65,15,3,108,17,43,7,4,0,4,8,279
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,14
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4
POA3324,0,0,0,6,0,0,0,5,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,19,0,10,0,9,0,0,0,57
POA3325,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,4,0,0,0,4,3,44
POA3328,0,0,0,48,5,5,0,8,0,0,0,0,0,0,15,36,0,0,0,0,0,0,0,0,0,0,0,8,77,15,7,127,29,57,6,8,0,18,18,368
POA3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,8,0,6,0,3,0,42
POA3330,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,4,4,0,0,0,0,4,20
POA3331,0,4,0,168,20,0,0,19,4,8,0,3,0,6,30,91,3,0,5,0,0,0,0,0,0,0,3,8,226,49,15,432,70,129,24,40,4,47,42,1079
POA3332,0,0,0,18,0,0,0,5,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,3,15,6,0,71,10,33,4,6,4,3,9,159
POA3333,0,0,0,9,0,0,0,6,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,5,17,4,0,36,5,16,0,7,3,6,5,105
POA3334,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,21,0,0,0,0,0,6,3,54
POA3335,0,4,0,72,3,0,0,0,0,0,3,0,6,3,26,44,0,0,0,0,0,0,0,0,0,4,0,4,185,50,18,177,46,197,19,73,19,55,30,867
POA3336,3,7,0,420,18,4,0,7,0,14,0,3,8,9,65,131,0,0,0,0,0,0,0,0,0,0,11,20,793,148,25,845,195,590,48,171,58,171,93,3142
POA3337,5,17,0,432,37,7,9,48,10,37,6,21,10,31,136,339,0,0,0,3,5,3,0,0,5,3,29,53,918,197,53,1113,222,1047,79,372,121,549,184,4860
POA3338,0,10,0,443,28,4,5,18,10,19,3,12,3,21,146,270,7,0,0,0,0,0,0,0,4,0,28,50,1010,207,32,1108,184,1226,61,380,101,489,194,4987
POA3340,5,4,3,597,38,9,5,32,4,20,4,3,3,12,82,210,3,0,6,5,3,0,0,0,0,0,15,32,804,119,48,1036,197,544,47,125,48,170,101,3245
POA3341,0,4,0,65,12,4,0,6,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,67,9,0,84,19,27,3,8,0,9,6,234
POA3342,0,0,0,68,8,4,0,8,0,7,0,0,0,0,11,39,0,0,0,0,0,0,0,0,0,0,0,9,100,13,9,156,33,72,10,17,9,27,12,460
POA3345,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,62,13,25,3,12,3,11,8,168
POA3350,6,14,0,1363,79,16,6,79,11,37,5,4,6,21,214,480,5,0,0,5,0,0,0,4,0,3,14,31,1548,359,52,2486,365,961,92,319,72,386,238,6894
POA3351,0,3,0,161,20,4,6,35,0,6,0,0,0,9,40,116,0,0,0,0,0,0,0,0,0,3,0,7,260,55,16,416,48,163,14,48,16,103,42,1172
POA3352,0,5,0,403,42,7,3,44,5,20,0,7,0,10,82,218,3,0,0,0,4,0,0,0,0,0,3,13,546,101,24,957,108,350,43,75,28,122,94,2446
POA3355,0,0,0,114,7,5,0,11,0,15,0,6,0,6,21,75,0,0,0,0,0,0,0,0,0,4,11,12,156,50,7,283,49,168,25,75,20,116,39,984
POA3356,0,4,0,65,6,0,0,10,0,8,0,8,0,0,31,84,0,0,0,4,0,0,0,0,0,0,10,17,201,78,14,403,51,220,25,89,18,143,51,1300
POA3357,0,5,0,135,5,0,0,9,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,133,22,8,180,24,54,0,15,4,21,14,475
POA3358,0,0,0,37,3,0,0,3,0,3,0,0,0,0,17,27,0,0,0,0,0,0,0,0,0,0,0,3,93,18,8,165,34,67,8,25,11,17,20,471
POA3360,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,3,12,3,4,24,0,17,0,7,0,4,3,71
POA3361,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,21,0,12,0,5,0,3,0,54
POA3363,0,0,0,30,3,3,0,4,0,7,0,0,0,3,6,26,0,0,0,0,0,0,0,0,0,0,0,4,59,24,3,117,19,44,9,18,8,18,8,333
POA3364,0,0,0,32,3,0,0,0,0,9,0,4,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,61,13,6,67,11,33,9,14,5,16,11,241
POA3370,0,0,0,8,0,0,0,0,0,5,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,5,27,7,0,32,6,28,5,10,0,18,9,160
POA3371,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,10,0,10,0,7,6,77
POA3373,0,0,0,17,5,0,0,3,0,0,0,0,3,0,13,27,0,0,0,0,0,0,0,0,0,0,0,3,55,12,3,60,9,12,8,16,6,11,13,208
POA3374,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,7,0,9,0,4,4,43
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,3,0,0,25
POA3377,0,0,0,66,12,0,0,11,3,4,0,3,0,5,33,73,0,0,0,4,0,0,0,0,0,0,4,14,173,35,10,242,36,90,14,55,13,52,44,769
POA3378,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,9,0,0,0,0,0,0,0,22
POA3379,0,0,0,7,4,0,0,3,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,28,0,4,0,5,0,3,5,72
POA3380,0,0,0,42,10,0,0,10,0,5,0,0,0,7,17,55,0,0,0,0,0,0,0,0,0,0,0,5,106,32,6,159,22,70,14,26,18,46,26,516
POA3381,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,3,22,13,5,30,4,14,3,12,4,10,3,119
POA3384,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,18,0,11,0,0,0,4,3,62
POA3385,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,21,0,3,0,0,0,9,0,50
POA3387,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,3,5,0,0,0,3,0,37
POA3388,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,0,5,0,0,0,7,3,50
POA3390,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,42,3,18,0,0,0,13,4,94
POA3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,19
POA3392,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,7,0,0,0,8,5,44
POA3393,0,0,0,18,0,0,0,7,0,0,0,0,0,4,7,18,0,0,0,0,0,0,0,0,0,0,0,0,40,10,3,77,8,26,0,7,0,15,6,199
POA3395,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,21,6,4,0,0,0,4,0,36
POA3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,13,0,0,0,6,0,5,0,51
POA3400,0,3,0,142,24,5,7,18,0,10,3,8,0,3,37,111,0,0,0,3,0,0,0,0,0,0,4,12,316,71,10,574,74,171,23,76,15,88,50,1470
POA3401,0,0,0,100,13,3,0,25,0,6,0,0,0,5,15,66,0,0,0,0,0,0,0,0,0,0,0,0,170,25,0,252,31,66,9,14,0,16,22,605
POA3407,0,0,0,9,5,0,0,3,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,7,0,4,0,4,5,49
POA3409,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,35,13,7,3,3,3,0,0,97
POA3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,3,0,0,3,0,0,0,27
POA3413,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,3,0,0,0,0,0,21
POA3414,0,0,0,18,0,0,0,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,23,3,0,48,5,30,0,7,0,18,9,139
POA3415,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,9
POA3418,0,0,0,35,7,0,0,9,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,3,59,7,4,117,20,47,0,8,0,25,8,300
POA3419,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,32,3,17,0,0,5,7,0,85
POA3420,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,5,0,0,0,3,0,32
POA3423,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,6,0,0,0,4,4,31
POA3424,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,32,0,12,0,0,0,5,0,64
POA3427,0,0,0,77,5,0,0,5,0,5,0,3,0,0,16,28,0,0,0,3,0,0,0,0,0,0,6,12,158,25,5,249,49,137,19,34,7,55,19,753
POA3428,0,0,0,20,0,0,0,6,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,25,4,14,0,6,3,16,4,95
POA3429,8,11,0,994,54,11,3,63,10,28,7,11,0,23,126,341,3,0,4,9,0,4,3,0,0,4,15,38,1207,204,48,1740,286,868,87,209,69,326,149,5195
POA3430,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,4,0,0,0,3,0,35
POA3431,0,0,0,146,6,0,0,8,3,7,0,0,0,4,14,41,0,0,0,0,0,0,0,0,0,0,5,3,137,21,10,254,32,79,17,18,0,29,17,626
POA3432,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,3,0,5,0,0,3,26
POA3433,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,4,10,0,0,0,0,0,28
POA3434,0,3,0,147,7,0,0,10,0,8,0,0,0,6,23,61,0,0,0,0,0,0,0,0,0,0,0,0,188,38,7,282,57,131,14,33,8,53,31,837
POA3435,0,0,0,72,0,0,0,3,0,3,0,0,0,8,15,41,0,0,0,0,0,0,0,0,0,0,0,0,83,20,5,133,22,54,12,22,10,26,14,406
POA3437,3,5,0,562,14,0,0,29,3,10,0,8,0,8,54,136,0,0,0,3,0,0,0,0,6,0,0,12,447,75,7,637,73,223,29,63,23,63,58,1696
POA3438,0,0,0,106,0,0,0,4,0,6,0,0,0,3,12,25,0,0,0,0,0,0,0,0,0,0,0,0,91,22,3,136,15,51,0,9,4,21,8,362
POA3440,0,0,0,108,6,0,0,10,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,71,21,5,90,18,38,5,15,0,12,0,282
POA3441,0,0,0,77,7,0,0,4,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,5,57,10,5,55,17,20,0,9,4,4,10,188
POA3442,3,0,0,392,15,4,0,15,0,4,0,3,4,3,28,82,0,0,0,0,0,0,0,0,0,0,0,5,242,69,15,399,61,156,21,46,14,47,39,1109
POA3444,0,4,0,208,22,7,3,24,3,4,4,5,0,0,32,101,0,0,3,0,0,0,0,0,0,0,0,13,235,80,16,364,56,156,26,44,15,68,32,1081
POA3446,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,50,3,14,0,10,5,4,5,134
POA3447,0,0,0,6,0,0,0,0,0,5,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,16,4,3,0,0,0,3,3,51
POA3448,0,0,0,13,0,0,0,3,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,46,8,4,7,5,3,3,7,102
POA3450,0,0,0,80,9,6,0,6,4,7,0,0,0,3,12,49,0,0,0,0,0,0,0,0,0,0,3,3,89,85,5,182,24,70,14,37,8,35,17,557
POA3451,0,0,0,69,14,0,4,4,0,4,0,3,3,4,22,55,0,0,0,0,0,3,0,0,0,0,3,10,83,55,6,221,22,64,20,52,16,26,24,607
POA3453,0,0,0,38,0,0,0,5,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,41,16,4,67,11,21,0,8,7,12,8,196
POA3458,0,0,0,35,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,3,22,22,0,62,16,23,5,14,3,14,6,190
POA3460,0,0,0,20,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,52,7,33,3,15,0,6,10,174
POA3461,0,0,0,55,3,0,0,13,0,8,3,3,6,0,21,47,0,0,0,0,0,0,0,0,0,0,0,0,64,46,8,127,16,55,14,32,9,36,22,418
POA3462,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,21,14,3,35,4,17,8,8,5,4,3,116
POA3463,0,0,0,23,6,0,0,3,0,0,0,0,0,8,10,27,0,0,0,0,0,0,0,0,0,0,0,4,38,13,0,57,10,33,8,11,3,27,11,215
POA3464,0,0,0,8,6,0,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,47,8,17,3,9,0,20,3,139
POA3465,0,0,0,53,5,8,0,7,0,3,0,3,0,7,31,66,0,0,0,0,0,0,0,0,0,0,7,9,136,61,9,209,32,112,17,47,16,92,41,766
POA3467,0,0,0,7,4,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,3,3,16,3,0,42,3,19,0,4,6,11,10,112
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,5,0,0,4,26
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,4,17
POA3472,0,0,0,4,0,0,0,0,0,3,0,0,0,5,8,17,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,27,3,18,4,7,3,16,6,99
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,6,0,25
POA3477,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,27,6,0,23,3,15,0,6,0,0,0,80
POA3478,0,0,0,24,0,0,0,3,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,39,9,3,67,13,22,0,11,0,28,9,196
POA3480,0,0,0,17,7,0,0,0,0,4,0,0,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,4,42,6,0,54,3,18,0,4,4,17,5,163
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,4,0,19
POA3483,0,0,0,10,6,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,34,3,11,3,0,0,5,0,96
POA3485,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,3,0,0,0,4,0,20
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA3490,0,0,0,5,4,0,0,0,0,5,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,4,31,3,0,39,0,11,0,0,0,8,5,98
POA3491,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,19
POA3494,0,0,0,8,6,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,18,0,11,0,0,0,8,5,64
POA3496,0,0,0,57,21,0,0,9,0,7,0,3,0,6,22,68,3,0,0,0,0,0,0,0,0,3,0,9,151,29,8,225,25,87,12,37,13,75,24,690
POA3498,0,0,0,89,15,0,3,9,0,5,0,0,0,6,29,78,6,0,7,0,0,0,0,0,0,0,0,15,191,26,19,240,28,76,7,24,12,38,32,700
POA3500,0,4,0,332,33,6,8,46,7,12,0,5,4,16,140,282,0,0,4,5,0,0,0,0,0,4,15,31,740,149,40,899,125,446,54,167,44,330,172,3173
POA3501,0,0,0,66,7,0,0,0,0,6,3,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,4,100,13,6,107,14,25,10,5,0,19,18,318
