POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3220,89,97,30,24,21,22,3,284,63,80,31,27,37,20,9,272,68,71,33,21,12,11,9,222,461,591,318,258,329,140,81,2185,0,0,0,0,0,0,0,3,682,847,416,332,402,194,105,2970,4,7,4,0,0,4,0,21,0,22,19,10,8,3,0,65,3,15,3,4,8,5,0,34,36,72,56,46,67,38,18,341,5,3,3,0,0,0,0,9,54,116,86,67,88,44,20,472,739,961,501,396,493,238,126,3442
POA3221,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,7,28,51,29,17,31,9,7,176,0,0,0,0,0,0,0,0,34,59,32,17,31,8,10,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,8,0,0,14,0,0,0,0,3,0,0,6,4,3,8,3,11,0,0,27,38,63,38,21,43,8,10,218
POA3222,45,43,35,33,41,20,5,226,71,73,35,26,37,20,0,260,86,67,33,18,18,12,7,244,594,616,423,245,311,113,53,2358,0,6,3,4,3,0,0,14,803,802,535,318,419,161,60,3099,0,8,10,6,3,3,0,29,8,40,22,10,6,7,3,98,8,9,13,4,7,0,3,45,90,167,115,103,115,30,14,634,3,4,0,0,0,0,0,8,110,227,149,124,139,43,27,814,909,1030,688,447,556,206,86,3916
POA3223,19,12,7,7,8,7,4,65,27,21,19,9,4,0,0,78,17,17,9,5,6,4,5,68,157,183,133,91,93,27,10,692,6,3,5,4,0,0,0,12,223,244,175,113,114,34,14,918,0,0,0,0,0,0,0,0,0,10,4,8,4,0,0,27,0,3,9,0,0,0,0,10,33,62,29,23,34,7,4,197,0,0,0,0,0,0,0,6,45,73,40,31,40,9,4,244,269,312,212,141,160,53,18,1159
POA3224,65,53,14,16,24,11,8,195,41,40,21,15,11,10,5,152,49,46,24,12,15,9,3,155,580,557,302,206,264,115,49,2080,0,5,0,0,0,0,0,7,736,703,366,246,326,147,63,2589,3,8,0,4,3,6,3,27,11,11,11,8,9,4,0,63,4,8,6,5,3,0,0,25,78,138,79,61,99,29,8,491,0,6,4,0,0,0,0,10,101,161,105,76,119,38,16,617,838,864,464,325,443,186,84,3202
POA3225,3,5,7,4,0,0,0,21,12,14,10,3,10,0,0,61,11,17,9,4,0,3,0,46,126,150,73,54,67,31,12,514,0,0,0,0,0,0,0,3,153,187,105,71,84,36,15,644,0,0,0,0,0,0,0,9,0,0,8,0,9,0,0,15,0,0,0,3,0,0,0,8,8,17,20,11,15,7,4,74,3,0,0,0,0,0,0,0,10,17,24,12,25,5,7,105,159,205,128,84,109,45,26,752
POA3226,29,41,29,18,27,12,0,153,70,89,52,37,35,18,4,307,71,86,46,32,23,7,7,274,712,815,472,288,325,126,51,2796,11,0,0,0,0,0,0,14,888,1031,600,384,411,163,61,3540,4,3,4,7,8,0,0,26,8,15,15,12,9,5,0,66,0,8,20,8,14,0,0,49,50,115,95,81,93,33,4,476,7,4,3,0,0,0,0,18,68,154,137,108,121,42,7,643,957,1189,738,489,528,210,72,4178
POA3227,3,16,4,5,9,6,3,38,13,27,32,11,15,6,7,111,12,28,18,16,14,6,0,93,153,275,164,102,143,41,24,894,0,0,3,0,0,0,0,10,181,357,225,132,172,58,31,1150,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,15,0,0,3,0,0,0,0,8,9,37,19,10,28,6,7,107,0,0,0,0,0,0,0,0,8,38,29,10,25,7,7,130,190,396,252,141,201,65,36,1279
POA3228,97,101,66,32,37,19,5,365,140,148,88,48,60,22,6,510,140,178,80,38,56,26,9,536,1085,1149,658,444,500,185,75,4103,0,5,5,3,3,0,0,19,1464,1580,890,570,662,259,104,5529,0,8,7,9,11,4,0,29,16,23,23,12,16,7,4,98,5,8,12,6,12,4,4,45,57,117,109,64,102,34,14,495,0,0,0,0,0,0,0,4,73,156,150,98,136,42,24,681,1537,1741,1043,664,799,302,122,6205
POA3230,5,0,3,0,0,0,0,14,17,16,5,5,0,6,0,40,29,17,8,0,4,0,0,59,84,88,49,39,44,22,11,340,0,6,0,3,0,0,0,10,133,124,67,47,51,24,12,461,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,7,5,3,5,13,3,0,40,0,0,0,0,0,0,0,4,7,10,8,12,9,9,0,64,145,140,79,60,62,31,15,521
POA3231,4,5,3,0,3,0,0,15,3,0,0,0,6,0,0,17,5,7,3,0,3,6,0,23,24,28,15,23,22,12,4,132,0,0,0,0,0,0,0,0,42,44,26,25,26,15,8,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,7,0,5,9,5,11,0,0,30,0,0,0,0,0,0,0,0,0,7,13,9,11,0,3,43,42,50,40,33,39,19,6,220
POA3232,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,10,12,29,17,10,14,7,4,99,0,0,0,0,0,0,0,0,22,38,21,13,18,11,4,120,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4,0,3,0,3,3,3,19,0,0,0,0,0,0,0,0,4,0,4,0,9,3,4,30,24,37,28,14,25,13,9,144
POA3233,3,4,0,5,3,0,0,18,10,3,5,0,3,0,0,17,11,17,9,5,4,0,0,38,43,32,28,29,32,3,0,165,0,0,0,0,0,0,0,0,62,56,44,31,42,5,0,244,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,10,0,3,0,0,0,0,0,6,4,16,9,5,8,0,0,44,0,0,5,0,0,0,0,3,13,18,15,11,12,3,0,67,74,78,54,44,55,8,3,314
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,5,0,0,0,28,0,0,0,0,0,0,0,0,10,9,7,5,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,9,9,5,4,0,0,33
POA3235,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,16,0,0,3,0,0,0,0,7,14,13,3,6,3,0,0,43,0,0,0,0,0,0,0,0,22,21,8,5,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,4,3,0,18,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,24,22,26,14,14,12,8,0,88
POA3236,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,7,4,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,6,5,3,8,0,0,29
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,3,4,4,0,0,0,15,0,0,0,0,0,0,0,0,11,4,6,5,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,11,8,6,5,6,0,0,27
POA3238,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,5,0,3,0,3,9,0,0,21,0,0,0,0,0,0,0,0,9,7,0,5,9,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,8,9,14,3,10,4,0,0,37
POA3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,19,7,11,15,0,0,72,0,0,0,0,0,0,0,0,13,18,14,11,15,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,16,23,16,14,15,0,0,88
POA3240,0,0,0,0,0,0,0,9,8,11,4,0,8,0,3,34,5,0,0,0,0,0,0,12,116,130,75,47,73,29,6,473,0,0,0,0,0,0,0,8,126,144,76,46,81,34,11,529,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,10,6,9,8,5,0,36,0,0,0,0,0,0,0,5,11,13,9,9,9,0,0,51,142,161,90,59,89,40,10,582
POA3241,5,4,0,0,0,0,0,11,13,9,6,5,3,0,0,42,9,3,3,3,5,0,0,22,136,103,56,34,61,15,3,406,0,0,0,0,0,0,0,5,162,123,64,43,71,19,7,493,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,18,26,15,14,13,3,0,86,0,3,0,0,0,0,0,4,17,29,15,14,15,6,0,94,182,149,79,55,87,23,7,584
POA3242,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,15,5,5,0,0,3,0,0,9,48,57,10,12,18,3,3,152,0,0,0,0,0,0,0,0,55,67,15,11,18,3,3,178,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,16,0,0,0,0,0,0,0,0,3,5,12,5,7,0,0,29,63,71,29,15,31,3,7,209
POA3243,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,12,12,9,12,13,0,0,50,0,0,0,0,0,0,0,0,14,11,13,12,13,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,13,12,13,0,0,67
POA3249,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,22,0,14,5,4,3,0,0,27,118,170,110,80,80,28,10,598,0,0,0,0,0,0,0,0,126,191,120,88,89,35,10,655,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,18,14,16,12,16,8,4,80,0,0,0,0,0,0,0,0,20,16,18,12,14,8,4,90,145,208,137,100,105,40,11,743
POA3250,35,56,17,16,24,8,0,164,25,28,13,0,6,4,0,83,29,31,10,5,3,0,0,77,444,401,271,175,228,66,22,1599,0,4,3,0,0,0,0,8,534,516,322,200,259,80,27,1930,0,14,12,4,5,5,0,39,11,13,8,3,9,0,0,42,3,8,0,4,4,0,0,23,93,129,78,68,79,10,3,459,0,0,3,0,0,0,0,16,108,171,104,79,97,16,3,579,643,684,426,278,356,94,23,2507
POA3251,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,12,27,13,5,13,0,4,71,0,0,0,0,0,0,0,0,19,28,14,5,13,0,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,34,15,8,11,6,3,86
POA3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,22,16,9,9,0,0,70,0,0,0,0,0,0,0,0,20,20,13,9,9,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,14,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,14,20,25,20,12,8,4,3,87
POA3260,5,11,6,0,3,4,0,24,16,7,0,0,5,0,0,25,0,11,0,8,3,0,0,25,135,164,127,90,85,22,4,621,0,0,0,5,0,0,0,3,158,192,136,97,97,21,4,706,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,11,10,0,0,0,0,0,0,13,19,31,27,24,18,10,0,130,0,0,0,0,0,0,0,0,29,39,28,28,25,7,0,162,185,231,166,131,118,30,5,868
POA3264,4,4,0,0,0,0,0,14,4,6,0,3,0,0,0,14,0,8,3,0,0,0,0,11,65,65,69,38,37,14,0,282,0,0,0,0,0,0,0,3,77,75,73,42,34,17,3,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,12,18,11,3,0,80,0,0,0,0,0,0,0,5,12,20,12,19,15,3,4,90,86,99,86,57,47,18,3,408
POA3265,4,8,9,0,5,0,0,29,9,14,4,4,4,0,0,42,7,8,8,3,0,0,0,24,122,121,85,57,89,27,5,504,0,0,0,0,0,0,0,0,144,147,106,67,99,30,5,600,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,5,5,0,0,0,6,7,19,14,7,12,4,0,61,0,0,0,0,0,0,0,0,14,20,21,10,8,4,0,78,162,167,123,81,105,29,5,675
POA3266,4,0,9,0,5,0,0,17,3,5,3,0,0,0,0,9,3,4,0,0,3,0,0,12,98,126,65,61,71,14,4,444,0,0,0,0,0,0,0,0,111,139,78,63,82,14,3,496,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,26,37,22,12,11,0,0,112,0,0,0,0,0,0,0,0,23,42,26,13,18,0,0,126,139,183,100,80,99,14,3,616
POA3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,3,4,0,0,29,0,0,0,0,0,0,0,0,5,7,6,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,5,12,9,8,6,0,0,36
POA3268,15,9,5,4,6,4,0,41,8,0,0,0,0,0,0,9,5,5,5,3,3,0,0,20,83,113,51,48,75,18,0,386,0,0,0,0,0,0,0,0,111,127,57,58,86,20,3,464,0,3,3,0,0,0,0,8,0,4,0,0,0,0,0,8,0,0,0,0,3,0,0,6,3,16,12,7,8,3,0,49,0,0,0,0,0,0,0,0,8,23,11,9,8,3,0,66,112,151,73,66,100,23,3,529
POA3269,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,4,5,0,0,0,0,0,17,31,18,12,20,16,0,0,104,0,0,0,0,0,0,0,0,37,28,22,16,18,0,3,131,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,19,0,0,0,0,0,0,0,0,3,5,5,9,0,0,0,21,42,35,28,25,24,0,3,150
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,12,10,5,6,0,0,47,0,0,0,0,0,0,0,0,20,15,5,6,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,20,22,5,9,4,0,0,58
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,11,6,0,5,4,0,4,28
POA3272,3,5,0,0,3,0,0,15,0,4,0,0,0,0,0,7,3,4,0,4,0,0,0,17,48,59,37,20,25,0,0,197,0,0,0,0,0,0,0,0,62,74,44,22,30,5,0,242,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,8,16,17,15,10,15,3,0,72,0,0,0,0,0,0,0,0,20,20,18,13,12,4,0,86,76,92,65,39,44,7,0,329
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,3,0,22,0,0,0,0,0,0,0,0,3,5,0,6,6,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,6,3,0,25
POA3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,3,3,0,0,36,0,0,0,0,0,0,0,5,12,10,8,3,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,8,0,0,0,0,0,0,0,0,4,4,3,0,5,0,0,11,18,10,9,3,9,0,0,52
POA3275,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,25,18,9,16,0,0,100,0,0,0,0,0,0,0,0,26,25,23,12,16,0,0,106,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,26,30,23,8,17,0,0,115
POA3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,17,12,8,7,4,4,68,0,0,0,0,0,0,0,0,21,21,13,8,7,4,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,13,21,23,12,10,17,8,0,86
POA3277,0,0,0,0,0,0,0,3,0,8,3,3,0,0,0,12,0,4,3,3,0,0,0,17,93,96,50,32,29,9,0,312,0,0,0,0,0,0,0,4,91,110,61,40,33,9,0,346,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,14,10,8,10,3,0,46,0,0,0,0,0,0,0,3,0,15,10,15,12,3,0,60,95,126,72,54,51,12,0,410
POA3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,7,7,4,0,0,54,0,0,0,0,0,0,0,0,18,18,7,4,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,23,22,11,8,5,0,0,63
POA3279,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,3,0,4,6,0,0,0,12,11,14,6,13,14,5,0,57,0,0,0,0,0,0,0,0,17,14,12,10,14,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,14,13,12,19,10,0,84
POA3280,108,102,57,36,51,20,3,373,75,82,47,29,34,5,0,277,73,84,49,28,42,8,3,276,1079,1069,668,505,598,161,57,4137,0,4,10,3,0,0,0,18,1326,1346,823,608,719,198,63,5078,9,20,9,7,19,6,0,73,22,42,22,9,22,3,0,124,8,14,19,13,16,0,0,74,210,347,251,164,186,49,15,1224,7,12,3,0,5,0,0,32,259,433,310,199,243,61,11,1518,1590,1776,1138,802,960,255,79,6601
POA3281,4,3,6,0,0,0,0,13,6,6,10,0,3,0,0,23,0,8,6,0,0,0,0,14,94,117,69,45,57,20,3,406,0,0,0,0,0,0,0,0,103,133,89,55,65,20,3,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,14,9,7,3,0,0,47,0,0,0,0,0,0,0,0,8,14,9,6,6,0,0,54,110,146,99,65,74,17,3,514
POA3282,0,3,0,0,6,0,0,13,12,5,5,3,0,0,0,24,4,5,3,0,4,0,0,19,120,112,71,30,51,15,3,410,0,0,0,0,0,0,0,0,135,127,80,37,64,19,3,468,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,10,0,0,0,5,0,0,0,5,19,32,17,13,11,0,0,99,0,0,0,0,0,0,0,5,21,39,24,23,7,0,0,112,153,163,103,59,77,22,3,580
POA3283,0,0,0,0,3,0,0,5,0,0,5,8,5,0,0,13,9,6,0,6,0,0,0,21,61,45,42,36,38,8,4,243,6,0,0,0,0,0,0,6,71,52,53,45,49,8,6,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,8,7,12,0,0,39,0,0,0,0,0,0,0,0,8,13,8,7,7,0,0,45,80,64,58,56,52,8,11,330
POA3284,5,12,7,0,6,0,0,22,13,23,11,11,8,5,0,65,5,16,8,9,7,0,0,39,129,156,93,64,69,14,3,522,0,0,0,0,0,0,0,0,152,201,117,73,84,22,4,654,0,0,0,0,5,0,0,8,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,11,25,20,17,25,0,0,99,0,0,0,0,0,0,0,0,11,33,27,19,26,0,0,114,157,236,142,94,109,23,9,766
POA3285,0,0,5,0,0,0,0,11,7,0,0,0,3,0,0,10,10,9,3,0,0,0,0,21,46,58,27,28,32,8,0,188,0,0,0,0,0,0,0,3,61,71,34,27,42,9,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,4,0,0,22,0,0,0,0,0,0,0,0,0,10,6,5,3,0,0,29,56,84,38,34,42,9,0,263
POA3286,3,4,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,14,16,0,0,63,0,0,0,0,0,0,0,0,9,18,20,10,19,0,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,5,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,7,5,4,0,0,16,11,20,24,20,20,0,0,93
POA3287,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,18,16,17,4,0,83,0,0,0,0,0,0,0,0,15,15,22,16,18,5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,23,20,23,16,16,5,0,99
POA3289,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,30,26,22,16,22,0,0,124,0,0,0,0,0,0,0,0,29,36,22,16,25,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,4,0,0,0,29,0,0,0,0,0,0,0,0,6,10,3,4,0,0,0,29,44,48,24,19,32,0,0,162
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
POA3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,14,7,13,6,0,0,45,0,0,0,0,0,0,0,0,9,18,7,13,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,12,7,19,12,13,6,0,0,62
POA3294,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,7,32,37,30,24,20,0,0,148,0,0,0,0,0,0,0,0,32,46,31,26,22,0,0,163,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,6,0,0,19,0,0,0,0,0,0,0,0,3,10,3,4,7,0,0,26,41,54,37,28,25,0,3,191
POA3300,41,53,16,15,8,0,0,133,13,10,5,10,7,0,0,50,30,14,10,9,8,3,0,77,400,349,202,135,184,34,3,1298,4,4,0,3,0,0,0,13,485,430,241,161,208,40,6,1573,3,10,3,0,3,0,0,21,4,11,11,5,5,0,0,32,4,3,0,3,3,0,0,13,59,94,71,57,74,18,0,369,8,8,0,6,0,0,0,15,71,119,85,70,79,16,3,443,558,553,325,229,285,60,9,2019
