POA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
POA3000,0,9,348,256,29,4,7,0,0,662,0,0,0,0,0,3,0,0,0,8,0,0,9,8,0,0,0,0,0,14,5,17,191,690,47,27,14,4,0,990,28,54,522,1042,114,90,44,8,5,1903,345,376,6772,11446,1133,822,473,136,36,21539,5,4,9,16,0,0,0,0,0,33,526,362,2288,4186,875,664,413,133,33,9475,0,0,32,56,0,0,0,0,0,95,0,0,3,13,0,0,0,0,0,20,0,5,20,155,8,3,0,0,0,190,0,0,57,41,0,0,0,0,0,104,4,0,14,62,10,10,5,0,0,99,0,0,8,89,3,3,0,0,0,99,7,61,3204,3603,312,200,101,26,3,7519,0,0,0,5,4,11,0,3,0,29,0,0,11,28,4,3,5,0,0,51,0,5,104,254,70,59,40,17,3,559,0,0,15,25,5,0,6,0,0,55,0,0,25,108,11,6,0,0,0,159
POA3002,0,0,3,7,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,40,6,10,10,7,6,78,0,4,13,50,20,14,19,5,5,135,53,91,203,968,297,351,349,150,84,2545,0,0,0,0,0,0,0,0,0,0,102,137,287,1194,346,445,455,244,87,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,0,0,12,5,0,0,0,0,16,0,0,0,12,0,0,0,0,0,12,0,3,6,59,11,8,6,5,0,97,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,5,4,84,25,46,31,16,8,217,0,0,0,7,0,0,0,0,0,13,0,0,3,9,6,0,0,0,0,20
POA3003,0,0,21,36,9,7,9,0,0,82,0,0,0,4,0,0,0,0,0,3,0,0,4,8,0,0,0,0,0,10,0,3,43,221,11,4,5,0,0,292,10,9,37,99,16,6,14,0,0,194,137,167,694,2206,329,209,125,47,12,3926,0,0,0,0,0,0,0,0,0,0,202,244,567,1543,372,243,114,44,7,3337,0,0,3,4,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,10,54,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4,5,0,0,0,34,0,0,0,22,3,3,0,0,0,24,0,17,228,485,61,40,14,8,3,854,0,0,0,4,0,0,4,0,0,7,0,0,0,11,0,0,0,0,0,11,3,5,15,94,40,20,8,8,0,196,0,0,0,8,0,0,0,0,0,7,0,0,3,29,0,0,0,0,0,38
POA3004,0,0,0,22,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,9,4,12,14,270,28,19,22,17,10,402,12,18,37,236,45,39,43,39,51,516,193,223,463,2791,596,562,551,316,136,5827,0,0,5,0,0,0,0,0,0,6,309,268,448,1810,608,549,598,384,90,5064,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,6,5,121,9,0,3,0,0,149,0,0,3,10,3,0,0,0,0,20,0,0,0,22,4,3,0,0,0,33,0,0,4,24,0,5,4,0,0,36,8,44,107,416,82,63,30,11,3,763,0,0,0,4,0,3,0,0,0,9,0,0,0,19,0,3,3,6,0,31,3,6,17,190,46,84,50,28,15,439,0,0,0,4,0,0,0,0,0,10,0,3,3,48,4,0,3,0,0,67
POA3006,0,10,47,102,12,13,7,0,0,186,0,0,0,5,0,0,0,0,0,7,0,0,0,14,0,3,0,0,0,16,6,19,122,773,60,32,28,8,0,1044,18,22,90,350,51,37,29,12,0,609,332,326,1773,6596,841,675,451,176,26,11197,5,3,7,31,4,0,0,0,0,46,578,369,1235,3488,738,575,362,193,33,7566,0,0,7,34,0,0,0,0,0,46,0,0,0,27,0,0,0,0,0,27,0,0,20,198,0,0,3,0,0,221,0,0,3,10,5,0,0,0,0,18,0,6,9,49,11,4,0,0,0,72,0,7,8,72,0,4,0,0,0,93,0,25,441,1226,124,116,61,24,4,2024,0,0,0,15,3,8,0,0,0,23,0,0,0,18,0,5,0,4,0,33,6,0,56,345,100,78,57,23,12,681,0,0,0,28,6,0,4,0,0,41,0,0,15,92,4,9,0,3,0,120
POA3008,0,0,28,60,18,6,5,0,0,114,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,9,14,63,358,34,26,16,0,0,532,19,28,74,384,59,64,30,10,0,668,328,252,922,4243,664,600,322,104,26,7458,0,0,0,11,0,0,0,0,0,11,496,236,529,1686,611,585,336,102,23,4607,0,0,3,29,0,0,0,0,0,35,0,0,0,6,5,0,0,0,0,16,0,0,14,129,6,0,0,0,0,149,0,0,3,13,0,0,0,0,0,14,4,4,3,30,0,8,0,0,0,50,0,0,0,17,6,3,0,0,0,29,3,16,498,1190,115,124,36,14,4,2006,0,0,0,0,0,4,0,3,0,13,0,0,0,18,0,3,8,0,0,27,0,0,17,115,47,55,47,20,0,301,0,0,0,14,4,0,0,0,0,20,0,3,3,40,5,10,0,0,0,64
POA3011,3,9,66,290,150,198,131,59,21,926,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,9,0,11,49,298,56,50,39,31,14,543,21,34,59,284,73,49,30,48,56,644,567,748,1119,5069,1235,977,570,387,239,10913,0,0,0,11,0,4,3,0,0,18,1077,1326,1486,5525,1380,888,416,169,78,12342,0,13,13,107,16,3,0,0,0,148,0,0,0,13,4,4,16,8,0,42,0,0,0,43,0,3,0,0,0,48,0,0,3,5,3,10,10,0,0,39,0,0,0,53,6,9,0,0,0,67,0,0,0,16,8,6,5,6,0,35,0,4,22,174,70,68,45,23,25,432,0,0,0,12,5,15,16,14,7,68,0,0,0,5,0,4,3,7,0,23,4,17,20,245,103,96,34,15,7,539,0,0,3,13,11,4,7,0,0,33,0,0,3,17,5,0,0,0,0,27
POA3012,4,6,71,326,286,254,163,58,31,1210,0,0,0,7,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,12,4,23,38,317,100,67,52,45,13,649,25,50,73,261,56,52,32,41,15,603,845,1318,1285,5383,1729,1241,826,488,300,13423,0,0,3,24,3,0,0,0,0,25,1629,2502,1858,5953,1817,1091,520,214,165,15739,0,4,7,104,11,4,4,0,0,137,0,0,0,14,8,14,12,11,6,64,0,0,5,49,4,0,0,0,0,60,0,0,0,3,8,6,3,0,0,26,0,0,3,33,10,3,0,0,0,54,0,0,0,31,16,10,12,4,0,75,0,12,28,200,51,69,41,17,10,427,0,0,0,9,14,18,27,35,9,117,0,3,4,14,0,3,9,3,3,43,5,25,19,274,104,67,40,21,9,563,0,0,0,18,5,8,0,4,0,30,0,0,0,40,4,4,0,0,0,54
POA3013,0,0,6,51,42,38,45,13,3,194,0,0,0,3,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,5,0,7,12,129,32,30,24,23,8,260,15,23,23,103,40,31,17,6,10,263,504,963,703,2871,1219,836,450,297,184,8038,0,0,0,0,0,0,0,0,0,0,1004,1800,1236,3784,1669,1064,432,139,123,11258,0,0,6,10,0,0,0,0,0,23,0,0,0,9,0,7,0,0,0,18,0,0,0,12,0,0,0,0,0,19,0,0,0,0,0,6,5,0,0,11,0,3,0,29,5,9,0,0,0,50,0,0,0,9,10,8,0,4,0,30,0,0,0,48,14,13,6,0,0,83,0,0,0,6,0,6,12,8,7,40,0,0,0,7,0,3,3,0,0,10,3,20,23,232,144,81,38,12,7,572,0,0,0,10,3,0,0,0,0,12,0,0,0,13,0,4,3,0,0,28
POA3015,0,0,5,37,21,6,12,3,0,82,0,0,0,4,0,3,0,0,0,14,0,0,0,7,0,0,0,0,0,6,0,7,10,117,40,35,26,28,10,283,13,23,25,99,54,25,19,10,13,285,684,1280,804,3098,1482,1018,619,309,198,9492,0,0,0,0,0,0,0,0,0,0,1387,2363,1445,3991,2051,1399,661,220,130,13653,0,0,0,10,5,0,0,0,0,10,0,0,0,12,6,8,0,5,0,32,0,3,0,19,4,5,0,0,0,30,0,0,0,3,3,0,4,0,0,12,0,0,0,27,15,4,0,0,0,47,0,0,0,13,6,0,0,0,0,30,0,5,5,54,11,18,14,10,0,119,0,0,0,3,8,10,14,8,7,51,0,0,0,4,5,0,0,6,5,22,4,26,15,243,135,120,68,30,10,657,0,0,0,7,0,0,0,0,0,13,0,0,0,17,3,8,0,0,0,31
POA3016,0,6,6,26,17,10,12,4,0,73,0,0,0,0,5,0,3,4,0,16,0,0,0,4,0,0,0,0,0,8,0,11,7,91,48,38,39,21,12,264,4,31,35,64,42,31,36,25,20,279,297,1033,852,1723,1420,1278,906,435,191,8141,0,0,0,0,0,0,0,0,0,0,614,1938,1656,2174,1885,1793,1142,472,161,11835,0,0,0,5,0,0,0,0,0,5,0,0,0,12,5,3,5,0,0,17,0,0,0,17,5,0,0,0,0,18,0,0,0,0,3,3,0,0,0,11,4,4,0,13,9,4,4,0,0,40,0,0,4,3,10,6,3,0,0,28,0,7,4,29,11,19,10,0,0,82,0,0,0,5,4,18,27,23,7,84,0,0,3,3,0,11,12,4,0,32,7,59,55,153,183,196,124,62,22,853,0,0,0,5,3,0,0,3,0,18,0,0,3,19,9,0,0,0,0,36
POA3018,0,0,0,22,19,24,15,5,0,89,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,10,14,104,31,35,37,24,15,261,19,36,16,91,38,27,29,19,13,292,374,800,584,2016,1027,810,750,474,252,7084,0,0,0,3,0,0,0,0,0,4,733,1416,949,2395,1363,1016,707,421,202,9197,0,0,0,8,0,0,0,0,0,13,0,0,0,4,4,5,0,5,0,16,0,0,5,42,4,0,0,0,0,56,0,0,0,3,0,0,0,0,0,3,0,0,5,16,8,4,3,0,0,35,0,0,0,0,0,3,3,0,0,6,0,0,0,51,35,27,8,12,7,147,0,0,0,13,9,17,23,21,7,83,0,0,0,0,4,5,4,4,3,17,3,25,19,162,97,106,126,83,33,651,0,0,0,3,0,0,0,0,0,11,0,0,0,20,3,0,3,8,0,33
POA3019,7,14,74,379,276,230,165,46,18,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,137,47,32,38,16,0,322,13,32,40,115,18,32,28,7,9,285,242,448,608,1737,564,503,430,157,74,4753,0,0,0,16,0,0,0,0,0,19,474,750,709,1128,235,189,149,65,42,3747,0,3,5,39,6,4,0,0,0,61,0,0,4,4,6,8,8,5,0,38,0,0,0,12,0,0,0,0,0,15,0,0,0,9,3,3,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,13,10,0,32,0,0,9,103,47,45,36,15,7,265,0,0,0,0,0,10,11,7,5,36,0,0,0,3,0,4,6,3,0,23,0,6,3,26,9,17,10,5,0,66,0,0,3,3,0,3,3,6,0,22,0,0,0,4,0,0,0,0,0,4
POA3020,8,70,250,1378,962,839,447,101,47,4101,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,7,54,116,467,190,167,161,134,70,1364,62,142,142,421,151,108,120,86,52,1286,1254,2270,2531,6739,2694,2334,1980,1343,661,21797,0,6,35,152,37,7,0,0,0,239,2325,3719,3182,5153,1843,1332,820,434,194,18995,3,13,22,126,15,3,0,0,0,187,0,0,0,29,8,15,11,15,4,81,0,3,3,11,7,0,3,0,0,23,0,3,0,16,16,24,9,9,0,84,0,0,0,16,7,0,3,0,0,22,0,0,3,18,38,24,40,20,4,145,0,8,52,280,107,117,51,28,11,655,0,0,0,9,20,40,61,95,31,251,0,7,16,15,4,11,20,21,7,94,0,9,5,96,48,103,56,50,22,392,0,3,11,46,21,23,13,9,0,127,0,0,0,4,6,0,4,0,0,19
POA3021,12,157,454,2307,1426,962,507,147,56,6027,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,0,13,13,35,133,458,236,282,319,195,79,1753,130,244,234,632,197,219,180,152,176,2151,1531,2971,3375,8033,3290,3114,2942,1568,650,27470,0,11,21,52,5,0,6,0,0,99,2726,4523,3741,4778,1468,1249,985,292,47,19811,0,0,16,51,12,4,3,0,0,85,0,0,16,132,88,152,102,59,13,555,0,0,0,7,0,0,0,0,0,14,0,0,0,8,16,18,17,0,7,72,0,0,3,9,0,0,0,0,0,17,0,0,0,18,22,45,41,34,3,171,0,15,50,161,91,95,68,26,15,510,0,0,0,40,38,139,195,206,61,691,4,11,21,32,14,39,64,36,18,241,0,7,7,28,34,69,76,54,8,284,0,9,14,42,33,16,21,8,0,141,0,0,3,16,5,5,4,10,3,44
POA3022,0,8,5,82,32,24,13,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,42,10,3,9,4,23,117,7,18,16,49,12,13,15,5,0,130,127,161,137,555,173,121,143,77,82,1567,0,0,0,13,0,0,0,0,0,12,198,244,172,466,194,102,77,34,14,1498,0,0,0,11,0,0,4,0,0,16,0,0,0,3,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,14,8,4,5,4,0,39,0,0,0,0,0,0,4,5,0,15,0,0,4,0,0,0,4,0,0,3,0,0,0,15,6,5,6,6,0,35,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
POA3023,11,46,130,1197,748,488,233,67,58,2977,0,0,0,0,0,0,6,0,0,9,0,0,3,14,8,0,0,0,0,25,13,76,160,768,472,345,266,119,28,2242,83,190,167,465,192,128,88,57,15,1381,1931,4990,4259,10210,4803,3192,2354,982,344,33065,0,20,45,128,34,26,7,0,0,265,3700,8421,6120,8620,3578,1658,958,354,145,33551,0,5,7,83,21,12,9,4,0,147,0,0,9,172,97,119,61,18,4,479,0,0,3,5,14,5,0,6,0,33,0,0,0,29,19,9,9,0,4,67,0,0,10,19,7,3,0,0,0,36,0,7,10,75,79,83,82,27,4,358,0,18,60,376,155,120,90,36,13,862,0,0,9,56,44,99,89,78,21,390,3,39,62,131,65,48,62,23,4,439,6,32,56,101,105,110,88,68,23,577,0,7,19,108,85,53,28,17,0,325,0,0,0,10,5,5,5,0,0,26
POA3024,0,4,4,36,17,7,3,0,0,68,0,0,0,0,5,3,0,0,0,7,0,0,7,16,0,0,0,0,0,25,14,85,151,434,158,82,39,30,4,997,64,149,108,303,65,46,33,13,3,787,1599,2883,1962,6671,1705,1196,724,268,91,17099,0,0,0,16,0,0,0,0,0,19,2994,4239,2365,4141,1668,1148,666,227,70,17507,0,19,11,213,35,13,3,0,0,290,0,0,0,22,4,9,5,0,0,37,0,3,0,18,8,0,0,0,0,30,0,0,0,8,3,0,0,0,0,9,0,3,3,14,4,0,3,0,0,29,0,0,0,6,5,6,9,0,0,31,0,12,11,103,34,32,15,0,0,215,0,0,0,10,4,12,8,0,0,42,0,8,34,9,0,6,9,0,4,66,4,23,31,90,105,145,105,58,16,578,0,11,12,70,31,23,18,0,0,168,0,0,0,5,0,6,0,0,0,18
POA3025,0,9,3,67,60,53,45,12,0,244,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,8,9,113,29,20,43,37,41,300,34,62,22,124,48,25,25,36,15,395,499,814,592,2063,758,515,539,596,334,6713,0,0,0,5,7,0,0,0,0,7,942,1380,952,2414,861,504,260,216,140,7663,0,0,0,4,0,0,0,0,0,10,0,0,0,8,3,0,3,3,3,18,0,0,0,29,9,0,0,5,0,36,0,0,0,3,0,0,6,0,0,8,0,0,0,11,3,5,0,0,0,15,0,0,0,12,0,3,4,0,0,14,0,0,3,37,11,11,11,3,5,80,0,0,0,7,10,9,22,44,20,108,0,0,0,4,0,0,5,5,0,22,0,18,10,78,39,30,24,24,10,231,0,0,0,7,0,6,0,0,0,16,0,0,3,13,0,0,5,0,0,20
POA3026,0,4,18,244,109,66,28,7,4,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,141,84,48,19,15,5,355,19,38,26,68,14,14,9,6,0,191,351,859,504,1524,561,303,170,61,13,4338,0,11,13,37,5,0,0,0,0,76,665,1467,629,962,258,132,38,14,0,4165,0,0,0,10,0,0,0,0,0,12,0,0,0,30,9,10,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,7,8,14,11,7,3,55,0,3,5,39,11,16,17,5,3,93,0,0,0,12,5,5,3,4,0,26,0,4,9,7,0,0,0,0,0,20,0,5,6,10,7,4,5,5,0,39,0,0,5,26,6,13,0,0,0,53,0,0,0,0,3,0,0,0,0,4
POA3027,0,4,17,34,9,12,4,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,11,3,12,25,95,41,18,11,3,0,206,14,36,23,98,12,10,6,0,4,210,411,702,481,2006,451,276,157,21,10,4509,0,0,5,14,4,0,0,0,0,31,809,1121,444,701,235,107,42,3,3,3458,0,0,4,27,16,11,3,0,0,68,0,0,0,6,4,3,0,0,0,14,0,0,0,16,0,0,0,0,0,17,0,0,0,6,6,0,0,0,0,17,3,0,0,9,0,0,3,0,0,19,0,0,0,3,6,0,0,0,0,14,0,7,60,345,67,97,50,0,0,627,0,0,0,8,4,0,0,0,0,9,0,0,5,4,0,0,0,0,0,15,0,13,12,41,30,5,13,3,0,106,0,0,0,14,4,4,4,0,0,25,0,0,0,0,0,0,0,0,0,8
POA3028,0,0,10,110,85,70,47,11,0,337,0,0,0,0,0,3,0,3,0,13,0,0,0,9,0,3,0,0,0,15,0,23,37,167,97,123,108,66,32,655,45,68,68,222,76,73,72,32,13,667,829,1538,1462,4277,1888,1932,1371,661,318,14278,0,0,0,4,0,0,0,0,0,6,1573,2486,2262,4425,2166,1902,945,368,158,16297,0,5,0,31,3,5,0,0,0,42,0,0,0,7,13,11,12,3,3,52,0,4,0,23,0,0,0,0,0,33,0,4,4,15,24,21,18,9,8,106,0,0,0,14,6,7,0,0,0,35,0,0,0,14,13,12,10,7,0,57,4,17,14,213,72,69,58,16,10,479,0,0,0,10,17,46,56,47,14,186,0,4,0,15,0,16,19,12,7,72,4,20,12,128,91,159,156,69,38,667,0,3,0,23,6,15,4,3,0,57,0,0,0,13,7,3,5,0,0,25
POA3029,3,21,48,354,105,87,44,12,3,677,0,0,0,3,0,3,0,0,0,9,0,0,13,44,7,8,0,0,0,78,28,275,434,1719,711,364,224,88,21,3871,303,588,395,1355,302,187,148,80,21,3379,6057,10482,6937,24551,5885,4745,3089,1218,326,63291,4,9,11,126,26,21,8,0,3,207,11148,15573,7089,10185,4310,3571,2228,935,183,55219,6,125,108,1074,232,46,32,3,0,1626,0,0,0,56,30,34,22,4,0,147,0,0,9,39,9,3,0,0,0,56,0,0,0,34,22,9,11,4,3,90,0,13,11,21,15,16,7,0,0,85,0,0,6,55,52,66,46,25,4,263,7,57,134,951,259,274,177,23,10,1879,0,0,0,26,27,45,46,39,3,189,3,17,67,42,19,23,20,10,0,209,3,75,92,200,178,327,261,181,42,1363,0,16,35,315,135,89,42,12,0,657,0,7,0,17,7,9,7,6,0,46
POA3030,0,12,30,266,135,86,45,6,0,583,0,0,5,8,8,9,3,3,0,46,0,5,11,71,22,9,3,0,0,127,26,220,266,1117,497,299,192,103,27,2747,220,423,323,967,301,205,157,145,105,2851,4633,9316,6547,21040,7340,5094,3490,1710,768,59945,0,0,3,56,20,11,9,0,0,105,8538,13820,8131,14062,6711,4830,2843,1321,444,60700,0,52,52,380,106,29,16,3,0,637,0,0,0,72,38,50,31,12,0,207,0,14,7,104,22,5,0,0,0,151,0,0,6,31,25,20,13,5,0,104,0,18,5,55,23,14,5,5,0,134,0,5,5,37,29,29,38,7,0,147,31,238,309,2589,574,529,416,59,13,4764,0,0,5,40,32,67,42,27,14,223,3,36,39,75,18,26,19,19,0,247,17,198,236,549,531,476,368,263,95,2740,0,3,20,171,98,56,45,23,0,420,0,3,0,38,11,11,6,5,0,72
POA3031,4,4,8,85,68,102,73,37,15,391,0,0,0,4,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,10,0,31,75,377,127,69,65,29,14,775,28,37,59,204,61,37,29,14,14,489,527,758,1000,3919,1136,835,613,308,149,9237,0,0,0,0,0,3,0,0,0,11,949,1294,1423,4490,1255,860,525,174,67,11034,0,0,4,21,0,0,0,0,0,29,0,0,0,8,4,0,0,0,0,18,0,0,0,28,6,4,0,0,0,40,0,0,3,4,7,3,7,0,0,24,0,8,0,41,13,0,0,0,0,65,0,0,0,23,5,0,3,3,0,34,0,7,21,147,36,61,51,53,38,413,0,0,0,9,4,0,0,3,0,19,0,0,0,3,0,3,14,0,3,30,5,5,29,205,94,71,55,15,3,496,0,0,0,5,6,0,0,0,0,17,0,0,5,27,6,3,0,0,0,44
POA3032,0,6,56,293,253,211,131,39,21,1014,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,17,4,27,74,469,131,95,52,31,11,900,35,55,71,282,83,56,54,19,18,668,796,1365,1731,5599,2031,1684,1132,492,219,15049,0,0,4,15,0,0,0,0,0,26,1540,2529,2624,5864,2252,1723,1000,341,79,17943,0,0,0,31,0,0,0,0,0,36,0,0,0,23,14,16,12,4,0,80,0,0,0,63,3,0,0,0,0,78,0,0,0,9,5,4,12,0,0,29,3,3,6,31,20,10,0,0,0,74,0,3,0,38,14,13,17,10,0,110,0,3,49,315,107,114,88,42,38,763,0,0,0,19,14,26,16,24,3,112,0,0,7,22,10,17,9,5,0,73,9,24,31,169,103,99,76,36,5,554,0,0,0,7,6,8,7,0,0,32,0,4,0,28,4,7,4,0,3,53
POA3033,0,0,9,51,43,48,32,14,37,237,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,10,16,70,44,24,40,34,11,244,12,38,21,62,30,24,28,41,15,262,387,924,776,1809,1091,870,842,797,288,7782,0,0,0,0,0,0,0,0,0,0,777,1663,1405,2539,1548,988,585,576,139,10212,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,3,0,4,0,15,0,0,0,15,0,0,3,0,0,22,0,0,0,3,0,0,0,0,0,9,0,0,3,3,10,8,0,5,0,26,0,4,0,0,13,3,15,9,0,47,0,6,17,65,34,28,21,4,7,182,0,0,0,8,0,16,31,48,12,119,0,0,0,28,13,21,26,33,5,123,0,0,3,34,28,33,28,43,4,187,0,0,0,0,4,0,0,0,0,8,0,0,0,4,3,0,0,0,0,8
POA3034,0,3,7,99,81,107,67,14,6,389,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,3,76,30,41,59,48,33,300,8,26,12,48,29,27,30,50,14,239,296,649,549,1501,750,745,813,717,355,6357,0,0,0,6,0,0,0,0,0,5,603,1181,985,1889,923,651,365,270,105,6969,0,0,0,7,0,0,0,0,0,7,0,0,0,11,0,8,0,9,0,28,0,0,0,9,0,0,0,0,0,9,0,0,4,6,10,8,5,0,0,24,0,5,0,11,3,0,0,0,0,20,0,0,6,11,15,12,13,9,0,64,0,0,3,73,42,34,25,16,6,201,0,0,0,3,8,20,49,74,28,189,0,0,0,16,6,13,11,17,10,89,0,6,10,34,20,27,20,31,11,159,0,0,0,5,0,3,0,3,0,15,0,0,0,6,0,0,0,3,0,11
