POA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA3000,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0,0,0,0,0,56,0,0,53,74,3,0,0,0,0,132,0,0,122,73,0,0,0,0,0,196,0,0,7,7,0,0,0,5,0,15,0,3,94,153,35,19,7,3,0,319,0,0,0,0,3,0,0,0,0,3,0,0,8,23,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,4,8,109,393,30,19,3,3,0,566,0,0,3,12,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,8,0,0,24,4,0,80,154,17,9,6,0,0,264,0,0,24,19,7,6,7,0,0,56,0,0,36,89,8,4,5,0,0,141,0,0,56,314,10,8,5,0,0,401,0,6,106,760,23,3,3,0,0,896,0,0,0,19,0,0,0,0,0,20,0,3,43,72,8,5,4,4,0,142
POA3002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,38,9,8,12,4,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,17,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,8,4,0,0,0,0,12,0,0,0,6,0,6,0,0,0,17,0,0,0,3,4,3,0,0,0,10,0,0,0,3,4,0,0,0,0,5,0,0,4,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,22,4,3,3,0,0,42
POA3003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,16,35,12,10,0,0,0,74,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,46,4,5,5,0,0,65,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,13,0,0,5,29,4,0,0,0,0,44,0,0,0,3,0,0,0,0,0,3,0,0,5,11,3,0,0,0,0,23,0,0,10,48,0,0,0,0,0,50,0,0,0,43,4,4,0,0,0,57,0,0,0,6,0,0,0,0,0,8,0,0,10,14,4,5,0,0,0,32
POA3004,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,8,72,30,17,15,3,0,141,0,0,0,5,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,8,71,8,8,3,0,0,105,0,0,0,9,0,4,3,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,5,5,5,4,33,0,0,3,24,4,4,3,0,0,44,0,0,5,30,7,10,3,0,0,49,0,0,0,15,0,4,0,0,0,27,0,0,0,33,0,0,4,0,0,34,5,0,0,36,4,0,4,0,0,49,0,0,0,3,0,0,0,0,0,3,0,0,3,27,3,15,11,0,0,61
POA3006,0,0,0,0,0,0,4,0,0,5,0,0,7,21,0,4,0,0,0,31,0,0,8,5,4,0,4,0,0,22,0,0,10,27,0,0,0,0,0,38,0,0,0,9,0,0,4,0,0,18,0,5,52,166,31,21,9,0,0,283,0,0,4,4,0,0,0,0,0,12,0,0,5,18,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,29,157,21,19,4,0,0,238,0,0,0,16,3,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,3,3,0,27,0,4,20,85,18,10,0,0,0,141,0,0,8,30,3,0,6,0,0,55,0,0,17,58,7,3,3,0,0,82,0,0,3,78,4,6,4,0,0,101,0,0,11,133,9,3,0,0,0,162,0,0,3,21,3,3,4,0,0,29,3,0,7,46,6,6,10,0,0,80
POA3008,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,20,0,0,3,11,0,0,0,0,0,18,0,0,5,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,4,4,12,77,24,25,6,4,0,154,0,0,0,0,0,0,0,0,0,7,0,0,3,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,3,11,112,9,12,7,0,0,159,0,0,3,12,3,6,0,0,0,26,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,6,30,11,0,3,0,0,59,0,0,7,22,6,6,0,0,0,37,0,0,4,17,3,4,4,3,0,35,0,0,0,53,3,3,4,0,0,63,0,0,11,107,8,0,0,0,0,131,0,0,0,13,4,4,0,0,0,27,0,12,0,25,4,3,4,0,0,51
POA3011,0,0,0,0,0,0,5,7,7,20,0,0,6,4,0,0,4,0,4,13,0,0,0,4,0,0,0,0,0,7,0,0,47,73,0,0,0,0,0,121,0,0,5,8,0,3,0,0,0,8,0,8,16,146,28,23,9,3,0,242,0,0,4,6,8,11,20,20,4,77,0,0,0,16,0,0,0,0,0,23,0,0,0,7,3,0,0,0,0,15,0,0,14,117,17,21,15,3,0,182,0,0,0,12,0,0,3,3,6,23,0,0,0,3,0,3,0,0,0,8,0,0,0,17,9,8,4,4,0,36,0,6,4,38,0,0,4,0,0,57,0,0,4,19,7,0,0,0,0,29,0,0,4,26,4,0,0,0,4,35,0,0,0,27,0,0,4,0,0,31,0,3,3,42,3,4,4,0,0,66,0,0,0,6,3,3,0,3,0,14,5,6,0,46,7,4,0,0,0,72
POA3012,0,0,0,4,4,0,11,7,7,29,0,0,0,10,0,4,0,0,0,12,0,0,0,4,5,5,0,0,0,10,0,0,8,39,0,0,0,0,0,58,0,0,0,7,3,3,8,0,0,18,0,9,10,143,58,16,15,0,5,258,0,0,0,6,15,11,26,15,4,82,0,3,0,13,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,10,0,3,24,127,41,35,26,24,4,278,0,0,0,19,4,10,10,6,10,53,0,0,0,3,0,0,0,0,0,9,0,0,0,20,3,3,4,3,0,34,0,0,0,33,8,0,6,0,0,46,0,0,0,14,3,0,0,0,0,21,0,0,6,19,7,4,4,4,0,45,0,0,5,15,0,0,0,5,0,22,0,3,10,42,14,7,0,0,0,70,0,0,0,13,6,13,4,0,0,32,0,0,7,35,8,5,0,0,0,54
POA3013,0,0,0,0,0,0,10,4,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,9,4,4,0,0,0,21,0,6,10,106,32,18,8,0,0,187,0,0,0,3,11,14,26,19,9,83,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,36,12,7,6,6,0,72,0,0,0,4,3,0,3,6,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,9,0,0,40,0,0,0,23,0,0,0,0,0,23,0,4,4,24,10,0,0,0,0,29,0,0,0,8,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,8,0,0,0,23,3,3,0,0,0,29,0,0,0,4,0,0,0,0,0,10,0,7,0,27,14,3,0,0,0,49
POA3015,0,0,0,3,6,0,8,9,0,21,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,0,0,0,4,4,4,5,0,0,16,0,5,5,113,66,29,9,0,0,223,0,0,0,10,3,16,18,11,7,66,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,3,33,5,16,3,0,0,64,0,0,0,14,3,0,5,0,9,27,0,0,0,0,0,0,0,0,0,0,0,3,0,19,4,8,6,4,0,49,0,0,0,6,0,0,0,0,0,18,3,0,0,26,12,7,0,4,0,51,0,0,0,12,9,4,0,0,0,26,0,0,0,3,0,0,0,0,0,4,0,0,0,21,3,4,3,0,0,37,0,0,0,4,0,0,0,0,0,7,0,11,0,29,13,5,5,0,0,69
POA3016,0,0,0,0,3,5,11,10,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,12,0,5,7,51,29,26,10,3,0,140,0,0,0,0,7,7,7,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,35,4,6,5,0,0,61,0,0,0,7,6,0,4,3,3,15,0,0,0,0,0,0,0,0,0,0,0,4,4,9,8,17,17,4,0,59,0,3,0,8,10,0,0,0,0,26,0,5,0,22,13,5,3,0,0,49,0,0,0,3,0,4,0,0,0,10,0,0,0,5,0,0,0,0,0,5,0,4,0,16,9,4,0,0,0,32,0,3,0,5,0,0,0,0,0,6,0,0,3,20,14,3,9,0,0,57
POA3018,0,0,0,0,5,10,49,39,22,129,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,3,0,6,3,0,10,4,0,30,4,12,8,63,44,20,10,3,0,162,0,0,0,0,4,14,10,3,0,27,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,44,11,12,13,0,0,81,0,0,0,12,5,0,7,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,12,18,10,8,65,0,0,0,8,4,0,0,0,0,20,0,0,3,19,6,7,4,0,0,37,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,4,23,7,4,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,4,0,20,5,0,3,0,0,40
POA3019,0,0,0,0,0,0,9,3,0,9,0,0,0,7,0,0,0,0,0,13,0,6,9,53,6,0,0,0,0,72,0,0,4,9,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,32,10,9,6,0,0,54,0,0,0,0,4,3,3,0,0,15,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,12,52,22,17,16,3,0,128,0,0,0,3,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,5,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,3,0,6,6,9,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,5,0,0,0,17,7,0,0,0,0,26,0,0,0,0,3,8,3,0,0,9,0,0,0,6,0,0,0,0,0,6
POA3020,0,0,0,0,12,40,203,203,92,549,0,0,0,10,0,4,0,0,3,20,0,16,55,177,27,15,0,0,0,294,0,0,73,136,0,4,0,0,0,213,0,0,0,0,0,3,0,4,0,12,5,36,37,123,34,25,12,8,0,274,0,0,0,21,25,37,75,43,8,205,8,19,12,62,4,0,0,0,0,107,0,0,0,4,6,0,0,0,0,13,0,18,47,261,90,97,66,17,7,607,0,0,0,10,16,19,42,23,19,141,0,0,7,15,16,7,4,0,0,51,0,0,0,3,4,4,3,11,8,38,0,0,5,24,5,0,0,4,0,40,0,0,0,10,0,0,0,0,0,19,0,3,6,59,9,11,9,0,3,105,0,0,0,22,0,0,0,0,0,26,0,0,11,64,27,7,4,4,0,117,0,0,0,19,20,18,16,3,4,84,0,0,6,11,0,0,0,0,0,17
POA3021,0,0,0,7,11,81,316,223,53,691,0,0,0,3,0,0,9,0,3,25,0,26,72,205,38,8,7,0,0,364,0,3,54,106,4,4,0,0,0,175,0,0,0,0,0,0,8,18,8,30,13,61,70,130,39,23,7,0,0,350,0,3,5,39,33,130,203,74,26,503,0,16,10,103,11,3,5,0,0,159,0,0,4,4,4,0,0,0,0,8,0,26,57,363,142,139,132,39,12,914,0,0,0,5,9,24,31,27,13,112,0,13,25,50,35,25,7,3,3,171,0,0,0,0,0,7,11,4,4,25,0,0,0,11,3,0,0,0,0,15,0,0,4,5,0,0,0,0,0,11,0,3,17,84,19,23,20,8,0,179,0,0,0,10,5,0,0,0,0,19,0,3,7,57,22,21,4,0,0,110,0,0,0,13,10,18,22,11,0,76,0,0,8,0,0,0,0,0,0,15
POA3022,0,0,0,0,0,4,15,17,4,35,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,3,0,0,0,40,0,0,0,0,0,5,0,0,0,10,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,11,0,0,0,35,0,0,0,0,0,3,3,5,12,25,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,9,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0
POA3023,0,0,6,22,25,103,209,121,28,516,0,0,3,15,7,3,5,0,0,40,0,8,34,124,22,9,8,0,0,205,0,0,3,47,5,5,0,0,0,60,0,0,0,0,0,0,8,3,4,17,14,82,154,209,61,54,15,4,0,586,0,0,4,97,85,79,92,26,8,400,8,57,22,193,26,9,17,5,0,328,0,0,4,5,3,0,0,0,0,9,3,48,144,525,389,344,178,47,15,1696,0,0,4,22,31,29,34,12,3,140,0,7,13,24,27,12,12,0,0,102,0,5,3,3,8,14,18,11,3,61,0,7,20,22,13,8,3,0,0,81,0,0,10,21,17,4,0,0,0,60,0,12,21,127,83,38,23,16,0,315,0,3,0,21,12,0,3,0,0,34,0,4,9,68,30,13,5,4,0,129,0,5,3,34,42,27,14,7,0,124,3,12,15,21,3,0,0,0,0,59
POA3024,0,5,0,6,5,12,26,8,3,67,0,0,4,23,8,4,0,0,0,38,0,5,21,151,64,43,11,17,4,312,0,3,4,54,3,3,0,0,0,72,0,0,0,0,0,0,5,0,3,11,6,76,74,197,73,34,19,0,0,486,0,0,0,5,0,3,0,0,0,10,7,23,13,102,13,0,4,0,0,153,0,0,0,0,0,0,0,0,0,6,0,22,73,194,95,41,25,3,0,454,0,0,0,11,6,8,4,0,0,29,0,0,0,13,10,6,0,0,0,33,0,4,7,14,3,14,7,9,5,59,3,12,17,24,12,6,3,0,0,75,0,7,4,11,10,0,0,0,0,45,0,16,5,96,22,15,0,0,0,161,0,3,4,3,0,0,0,0,0,12,4,45,100,106,8,5,0,0,0,269,0,0,0,0,3,0,0,0,0,7,6,12,8,6,0,6,0,0,0,38
POA3025,0,0,0,6,4,4,23,64,16,113,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,3,40,24,13,10,0,0,94,0,0,0,7,10,6,21,24,9,74,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,41,13,8,3,6,0,79,0,0,0,5,5,0,0,6,12,33,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,3,6,3,0,23,0,3,3,15,4,0,0,0,0,21,0,0,0,9,0,0,0,0,0,12,0,0,0,9,5,0,3,0,0,15,0,0,0,5,0,4,0,0,0,10,0,0,3,12,14,0,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,3,0,12,0,0,0,0,0,19
POA3026,0,0,0,6,3,5,8,4,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,19,51,7,11,0,0,0,105,0,0,0,9,4,3,6,0,0,24,5,9,0,22,5,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,13,36,109,89,39,23,10,4,327,0,0,0,3,3,0,0,0,0,4,0,0,3,8,6,5,0,0,0,27,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,16,10,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,0,7,0,0,17,0,0,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0
POA3027,0,0,0,0,0,3,4,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,6,0,0,5,26,4,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,33,29,74,17,7,8,0,0,169,0,0,0,0,3,3,4,0,0,10,0,3,3,37,4,9,4,0,0,61,0,0,0,4,0,0,0,0,0,3,0,5,11,53,24,13,14,0,0,118,0,0,0,3,0,0,0,0,0,12,0,0,0,6,3,3,4,0,0,24,0,0,0,0,3,0,0,0,0,9,0,0,7,11,5,6,0,0,0,39,0,6,3,4,0,0,0,0,0,22,0,0,3,33,3,4,5,0,0,51,0,0,0,18,3,0,0,0,0,16,0,0,0,28,8,0,4,0,0,37,0,0,0,0,0,0,0,0,0,5,0,6,0,9,0,0,0,0,0,18
POA3028,0,0,0,0,6,47,106,63,20,244,0,0,4,14,6,11,5,5,0,45,0,0,5,33,15,6,8,0,0,78,0,0,27,56,0,0,0,0,0,79,0,0,0,6,0,3,3,4,0,20,4,18,29,127,59,44,19,5,0,292,0,0,0,15,24,44,55,13,3,156,3,7,0,32,0,0,0,0,0,47,0,0,0,6,3,0,0,0,0,5,3,16,22,158,73,85,61,15,3,439,0,0,0,13,9,12,25,11,4,80,0,0,0,0,4,0,0,0,0,7,0,0,0,4,6,25,27,16,11,86,0,0,3,13,0,9,5,3,0,33,0,3,3,19,8,10,0,3,0,45,0,0,3,18,5,9,5,3,0,45,0,0,0,12,0,0,0,0,0,14,4,31,24,54,12,6,6,0,0,134,0,0,0,5,4,6,0,0,0,12,0,0,3,23,0,0,4,0,0,41
POA3029,0,0,0,9,14,60,120,58,6,266,0,3,9,73,11,10,6,10,0,120,0,12,69,238,86,39,22,13,9,470,0,10,53,341,28,19,9,0,0,451,0,0,0,4,0,8,17,13,4,52,70,432,402,820,215,165,50,13,0,2169,0,0,3,45,35,50,37,13,7,189,19,178,95,771,80,33,25,3,0,1215,0,3,4,12,7,0,0,0,0,25,6,91,246,1017,452,362,144,28,18,2371,0,0,0,14,24,26,35,8,9,120,0,12,53,120,60,52,17,9,5,315,0,0,5,11,12,41,36,15,11,125,0,40,46,79,45,17,7,4,0,240,0,6,17,50,26,24,12,3,3,144,6,30,66,358,113,63,32,19,7,697,0,0,0,44,4,9,6,0,0,64,3,28,76,138,44,23,7,0,0,321,0,0,0,14,11,10,9,0,0,49,10,22,24,25,8,9,5,0,0,102
POA3030,0,0,0,6,11,33,59,32,9,160,0,5,4,100,15,16,14,3,0,162,0,0,57,264,105,60,16,17,4,530,0,6,14,94,11,6,6,0,0,127,0,0,0,6,4,3,29,12,8,72,42,322,334,702,264,174,83,26,5,1940,0,3,0,44,40,44,30,13,0,179,6,87,43,384,34,18,10,0,0,589,0,0,0,12,9,0,0,0,0,26,4,92,126,622,300,180,96,20,14,1449,0,3,0,38,28,25,32,7,7,146,0,9,18,67,42,26,6,0,0,172,0,6,13,41,43,53,60,39,19,271,3,73,65,100,67,28,10,0,0,354,9,66,64,200,115,60,24,19,0,562,3,28,40,253,91,41,24,4,5,501,0,0,6,66,9,10,4,0,0,103,6,115,153,212,60,21,5,0,0,571,0,4,0,14,17,7,4,0,0,42,9,54,30,59,32,17,8,4,0,211
POA3031,0,0,0,0,0,6,3,8,0,17,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,24,0,0,0,9,0,0,4,0,0,16,4,0,21,120,30,11,5,0,0,196,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,8,0,0,10,39,6,6,4,0,4,74,0,0,0,8,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,8,6,0,32,0,0,0,24,11,6,0,0,0,41,0,0,4,22,9,0,0,5,0,32,0,0,0,19,0,0,0,0,0,29,0,0,0,24,3,0,0,0,0,36,0,0,0,35,6,4,0,0,0,42,0,0,0,7,6,8,14,4,0,38,4,4,0,34,11,3,3,0,0,65
POA3032,0,0,0,0,5,9,12,6,5,38,0,0,0,7,0,5,0,0,0,15,0,0,0,11,3,4,0,0,0,14,0,0,23,37,0,0,0,0,0,62,0,5,0,7,0,3,4,5,0,20,7,5,19,121,43,31,19,0,0,242,0,0,0,12,4,10,8,6,0,32,0,4,9,15,6,3,4,0,0,35,0,0,0,3,0,0,0,0,0,3,0,3,14,120,33,20,17,4,0,214,0,0,0,18,10,4,15,0,3,50,0,0,0,0,3,0,0,0,0,7,0,0,0,15,6,5,0,0,0,34,0,3,4,36,9,10,6,0,0,70,0,0,0,20,8,0,5,0,0,41,0,0,0,33,6,3,6,3,0,55,4,5,0,23,0,4,0,0,0,35,0,4,9,51,5,6,4,0,0,77,0,0,0,15,12,15,0,0,0,51,3,5,6,41,5,0,6,0,0,71
POA3033,0,0,0,3,0,4,25,35,7,84,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,4,30,11,10,4,6,0,59,0,0,0,5,9,12,9,8,0,43,0,0,0,8,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,3,3,17,16,11,8,0,0,65,0,0,0,6,0,4,7,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,3,19,0,3,0,3,0,0,0,0,0,10,0,0,0,8,5,0,0,0,0,14,0,5,3,15,10,11,12,0,0,51,0,0,0,0,0,0,0,0,0,3,0,3,0,16,9,5,0,0,0,33,0,0,0,7,5,4,3,4,0,25,0,0,3,3,3,0,0,0,0,15
POA3034,0,0,0,0,0,8,30,29,26,87,0,0,0,0,0,3,4,0,6,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,22,8,4,3,0,0,52,0,0,0,3,6,10,22,11,0,63,4,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,7,37,16,13,22,4,0,106,0,0,0,3,0,0,11,5,9,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,3,12,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,9,5,0,3,5,0,21,0,0,0,5,0,0,0,0,0,7,0,5,0,14,0,0,0,0,0,26,0,0,0,4,3,5,0,0,0,18,0,5,0,11,0,0,0,0,0,20
