POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3483,8,0,0,0,0,8,5,0,0,0,0,5,15,0,0,0,0,15,12,0,0,0,0,12,11,0,0,0,0,15,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,85
POA3485,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3490,10,0,0,0,0,10,15,0,0,0,0,15,14,0,0,0,0,14,21,0,0,0,0,21,14,0,0,0,0,14,21,0,0,0,0,21,9,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,124,0,0,0,0,124
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
POA3494,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,8,0,0,0,0,8,7,0,0,0,0,7,5,0,0,0,0,5,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
POA3496,54,0,0,0,0,54,26,0,0,0,0,26,40,0,0,0,0,37,87,0,0,0,0,91,105,0,0,0,0,105,234,3,0,0,0,238,110,0,0,0,0,110,73,0,0,0,0,73,27,0,0,0,0,27,10,0,0,0,0,10,13,0,0,0,0,13,53,4,0,0,0,56,835,13,0,0,0,846
POA3498,32,0,0,0,0,35,12,0,0,0,0,17,29,0,0,0,0,29,44,0,4,0,0,53,64,0,0,0,0,58,218,0,0,0,0,219,165,0,0,0,0,165,127,0,0,0,0,131,37,0,0,0,0,37,25,0,0,0,0,25,19,0,0,0,0,19,60,0,0,0,0,63,839,4,8,0,0,855
POA3500,144,12,0,0,0,156,81,4,0,0,0,87,102,3,0,0,0,108,234,18,11,0,0,259,384,27,10,0,0,419,1073,37,17,0,0,1124,708,17,0,0,0,733,427,10,0,0,0,443,116,0,0,0,0,114,88,0,0,0,0,85,49,0,0,0,0,49,229,13,4,0,0,248,3634,146,50,6,0,3828
POA3501,17,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,58,0,0,0,0,58,57,0,0,0,0,57,77,0,0,0,0,77,36,0,0,0,0,36,32,0,0,0,0,32,12,0,0,0,0,12,24,0,0,0,0,24,335,0,0,0,0,335
POA3505,25,0,0,0,0,23,28,0,0,0,0,28,16,0,0,0,0,16,86,0,0,0,0,85,115,0,0,0,0,118,204,0,0,0,0,208,106,0,0,0,0,110,74,0,0,0,0,74,22,0,0,0,0,22,12,0,0,0,0,12,15,0,0,0,0,15,55,0,0,0,0,55,757,8,0,0,0,763
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3507,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA3509,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,25
POA3515,11,0,0,0,0,11,9,0,0,0,0,9,4,0,0,0,0,4,17,0,0,0,0,17,23,0,0,0,0,23,102,0,0,0,0,102,177,0,0,0,0,177,79,0,0,0,0,79,22,0,0,0,0,22,15,0,0,0,0,15,6,0,0,0,0,6,28,0,0,0,0,28,490,0,0,0,0,490
POA3516,3,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,5,6,0,0,0,0,6,13,0,0,0,0,13,28,0,0,0,0,31,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,96,0,0,4,0,94
POA3517,18,0,0,0,0,18,17,0,0,0,0,18,8,0,0,0,0,9,22,0,0,0,0,22,27,0,0,0,0,32,37,0,0,0,0,37,19,0,0,0,0,19,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,174,0,0,6,0,173
POA3518,16,0,0,0,0,19,7,0,0,0,0,7,12,0,0,0,0,16,17,0,0,0,0,17,18,0,0,0,0,17,15,0,0,0,0,17,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,113,6,0,0,0,115
POA3520,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13
POA3521,9,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,13,0,0,0,0,13,8,0,0,0,0,8,27,0,0,0,0,27,24,0,0,0,0,24,30,0,0,0,0,30,9,0,0,0,0,9,4,0,0,0,0,4,5,0,0,0,0,5,13,0,0,0,0,13,153,0,0,0,0,153
POA3522,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,14,0,0,0,0,14,4,0,0,0,0,4,13,0,0,0,0,13,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,54,0,0,0,0,54
POA3523,26,0,0,0,0,23,19,0,0,0,0,20,12,0,0,0,0,15,33,0,0,0,0,38,50,0,0,0,0,50,131,0,0,0,0,131,90,0,0,0,0,93,62,0,0,0,0,62,14,0,0,0,0,14,20,0,0,0,0,20,8,0,0,0,0,8,39,0,0,0,0,39,506,4,0,0,0,513
POA3525,18,0,0,0,0,18,15,0,0,0,0,15,6,0,0,0,0,6,27,0,0,0,0,28,18,0,0,0,0,19,27,0,0,0,0,27,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,133,3,0,0,0,136
POA3527,7,0,0,0,0,7,9,0,0,0,0,9,4,0,0,0,0,4,11,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,5,59,3,0,0,0,61
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
POA3531,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA3533,10,0,0,0,0,10,14,0,0,0,0,14,11,0,0,0,0,11,11,0,0,0,0,11,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,74,0,0,0,0,74
POA3537,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,13,0,0,0,0,13,14,0,0,0,0,14,19,0,0,0,0,19,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,82,0,0,0,0,82
POA3540,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,19,0,0,0,0,19
POA3542,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA3544,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
POA3546,12,0,0,0,0,12,4,0,0,0,0,4,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
POA3549,24,0,0,0,0,24,8,0,0,0,0,8,14,0,0,0,0,14,23,0,0,0,0,23,32,0,0,0,0,34,54,0,0,0,0,55,27,0,0,0,0,27,18,0,0,0,0,18,0,0,0,0,0,0,14,0,0,0,0,15,7,0,0,0,0,7,14,0,0,0,0,19,229,6,0,0,0,233
POA3550,237,12,0,0,0,244,129,13,3,0,0,140,114,5,0,0,0,123,250,20,0,0,0,269,337,38,0,0,0,382,1122,61,9,0,5,1193,868,41,4,0,0,916,600,31,0,0,0,637,200,8,0,0,0,210,179,10,0,0,0,194,114,0,0,0,0,114,217,7,0,0,0,228,4364,251,23,4,5,4655
POA3551,221,0,0,0,0,224,128,0,0,0,0,129,105,0,0,0,0,105,198,0,0,0,0,199,294,0,0,0,0,297,1030,6,0,0,4,1038,1417,9,0,0,9,1434,1360,4,0,0,4,1362,433,0,0,0,0,437,261,0,0,0,0,260,161,0,0,0,0,161,307,0,0,0,0,309,5912,21,0,3,12,5955
POA3555,118,0,0,0,0,124,60,0,0,0,0,64,65,4,0,0,0,64,140,9,4,0,0,148,220,10,0,0,0,233,773,26,7,0,0,812,599,15,0,0,0,610,291,7,0,0,0,298,78,0,0,0,0,80,56,0,0,0,0,56,39,0,0,0,0,39,142,3,0,0,0,146,2594,71,18,4,6,2692
POA3556,65,0,0,0,0,68,71,6,0,0,0,71,44,3,0,0,0,47,131,6,0,0,0,135,203,5,0,0,0,210,565,8,0,0,0,575,443,0,0,0,0,443,205,0,0,0,0,202,43,0,0,0,0,43,32,0,0,0,0,32,28,0,0,0,0,28,117,0,0,0,0,117,1948,22,6,0,4,1973
POA3557,10,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,5,11,0,0,0,0,11,14,0,0,0,0,14,32,0,0,0,0,32,31,0,0,0,0,31,16,0,0,0,0,16,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,152,0,0,0,0,153
POA3558,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,7,17,0,0,0,0,17,20,0,0,0,0,20,22,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,114,0,0,0,0,114
POA3559,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,11,12,0,0,0,0,12,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,56
POA3561,40,0,0,0,0,40,14,0,0,0,0,20,14,0,0,0,0,14,47,0,0,0,0,44,65,0,0,0,0,64,137,0,0,0,0,138,74,0,0,0,0,76,55,0,0,0,0,55,11,0,0,0,0,11,16,0,0,0,0,16,11,0,0,0,0,11,35,0,0,0,0,35,513,3,0,0,0,521
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38
POA3563,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,16,0,0,0,0,16,26,0,0,0,0,26,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,12,0,0,0,0,12,3,0,0,0,0,3,99,0,0,0,0,99
POA3564,93,0,0,0,0,96,39,0,0,0,0,41,43,0,0,0,0,46,95,8,0,0,0,97,149,9,0,0,0,157,421,18,0,0,3,441,487,8,0,0,0,499,332,6,0,0,0,340,96,0,0,0,0,99,75,0,0,0,0,77,56,5,0,0,0,58,141,6,0,0,0,147,2032,60,0,9,4,2102
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
POA3566,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,11,0,0,0,0,11,15,0,0,0,0,15,5,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,9,63,0,0,0,0,62
POA3567,10,0,0,0,0,10,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,51,0,0,0,0,51
POA3568,31,0,0,0,0,31,11,0,0,0,0,11,12,0,0,0,0,12,40,0,0,0,0,40,44,0,0,0,0,48,58,0,0,0,0,62,28,0,0,0,0,28,26,0,0,0,0,26,9,0,0,0,0,9,5,0,0,0,0,5,4,0,0,0,0,4,29,0,0,0,0,29,298,0,0,0,4,295
POA3570,3,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,6,15,0,0,0,0,15,11,0,0,0,0,11,31,0,0,0,0,32,23,0,0,0,0,23,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,122,0,0,0,0,127
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,25
POA3572,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,0,14
POA3573,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,31
POA3575,3,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,9,12,0,0,0,0,12,8,0,0,0,0,8,14,0,0,0,0,14,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70
POA3576,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA3579,37,0,0,0,0,37,30,0,0,0,0,30,33,4,0,0,0,32,76,0,0,0,0,76,82,0,0,0,0,84,139,0,0,0,0,146,61,0,0,0,0,64,38,0,0,0,0,41,12,0,0,0,0,12,5,0,0,0,0,5,13,0,0,0,0,14,39,0,0,0,0,37,572,4,0,6,0,584
POA3580,4,0,0,0,0,4,8,0,0,0,0,8,8,0,0,0,0,8,11,0,0,0,0,11,14,0,0,0,0,14,30,0,0,0,0,30,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,112,0,0,0,0,116
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7
POA3583,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,23
POA3584,9,0,0,0,0,9,5,0,0,0,0,5,13,0,0,0,0,13,9,0,0,0,0,9,23,0,0,0,0,23,37,0,0,0,0,37,32,0,0,0,0,32,16,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,12,0,0,0,0,12,167,0,0,0,0,167
POA3585,49,3,0,0,0,56,29,0,0,0,0,28,37,0,0,0,0,36,86,7,0,0,0,91,145,8,5,0,0,150,359,6,3,0,0,368,245,3,0,0,0,249,176,0,0,0,0,180,50,0,0,0,0,50,29,0,0,0,0,30,17,0,0,0,0,16,74,0,3,0,0,77,1294,22,13,3,0,1330
POA3586,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,30,0,0,0,0,30,15,0,0,0,0,15,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,98,0,0,0,0,101
POA3588,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,12,0,0,0,0,12,11,0,0,0,0,11,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,60,0,0,0,0,60
POA3589,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,11,0,0,0,0,11,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,32,0,0,0,0,32
POA3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,40
POA3591,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
POA3594,9,0,0,0,0,9,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,11,11,0,0,0,0,11,13,0,0,0,0,13,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,64,0,0,0,0,70
POA3595,5,0,0,0,0,6,11,0,0,0,0,11,17,0,0,0,0,19,16,0,0,0,0,16,12,0,0,0,0,12,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,81,0,0,3,0,83
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5
POA3597,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,26,0,0,0,0,26
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
POA3608,10,0,0,0,0,12,12,0,0,0,0,12,11,0,0,0,0,11,24,0,0,0,0,24,20,0,0,0,0,18,60,0,0,3,0,64,68,0,0,0,0,68,34,3,0,0,0,40,18,0,0,0,0,20,17,0,0,0,0,17,18,0,0,0,0,18,22,0,0,0,0,22,303,3,0,4,0,312
POA3610,5,0,0,0,0,13,8,0,0,0,0,12,0,0,0,0,0,6,13,0,0,0,0,13,18,0,0,0,0,19,44,0,0,0,0,43,34,0,0,0,0,32,17,0,0,0,0,17,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,172,13,0,0,0,182
POA3612,11,0,0,0,0,11,13,0,0,0,0,13,16,0,0,0,0,18,32,0,0,0,0,32,27,0,0,0,0,27,48,0,0,0,0,48,28,0,0,0,0,31,17,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,15,225,0,0,0,0,229
