POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3000,..,2130,1913,256,57,21,5,0,0,4385,..,1553,2019,788,336,237,146,68,11,5147,9,198,160,46,18,29,15,0,5,472,622,5890,7761,2305,988,688,405,125,25,18813,..,162,2375,1508,618,512,400,121,14,5714,..,1766,3645,785,198,128,43,7,0,6575,..,5,41,130,230,119,26,7,3,579,1262,..,..,..,..,..,..,..,..,1262,..,357,..,..,..,..,..,..,..,357,..,114,166,47,11,3,0,0,0,338,..,989,603,88,27,32,30,12,3,1779,..,265,408,70,16,7,5,0,0,766,..,4040,3829,577,141,45,10,8,0,8646,..,2807,4168,1760,756,499,264,114,30,10389,20,326,292,93,47,48,27,4,5,856,1284,10812,15528,5054,2048,1401,813,274,55,37265
POA3002,..,48,111,15,3,3,5,4,0,186,..,18,132,111,92,93,90,44,23,607,9,5,11,9,7,6,9,3,0,58,128,185,540,352,273,314,294,125,39,2242,..,0,114,214,208,321,339,170,22,1388,..,29,356,174,65,76,31,13,0,745,..,0,4,14,31,12,8,3,5,80,258,..,..,..,..,..,..,..,..,258,..,97,..,..,..,..,..,..,..,97,..,28,44,8,4,4,0,0,0,84,..,21,21,14,4,3,3,5,0,79,..,4,23,6,0,0,0,0,0,34,..,95,222,45,14,11,7,8,0,400,..,42,242,216,155,149,130,66,25,1032,12,18,25,16,15,15,15,3,0,118,271,340,1055,708,494,593,542,269,54,4330
POA3003,..,225,298,37,3,0,3,3,0,569,..,125,334,139,69,60,35,16,6,782,0,26,46,10,3,0,11,0,0,96,284,651,1505,597,311,197,106,47,10,3703,..,11,543,527,281,178,110,41,3,1697,..,194,897,238,119,45,15,3,0,1511,..,0,9,41,56,31,10,4,3,157,550,..,..,..,..,..,..,..,..,550,..,164,..,..,..,..,..,..,..,164,..,39,40,9,8,4,0,0,0,100,..,67,84,16,3,9,7,6,0,192,..,21,62,14,0,0,0,0,0,104,..,464,633,93,17,7,5,0,0,1222,..,232,659,275,133,114,58,26,6,1508,10,41,80,24,10,5,11,4,0,175,561,1232,3008,1241,632,392,209,80,15,7378
POA3004,..,77,219,51,10,8,17,4,0,387,..,73,389,278,170,151,166,91,29,1352,8,17,34,20,16,8,13,0,0,109,389,414,1599,915,538,493,477,250,51,5119,..,10,567,768,391,404,472,317,43,2971,..,123,990,327,151,115,71,29,0,1804,..,0,13,65,100,60,25,10,4,276,748,..,..,..,..,..,..,..,..,748,..,165,..,..,..,..,..,..,..,165,..,57,71,26,12,3,5,0,0,170,..,84,84,9,10,14,15,6,7,224,..,13,45,3,0,0,0,0,0,67,..,190,426,119,28,20,22,7,0,819,..,140,726,601,356,298,259,142,41,2567,10,27,59,40,22,12,18,8,0,195,761,809,2989,1957,1079,928,877,516,95,10018
POA3006,..,499,880,146,31,13,8,3,0,1575,..,385,996,535,231,167,135,67,12,2530,8,66,82,26,18,18,3,6,0,227,603,1659,4420,1782,780,616,402,164,26,10453,..,50,1706,1501,583,547,441,179,33,5046,..,550,2400,645,234,95,37,14,0,3974,..,3,37,119,162,109,34,7,5,481,1235,..,..,..,..,..,..,..,..,1235,..,270,..,..,..,..,..,..,..,270,..,118,127,48,7,8,0,0,0,308,..,260,255,56,20,15,0,7,5,619,..,72,191,35,5,0,0,0,0,301,..,999,1932,333,61,28,20,8,0,3384,..,708,2086,1125,508,361,221,96,22,5115,14,104,145,69,33,35,7,11,0,430,1251,3126,8878,3932,1614,1201,763,329,64,21161
POA3008,..,161,361,60,14,11,7,0,0,617,..,201,543,259,136,133,87,26,7,1392,0,27,31,16,10,17,3,0,0,115,535,847,2658,1174,588,518,271,86,24,6701,..,62,1592,1257,560,533,359,95,21,4474,..,337,1306,420,172,91,32,8,0,2378,..,3,24,68,101,69,15,5,5,283,1121,..,..,..,..,..,..,..,..,1121,..,191,..,..,..,..,..,..,..,191,..,77,95,23,13,0,0,0,0,210,..,144,137,31,11,24,11,9,3,367,..,37,92,13,6,4,0,0,0,152,..,362,958,166,41,22,13,6,0,1564,..,401,1153,606,322,285,156,39,12,2977,4,44,60,39,28,31,11,6,0,218,1126,1659,5410,2621,1249,1056,600,171,45,13935
POA3011,..,243,485,103,43,34,15,3,0,923,..,90,452,317,231,250,179,107,61,1684,23,37,74,22,17,20,9,5,7,216,1254,992,2860,1863,1151,912,525,301,127,9970,..,50,1092,1684,935,730,453,230,61,5235,..,227,1676,803,380,171,56,11,3,3323,..,4,56,169,216,143,71,67,38,765,2545,..,..,..,..,..,..,..,..,2545,..,506,..,..,..,..,..,..,..,506,..,224,276,111,76,70,4,0,0,760,..,160,222,64,52,62,53,33,23,671,..,106,197,44,27,23,7,5,0,412,..,524,1186,275,118,82,36,13,3,2234,..,169,874,670,488,493,344,178,85,3300,41,72,133,64,46,41,17,3,7,429,2589,2036,5716,3878,2342,1814,1048,530,215,20177
POA3012,..,161,348,78,31,41,23,8,4,696,..,53,321,278,234,249,250,176,105,1671,18,33,57,24,21,23,18,12,6,209,2074,1223,2737,2356,1661,1168,787,441,219,12669,..,26,1331,2443,1631,1062,676,372,92,7627,..,165,1591,910,464,217,78,12,3,3441,..,11,86,216,333,216,92,76,55,1083,4321,..,..,..,..,..,..,..,..,4321,..,1048,..,..,..,..,..,..,..,1048,..,445,471,168,119,70,17,0,0,1298,..,150,233,59,62,76,73,48,41,744,..,99,199,56,31,31,16,0,0,426,..,403,1037,205,102,97,50,16,5,1913,..,87,622,550,481,483,411,252,152,3050,50,59,105,57,43,45,34,12,9,413,4368,2494,5670,4677,3262,2300,1440,784,366,25368
POA3013,..,93,171,45,22,22,5,0,0,364,..,12,142,141,129,156,145,96,74,894,6,18,38,24,15,10,6,7,3,127,1417,673,1328,1434,1161,798,434,288,147,7677,..,3,524,1549,1258,774,419,229,79,4833,..,73,939,669,403,212,52,14,3,2360,..,0,26,98,168,93,49,54,32,528,2865,..,..,..,..,..,..,..,..,2865,..,714,..,..,..,..,..,..,..,714,..,254,237,71,88,37,4,0,0,688,..,49,75,20,17,43,33,30,26,291,..,29,73,18,4,9,5,0,0,135,..,165,359,93,53,57,24,4,0,757,..,31,245,252,265,275,223,141,105,1539,13,33,62,27,26,18,19,11,3,212,2879,1351,2544,2789,2280,1520,821,481,248,14928
POA3015,..,41,87,34,21,23,15,3,0,234,..,9,90,113,148,191,162,108,71,901,15,16,24,14,14,15,12,5,3,107,1909,766,1228,1752,1416,966,586,279,131,9041,..,11,685,2093,1521,1079,579,269,70,6309,..,70,780,696,452,236,78,17,0,2325,..,0,39,115,248,130,58,47,40,677,3877,..,..,..,..,..,..,..,..,3877,..,899,..,..,..,..,..,..,..,899,..,384,294,84,79,45,7,0,0,888,..,53,68,23,40,49,54,16,12,316,..,31,39,13,10,11,7,3,0,113,..,89,228,64,46,48,41,11,0,525,..,29,179,219,301,340,269,161,97,1594,35,32,32,33,29,24,13,11,3,206,3910,1593,2350,3347,2724,1955,1107,538,218,17732
POA3016,..,9,50,12,7,13,14,0,0,100,..,16,65,77,103,188,251,173,103,983,13,20,14,4,10,22,11,5,3,100,1284,805,641,1000,1357,1211,830,410,173,7711,..,0,278,1226,1693,1568,1007,405,81,6260,..,32,330,282,314,189,93,27,0,1276,..,3,26,89,210,131,41,33,27,565,2680,..,..,..,..,..,..,..,..,2680,..,1181,..,..,..,..,..,..,..,1181,..,436,291,53,48,29,8,0,0,871,..,43,24,9,12,41,37,26,20,217,..,22,19,10,5,7,0,0,0,65,..,29,93,26,15,22,30,7,0,216,..,39,119,134,195,340,417,249,143,1631,22,33,18,13,22,36,23,12,4,191,2708,1821,1202,1846,2522,2365,1647,760,278,15153
POA3018,..,12,46,15,10,17,5,3,0,119,..,20,73,95,133,145,214,208,146,1030,10,10,9,15,18,5,5,3,0,89,1120,563,822,1091,984,767,707,462,239,6756,..,9,447,1241,1058,851,729,453,123,4912,..,41,473,384,253,161,61,20,0,1392,..,5,43,108,186,100,46,38,36,570,2241,..,..,..,..,..,..,..,..,2241,..,611,..,..,..,..,..,..,..,611,..,275,226,78,70,41,12,0,0,703,..,32,34,20,21,20,58,29,20,225,..,16,20,13,8,9,9,0,0,69,..,25,91,49,41,42,23,6,0,288,..,24,130,184,258,274,346,287,189,1705,24,22,25,30,32,9,17,11,0,175,2272,1057,1487,2113,1921,1517,1302,852,377,12892
POA3019,..,55,107,20,18,21,13,4,0,240,..,10,65,41,48,76,120,47,24,444,4,6,18,5,5,8,4,0,0,62,648,570,966,661,549,478,405,154,63,4499,..,21,578,635,484,427,362,112,25,2647,..,45,339,162,84,51,18,3,0,705,..,11,46,142,165,105,66,36,20,590,1427,..,..,..,..,..,..,..,..,1427,..,518,..,..,..,..,..,..,..,518,..,227,315,103,61,29,9,0,0,745,..,88,126,43,46,79,57,30,16,481,..,53,109,23,33,23,9,4,0,245,..,161,409,81,41,43,30,8,0,772,..,22,138,118,113,160,193,84,45,869,10,20,44,9,15,20,16,5,0,133,1437,1171,2094,1319,1049,933,747,284,109,9145
POA3020,..,102,252,86,58,65,42,14,9,625,..,46,179,151,198,303,359,391,226,1849,49,61,69,35,25,26,37,20,10,328,3337,2392,3508,2825,2545,2227,1867,1222,499,20424,..,122,2206,3030,2379,2340,2121,1205,296,13701,..,147,1139,713,449,243,74,21,8,2793,..,28,246,485,690,458,251,211,117,2480,6783,..,..,..,..,..,..,..,..,6783,..,2166,..,..,..,..,..,..,..,2166,..,1264,1453,511,388,188,21,0,0,3820,..,398,404,135,175,322,251,159,85,1922,..,265,449,157,96,90,24,8,3,1100,..,363,1126,394,240,190,97,43,14,2468,..,94,461,457,542,637,643,553,316,3700,84,96,128,82,85,69,56,38,14,649,6868,4962,7606,5961,5042,4533,3544,2236,845,41594
POA3021,..,160,243,63,50,82,44,12,4,651,..,36,163,131,191,339,509,447,176,1991,30,52,72,41,36,36,36,23,8,338,4155,3154,4112,3319,3105,2939,2800,1421,452,25459,..,217,2798,3393,2991,3169,3307,1500,280,17660,..,193,860,507,410,295,155,28,0,2452,..,57,308,725,925,665,414,221,126,3429,8577,..,..,..,..,..,..,..,..,8577,..,2940,..,..,..,..,..,..,..,2940,..,1632,1992,761,486,165,30,0,0,5074,..,519,567,244,259,408,345,201,103,2637,..,326,530,191,163,152,64,6,3,1435,..,441,903,273,167,193,120,32,9,2137,..,83,410,391,513,717,892,660,253,3913,72,86,136,102,85,63,57,34,14,650,8646,6487,8500,6579,5996,5833,5382,2676,792,50894
POA3022,..,13,11,9,6,4,8,0,0,45,..,0,15,26,19,26,31,27,20,168,3,0,4,0,0,4,0,0,0,18,257,122,258,249,155,112,128,60,28,1375,..,6,179,251,152,97,114,66,12,882,..,7,96,57,47,7,0,4,0,215,..,0,18,44,45,26,25,3,0,172,490,..,..,..,..,..,..,..,..,490,..,106,..,..,..,..,..,..,..,106,..,67,65,31,17,5,0,0,0,181,..,20,35,13,11,19,23,3,3,128,..,10,28,6,10,7,0,0,0,61,..,28,56,28,15,7,7,0,0,152,..,6,54,59,57,62,59,39,29,367,9,3,13,8,4,5,0,0,0,50,498,254,542,499,359,242,228,124,48,2798
POA3023,..,36,108,33,52,61,36,8,0,339,..,37,143,159,253,299,355,260,111,1617,47,56,67,34,27,33,33,19,0,321,6655,4064,4220,5301,4589,3062,2263,901,256,31319,..,108,3011,7062,6073,3991,2803,1044,128,24229,..,183,1132,842,639,285,101,25,7,3220,..,22,302,741,917,515,266,109,50,2928,13654,..,..,..,..,..,..,..,..,13654,..,4875,..,..,..,..,..,..,..,4875,..,2326,2107,593,255,70,13,0,0,5364,..,405,464,205,206,363,373,196,85,2292,..,149,315,122,92,61,33,3,4,781,..,147,425,143,136,138,80,19,3,1103,..,81,326,445,573,521,549,366,154,3008,95,101,135,78,62,63,51,32,0,616,13753,8394,8228,10225,8949,6017,4271,1806,429,62072
POA3024,..,70,100,31,22,29,18,4,0,276,..,21,96,103,115,127,134,74,21,687,30,46,38,10,4,19,9,9,0,165,4272,1854,3328,3068,1645,1145,689,245,63,16307,..,72,3083,4767,1990,1288,804,243,26,12266,..,313,942,513,331,157,52,6,0,2314,..,70,291,437,419,230,80,40,17,1588,8671,..,..,..,..,..,..,..,..,8671,..,1695,..,..,..,..,..,..,..,1695,..,1010,619,156,58,31,9,0,0,1878,..,281,274,77,80,136,136,51,25,1051,..,132,151,54,34,16,6,3,0,398,..,169,274,91,59,65,41,10,5,720,..,52,245,278,273,250,212,103,37,1449,69,77,80,44,22,31,7,12,0,338,8742,3866,5952,6416,3255,2197,1349,476,104,32363
POA3025,..,27,45,14,10,7,5,5,0,117,..,0,56,59,74,102,125,203,123,742,6,13,15,11,10,3,12,5,6,81,1227,569,948,983,722,493,511,526,225,6198,..,30,620,1173,726,454,518,495,142,4163,..,67,514,330,157,77,24,0,0,1170,..,3,41,129,159,117,61,52,49,615,2444,..,..,..,..,..,..,..,..,2444,..,531,..,..,..,..,..,..,..,531,..,316,294,100,124,54,16,0,0,904,..,50,66,37,42,36,45,47,19,341,..,28,68,13,17,6,3,5,0,132,..,43,133,40,34,24,18,16,0,300,..,15,119,140,163,199,205,258,170,1256,21,16,33,17,16,15,24,7,5,157,2461,1100,1885,1963,1431,976,908,881,400,12005
POA3026,..,3,9,12,3,8,0,0,0,32,..,0,13,20,15,15,21,10,0,91,8,9,10,3,5,4,6,0,0,39,1157,479,549,913,546,293,165,59,9,4178,..,8,458,1263,765,405,184,55,5,3148,..,19,149,179,91,34,9,0,0,488,..,6,38,90,108,58,19,4,6,336,2328,..,..,..,..,..,..,..,..,2328,..,632,..,..,..,..,..,..,..,632,..,249,231,58,17,8,0,0,0,559,..,50,57,27,39,51,52,27,5,309,..,20,50,30,6,13,5,0,0,121,..,16,79,29,14,13,5,0,0,161,..,6,32,63,45,53,32,15,3,242,16,11,17,3,12,9,3,0,0,82,2349,1016,1112,1742,1101,643,312,113,20,8408
POA3027,..,31,57,13,13,0,9,0,0,116,..,15,47,43,19,13,5,0,5,140,4,3,3,0,0,0,0,0,0,22,1071,457,890,1024,436,266,148,21,7,4317,..,32,822,1651,660,347,199,20,3,3726,..,56,236,141,69,31,8,0,0,534,..,5,29,69,88,42,7,7,3,256,2193,..,..,..,..,..,..,..,..,2193,..,464,..,..,..,..,..,..,..,464,..,160,168,42,4,0,0,0,0,381,..,78,107,26,21,41,42,11,5,330,..,73,107,25,3,10,3,0,0,215,..,167,274,60,18,5,7,0,0,527,..,21,96,100,53,31,10,0,5,316,10,10,10,3,8,6,3,4,0,58,2208,1062,1853,2102,932,511,290,48,10,9010
POA3028,..,42,106,26,35,54,22,9,7,305,..,24,137,154,201,301,304,231,86,1429,22,27,27,16,12,25,12,10,8,151,2256,1402,2034,2007,1811,1867,1291,601,209,13479,..,71,1329,2324,1860,2037,1517,586,114,9836,..,131,836,524,355,244,84,24,0,2189,..,27,132,292,396,305,156,91,53,1453,4539,..,..,..,..,..,..,..,..,4539,..,1293,..,..,..,..,..,..,..,1293,..,851,869,273,163,69,20,0,0,2244,..,150,178,52,81,122,113,55,32,785,..,113,145,39,27,22,15,7,0,367,..,135,364,112,84,97,61,26,7,892,..,52,287,336,457,602,491,305,121,2663,52,41,57,35,33,32,30,10,11,308,4591,2864,4202,3987,3462,3532,2492,1098,341,26567
POA3029,..,243,386,119,89,81,54,22,7,991,..,75,330,299,300,469,524,386,129,2514,91,107,111,49,32,42,31,20,9,500,15723,6551,11834,11418,5620,4573,2938,1167,309,60140,..,444,11853,18765,8031,5575,3592,1335,154,49748,..,550,2354,1458,802,502,174,26,6,5868,..,99,672,1182,1119,717,273,133,45,4243,32092,..,..,..,..,..,..,..,..,32092,..,6535,..,..,..,..,..,..,..,6535,..,3176,2523,575,246,90,9,0,0,6618,..,1157,1442,430,258,596,530,201,105,4716,..,711,1143,259,112,75,30,6,0,2338,..,1181,1813,393,230,172,118,39,10,3947,..,205,907,862,743,875,812,523,192,5125,172,197,265,136,82,74,46,40,10,1019,32267,14257,22953,24059,11633,8675,5587,2298,508,122244
POA3030,..,258,357,122,114,95,69,24,4,1034,..,123,504,377,479,644,678,536,209,3549,76,107,103,47,45,56,36,22,6,504,13356,6212,9195,10889,7037,4901,3303,1482,433,56809,..,210,7360,16019,9138,5919,3957,1405,250,44256,..,764,3342,1909,1319,629,225,51,3,8244,..,96,667,1249,1472,786,316,151,72,4815,27431,..,..,..,..,..,..,..,..,27431,..,6372,..,..,..,..,..,..,..,6372,..,3371,2294,593,275,127,18,0,0,6681,..,723,762,276,252,476,507,239,97,3332,..,311,557,192,108,78,44,7,0,1295,..,579,1049,389,274,234,142,43,6,2722,..,245,1103,1009,1091,1196,1107,762,269,6787,156,208,235,115,112,106,58,37,4,1037,27588,12884,17367,21756,14042,9547,6373,2698,703,112971
POA3031,..,239,391,66,18,21,8,0,3,748,..,53,348,329,241,242,248,137,58,1670,18,35,55,39,12,23,13,7,3,211,1220,944,2085,1605,1057,787,578,275,110,8652,..,7,686,1318,909,614,429,151,41,4155,..,153,1311,647,285,144,81,21,3,2635,..,12,57,145,205,143,63,38,22,697,2378,..,..,..,..,..,..,..,..,2378,..,634,..,..,..,..,..,..,..,634,..,232,187,75,48,21,9,0,0,576,..,103,123,39,42,48,37,23,17,435,..,55,95,21,8,4,0,0,0,186,..,433,806,154,63,50,26,3,8,1548,..,109,621,594,463,457,424,214,80,2969,40,58,113,82,31,42,26,12,5,404,2418,1808,4004,3074,2054,1518,1095,458,179,16608
POA3032,..,223,353,65,33,39,20,9,3,743,..,112,475,319,282,306,280,154,92,2023,27,33,67,35,12,24,20,9,3,233,2084,1654,2931,2368,1933,1606,1053,464,195,14292,..,44,1292,2514,2169,1759,1165,503,111,9555,..,237,1515,806,405,257,107,27,0,3355,..,12,93,217,340,201,94,54,52,1062,4335,..,..,..,..,..,..,..,..,4335,..,1449,..,..,..,..,..,..,..,1449,..,553,560,168,120,55,10,0,0,1477,..,175,213,50,60,96,112,58,28,786,..,90,213,37,4,11,7,0,0,369,..,511,850,184,92,85,50,16,3,1789,..,203,843,691,578,547,472,236,105,3665,64,67,130,72,33,49,34,20,4,469,4397,3339,5696,4730,3815,3045,2051,911,311,28300
POA3033,..,21,35,5,4,18,12,3,0,102,..,8,31,36,60,95,156,204,94,679,18,11,9,3,3,15,11,5,9,89,1253,754,807,934,1059,842,807,729,201,7392,..,3,512,1283,1322,1045,1037,883,181,6271,..,29,328,189,164,87,29,16,5,844,..,4,43,103,214,139,54,85,41,678,2524,..,..,..,..,..,..,..,..,2524,..,964,..,..,..,..,..,..,..,964,..,438,433,128,150,70,3,0,0,1228,..,36,39,29,34,38,39,50,33,295,..,17,19,12,4,7,0,0,0,57,..,42,95,29,20,21,27,16,0,247,..,13,88,98,130,158,212,280,130,1108,21,24,21,13,19,18,11,8,13,149,2554,1571,1566,1882,2064,1593,1412,1337,393,14362
POA3034,..,13,28,10,4,3,4,3,0,66,..,9,33,48,46,82,154,194,113,674,5,9,9,13,13,5,15,4,10,83,908,534,631,818,719,717,770,624,214,5940,..,10,400,1037,884,854,922,747,168,5028,..,31,239,152,83,58,27,7,0,602,..,4,27,93,138,115,60,67,46,555,1883,..,..,..,..,..,..,..,..,1883,..,635,..,..,..,..,..,..,..,635,..,340,366,128,159,58,13,0,0,1060,..,47,46,16,30,68,68,50,25,351,..,24,21,9,9,11,8,3,0,80,..,30,106,37,15,15,15,4,0,223,..,15,86,99,114,141,204,242,145,1043,24,10,17,20,25,10,16,11,9,148,1910,1148,1315,1597,1461,1323,1325,1130,392,11605
POA3036,..,0,3,4,0,0,0,5,0,17,..,0,11,10,14,38,65,64,84,292,0,6,0,0,4,3,0,0,0,21,400,356,265,318,427,420,387,229,134,2926,..,0,141,433,587,595,544,301,76,2670,..,7,94,63,59,39,23,5,0,286,..,0,10,31,67,51,18,30,16,225,914,..,..,..,..,..,..,..,..,914,..,424,..,..,..,..,..,..,..,424,..,245,238,52,36,27,9,0,0,599,..,13,8,3,0,10,11,17,10,83,..,0,8,0,3,4,0,0,0,20,..,5,9,3,8,3,8,5,0,45,..,4,18,23,27,69,91,98,108,439,4,10,5,7,8,6,5,7,0,50,919,711,535,625,792,808,709,463,215,5767
POA3037,..,20,61,32,31,38,19,4,0,202,..,19,113,122,155,251,318,208,50,1231,34,39,39,22,32,15,23,16,0,228,4836,3566,3138,3777,3984,2866,1721,724,186,24805,..,67,2204,5027,5551,4053,2319,838,106,20162,..,205,905,619,513,259,80,18,0,2598,..,18,189,503,759,447,175,84,41,2214,9844,..,..,..,..,..,..,..,..,9844,..,4077,..,..,..,..,..,..,..,4077,..,2440,2048,434,200,67,7,0,0,5196,..,246,273,114,117,194,227,146,75,1389,..,116,125,51,54,46,17,4,0,408,..,77,194,83,68,81,51,12,0,562,..,52,296,302,377,458,482,287,76,2329,78,75,94,52,57,23,27,23,0,427,9915,7358,6341,7192,7699,5623,3374,1403,309,49215
POA3038,..,12,33,7,7,27,18,7,0,111,..,14,30,43,54,145,205,205,93,791,19,19,16,20,9,16,13,12,6,118,1815,1697,1430,1377,1946,2314,1512,691,221,13005,..,29,734,1600,2593,3402,2360,905,162,11796,..,39,364,291,226,155,70,25,5,1172,..,3,78,223,337,290,117,53,34,1145,3695,..,..,..,..,..,..,..,..,3695,..,2029,..,..,..,..,..,..,..,2029,..,1169,1445,344,173,54,19,0,0,3198,..,98,82,36,61,102,112,92,67,647,..,34,62,22,14,8,6,3,0,149,..,38,93,28,28,48,38,19,0,293,..,27,92,107,146,260,321,290,118,1364,41,39,46,35,20,30,21,11,6,242,3734,3498,3000,2679,3600,4352,3072,1395,395,25723
POA3039,..,133,196,40,20,13,11,6,0,412,..,68,306,215,155,198,203,176,118,1441,17,19,37,15,9,23,11,8,3,145,1089,899,1550,1200,1083,926,662,385,188,7983,..,22,640,1218,1228,1056,697,333,84,5287,..,104,866,414,226,154,58,6,0,1831,..,0,11,76,148,101,49,42,35,462,2157,..,..,..,..,..,..,..,..,2157,..,816,..,..,..,..,..,..,..,816,..,299,293,83,54,45,10,0,0,785,..,61,94,26,33,33,50,22,21,342,..,49,86,10,4,0,9,0,0,150,..,272,423,103,42,35,24,9,0,907,..,103,530,381,284,344,334,238,148,2361,32,49,70,32,23,41,26,8,0,271,2185,1768,3020,2340,2046,1805,1256,654,300,15379
POA3040,..,127,176,30,22,31,16,12,0,420,..,64,297,272,232,302,303,249,187,1900,16,46,33,16,15,24,18,7,8,182,1908,1751,1851,1814,2023,1668,1130,610,311,13066,..,47,864,2094,2612,2116,1376,572,154,9825,..,132,897,447,280,187,81,20,3,2044,..,0,31,149,320,190,75,50,56,866,3965,..,..,..,..,..,..,..,..,3965,..,1969,..,..,..,..,..,..,..,1969,..,807,638,120,89,57,13,0,0,1730,..,89,105,40,26,57,63,54,35,467,..,70,84,10,12,4,4,4,0,190,..,273,390,94,44,47,38,25,4,921,..,104,565,464,421,535,486,348,230,3165,29,73,58,31,23,39,32,14,11,314,3996,3570,3635,3448,3824,3231,2181,1089,493,25462
POA3041,..,31,35,9,3,9,9,0,0,98,..,18,118,66,76,116,139,116,81,731,10,14,12,9,6,3,8,7,5,74,1079,820,696,909,989,808,619,307,152,6383,..,11,356,1189,1359,1078,817,357,85,5248,..,64,268,177,142,78,38,7,4,782,..,0,15,86,151,96,45,26,36,455,2251,..,..,..,..,..,..,..,..,2251,..,1055,..,..,..,..,..,..,..,1055,..,401,335,69,52,27,10,0,0,898,..,39,59,10,7,29,20,18,13,199,..,16,25,6,5,6,6,0,0,58,..,65,110,24,15,17,18,0,0,260,..,38,188,143,170,196,212,155,108,1203,16,20,39,24,18,14,13,9,9,167,2270,1707,1404,1728,1923,1536,1185,573,250,12569
