POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3803,..,15,20,15,8,17,14,3,0,96,..,3,23,33,38,77,75,71,48,375,7,13,7,4,0,10,8,3,3,60,1007,649,761,685,627,685,460,229,106,5203,..,33,658,875,787,845,618,247,54,4111,..,36,184,111,66,68,22,11,0,494,..,12,52,89,120,111,41,26,24,482,2086,..,..,..,..,..,..,..,..,2086,..,689,..,..,..,..,..,..,..,689,..,404,421,101,55,32,0,0,0,1012,..,56,72,33,26,52,58,37,23,352,..,30,45,20,26,14,6,0,0,138,..,48,97,50,30,29,32,15,0,298,..,11,63,76,89,144,136,112,62,685,12,21,23,17,12,19,9,3,3,114,2102,1340,1616,1375,1206,1301,931,443,164,10470
POA3804,..,0,10,4,8,0,4,3,0,24,..,0,0,0,8,28,21,23,10,101,0,10,4,0,5,0,0,0,0,26,687,635,359,439,665,600,354,171,46,3958,..,17,230,655,1049,1028,628,214,32,3851,..,14,86,56,96,54,25,8,3,346,..,4,14,36,41,44,7,10,5,175,1424,..,..,..,..,..,..,..,..,1424,..,726,..,..,..,..,..,..,..,726,..,462,345,45,20,8,0,0,0,887,..,21,15,7,8,17,36,53,29,193,..,18,11,9,4,8,0,0,0,55,..,10,10,12,14,12,10,7,0,59,..,8,13,9,24,46,43,41,18,194,4,25,13,8,8,4,3,0,0,67,1430,1313,740,832,1272,1221,755,327,90,7975
POA3805,..,50,97,22,37,71,34,10,3,324,..,26,144,106,187,286,290,214,90,1348,41,81,51,23,23,29,25,13,3,283,5728,4108,3924,4002,4167,3226,1841,864,271,28134,..,135,2902,5394,5734,4513,2400,1001,149,22220,..,334,1254,748,620,381,115,27,6,3488,..,54,309,525,756,495,199,109,55,2506,11663,..,..,..,..,..,..,..,..,11663,..,4414,..,..,..,..,..,..,..,4414,..,2859,2030,396,163,87,20,0,0,5562,..,298,327,120,148,215,237,174,92,1611,..,178,240,91,54,30,20,6,7,622,..,131,271,104,82,136,76,21,3,824,..,68,306,331,469,569,468,308,129,2635,78,142,126,56,51,50,55,24,9,573,11743,8612,7759,7762,8085,6476,3579,1664,445,56125
POA3806,..,43,81,39,38,48,33,20,27,330,..,20,122,125,151,323,449,441,247,1870,33,55,29,30,21,28,19,18,6,238,5037,3160,2746,3953,3797,2736,1951,1231,446,25051,..,41,1958,5616,5400,3805,2408,1301,297,20819,..,255,1121,678,557,348,127,63,4,3155,..,31,184,436,661,355,135,66,41,1903,10221,..,..,..,..,..,..,..,..,10221,..,3781,..,..,..,..,..,..,..,3781,..,1983,1233,226,112,53,18,0,0,3621,..,181,136,71,77,150,170,125,49,956,..,102,100,45,37,27,7,3,0,330,..,98,213,97,91,81,63,33,39,719,..,56,235,271,361,526,610,563,326,2939,73,110,77,59,47,46,31,33,6,472,10294,6632,5258,7502,7340,5396,3562,2184,759,48922
POA3807,..,5,15,3,0,6,11,0,0,33,..,10,17,9,21,54,65,50,13,232,3,8,9,0,3,4,0,4,0,33,699,521,354,501,644,473,285,156,40,3676,..,4,250,703,979,653,358,183,33,3172,..,25,148,87,98,83,29,13,0,481,..,5,24,57,76,51,8,9,9,238,1421,..,..,..,..,..,..,..,..,1421,..,626,..,..,..,..,..,..,..,626,..,394,167,35,21,7,5,0,0,628,..,30,20,3,12,17,15,20,8,134,..,19,16,6,8,0,0,0,0,51,..,13,20,12,4,7,16,4,0,73,..,15,38,37,63,97,94,71,22,438,11,27,13,3,7,6,6,5,0,81,1428,1164,694,945,1270,922,535,308,77,7345
POA3808,..,0,0,0,0,5,3,4,0,7,..,0,3,0,5,11,14,7,7,53,0,6,6,0,3,0,4,4,0,21,275,172,105,194,232,209,142,59,15,1409,..,0,74,291,365,332,227,69,7,1365,..,3,33,56,39,32,19,5,0,187,..,0,7,10,16,10,3,5,3,52,602,..,..,..,..,..,..,..,..,602,..,240,..,..,..,..,..,..,..,240,..,127,66,6,6,5,0,0,0,209,..,5,4,8,4,9,11,12,3,51,..,9,5,0,3,0,3,0,0,21,..,0,0,4,4,5,3,4,0,21,..,0,9,5,8,28,27,13,8,104,3,14,8,0,6,5,5,4,0,45,605,400,202,379,448,423,292,111,26,2886
POA3809,..,42,53,14,8,18,12,0,0,148,..,16,142,94,60,116,133,55,6,628,31,27,26,7,7,5,4,8,0,113,2309,1096,2171,1677,977,724,548,177,22,9713,..,55,1849,2520,1231,769,654,207,15,7300,..,204,1041,329,174,95,40,6,0,1892,..,12,124,207,285,123,32,14,7,806,4704,..,..,..,..,..,..,..,..,4704,..,985,..,..,..,..,..,..,..,985,..,574,328,60,27,18,0,0,0,1012,..,115,156,33,32,56,60,34,14,497,..,57,104,23,9,8,3,0,0,202,..,86,120,34,29,29,18,4,0,313,..,35,263,173,149,179,186,77,6,1076,53,46,49,26,16,12,6,8,0,201,4750,2172,4035,3405,1948,1280,1004,345,41,18989
POA3810,..,95,169,45,53,58,48,8,4,485,..,59,233,191,245,397,487,439,186,2225,72,77,60,39,30,20,19,19,8,348,6228,3110,4768,4202,3055,2287,1888,1118,335,26994,..,103,3663,5321,3378,2446,1981,1148,207,18241,..,658,2258,984,644,334,123,48,4,5057,..,99,518,742,772,393,180,98,42,2837,12604,..,..,..,..,..,..,..,..,12604,..,2623,..,..,..,..,..,..,..,2623,..,1834,946,263,160,69,18,0,0,3289,..,306,359,142,129,233,215,108,50,1524,..,224,325,83,42,21,12,4,0,705,..,203,447,146,136,119,86,26,6,1180,..,117,545,516,583,728,715,603,248,4051,136,139,137,84,54,49,34,33,8,679,12745,6303,9189,8279,5899,4389,3363,2059,566,52796
POA3812,..,0,5,0,0,6,0,0,0,12,..,0,3,0,14,14,23,14,7,79,5,7,4,0,0,0,0,0,0,22,219,134,119,136,183,169,119,39,11,1129,..,3,72,195,246,234,163,47,8,970,..,13,43,36,52,34,13,0,0,192,..,3,10,7,20,18,7,6,0,78,415,..,..,..,..,..,..,..,..,415,..,135,..,..,..,..,..,..,..,135,..,107,70,12,9,6,0,0,0,200,..,10,4,0,0,13,9,8,4,48,..,3,3,3,0,0,0,0,0,21,..,0,7,0,0,6,3,0,0,24,..,0,12,8,21,27,31,18,16,135,7,13,7,4,0,0,4,0,0,35,423,294,230,262,355,344,238,77,28,2253
POA3813,..,3,0,0,0,0,0,0,0,9,..,0,0,5,4,5,8,3,4,33,0,0,0,0,0,0,0,0,0,4,75,65,42,42,69,77,38,20,9,434,..,0,21,49,90,100,60,20,4,348,..,5,24,8,13,27,0,3,0,78,..,0,5,0,15,13,5,4,0,37,143,..,..,..,..,..,..,..,..,143,..,60,..,..,..,..,..,..,..,60,..,50,32,10,3,3,0,0,0,99,..,4,0,0,3,0,4,3,0,11,..,3,6,0,3,4,0,0,0,17,..,6,0,3,0,0,5,0,0,17,..,3,0,4,13,12,18,11,5,60,0,6,5,0,0,0,4,0,0,10,143,133,98,83,134,156,85,40,15,883
POA3814,..,0,6,0,3,4,0,0,0,8,..,0,7,0,3,23,29,20,6,79,4,5,7,0,0,0,0,0,0,13,232,138,159,131,149,165,127,69,19,1194,..,0,101,197,202,204,170,107,10,994,..,16,99,43,46,41,16,3,0,264,..,5,8,7,18,9,0,6,5,68,501,..,..,..,..,..,..,..,..,501,..,115,..,..,..,..,..,..,..,115,..,124,34,14,5,8,4,0,0,190,..,7,4,0,3,3,11,4,4,37,..,6,3,6,0,0,0,0,0,15,..,3,4,3,3,13,3,0,0,38,..,6,17,11,21,40,39,27,9,163,3,7,6,0,0,0,4,5,0,32,512,286,281,283,306,315,257,150,36,2417
POA3815,..,0,0,0,0,8,0,5,0,16,..,0,10,9,8,26,33,35,18,129,5,11,0,0,0,5,0,0,0,31,341,207,195,214,241,232,162,109,31,1724,..,3,131,282,304,306,219,124,24,1385,..,29,120,83,69,42,12,0,0,357,..,0,15,19,31,15,5,11,9,106,726,..,..,..,..,..,..,..,..,726,..,208,..,..,..,..,..,..,..,208,..,151,52,8,10,11,0,0,0,231,..,20,8,0,0,11,14,9,4,64,..,6,6,6,6,4,0,0,0,27,..,0,0,6,3,19,3,3,0,31,..,9,15,13,24,45,59,50,27,227,4,16,3,4,6,10,3,0,0,52,734,442,362,417,443,453,318,197,59,3421
POA3816,..,0,3,3,0,8,0,0,0,21,..,4,8,14,11,36,33,22,3,139,8,3,0,0,0,0,6,0,0,25,308,132,231,199,155,201,141,72,18,1451,..,3,136,196,167,210,162,84,13,982,..,39,138,81,50,44,20,0,0,365,..,3,30,42,26,26,8,7,3,153,619,..,..,..,..,..,..,..,..,619,..,104,..,..,..,..,..,..,..,104,..,103,62,20,18,6,0,0,0,217,..,5,6,9,8,14,7,13,6,68,..,5,14,4,3,6,0,0,0,28,..,0,7,3,0,23,6,0,0,45,..,9,24,29,37,68,64,38,7,289,15,11,7,5,0,4,8,3,0,45,631,288,437,399,321,398,275,145,31,2919
POA3818,..,22,27,8,9,22,25,14,0,123,..,20,67,44,80,195,249,190,72,919,32,35,22,11,14,10,14,7,3,150,1641,844,1155,945,1010,1086,980,552,135,8359,..,21,839,1079,1092,1229,1242,663,109,6269,..,170,648,285,249,170,109,34,3,1669,..,21,121,190,195,105,38,44,20,750,3259,..,..,..,..,..,..,..,..,3259,..,687,..,..,..,..,..,..,..,687,..,585,240,79,70,31,5,0,0,1008,..,60,43,6,21,60,47,23,13,285,..,54,32,8,12,13,6,0,0,124,..,43,55,27,23,49,54,18,0,273,..,39,127,117,188,328,394,289,122,1597,57,52,50,25,33,24,22,10,4,280,3318,1726,2159,1821,1887,2016,1921,1088,270,16196
POA3820,..,47,72,14,8,16,21,9,0,181,..,30,110,77,108,228,286,262,150,1240,16,31,29,7,6,15,17,9,4,129,1725,1077,1323,1140,1193,1208,1099,685,236,9685,..,41,858,1272,1339,1396,1350,811,129,7194,..,209,681,331,257,167,103,25,5,1774,..,15,117,201,270,144,55,20,33,855,3470,..,..,..,..,..,..,..,..,3470,..,904,..,..,..,..,..,..,..,904,..,604,290,95,67,35,10,0,0,1108,..,83,59,28,22,41,44,31,19,328,..,48,80,18,10,11,8,0,0,175,..,82,177,37,29,31,25,17,4,408,..,51,202,163,229,382,436,348,199,2013,36,58,53,25,31,23,27,18,4,276,3508,2098,2532,2172,2249,2233,2048,1271,390,18506
POA3821,..,0,0,3,0,0,5,4,0,11,..,0,7,4,10,27,28,16,8,94,3,0,4,0,0,6,0,5,0,11,279,165,145,156,204,245,169,58,17,1445,..,7,97,211,269,352,252,72,12,1263,..,17,61,37,45,59,25,6,0,254,..,0,7,16,24,13,10,6,0,78,548,..,..,..,..,..,..,..,..,548,..,175,..,..,..,..,..,..,..,175,..,96,57,21,16,0,0,0,0,190,..,8,7,0,7,9,13,8,7,57,..,8,4,4,3,0,0,0,0,22,..,0,4,5,7,0,7,6,0,31,..,3,15,12,21,48,53,27,12,193,5,6,6,0,3,0,8,3,0,35,547,317,266,299,394,490,370,136,26,2838
POA3822,..,0,0,6,0,0,0,0,0,4,..,0,0,0,0,10,5,0,0,19,0,8,0,0,0,0,0,0,0,6,81,59,41,63,73,67,44,19,0,457,..,0,16,78,94,89,62,28,6,366,..,10,37,19,22,15,5,5,0,108,..,0,3,6,13,6,0,3,0,33,188,..,..,..,..,..,..,..,..,188,..,43,..,..,..,..,..,..,..,43,..,44,19,7,3,0,0,0,0,83,..,5,5,0,4,5,4,5,3,26,..,6,0,0,0,0,0,0,0,9,..,0,3,5,0,3,3,0,0,18,..,3,3,3,8,12,12,7,0,55,0,3,0,0,0,3,0,4,0,14,188,109,87,114,144,136,90,45,11,931
POA3823,..,0,0,0,0,3,0,0,0,6,..,0,8,5,8,25,33,33,15,120,3,0,0,0,0,0,5,0,0,8,171,91,124,107,115,176,142,70,23,1014,..,0,89,108,118,211,213,80,18,831,..,25,88,48,28,30,17,4,0,239,..,3,4,26,19,14,0,5,5,73,348,..,..,..,..,..,..,..,..,348,..,81,..,..,..,..,..,..,..,81,..,53,28,9,3,3,0,0,0,100,..,8,4,0,4,11,0,4,4,32,..,5,9,8,0,0,0,0,0,22,..,3,4,0,4,3,3,3,0,24,..,0,16,17,29,47,61,43,20,227,5,8,3,0,0,0,4,0,0,26,352,195,249,205,213,323,302,137,39,2006
POA3824,..,3,7,4,5,9,5,0,0,36,..,7,11,18,26,52,94,74,33,311,4,11,5,0,5,4,10,0,0,36,468,273,281,322,340,323,355,164,59,2583,..,14,195,369,351,382,403,185,47,1945,..,34,159,99,98,54,35,5,3,482,..,3,34,60,82,33,17,12,5,249,972,..,..,..,..,..,..,..,..,972,..,242,..,..,..,..,..,..,..,242,..,170,64,21,20,12,6,0,0,293,..,22,11,9,3,16,9,10,10,89,..,13,10,3,3,0,0,0,0,39,..,15,20,15,15,21,11,5,0,104,..,12,35,50,67,110,154,97,43,553,11,15,7,0,9,3,18,4,0,70,984,541,535,630,637,625,655,323,110,5035
POA3825,..,36,37,22,39,51,26,16,3,225,..,56,112,103,175,319,424,314,151,1647,30,28,15,9,25,29,24,12,0,176,1536,1024,1180,1079,1276,1374,1310,706,232,9721,..,16,592,893,1092,1413,1348,709,137,6189,..,237,660,367,342,224,127,27,0,1986,..,46,210,275,300,174,91,41,30,1166,3150,..,..,..,..,..,..,..,..,3150,..,716,..,..,..,..,..,..,..,716,..,747,363,142,87,34,15,0,0,1389,..,66,47,20,35,73,68,35,14,364,..,50,48,28,21,13,9,7,0,165,..,72,106,59,82,92,69,23,3,501,..,101,262,250,403,701,790,491,224,3219,54,53,56,35,48,54,48,23,8,368,3206,2103,2345,2057,2395,2776,2564,1346,420,19209
POA3831,..,0,0,0,6,3,3,4,0,9,..,0,4,3,4,9,22,18,9,80,0,6,6,0,0,4,4,0,0,19,145,91,92,91,99,142,135,60,25,880,..,4,59,102,128,186,184,85,19,773,..,10,58,42,28,38,19,3,0,191,..,0,4,15,12,10,8,6,5,57,308,..,..,..,..,..,..,..,..,308,..,84,..,..,..,..,..,..,..,84,..,60,31,7,9,4,0,0,0,112,..,7,4,0,0,7,6,4,7,34,..,4,0,0,0,0,0,0,0,12,..,0,0,0,6,0,9,7,0,21,..,0,11,14,11,39,54,28,9,169,3,9,3,0,5,8,9,0,0,38,313,183,169,182,200,287,275,133,41,1786
POA3832,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,12,6,0,0,19,0,0,0,0,0,0,0,0,0,3,18,13,10,11,10,28,28,7,0,131,..,0,0,10,7,22,26,16,0,87,..,0,12,9,4,7,7,0,0,31,..,0,0,6,3,0,0,0,0,14,38,..,..,..,..,..,..,..,..,38,..,12,..,..,..,..,..,..,..,12,..,9,3,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,12,11,3,0,35,0,3,0,0,0,0,0,0,0,4,38,27,17,26,20,44,41,21,0,238
POA3833,..,0,0,0,0,0,3,0,0,6,..,0,0,0,3,6,4,7,0,19,0,0,0,0,0,0,0,0,0,5,11,9,8,13,22,29,25,13,3,121,..,0,0,13,21,30,31,17,0,111,..,0,0,4,7,11,6,0,0,25,..,0,0,0,0,0,4,0,0,6,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,12,3,0,4,0,0,0,0,17,..,3,0,0,0,0,0,3,6,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,5,..,0,0,3,10,17,12,7,0,47,0,0,8,0,0,3,4,0,0,14,27,19,12,25,34,62,55,28,6,263
POA3835,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,3,0,4,21,0,0,0,0,0,0,0,0,0,3,34,22,27,22,28,40,31,9,3,217,..,0,21,22,30,47,45,14,5,188,..,5,5,7,16,6,3,0,0,43,..,0,4,0,8,4,0,0,0,21,79,..,..,..,..,..,..,..,..,79,..,21,..,..,..,..,..,..,..,21,..,21,7,0,0,0,0,0,0,33,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,4,..,0,0,4,3,15,10,3,4,46,0,0,0,0,0,0,0,0,0,3,79,47,42,44,57,80,64,23,10,446
POA3840,..,51,32,10,24,31,17,7,0,189,..,39,76,71,125,248,266,221,112,1170,23,23,12,10,14,25,23,8,5,148,1271,855,922,803,981,1187,944,573,183,7708,..,23,448,714,861,1186,1122,577,110,5037,..,190,457,278,254,180,82,29,0,1470,..,41,184,212,234,147,71,58,25,977,2627,..,..,..,..,..,..,..,..,2627,..,538,..,..,..,..,..,..,..,538,..,562,287,109,91,47,6,0,0,1107,..,74,64,24,44,50,49,38,8,355,..,52,42,23,16,13,8,3,0,164,..,98,87,39,58,87,50,19,0,436,..,67,191,179,326,532,525,343,167,2333,45,46,37,31,36,46,39,14,8,310,2671,1701,1803,1616,1928,2287,1942,1072,328,15345
POA3842,..,17,12,6,3,11,8,3,0,57,..,12,20,22,26,60,80,47,11,275,10,14,3,0,0,5,11,3,0,48,384,275,308,258,268,317,305,137,20,2272,..,13,144,218,238,342,342,168,17,1476,..,66,181,82,68,36,12,9,0,458,..,15,59,79,82,45,27,5,7,324,818,..,..,..,..,..,..,..,..,818,..,160,..,..,..,..,..,..,..,160,..,173,83,37,13,3,3,0,0,313,..,29,9,4,15,18,14,16,3,114,..,13,13,3,8,4,4,0,0,49,..,38,26,15,13,22,11,3,0,133,..,23,50,59,76,117,126,85,17,550,21,22,14,4,5,9,13,3,0,94,841,541,580,503,517,601,564,293,46,4477
POA3844,..,110,100,21,26,31,34,10,0,341,..,66,204,134,197,410,470,364,182,2034,37,45,37,26,16,23,26,11,5,231,2650,1621,2070,1914,1809,1929,1629,869,282,14775,..,34,1148,2055,1930,2077,1891,900,151,10181,..,345,1207,582,418,323,150,38,4,3067,..,50,281,364,404,214,87,57,40,1499,5380,..,..,..,..,..,..,..,..,5380,..,1284,..,..,..,..,..,..,..,1284,..,1038,415,148,98,49,17,0,0,1765,..,109,88,29,46,75,55,38,25,465,..,80,66,21,20,21,11,0,0,213,..,192,219,64,69,80,75,29,3,730,..,118,443,355,423,721,727,524,247,3554,74,85,72,54,44,58,40,25,10,455,5453,3331,3934,3664,3458,3615,3052,1607,481,28583
POA3847,..,0,5,0,0,4,0,0,0,16,..,4,7,6,14,30,25,25,3,122,0,0,4,0,0,8,6,0,0,18,171,96,123,118,144,163,144,62,8,1027,..,0,75,117,140,191,176,65,5,775,..,17,82,48,44,32,17,7,0,238,..,0,11,22,26,4,19,3,0,86,345,..,..,..,..,..,..,..,..,345,..,65,..,..,..,..,..,..,..,65,..,79,34,15,15,4,0,0,0,138,..,5,8,3,0,4,8,10,0,43,..,11,3,0,0,0,3,0,0,16,..,5,6,3,3,17,3,3,0,46,..,6,23,32,27,50,53,41,12,233,5,3,11,4,0,7,8,3,0,35,347,193,245,236,253,314,279,131,21,2018
POA3850,..,46,51,17,16,21,8,12,0,170,..,44,86,68,142,198,281,244,116,1201,25,23,19,15,6,20,14,3,0,125,1314,776,892,883,1004,952,871,535,176,7413,..,20,556,940,924,1034,968,504,94,5047,..,183,475,229,184,133,72,21,0,1301,..,20,118,178,236,102,45,41,23,765,2663,..,..,..,..,..,..,..,..,2663,..,584,..,..,..,..,..,..,..,584,..,464,164,63,40,35,8,0,0,767,..,67,41,16,29,42,38,29,11,261,..,42,43,19,15,8,3,0,0,126,..,94,111,33,35,43,24,11,0,354,..,80,209,165,274,363,428,338,163,2023,44,45,38,29,28,35,22,16,0,258,2703,1595,1751,1661,1784,1789,1616,956,296,14146
POA3851,..,0,3,0,9,8,12,0,0,43,..,3,7,9,29,66,81,47,4,245,9,12,3,4,8,9,9,6,0,61,346,205,179,244,349,474,395,140,24,2347,..,0,111,298,408,580,540,166,28,2130,..,17,91,78,100,107,45,15,0,448,..,3,23,35,30,29,22,11,7,154,731,..,..,..,..,..,..,..,..,731,..,199,..,..,..,..,..,..,..,199,..,153,61,26,14,9,0,0,0,258,..,18,7,0,3,29,17,13,3,95,..,14,4,5,0,0,0,0,3,29,..,10,8,10,24,27,22,5,0,99,..,6,27,40,82,177,211,89,17,643,23,19,17,13,16,30,37,11,4,159,753,439,334,497,681,978,893,312,59,4946
POA3852,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,11,..,0,0,5,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,4,0,0,18
POA3854,..,0,0,0,3,0,0,0,0,10,..,0,0,5,4,6,6,6,4,35,0,3,4,0,0,0,0,0,0,11,140,80,81,77,102,105,66,31,7,702,..,0,53,112,132,161,93,52,8,609,..,14,51,23,27,18,10,5,0,145,..,0,6,5,14,3,6,3,0,34,277,..,..,..,..,..,..,..,..,277,..,66,..,..,..,..,..,..,..,66,..,64,26,4,4,0,0,0,0,110,..,0,3,0,6,6,10,0,4,20,..,0,4,0,0,0,0,0,0,5,..,0,5,0,3,0,7,0,0,17,..,3,11,7,15,29,29,6,4,88,3,7,7,3,0,0,4,0,0,22,273,163,159,158,193,215,153,65,9,1392
POA3856,..,0,0,0,0,4,0,0,0,4,..,0,0,0,4,9,14,3,0,34,0,0,0,0,0,0,0,0,0,7,111,63,62,63,60,76,49,8,3,505,..,0,38,83,76,100,78,12,0,388,..,20,54,26,21,15,5,0,0,142,..,0,8,12,11,5,0,0,0,32,206,..,..,..,..,..,..,..,..,206,..,34,..,..,..,..,..,..,..,34,..,45,12,3,0,0,0,0,0,64,..,0,0,0,0,0,0,0,5,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,7,0,0,0,14,..,0,6,8,9,14,29,3,0,72,0,0,0,6,0,0,3,0,0,15,207,112,120,139,108,151,119,25,3,987
POA3857,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,4,5,0,13,0,0,0,0,0,0,0,0,0,5,24,21,17,18,22,32,29,8,0,176,..,0,18,22,25,39,39,11,0,152,..,0,5,3,5,7,8,0,0,38,..,0,0,3,0,0,0,0,0,13,51,..,..,..,..,..,..,..,..,51,..,19,..,..,..,..,..,..,..,19,..,15,6,0,0,5,0,0,0,28,..,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,8,..,0,0,0,4,8,7,5,0,21,0,0,0,0,5,0,0,0,0,8,51,40,30,33,42,59,63,15,4,341
POA3858,..,0,0,3,8,10,4,0,3,23,..,5,7,3,15,21,53,38,20,165,7,3,3,0,0,7,4,0,0,22,214,139,133,144,166,205,202,96,30,1330,..,0,71,151,186,249,251,119,14,1044,..,23,84,53,55,35,17,6,0,281,..,3,17,24,30,22,0,0,0,103,468,..,..,..,..,..,..,..,..,468,..,119,..,..,..,..,..,..,..,119,..,113,40,14,11,0,0,0,0,181,..,14,7,0,4,15,8,10,5,56,..,11,12,0,0,0,0,0,0,23,..,4,5,5,4,16,12,4,5,48,..,8,21,22,28,66,102,59,30,338,3,7,4,4,7,10,9,0,0,54,472,295,271,273,321,411,417,201,60,2718
