POA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA3155,211,469,1504,1544,1198,842,267,27,4,6067,0,7,8,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,18,63,81,83,77,13,0,0,351,0,0,13,13,7,6,0,0,0,36,0,8,62,35,32,20,6,0,0,170,7,18,40,44,49,24,7,0,0,191,85,105,141,125,116,81,19,6,0,683,86,57,61,48,34,19,8,0,0,318,0,3,21,24,26,23,4,0,0,98,0,3,15,30,6,12,3,0,0,68,0,8,62,61,39,20,13,0,0,193,0,14,24,20,19,22,3,0,0,103,0,25,147,112,57,40,20,0,0,408,5,16,47,53,42,28,11,3,0,202,4,10,82,76,53,64,5,0,0,302,3,39,236,209,160,116,30,3,0,795,6,90,385,314,277,243,53,0,0,1370,3,15,13,17,21,3,5,0,0,83,5,31,66,56,37,36,0,0,0,224
POA3156,555,941,2013,2231,2283,1810,507,58,0,10403,0,4,9,10,10,4,3,0,0,32,0,0,3,0,0,0,0,0,0,7,29,30,81,117,181,126,21,0,0,584,0,0,10,18,27,12,0,0,0,69,8,21,70,85,84,59,8,0,0,335,6,14,59,104,116,72,19,0,0,375,215,206,188,189,218,147,41,0,0,1212,253,103,72,48,63,29,8,0,0,570,5,13,32,43,57,53,3,0,0,199,4,7,30,38,38,13,3,0,0,135,3,20,68,98,85,64,8,0,0,339,3,7,45,35,30,18,5,0,0,140,10,40,148,189,152,93,16,0,0,651,9,17,42,56,69,52,11,0,0,264,6,18,81,125,110,82,12,4,0,446,27,79,284,315,288,260,36,0,0,1290,24,175,504,462,555,444,103,5,0,2273,17,21,26,21,29,18,3,0,0,139,13,49,70,73,90,63,17,0,0,385
POA3158,101,151,322,408,445,371,98,7,0,1903,0,0,5,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,6,5,20,21,17,8,0,0,88,0,0,0,5,4,0,0,0,0,8,0,5,8,17,13,19,3,0,0,60,0,0,6,13,18,10,0,0,0,41,27,30,30,21,36,31,3,0,0,182,51,26,7,8,9,0,0,0,0,109,0,0,3,9,8,12,3,0,0,27,0,0,4,3,7,9,0,0,0,25,0,6,8,12,17,10,0,0,0,48,0,0,3,7,9,4,0,0,0,18,0,3,35,27,34,14,4,0,0,125,3,0,10,17,12,10,0,0,0,49,0,6,13,48,30,18,3,0,0,121,4,9,55,80,80,68,24,0,0,325,4,21,74,89,111,91,30,0,0,416,0,0,9,0,0,3,3,0,0,24,0,8,21,16,14,11,0,0,0,71
POA3159,38,41,89,152,173,121,52,0,4,672,0,0,5,6,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,5,3,4,10,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,4,9,7,7,10,0,0,0,41,0,0,3,3,5,5,0,0,0,15,7,12,5,17,12,6,0,0,0,57,23,11,5,4,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,11,0,0,0,6,4,0,0,0,0,11,3,6,0,0,5,0,0,0,0,10,0,3,11,14,17,15,0,0,0,61,0,0,0,3,3,3,3,0,0,15,0,0,7,18,11,10,5,0,0,48,0,4,17,29,37,20,11,0,0,121,0,14,28,36,33,25,3,0,0,137,3,3,0,3,3,4,0,0,0,26,0,0,3,0,8,3,0,0,0,20
POA3160,124,193,387,595,611,463,148,10,0,2525,0,0,7,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,7,13,20,29,19,10,0,0,98,0,0,7,5,4,0,0,0,0,7,0,3,14,16,11,11,0,0,0,59,0,0,8,19,20,18,6,0,0,67,35,48,40,32,36,34,6,0,0,228,52,26,15,9,11,5,4,0,0,125,0,0,5,7,3,7,0,0,0,30,3,4,6,8,11,3,0,0,0,39,0,3,15,14,20,8,0,0,0,56,0,0,5,7,11,3,0,0,0,30,0,10,43,62,30,24,7,0,0,184,0,0,13,15,13,20,4,0,0,65,0,0,25,51,48,21,3,0,0,151,8,16,56,127,112,92,21,0,0,435,3,29,95,109,129,125,34,3,0,526,0,11,4,15,14,11,0,0,0,60,4,14,30,44,23,19,3,0,0,129
POA3161,125,363,1251,974,761,610,451,67,18,4620,0,0,0,5,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,4,6,4,33,30,17,13,6,0,0,110,0,0,3,12,7,4,0,0,0,29,4,3,41,25,11,13,3,0,0,105,0,4,29,23,29,11,12,0,0,104,24,80,110,50,51,43,20,3,0,382,45,80,67,20,14,11,0,3,0,246,0,0,10,11,9,3,0,0,0,37,0,7,24,25,24,7,0,0,0,92,0,10,63,58,34,14,13,0,0,199,0,0,29,17,15,27,15,4,0,111,3,51,188,166,112,71,18,4,0,606,0,15,44,23,31,16,9,4,0,137,0,16,40,37,44,24,9,0,0,178,17,62,161,145,139,99,41,3,0,663,8,93,296,157,151,146,85,8,0,943,0,14,18,16,12,11,3,0,0,82,7,15,37,24,19,14,8,0,0,126
POA3162,161,403,893,1011,1010,767,395,85,7,4722,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,26,30,30,19,10,0,0,134,0,0,7,3,10,0,0,0,0,21,0,7,15,20,28,12,3,0,0,86,3,5,25,23,28,12,12,3,0,112,49,65,88,74,72,49,35,7,0,441,55,39,48,27,19,10,3,0,0,209,0,5,11,13,15,10,6,0,0,53,0,4,13,22,16,4,3,0,0,68,0,9,47,71,60,31,6,0,0,226,0,6,17,25,17,14,9,0,0,90,3,46,146,152,128,82,37,3,0,592,0,6,37,40,35,12,15,0,0,151,0,9,45,66,48,34,6,0,0,204,24,51,117,143,178,157,55,9,0,742,7,71,218,216,252,161,63,8,0,995,3,9,20,17,18,10,9,0,0,85,4,14,37,40,40,22,3,0,0,157
POA3163,235,837,2827,2385,1610,1138,353,40,11,9436,0,0,0,4,0,0,4,0,0,16,0,0,0,11,0,0,0,0,0,11,16,16,97,81,58,44,4,0,0,312,0,0,19,28,15,8,0,0,0,74,0,9,66,49,30,25,9,0,0,195,3,7,55,41,35,19,4,0,0,167,76,207,259,132,111,97,23,0,0,915,122,112,146,73,43,37,7,0,0,539,0,15,42,38,32,28,3,0,0,157,3,7,53,48,24,11,6,0,0,147,0,14,174,188,127,51,6,0,0,557,0,6,48,31,43,17,6,0,0,162,4,78,407,344,204,93,30,4,0,1160,0,33,119,63,42,31,3,4,0,288,0,26,151,157,125,89,19,0,0,565,13,106,392,310,281,226,64,6,0,1397,9,173,641,353,350,279,81,12,0,1900,16,15,48,34,20,11,0,0,0,152,6,31,71,55,39,34,9,0,0,240
POA3165,350,600,1310,1970,1985,1198,338,44,4,7804,0,5,0,3,8,0,0,0,0,15,0,0,0,4,0,0,0,0,0,3,25,19,43,91,98,42,12,0,0,326,0,0,8,20,18,7,0,0,0,57,0,15,51,63,58,22,10,0,0,223,4,5,34,59,55,24,8,0,0,196,124,135,108,172,170,106,27,0,0,839,158,59,46,60,45,36,4,0,0,408,0,7,23,40,41,20,4,0,0,138,5,5,13,43,22,18,3,0,0,111,0,17,79,179,137,41,9,0,0,467,0,9,32,44,33,22,7,0,0,144,3,31,167,245,204,96,24,3,0,772,3,12,35,54,54,29,7,5,0,206,3,16,54,103,114,73,20,5,0,374,27,60,153,265,359,218,40,0,0,1132,17,119,291,370,427,303,70,5,0,1603,21,17,25,22,27,15,3,0,0,139,5,20,43,78,62,44,8,0,0,260
POA3166,220,703,1866,1556,1354,892,220,21,3,6837,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,15,20,48,51,62,32,11,0,0,240,0,0,16,13,5,5,0,0,0,36,0,12,47,34,42,30,4,0,0,168,0,10,52,43,45,14,5,0,0,174,98,159,137,106,83,61,13,0,0,665,111,105,90,45,49,29,0,0,0,423,0,9,29,29,24,22,0,0,0,114,3,3,21,21,32,14,3,0,0,104,0,11,112,124,88,29,0,0,0,371,0,11,42,28,12,13,3,0,0,104,3,61,216,166,149,58,22,0,0,675,0,14,50,48,45,30,7,4,0,194,7,25,71,69,81,53,8,0,0,309,20,79,207,210,236,173,26,4,0,964,19,149,386,279,283,215,57,3,0,1386,16,24,25,16,19,11,0,0,0,103,6,15,54,41,51,40,6,0,0,207
POA3167,96,230,641,629,496,381,102,9,0,2599,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,31,28,30,28,8,0,0,130,0,0,0,9,0,0,0,0,0,22,0,0,14,7,13,12,0,0,0,51,0,4,20,20,16,8,5,0,0,74,24,41,59,36,53,45,8,0,0,270,31,36,24,22,6,16,3,0,0,143,0,3,11,9,10,13,4,0,0,52,0,0,5,16,11,4,0,0,0,35,0,0,37,42,23,14,5,0,0,121,0,0,11,7,6,6,0,0,0,34,6,16,77,82,49,18,13,0,0,248,0,13,29,9,15,16,4,0,0,83,0,5,17,32,29,27,5,0,0,116,8,19,65,81,69,59,12,0,0,303,3,39,125,102,115,93,23,0,0,495,0,3,10,4,4,0,0,0,0,25,4,9,16,23,27,15,4,0,0,93
POA3168,207,1256,2639,1077,540,331,92,13,3,6158,5,4,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,6,38,69,40,30,25,4,0,0,198,0,11,12,3,0,0,0,0,0,33,0,7,38,10,10,3,0,0,0,77,3,18,52,28,22,11,5,0,0,131,68,152,162,69,29,23,9,0,0,511,88,236,134,47,22,16,5,0,0,541,0,19,39,9,12,5,0,0,0,85,6,15,18,6,9,4,0,0,0,47,0,16,54,35,20,17,0,0,0,144,0,5,18,10,0,4,0,4,0,41,10,71,210,72,26,26,0,0,0,416,5,46,116,39,24,20,3,3,0,245,3,19,26,27,22,14,0,0,0,112,47,131,251,107,83,57,16,0,0,690,22,207,483,176,125,84,21,6,0,1119,14,31,6,4,3,0,0,0,0,54,7,15,33,23,15,6,0,0,0,105
POA3169,137,577,1747,1163,872,637,213,19,0,5359,0,0,4,3,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,11,69,61,75,67,10,0,0,302,0,0,8,5,3,4,0,0,0,17,0,11,47,22,18,7,7,0,0,112,0,3,32,32,29,21,6,0,0,123,46,90,99,83,69,56,7,0,0,447,83,49,77,33,38,29,9,0,0,310,0,9,33,21,25,14,4,0,0,104,8,4,29,12,7,4,0,0,0,62,0,9,67,74,28,23,3,0,0,211,0,7,21,9,8,4,4,0,0,49,0,27,130,94,48,17,10,0,0,333,6,20,64,33,36,19,8,0,0,186,0,9,45,36,48,49,4,0,0,186,13,36,126,131,86,52,15,0,0,463,4,121,305,234,220,158,36,3,0,1074,4,9,13,10,0,0,0,0,0,36,10,13,41,39,42,14,3,0,0,156
POA3170,161,406,1177,1220,1058,725,242,34,4,5034,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,17,63,72,61,64,18,0,0,289,0,0,3,16,7,5,0,0,0,33,0,10,30,34,22,19,7,0,0,130,0,5,37,42,33,18,10,0,0,143,67,95,102,105,103,44,13,0,0,535,76,41,59,34,38,25,0,0,0,282,0,3,17,31,22,16,4,0,0,82,5,4,4,23,12,7,0,0,0,60,0,12,63,68,55,24,6,0,0,229,0,0,14,16,11,9,7,0,0,52,0,25,103,107,75,31,10,4,0,362,3,7,28,29,30,23,7,0,0,129,0,12,30,49,43,36,8,5,0,177,10,38,111,155,157,83,19,0,0,581,4,61,235,250,182,128,53,3,0,917,6,7,9,10,16,3,0,0,0,49,0,12,28,41,50,35,8,0,0,171
POA3171,132,605,1812,1147,804,635,170,14,0,5322,0,11,39,23,19,7,5,0,0,105,0,0,0,0,3,0,0,0,0,3,6,34,140,86,131,112,15,0,0,524,0,0,7,3,4,0,0,0,0,16,0,5,31,20,8,13,0,0,0,74,0,9,39,25,33,3,0,0,0,113,37,100,125,84,67,45,7,0,0,459,57,80,123,60,53,36,8,0,0,413,0,9,28,25,17,13,3,0,0,95,0,0,21,3,5,0,0,0,0,42,0,17,55,50,25,3,0,0,0,150,0,9,11,11,5,0,0,0,0,33,0,28,95,43,22,10,5,0,0,205,0,18,59,30,31,17,9,0,0,161,0,11,26,13,9,12,0,0,0,81,6,37,76,54,44,32,9,0,0,250,0,82,316,154,120,65,16,0,0,755,0,5,12,4,4,0,0,0,0,28,5,34,67,65,54,19,0,0,0,239
POA3172,234,533,1165,1208,1221,989,306,39,9,5694,4,4,26,28,27,18,3,0,0,109,0,0,0,0,0,0,0,0,0,5,17,23,84,123,158,123,16,6,0,546,0,0,5,9,0,6,0,0,0,33,0,11,21,24,27,22,5,0,0,113,0,14,23,44,44,27,6,0,0,164,88,131,115,119,108,69,28,3,0,648,120,56,41,49,60,42,6,0,0,376,4,13,32,27,27,24,3,0,0,126,0,3,5,13,5,9,0,0,0,37,0,13,33,51,50,29,5,0,0,185,0,4,17,14,16,9,4,0,0,63,3,34,70,73,48,43,14,3,0,294,0,16,29,53,45,29,6,0,0,172,0,15,28,33,47,37,7,0,0,173,17,33,74,123,137,96,14,0,0,494,17,104,205,210,213,151,50,3,0,970,15,10,16,9,13,5,0,0,0,61,14,21,47,72,68,31,12,0,0,256
POA3173,272,719,1777,1937,1543,1120,294,26,0,7699,0,7,21,29,34,16,4,0,0,115,0,0,3,0,0,0,0,0,0,7,8,38,121,204,233,147,15,0,0,772,0,3,5,20,13,3,0,0,0,46,0,10,56,54,42,20,3,0,0,180,0,8,47,76,58,32,8,0,0,225,84,151,144,163,126,64,16,0,0,749,117,70,89,74,78,38,3,0,0,472,0,8,34,40,43,19,0,0,0,161,0,4,21,18,4,3,0,0,0,49,0,13,125,124,43,27,3,0,0,339,0,10,31,24,18,8,0,0,0,86,3,35,141,139,65,27,3,3,0,421,5,18,39,70,50,36,10,0,0,228,0,14,50,80,48,39,4,0,0,238,21,57,119,140,140,67,23,0,0,561,22,111,355,333,255,158,38,0,0,1269,9,10,12,15,11,5,0,0,0,67,4,13,58,86,78,42,7,0,0,284
POA3174,233,980,2987,2222,1591,1204,334,28,0,9591,3,15,49,45,42,26,3,0,0,176,0,0,0,0,0,0,0,0,0,0,12,76,214,180,178,143,21,0,0,825,0,4,11,12,10,0,0,0,0,38,0,19,47,42,21,13,0,0,0,136,0,8,51,40,42,25,4,0,0,182,82,161,217,128,98,78,11,0,0,778,121,111,147,81,76,37,5,0,0,579,4,15,36,46,33,25,8,0,0,169,0,10,17,11,7,8,0,0,0,57,6,33,100,59,57,24,6,0,0,272,0,6,22,21,11,12,3,0,0,65,0,42,148,93,52,37,13,0,0,382,4,37,120,88,76,55,13,0,0,395,0,16,68,52,48,40,16,4,0,250,15,63,197,171,108,67,20,0,0,636,8,193,591,430,279,233,57,4,0,1792,10,16,12,11,10,6,6,0,0,62,11,37,113,108,86,31,14,0,0,395
POA3175,335,1221,3792,3016,2117,1482,419,46,4,12415,0,3,17,22,17,11,8,0,0,81,0,0,0,0,0,0,0,0,0,0,11,62,182,200,148,148,19,3,0,772,0,0,20,9,4,5,0,0,0,32,3,10,67,50,32,18,3,0,0,187,0,18,64,53,39,28,4,0,0,202,110,208,221,167,124,83,27,0,0,937,171,124,127,77,66,46,14,0,0,617,0,9,63,42,42,32,9,0,0,197,7,9,15,17,15,4,0,0,0,67,0,21,88,78,50,21,8,0,0,262,0,7,26,21,10,13,0,5,0,81,0,44,157,107,49,34,14,0,0,399,11,46,146,92,86,60,16,0,0,444,0,36,81,74,60,50,9,4,0,305,14,77,202,194,164,107,29,3,0,795,16,193,661,560,405,333,83,4,0,2254,5,13,22,12,11,9,0,0,0,71,4,21,78,87,60,50,4,0,0,304
POA3177,63,253,896,708,453,292,60,11,0,2742,0,3,3,5,6,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,16,38,39,24,18,3,0,0,154,0,0,0,0,3,0,0,0,0,3,0,7,19,7,0,3,3,0,0,43,0,0,13,10,9,5,0,0,0,40,25,38,69,39,25,14,0,0,0,197,23,20,36,24,9,9,3,0,0,118,0,0,10,18,12,12,0,0,0,49,0,0,3,0,0,0,0,0,0,9,0,0,27,8,9,3,0,0,0,41,0,0,7,0,0,0,0,0,0,10,0,4,25,17,12,3,8,0,0,68,6,18,22,20,22,15,4,0,0,107,0,6,20,21,11,12,4,4,0,79,0,12,45,48,23,11,4,0,0,141,0,36,127,78,81,50,8,0,0,378,0,4,5,0,0,3,0,0,0,14,0,3,15,14,6,4,0,0,0,54
POA3178,520,954,1601,1827,2060,1954,464,37,0,9425,0,3,3,3,3,4,0,0,0,20,0,0,0,3,0,0,0,0,0,8,30,29,64,126,151,168,18,0,0,594,0,3,7,11,20,14,0,0,0,58,4,13,67,59,73,61,5,0,0,287,5,14,56,87,110,83,12,0,0,371,170,231,158,153,227,192,35,0,0,1163,202,85,50,47,67,47,7,0,0,501,4,6,17,29,56,52,8,0,0,187,0,5,22,32,25,18,6,0,0,107,3,24,69,81,104,57,11,0,0,344,3,19,37,27,42,15,5,0,0,141,4,61,141,157,131,84,6,0,0,581,9,19,51,45,72,44,5,0,0,244,4,19,65,84,99,90,11,0,0,363,30,78,213,256,275,248,27,5,0,1134,19,160,352,347,501,378,76,5,0,1842,26,21,17,20,21,11,0,0,0,116,8,29,56,57,108,56,14,0,0,340
POA3179,80,160,302,368,366,296,71,0,0,1652,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,10,15,16,20,12,0,0,83,0,0,6,4,0,0,0,0,0,16,0,6,13,12,13,9,0,0,0,46,0,0,5,21,12,11,0,0,0,51,25,25,24,32,24,32,3,0,0,168,40,6,12,12,6,8,0,0,0,90,0,0,8,3,14,8,3,0,0,35,0,0,0,5,4,0,0,0,0,11,5,9,7,17,11,3,0,0,0,54,0,0,3,3,8,0,0,0,0,8,0,4,26,33,18,5,5,0,0,101,0,5,9,14,16,8,4,0,0,54,0,0,12,15,18,12,0,0,0,60,6,13,24,47,55,31,4,0,0,187,9,28,71,86,102,60,10,0,0,364,7,4,0,5,10,0,0,0,0,16,0,7,5,9,13,10,5,0,0,53
POA3180,65,164,402,484,394,327,91,12,0,1942,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,6,16,24,30,24,11,0,0,115,0,0,0,3,0,0,0,0,0,8,0,7,10,19,13,14,6,0,0,66,0,3,9,18,11,5,6,0,0,65,31,41,38,35,25,20,11,0,0,209,50,18,15,16,19,11,0,0,0,127,0,0,3,3,3,4,0,0,0,20,0,5,3,12,8,0,0,0,0,27,5,13,14,11,15,6,0,0,0,58,3,0,12,9,7,6,0,0,0,30,0,6,34,47,23,19,9,0,0,132,0,4,8,11,13,9,3,0,0,43,5,0,12,16,30,10,4,0,0,73,5,15,57,57,63,47,8,0,0,250,3,32,109,108,120,65,24,0,0,460,6,0,4,3,8,8,0,0,0,25,5,6,17,15,13,8,4,0,0,68
POA3181,68,534,2735,1547,847,530,181,35,4,6492,0,0,6,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,13,3,12,67,31,27,12,4,0,0,164,0,8,27,23,9,0,0,0,0,63,0,13,74,31,19,19,3,0,0,155,0,17,50,33,18,9,4,0,0,135,17,110,274,99,50,30,14,0,0,600,47,144,141,61,22,6,3,0,0,424,0,8,41,18,12,4,0,0,0,89,0,22,69,48,19,14,5,0,0,173,0,21,170,107,52,27,11,0,0,394,0,16,83,26,27,5,5,0,0,154,3,77,514,258,124,54,23,0,0,1057,0,10,128,45,29,23,7,0,0,249,0,15,135,92,62,22,10,0,0,345,5,51,227,141,89,76,18,0,0,602,4,106,510,213,127,125,53,6,0,1153,3,33,73,37,15,15,9,0,0,179,0,27,83,31,29,14,0,0,0,195
POA3182,81,444,2596,1777,1112,813,247,46,0,7120,0,0,3,3,0,0,0,0,0,13,0,0,4,6,4,0,0,0,0,16,0,11,66,50,30,18,5,0,0,183,0,0,24,11,11,7,4,0,0,57,0,13,82,39,24,17,6,0,0,176,0,4,44,44,26,7,3,0,0,128,28,81,232,86,75,52,9,0,0,557,51,116,260,96,34,20,4,0,0,583,0,6,40,23,30,16,5,0,0,120,5,12,56,52,38,23,5,0,0,186,0,17,146,102,65,28,12,0,0,374,0,6,55,33,21,19,5,3,0,141,0,44,391,288,180,98,40,6,0,1047,4,24,141,72,44,27,0,0,0,318,0,23,144,117,96,64,15,0,0,459,14,38,226,180,151,137,38,5,0,779,6,73,500,265,175,171,48,4,0,1241,6,23,71,51,36,25,12,0,0,221,4,31,144,61,34,32,4,0,0,309
POA3183,84,424,1891,1270,826,537,217,41,4,5299,0,0,4,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,3,13,52,38,30,21,9,0,0,155,0,5,12,15,10,0,0,0,0,41,0,7,46,21,9,7,0,0,0,103,0,3,27,34,17,7,0,0,0,88,27,78,179,87,62,22,10,0,0,462,42,78,134,47,24,12,8,0,0,336,0,5,24,31,21,9,4,0,0,88,3,9,52,39,23,16,3,0,0,150,0,10,89,84,52,17,3,0,0,254,0,3,41,23,20,6,8,0,0,100,0,43,257,192,116,66,20,0,0,693,0,18,86,49,30,19,7,0,0,205,0,19,98,114,61,44,7,0,0,343,18,67,242,206,149,102,33,0,0,830,10,83,408,217,152,113,39,4,0,1032,4,10,44,33,38,16,5,0,0,145,0,16,84,38,29,23,0,0,0,196
POA3184,108,236,1239,1108,929,597,188,27,4,4430,0,0,0,3,3,0,0,0,0,7,0,0,0,4,3,3,0,0,0,11,0,6,33,42,37,13,0,0,0,142,0,0,10,13,9,0,0,0,0,37,0,3,49,28,27,14,3,0,0,124,0,3,21,38,29,15,0,0,0,106,15,57,146,72,72,50,5,0,0,419,53,56,84,41,23,8,4,0,0,263,0,0,24,24,17,11,0,0,0,79,4,3,47,36,32,12,0,0,0,143,0,10,68,88,70,18,0,0,0,264,0,6,48,32,29,10,4,0,0,123,0,42,227,184,161,71,21,0,0,703,0,8,56,41,31,16,4,0,0,154,0,7,77,83,65,41,21,3,0,294,4,30,203,168,139,100,25,0,0,663,3,54,315,212,167,166,36,0,0,955,3,12,39,40,29,27,4,0,0,158,6,16,54,36,38,27,5,0,0,182
