POA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA3000,270,2473,6395,2423,905,529,164,28,3,13185,0,9,13,3,0,0,0,0,0,22,0,0,4,3,0,0,0,0,0,6,9,59,180,39,11,9,4,0,0,312,0,3,30,17,8,0,0,0,0,62,3,27,86,36,19,3,0,0,0,169,3,33,73,31,19,8,5,0,0,172,91,482,521,110,48,24,3,0,0,1274,202,940,1191,262,67,36,8,0,0,2706,5,41,124,39,20,5,5,0,0,240,6,41,115,33,11,4,5,0,0,212,0,125,354,143,56,28,5,0,0,700,0,29,132,44,19,14,5,0,0,240,9,320,1049,278,77,48,19,5,0,1804,9,117,343,89,31,16,8,0,0,599,4,49,183,80,70,31,8,0,0,428,26,263,476,182,78,48,15,0,0,1080,21,319,698,222,96,77,13,0,0,1448,11,67,102,45,13,12,5,0,0,245,8,82,229,78,30,14,0,0,0,444
POA3002,11,93,499,336,200,228,134,45,0,1555,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,9,11,8,4,8,0,0,37,0,0,6,7,4,0,0,0,0,4,0,3,11,0,9,10,3,0,0,32,0,5,3,3,6,5,0,0,0,17,8,23,42,22,12,11,5,0,0,120,14,17,32,10,4,10,3,0,0,84,0,3,3,0,4,4,0,0,0,15,0,4,15,7,10,8,0,0,0,42,0,4,22,22,24,14,6,3,0,97,0,0,3,8,4,0,0,0,0,15,0,20,115,58,40,27,13,0,0,279,0,0,6,3,5,7,0,0,0,23,7,7,48,29,22,17,10,0,0,129,0,10,50,42,29,35,10,4,0,188,0,16,101,57,27,52,32,5,0,290,0,7,18,7,3,8,4,0,0,43,0,4,9,7,9,14,3,0,0,46
POA3003,28,334,1303,577,285,155,40,10,0,2725,0,0,5,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,8,31,13,11,0,0,0,0,66,0,0,11,12,0,0,0,0,0,23,0,0,26,11,5,0,0,0,0,44,0,3,29,10,14,3,3,0,0,62,14,68,89,22,18,11,0,0,0,216,8,82,150,30,13,6,5,0,0,294,0,4,29,9,7,4,0,0,0,49,0,9,22,9,11,3,0,0,0,57,0,15,81,48,18,14,3,0,0,174,0,10,17,7,3,0,0,0,0,36,0,38,242,79,37,13,4,0,0,411,0,22,81,21,6,0,0,0,0,129,0,6,56,34,26,14,4,0,0,142,0,21,113,53,30,14,6,0,0,244,3,45,156,79,35,34,5,0,0,353,0,15,21,19,3,3,0,0,0,56,0,10,51,19,4,0,0,0,0,85
POA3004,30,245,1275,961,466,351,196,63,6,3597,0,0,3,3,0,0,0,0,0,6,0,0,4,4,5,0,0,0,0,8,0,3,50,22,8,7,3,0,0,101,0,0,5,10,4,0,0,0,0,21,0,0,44,14,6,6,6,0,0,75,0,5,40,17,9,7,3,0,0,86,8,29,94,51,38,22,16,0,0,255,16,46,92,45,16,8,0,0,0,220,0,6,30,10,7,5,0,0,0,53,0,5,35,19,7,9,3,0,0,72,0,9,90,72,36,21,11,0,0,237,0,0,28,24,13,12,9,3,0,85,0,36,270,139,56,37,23,3,0,562,0,15,65,32,21,8,0,0,0,140,0,0,51,46,28,19,8,0,0,161,6,19,113,68,48,47,17,5,0,331,5,43,263,118,64,73,32,5,0,603,0,4,35,20,18,5,3,0,0,85,0,9,39,21,11,9,10,0,0,93
POA3006,62,888,3984,1938,746,443,152,20,0,8241,0,0,8,3,0,0,0,0,0,16,0,0,4,4,6,0,0,0,0,10,0,22,93,38,26,15,3,0,0,199,0,4,25,27,9,4,0,0,0,71,0,19,95,27,16,15,4,0,0,182,0,16,55,27,20,10,0,0,0,131,14,182,284,81,34,28,5,0,0,619,51,220,397,102,23,12,0,0,0,810,4,11,59,41,13,12,3,0,0,132,0,29,83,43,17,8,0,0,0,172,0,54,308,172,50,27,5,0,0,610,0,9,71,28,14,6,0,0,0,131,0,124,731,248,71,38,18,0,0,1229,0,54,303,74,19,17,3,0,0,472,0,12,154,94,58,29,3,0,0,356,10,66,250,122,45,59,23,0,0,570,4,108,441,155,85,52,24,0,0,876,3,50,112,53,25,4,3,0,0,253,0,24,99,46,20,7,0,0,0,205
POA3008,29,391,2375,1295,583,412,129,22,0,5228,0,0,0,9,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,10,0,11,53,32,20,12,0,0,0,126,0,5,8,25,7,0,0,0,0,49,0,7,50,25,6,10,0,0,0,105,0,6,32,10,15,11,0,0,0,84,17,66,155,59,28,25,7,0,0,355,17,83,208,59,18,11,4,0,0,405,0,8,38,19,12,7,0,0,0,84,0,11,42,12,17,5,0,0,0,84,0,24,208,140,47,24,6,0,0,445,0,7,52,33,17,3,7,0,0,117,0,50,468,162,62,28,8,0,0,778,0,24,113,26,21,16,5,0,0,206,0,13,70,58,42,24,0,0,0,213,0,33,121,75,34,32,12,0,0,319,0,39,222,88,51,45,17,0,0,462,4,5,34,18,7,7,0,0,0,78,0,14,60,23,13,17,4,0,0,126
POA3011,104,578,2499,1806,957,606,117,10,0,6679,0,3,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,11,65,64,41,18,0,0,0,208,0,3,18,19,13,4,0,0,0,58,0,13,37,26,14,5,0,0,0,97,0,6,36,23,17,9,5,0,0,87,38,106,202,84,59,34,8,0,0,527,53,143,186,68,35,13,5,0,0,495,0,13,54,26,23,23,0,0,0,138,0,10,60,49,26,8,5,0,0,147,0,7,139,106,57,16,0,0,0,323,0,4,32,13,14,6,0,0,0,69,0,35,329,235,80,36,6,0,0,728,4,24,115,58,32,11,7,0,0,244,3,16,187,186,99,68,4,0,0,557,4,43,277,237,138,104,16,0,0,813,9,100,475,261,175,95,28,0,0,1137,5,21,67,34,24,19,0,0,0,164,0,14,84,58,33,22,6,0,0,212
POA3012,164,546,2504,2077,1325,731,151,13,0,7500,0,0,3,7,5,0,0,0,0,15,0,0,0,0,4,0,0,0,0,4,3,11,71,65,69,46,10,0,0,275,0,0,18,28,14,0,0,0,0,57,0,8,52,56,30,9,0,0,0,155,0,9,40,42,24,9,3,0,0,134,61,110,229,123,67,47,8,0,0,648,91,80,134,73,53,22,8,0,0,461,0,4,71,54,49,23,3,0,0,200,0,4,44,55,27,7,0,0,0,138,4,22,140,141,62,27,0,0,0,389,0,6,36,32,15,14,3,0,0,111,3,28,259,220,109,36,6,4,0,668,0,16,83,72,44,24,9,0,0,257,0,19,166,206,143,73,8,0,0,612,8,48,267,271,202,111,4,0,0,915,13,89,476,356,255,150,34,5,0,1385,5,24,42,49,33,11,5,0,0,169,8,15,94,61,53,22,5,0,0,257
POA3013,141,270,1086,1265,978,546,127,15,0,4433,0,0,4,7,0,0,0,0,0,14,0,0,4,4,0,4,0,0,0,9,7,5,36,47,38,14,6,0,0,153,0,0,8,14,9,0,0,0,0,36,0,9,30,36,19,12,0,0,0,111,0,3,16,27,17,19,0,0,0,84,49,60,110,74,79,36,5,0,0,419,87,49,63,30,20,14,5,0,0,261,3,0,19,32,33,17,0,0,0,109,5,16,23,53,32,12,3,0,0,147,0,8,68,80,69,25,3,0,0,252,0,3,26,25,23,5,6,0,0,88,0,15,165,176,130,45,0,0,0,532,0,3,33,39,42,16,0,0,0,136,0,7,81,117,112,64,10,0,0,399,10,24,158,141,145,97,18,0,0,598,0,39,221,215,178,140,16,0,0,813,5,13,41,42,30,13,0,0,0,144,3,17,48,29,26,22,10,0,0,147
POA3015,185,291,1040,1497,1189,753,147,11,0,5110,0,0,6,6,6,0,0,0,0,12,0,0,0,5,0,0,0,0,0,12,10,9,27,46,46,11,8,0,0,153,0,0,15,29,23,6,0,0,0,67,4,9,29,47,38,18,4,0,0,145,0,9,21,32,26,21,0,0,0,110,58,69,91,98,67,37,8,0,0,428,79,40,32,35,29,20,3,0,0,229,0,6,26,49,39,14,0,0,0,142,3,3,17,32,16,26,0,0,0,102,0,16,72,137,80,29,5,0,0,336,0,3,15,19,19,15,0,4,0,77,0,13,147,210,143,47,8,0,0,571,0,7,27,42,34,24,3,0,0,136,0,13,76,144,129,72,13,0,0,455,13,27,146,202,203,132,28,0,0,745,9,52,229,253,201,167,20,0,0,925,8,13,33,28,27,15,3,5,0,128,0,7,30,55,49,21,0,0,0,168
POA3016,248,358,497,787,1073,913,264,29,0,4168,0,0,4,3,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,8,8,16,31,43,33,3,0,0,139,0,0,8,10,7,3,0,0,0,31,0,11,19,44,32,15,10,0,0,125,0,3,12,19,40,12,4,0,0,90,49,59,36,43,64,53,12,0,0,301,98,55,24,24,27,25,4,0,0,259,0,3,14,24,24,23,3,0,0,93,3,8,11,21,27,17,4,0,0,91,0,6,36,79,70,29,5,0,0,226,5,3,11,25,30,18,8,3,0,95,0,22,77,121,147,82,24,0,0,478,0,5,20,16,35,21,6,0,0,111,0,10,32,69,107,95,18,0,0,335,17,34,83,114,198,183,35,4,0,664,11,27,97,133,218,174,39,3,0,700,11,15,18,17,22,14,6,0,0,111,3,13,15,26,36,26,12,0,0,125
POA3018,117,194,581,933,832,535,138,22,0,3359,0,0,0,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,3,19,39,47,25,4,0,0,146,0,0,5,12,16,0,0,0,0,31,3,7,19,26,29,25,7,0,0,117,0,7,13,28,27,17,0,0,0,94,47,49,56,59,49,36,3,3,0,300,66,32,19,11,21,13,5,0,0,163,0,3,20,30,36,19,3,0,0,114,5,0,14,20,22,8,0,0,0,63,0,6,27,67,52,21,0,0,0,173,3,4,21,16,22,5,5,0,0,80,0,14,92,88,74,43,14,0,0,314,0,3,22,24,26,7,6,0,0,86,0,6,63,100,62,43,7,0,0,282,7,19,116,137,135,86,14,0,0,517,7,35,131,145,133,118,24,0,0,602,5,4,11,15,11,3,0,0,0,55,0,12,25,32,20,19,6,0,0,108
POA3019,56,242,890,532,360,235,69,6,0,2391,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,45,26,36,31,3,0,0,150,0,0,3,3,5,0,0,0,0,5,0,0,11,14,3,3,3,0,0,33,0,0,15,4,10,4,0,0,0,29,18,42,76,42,33,23,3,0,0,231,33,30,56,22,23,20,0,0,0,180,0,0,28,24,13,3,0,0,0,63,4,5,5,0,4,0,0,0,0,13,0,11,62,48,18,0,0,0,0,145,0,0,11,9,0,0,0,0,0,18,0,7,58,31,12,0,0,0,0,114,3,3,36,14,15,14,4,0,0,84,0,8,37,26,15,10,4,0,0,95,10,9,54,45,24,11,0,0,0,145,5,36,150,64,69,33,11,0,0,360,4,7,15,5,9,4,0,0,0,34,0,9,36,24,16,4,4,0,0,100
POA3020,273,1052,3231,2468,1803,1397,325,28,5,10575,0,5,13,7,15,11,0,4,0,52,0,0,0,0,3,0,0,0,0,12,15,27,130,118,184,115,13,0,0,593,0,0,13,19,13,5,0,0,0,48,0,11,50,43,35,18,0,0,0,165,0,16,43,52,48,29,3,0,0,186,90,197,254,160,157,83,12,0,0,946,145,123,141,101,95,54,9,0,0,663,5,33,85,78,95,31,5,0,0,331,9,16,35,24,21,4,0,0,0,104,4,50,162,122,58,30,0,0,0,422,4,11,28,18,10,8,0,0,0,74,3,41,192,126,67,26,7,0,0,465,7,41,127,100,71,51,21,0,0,411,0,30,106,119,95,51,12,5,0,419,18,63,224,211,161,120,22,4,0,824,25,183,547,369,285,203,48,0,0,1649,16,21,31,31,25,10,0,0,0,135,3,35,106,88,65,38,12,0,0,349
POA3021,291,1245,3388,2401,1957,1550,384,26,0,11252,0,7,12,31,27,22,0,0,0,105,0,0,0,0,0,0,0,0,0,0,9,45,130,187,263,163,10,0,0,812,0,0,15,15,11,4,5,0,0,47,0,23,67,35,25,6,7,3,0,166,0,15,53,39,56,20,4,0,0,186,85,247,253,190,143,109,25,0,0,1056,178,166,199,115,89,60,11,0,0,815,8,42,99,84,83,35,7,0,0,362,0,3,23,11,7,0,0,0,0,53,0,43,143,77,45,22,3,0,0,325,0,11,39,18,7,8,0,0,0,96,0,42,145,89,61,31,5,5,0,373,4,65,153,103,97,73,11,0,0,508,0,36,90,79,60,57,17,7,0,335,15,71,211,155,124,105,28,5,0,704,12,201,600,355,300,242,64,4,0,1786,5,12,34,27,11,5,0,0,0,98,14,50,185,143,99,38,15,0,0,551
POA3022,13,48,227,211,160,80,16,6,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,4,0,0,0,31,0,0,0,0,5,0,0,0,0,0,0,4,0,4,3,0,0,0,0,12,0,0,4,3,6,0,0,0,0,13,7,7,10,6,8,5,0,0,0,45,8,3,13,7,7,7,0,0,0,38,0,3,9,8,3,0,0,0,0,29,0,0,3,0,0,0,0,0,0,7,0,6,13,10,3,0,0,0,0,30,0,0,3,3,0,6,0,0,0,14,0,0,15,7,6,6,0,0,0,37,0,4,4,9,4,4,0,0,0,21,0,4,8,16,8,0,0,0,0,39,0,0,27,19,21,8,3,0,0,71,0,6,47,50,21,17,4,0,0,146,0,4,6,0,0,0,0,0,0,10,0,3,4,6,4,0,0,0,0,18
POA3023,715,1403,3298,4150,3640,2073,429,29,0,15736,0,0,15,16,27,13,0,0,0,72,0,0,0,3,5,0,0,0,0,4,25,40,126,198,266,123,27,0,0,800,0,0,20,37,28,11,0,0,0,105,6,17,89,117,70,35,5,0,0,352,4,14,35,78,105,46,3,0,0,288,295,313,276,333,316,158,26,0,0,1719,316,157,139,133,120,78,11,0,0,950,17,62,119,191,179,87,14,0,0,667,3,14,33,55,20,12,0,0,0,143,3,82,214,270,138,40,6,0,0,747,4,10,40,49,34,10,4,0,0,153,7,68,183,255,142,55,13,0,0,724,10,41,111,151,142,76,16,0,0,543,0,41,161,224,207,83,21,0,0,742,35,96,338,452,435,162,27,3,0,1545,35,231,653,804,739,412,78,3,0,2952,19,35,38,66,37,13,4,0,0,223,10,31,144,141,120,54,14,0,0,516
POA3024,325,745,2247,3039,1355,729,154,7,0,8608,0,3,25,12,17,0,0,0,0,60,0,0,0,4,0,0,0,0,0,3,12,19,70,77,55,32,4,0,0,271,0,0,34,41,9,4,0,0,0,92,3,5,47,52,28,18,0,0,0,155,3,11,34,32,23,10,0,0,0,115,123,109,208,180,130,71,9,0,0,832,149,89,93,81,40,15,4,0,0,462,7,32,77,95,41,28,0,0,0,280,0,7,41,39,9,0,4,0,0,96,0,24,176,193,50,21,0,0,0,468,4,20,39,19,10,4,0,0,0,95,3,24,253,213,44,20,4,0,0,562,6,21,105,72,52,37,10,0,0,304,0,20,96,132,86,54,14,0,0,408,12,56,246,273,156,66,13,0,0,827,16,112,476,495,297,145,32,0,0,1574,20,10,31,33,13,10,0,0,0,120,11,13,55,47,33,16,7,0,0,173
POA3025,87,183,802,849,558,330,88,6,0,2917,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,19,27,27,18,5,3,0,111,0,0,9,13,6,0,0,0,0,27,0,7,34,37,21,10,0,0,0,101,0,3,9,11,16,6,0,0,0,43,29,46,81,55,47,23,10,0,0,284,20,21,31,32,16,13,0,0,0,132,0,3,26,20,26,19,0,0,0,100,0,6,13,12,8,3,0,0,0,44,0,7,33,42,30,12,3,0,0,124,0,0,10,18,7,9,0,0,0,46,0,16,78,77,26,14,0,0,0,214,0,3,28,29,21,12,0,0,0,89,0,6,42,55,60,30,4,0,0,199,5,7,116,106,59,33,3,0,0,327,6,32,133,132,100,49,18,0,0,463,5,4,18,15,9,0,6,0,0,49,3,7,21,36,19,8,0,0,0,98
POA3026,84,147,467,732,460,243,34,0,0,2167,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,51,39,24,3,0,0,140,0,0,7,10,4,0,0,0,0,20,0,6,13,16,6,4,0,0,0,43,0,0,9,17,14,9,0,0,0,49,21,32,50,65,33,12,4,0,0,209,42,7,26,21,13,3,3,0,0,111,3,0,22,52,25,11,0,0,0,122,5,0,0,10,4,0,0,0,0,14,0,8,32,65,19,0,0,0,0,123,0,3,5,10,3,4,0,0,0,31,0,3,26,46,18,3,6,0,0,98,5,6,13,28,21,14,0,0,0,81,0,0,15,35,26,7,4,0,0,84,9,14,39,73,24,3,0,0,0,160,3,37,86,125,100,27,0,0,0,375,8,5,6,16,7,0,0,0,0,40,0,3,25,16,15,4,0,0,0,70
POA3027,73,262,799,999,436,185,43,0,0,2803,0,0,6,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,27,33,21,7,0,0,0,98,0,0,6,10,3,0,0,0,0,23,0,3,18,20,5,4,0,0,0,46,0,0,10,17,12,6,0,0,0,49,7,34,56,59,21,15,3,0,0,204,29,31,32,16,13,5,3,0,0,133,0,10,29,36,14,6,0,0,0,96,0,3,11,24,5,0,0,0,0,40,0,3,74,98,18,3,0,0,0,193,0,8,13,24,3,0,0,0,0,57,6,5,85,111,34,6,0,0,0,248,0,9,40,26,10,6,0,0,0,94,0,6,36,43,13,8,0,0,0,104,9,3,48,77,44,9,6,0,0,195,0,33,131,152,80,23,4,0,0,424,0,3,9,13,3,0,0,0,0,30,0,3,12,23,3,4,0,0,0,51
POA3028,247,572,1775,1700,1321,1126,227,20,0,6996,0,3,4,6,4,6,0,0,0,27,0,0,4,0,5,0,0,0,0,7,3,22,41,64,85,63,9,0,0,289,0,0,11,16,10,5,0,0,0,47,0,8,51,46,39,38,7,0,0,189,0,8,26,35,36,31,3,0,0,145,99,113,143,108,111,104,19,0,0,708,112,65,72,59,48,34,9,0,0,406,3,24,49,57,71,72,6,0,0,279,4,4,31,26,16,10,0,0,0,93,0,18,93,119,60,35,0,0,0,323,0,16,30,22,19,10,0,0,0,93,3,35,132,141,60,33,11,3,0,414,3,27,79,54,63,46,14,0,0,282,0,8,92,127,106,70,14,0,0,415,21,47,198,199,183,136,26,0,0,804,3,88,323,277,254,233,32,0,0,1218,13,10,28,21,13,17,0,0,0,110,7,20,42,54,46,39,5,0,0,215
POA3029,1001,3186,9309,11153,5048,2829,571,40,0,33133,0,10,33,35,30,11,6,0,0,127,0,0,5,3,3,0,0,0,0,17,32,57,267,349,257,128,18,0,0,1100,3,8,88,129,31,19,3,0,0,283,4,51,210,188,105,74,15,0,0,659,5,33,139,181,88,61,11,0,0,522,321,497,785,661,389,255,34,4,0,2943,467,341,419,296,128,79,13,0,0,1749,14,136,379,429,209,141,15,0,0,1314,7,28,97,121,43,13,3,0,0,308,5,51,494,616,168,94,9,0,0,1437,7,33,142,116,48,31,5,0,0,377,11,91,586,632,170,83,13,0,0,1585,12,137,373,336,191,93,9,0,0,1154,0,72,276,392,250,151,23,0,0,1168,57,173,697,952,537,292,44,3,0,2762,39,374,1872,1964,1031,577,86,0,0,5945,37,33,80,100,44,29,5,0,0,332,12,63,200,191,106,61,16,0,0,650
POA3030,1136,2357,6873,9763,6006,3379,784,58,7,30372,5,4,54,57,43,37,22,0,0,225,0,3,3,4,8,0,0,0,0,22,54,70,219,301,273,146,18,0,0,1071,0,11,82,121,35,18,0,0,0,265,10,48,228,217,172,92,14,0,0,777,11,32,130,196,129,95,15,0,0,598,355,507,659,611,426,295,42,0,0,2892,488,263,309,275,170,91,18,0,0,1606,8,81,256,310,291,129,20,0,0,1096,3,27,92,162,46,24,6,0,0,361,4,69,406,757,288,97,12,0,0,1639,9,53,170,162,95,41,15,0,0,540,14,128,613,854,312,138,35,5,0,2102,8,79,237,298,185,128,20,6,0,956,3,83,317,475,423,234,38,3,0,1570,86,180,765,970,699,327,55,4,0,3097,53,388,1314,1552,1150,590,110,5,0,5162,47,72,109,116,89,43,10,0,0,481,23,73,225,189,169,82,11,0,0,776
POA3031,102,407,1703,1319,809,473,119,4,4,4942,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,16,30,29,31,13,0,0,0,110,0,0,11,22,8,5,0,0,0,45,3,3,26,28,16,7,0,0,0,81,0,5,23,23,14,0,0,0,0,72,35,84,123,57,40,27,3,0,0,377,59,76,109,47,27,17,0,0,0,337,0,7,40,25,22,4,0,0,0,94,6,9,42,39,24,11,0,0,0,134,0,12,83,105,50,17,3,0,0,271,0,5,19,10,10,4,5,0,0,53,0,47,296,236,114,39,14,0,0,745,0,18,64,47,23,12,0,0,0,174,0,26,148,134,95,21,5,0,0,431,10,40,221,172,154,95,26,0,0,721,6,83,445,283,164,122,28,0,0,1118,3,27,48,39,20,9,0,3,0,154,3,12,55,42,24,16,3,0,0,159
POA3032,228,777,2423,2104,1640,1069,323,43,0,8601,0,0,9,0,3,0,0,0,0,14,0,0,0,4,4,0,0,0,0,10,11,18,61,76,80,42,7,0,0,302,0,3,8,30,19,0,0,0,0,64,0,11,63,38,41,18,4,0,0,180,0,13,31,44,28,22,5,0,0,141,85,156,209,122,100,74,11,0,0,746,92,112,141,56,55,33,5,0,0,501,0,19,67,56,63,37,5,0,0,246,3,5,45,44,30,6,0,0,0,133,3,29,141,171,112,45,8,0,0,506,0,17,45,39,28,11,4,0,0,145,0,65,299,248,166,78,24,0,0,881,0,20,110,59,46,35,3,0,0,281,4,25,174,163,159,87,13,0,0,623,11,74,272,232,218,188,43,0,0,1042,15,149,552,376,287,249,41,4,0,1674,23,39,56,49,31,21,4,0,0,218,3,23,73,67,53,39,9,0,0,265
POA3033,170,281,664,852,857,584,168,26,3,3604,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,7,8,18,27,46,26,8,3,0,137,0,4,3,7,9,6,0,0,0,25,0,0,34,29,21,16,4,0,0,106,0,4,6,27,23,7,4,0,0,76,62,56,59,54,82,48,7,0,0,371,76,31,27,13,20,20,3,0,0,176,0,6,20,31,38,30,10,0,0,129,5,9,11,4,8,6,0,0,0,49,0,4,52,56,49,25,0,0,0,189,0,4,19,21,8,0,0,0,0,53,0,25,58,73,80,44,4,0,0,284,3,5,17,21,30,17,10,0,0,106,0,6,47,71,73,35,12,0,0,247,13,27,86,105,159,97,24,0,0,506,4,47,131,147,151,110,23,4,0,618,16,6,12,16,5,8,0,0,0,59,9,3,31,28,31,21,3,0,0,123
