POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3228,36,14,7,0,57,29,0,4,0,36,11,4,6,0,24,3,0,11,0,15,51,4,30,3,84,38,4,35,4,84,175,11,46,7,235,142,21,65,6,237,227,47,57,0,339,238,78,62,0,379,123,91,60,0,279,146,127,50,9,322,266,380,74,8,737,225,453,29,5,702,195,446,26,3,674,133,319,5,4,456,359,962,27,4,1355,83,242,63,0,387,37,26,8,0,73,2523,3233,669,49,6478
POA3230,0,0,0,0,9,3,0,0,0,3,9,0,0,0,12,0,0,0,0,3,13,0,4,0,11,9,0,0,0,11,30,3,0,0,39,40,10,3,0,52,51,11,7,0,62,41,15,7,0,64,27,19,9,0,48,41,13,3,0,57,55,34,9,0,96,38,43,0,0,77,29,24,3,0,59,15,25,0,0,47,70,74,3,0,145,16,27,11,0,48,9,3,0,0,15,494,293,77,8,859
POA3231,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,3,0,3,0,3,13,0,3,0,15,13,0,0,0,21,19,0,9,0,31,25,10,0,0,33,9,4,6,0,23,22,10,3,0,34,28,18,0,0,52,21,17,0,0,38,18,9,0,0,32,19,7,0,0,21,48,34,6,0,90,14,24,6,0,45,0,0,0,0,0,259,135,45,9,449
POA3232,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,12,0,3,0,17,6,3,9,0,19,9,4,5,0,22,19,5,3,0,26,11,10,3,0,18,12,6,3,0,20,21,10,0,0,35,15,7,0,0,26,9,12,0,0,20,4,0,0,0,7,30,19,3,0,54,6,13,4,0,27,0,0,0,0,0,166,93,42,3,305
POA3233,10,0,0,0,8,5,0,0,0,5,4,0,0,0,3,5,0,0,0,5,11,0,0,0,12,3,3,13,0,23,33,4,9,0,46,35,14,8,0,61,38,9,12,0,56,44,8,6,0,63,18,17,8,0,40,20,7,5,0,33,39,28,3,0,70,17,10,0,0,31,14,25,0,0,35,6,4,0,0,9,24,14,3,0,41,12,27,11,0,47,4,0,0,0,9,333,167,79,8,587
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,10,6,0,0,0,7,0,0,0,0,4,0,0,0,0,3,3,5,0,0,7,6,7,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,0,0,0,0,32,16,7,0,51
POA3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,4,0,0,0,8,9,0,3,0,12,5,0,0,0,3,3,0,3,0,12,7,0,4,0,9,0,3,0,0,10,5,7,5,0,10,11,9,0,0,16,9,7,0,0,16,4,3,4,0,8,4,4,0,0,4,6,5,0,0,18,6,4,0,0,8,0,0,0,0,0,72,47,24,0,140
POA3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,0,0,0,10,3,0,0,0,6,4,0,4,0,7,7,3,0,0,5,3,0,4,0,8,7,0,0,0,5,3,0,0,0,3,0,3,0,0,8,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,17,17,0,68
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,3,0,0,0,5,5,0,4,0,7,7,0,0,0,6,0,3,0,0,3,0,3,0,0,3,4,5,0,0,13,4,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,37,16,10,0,65
POA3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,4,0,0,0,8,4,0,0,0,3,4,0,0,0,3,4,0,0,0,3,5,0,0,0,3,4,4,0,0,8,10,0,0,0,11,0,0,0,0,0,5,3,0,0,9,0,5,0,0,3,0,0,0,0,0,39,17,7,0,69
POA3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,6,0,0,0,12,3,0,0,0,9,8,5,0,0,14,8,4,4,0,11,0,0,0,0,4,5,3,3,0,14,11,10,0,0,16,0,7,0,0,11,8,0,0,0,4,0,0,0,0,3,6,3,0,0,9,0,7,0,0,9,0,0,0,0,0,70,41,16,0,125
POA3240,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,0,3,0,11,22,3,7,0,28,22,0,9,0,27,15,10,0,0,23,21,14,3,0,39,13,11,4,0,34,9,13,5,0,31,33,42,5,0,77,20,42,3,0,64,23,50,3,0,75,5,32,4,0,44,22,86,4,0,115,10,23,5,0,43,4,3,0,0,14,231,339,51,3,618
POA3241,3,0,0,0,8,5,0,0,0,6,0,0,7,0,6,0,0,5,0,7,7,0,0,0,9,9,0,12,0,17,42,3,13,0,60,32,6,17,0,59,37,8,7,0,61,29,19,7,0,58,20,27,8,0,57,22,26,3,0,53,61,76,12,0,143,21,42,7,0,71,30,25,6,0,56,9,28,0,0,34,34,39,0,0,67,19,43,8,0,67,11,5,0,0,18,395,340,116,7,859
POA3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,7,0,0,0,8,11,3,0,0,13,4,3,4,0,14,6,3,5,0,16,8,13,3,0,24,0,10,4,0,12,12,11,4,0,22,18,18,4,0,38,13,10,0,0,20,3,9,0,0,14,3,3,0,0,5,6,15,0,0,25,5,9,4,0,20,0,0,0,0,3,116,109,26,0,250
POA3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,9,0,0,0,9,6,5,0,0,7,4,0,0,0,4,4,4,0,0,12,0,3,0,0,3,4,3,0,0,6,10,6,0,0,15,6,3,0,0,10,8,7,0,0,13,0,0,0,0,3,8,0,0,0,9,5,0,0,0,3,5,4,0,0,5,68,38,6,4,116
POA3249,8,0,0,0,11,3,0,0,0,3,4,0,0,0,6,9,0,0,0,9,4,0,9,0,13,12,0,6,0,18,48,9,10,0,60,42,15,19,4,73,55,12,6,0,81,41,33,3,0,77,23,30,9,0,60,39,35,8,0,77,45,65,10,0,118,34,47,0,0,83,28,30,0,0,62,6,21,0,0,31,17,39,0,0,61,31,30,13,0,74,8,3,4,0,17,444,385,92,9,928
POA3250,28,4,3,0,40,10,0,0,0,13,6,4,4,0,19,10,0,16,0,25,52,0,11,0,63,31,9,43,0,91,173,17,52,7,258,131,18,65,7,230,118,54,86,9,264,170,96,45,6,316,78,99,42,10,223,111,99,25,6,241,194,230,46,15,477,89,168,28,3,287,47,117,6,0,175,22,65,0,0,93,42,119,7,0,168,53,98,33,0,181,35,8,8,6,56,1388,1216,543,63,3214
POA3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,3,0,9,4,4,0,0,10,12,6,0,0,12,9,0,0,0,10,6,0,0,0,8,6,9,0,0,11,12,14,4,0,27,10,4,0,0,12,5,7,0,0,12,0,0,0,0,0,5,3,0,0,11,3,12,0,0,15,0,3,0,0,3,69,62,12,6,149
POA3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,4,0,7,3,3,0,0,4,0,6,0,0,7,0,5,3,0,10,3,0,0,0,10,3,5,4,0,22,3,7,0,0,14,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,32,37,14,0,84
POA3260,12,0,3,0,17,8,0,0,0,12,3,0,0,0,8,3,0,0,0,4,19,0,16,0,35,13,4,13,0,29,80,4,16,3,95,66,18,16,3,108,54,27,16,5,99,71,31,17,3,122,39,29,18,4,85,33,37,4,0,79,68,67,20,0,152,44,70,8,0,122,35,50,0,0,85,18,24,0,0,43,31,52,3,0,84,18,51,9,0,86,19,6,4,0,23,625,463,175,22,1283
POA3264,3,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,11,0,20,5,0,7,0,16,38,0,8,0,53,34,4,13,3,61,25,10,16,0,48,29,17,7,0,54,7,21,6,0,41,16,16,6,0,36,41,32,0,0,84,22,27,4,0,46,15,14,4,0,28,4,13,3,0,18,10,12,4,0,25,10,24,16,0,40,7,6,0,0,12,276,202,105,12,605
POA3265,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,5,16,0,3,4,0,8,28,5,6,0,43,14,6,11,0,39,29,13,12,0,51,30,23,7,0,58,9,19,3,0,31,24,32,4,0,60,32,56,9,0,102,32,43,5,0,76,25,29,0,5,56,10,22,0,0,33,26,51,4,0,88,14,37,8,0,60,8,6,0,0,18,315,345,88,9,762
POA3266,12,3,0,0,21,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,18,0,10,0,24,9,0,13,0,20,63,5,14,0,84,35,13,13,0,57,32,15,13,0,60,31,26,3,0,63,17,22,12,0,47,22,30,3,5,53,48,46,3,5,99,32,34,5,5,73,13,29,4,0,50,9,15,0,0,26,22,36,3,0,54,17,28,13,0,53,11,9,0,0,24,382,306,117,11,822
POA3267,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,3,0,0,0,10,0,0,0,0,4,5,0,0,0,6,0,3,0,0,9,6,6,0,0,8,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,8,0,0,0,0,0,34,23,3,0,63
POA3268,0,4,0,0,9,6,0,0,0,6,0,0,0,0,3,0,0,0,0,0,10,5,3,0,18,10,0,4,0,9,24,5,15,0,47,29,4,12,0,40,37,7,9,0,57,31,28,7,0,68,21,15,8,0,51,24,26,0,0,51,44,32,4,5,87,20,31,3,0,49,16,19,0,0,37,5,17,0,0,19,27,45,5,0,73,12,31,0,0,49,20,5,3,0,30,327,283,74,10,690
POA3269,5,0,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,4,0,6,0,8,4,0,0,0,6,3,4,3,0,11,8,8,0,0,17,4,3,0,0,5,6,3,0,0,7,5,9,3,0,20,9,9,0,0,19,3,4,3,0,12,0,3,0,0,3,12,18,0,0,30,9,12,0,0,13,0,5,0,0,5,74,77,23,4,177
POA3270,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,7,0,0,0,7,6,3,0,0,11,5,5,0,0,10,0,4,0,0,4,3,0,0,0,3,5,6,0,0,12,5,3,0,0,6,6,4,0,0,8,0,5,0,0,5,6,3,0,0,4,0,3,0,0,3,5,0,0,0,5,49,27,6,0,81
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,4,0,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,5,0,10,0,3,0,0,0,25,16,9,0,48
POA3272,3,0,0,0,4,6,0,0,0,6,0,0,0,0,0,5,0,0,0,5,13,0,4,0,13,5,0,11,0,18,39,0,5,0,47,19,4,18,0,41,19,7,11,5,39,22,14,4,0,38,9,11,3,0,22,11,15,3,0,24,23,28,3,0,54,11,9,0,0,25,12,4,4,0,21,0,9,0,0,9,8,19,5,0,28,4,14,8,0,35,0,0,0,0,8,215,132,77,6,430
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,4,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,4,22,15,6,0,36
POA3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,7,6,0,0,0,5,0,0,0,0,0,0,3,0,0,5,3,0,0,0,8,4,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,4,0,3,0,8,0,0,0,0,0,32,20,14,0,71
POA3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,4,0,5,4,5,0,0,10,3,0,0,0,4,3,10,0,0,16,11,11,0,0,19,10,18,0,0,18,7,3,0,0,10,0,0,0,0,8,3,11,0,0,15,0,13,0,0,16,0,0,0,0,5,45,68,14,0,128
POA3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,9,3,0,0,0,3,4,3,0,0,6,9,0,0,0,9,5,3,0,0,8,3,4,4,0,17,11,8,0,0,16,5,4,0,0,11,4,5,0,0,10,0,0,0,0,4,5,3,0,0,7,3,4,4,0,9,0,0,0,0,0,60,44,16,0,124
POA3277,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,8,0,0,0,7,16,0,7,0,21,15,0,8,0,27,14,4,8,0,29,26,12,10,0,50,12,16,7,0,32,18,12,0,0,32,31,42,5,0,80,23,27,0,0,54,12,20,0,0,38,4,13,0,0,14,16,40,0,4,54,9,18,3,0,36,3,4,0,0,13,224,213,62,10,506
POA3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,11,0,0,0,0,4,4,0,5,0,5,3,8,0,0,13,0,0,0,0,3,7,3,0,0,14,10,7,0,0,13,4,3,0,0,10,5,0,0,0,6,0,0,0,0,0,5,6,0,0,6,0,5,0,0,5,0,0,0,0,0,49,42,12,0,102
POA3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5,3,4,0,0,8,3,3,0,0,8,0,0,0,0,6,8,8,0,0,14,0,0,0,0,4,3,4,0,0,5,0,0,0,0,0,5,13,0,0,13,0,3,0,0,3,0,0,0,0,0,25,41,3,0,71
POA3280,57,4,19,0,79,18,0,8,0,28,9,3,13,3,36,9,4,30,0,48,100,7,73,4,180,57,9,128,3,199,421,32,158,7,611,323,50,201,27,597,345,130,186,29,692,395,229,186,17,823,197,211,128,13,554,220,240,97,13,577,521,612,111,16,1257,333,493,52,9,883,200,380,37,5,619,98,252,7,0,352,199,480,21,0,715,127,233,91,0,456,72,17,18,3,116,3708,3381,1576,156,8814
POA3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,4,6,0,6,0,15,15,3,0,0,19,12,4,0,0,24,14,6,10,0,31,24,10,10,0,39,15,12,5,0,27,15,12,0,0,31,25,49,0,0,79,17,46,3,0,67,7,28,3,0,39,3,30,3,0,37,15,46,0,0,62,5,20,3,0,31,4,0,0,0,13,198,272,50,7,523
POA3282,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,3,0,4,4,0,3,0,10,4,0,4,0,13,41,5,17,0,56,33,8,15,0,58,32,10,8,0,46,27,29,8,3,71,22,28,6,0,53,22,17,4,0,46,43,56,13,0,108,25,51,0,0,82,19,29,0,0,44,5,17,0,0,27,18,20,0,0,36,12,35,10,0,52,0,5,3,0,13,324,305,104,14,735
POA3283,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,4,0,8,16,0,0,0,17,17,3,3,0,24,14,4,5,0,28,22,15,0,0,35,9,13,3,0,26,12,10,0,0,26,20,25,4,0,58,23,30,4,0,58,8,16,3,0,23,9,3,0,0,17,16,23,0,0,37,5,23,8,0,33,0,0,3,0,10,192,173,44,3,412
POA3284,7,0,0,0,4,4,0,0,0,8,0,0,0,0,3,0,0,6,0,6,16,0,7,0,25,10,0,6,0,16,48,0,8,0,59,39,5,17,0,63,40,12,14,0,65,66,18,14,0,102,23,23,7,0,58,41,30,9,0,79,63,61,13,0,136,39,54,3,0,95,30,32,0,0,61,15,27,0,0,41,46,69,0,0,121,22,29,9,0,66,13,4,7,0,25,523,367,129,13,1029
POA3285,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,7,0,0,8,24,0,0,0,24,12,0,5,0,15,12,9,3,0,18,13,9,3,0,24,6,9,3,0,15,12,14,0,0,29,33,32,0,0,61,10,16,3,0,31,9,22,0,0,29,10,4,0,0,15,7,16,0,0,27,3,14,6,0,25,0,0,0,0,8,170,150,32,0,348
POA3286,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,16,0,0,0,11,12,0,0,0,13,8,0,0,0,11,4,0,0,0,11,3,3,0,0,8,10,3,0,0,9,11,7,0,0,18,4,7,0,0,14,4,8,0,0,9,0,4,0,0,4,10,6,0,0,11,0,15,4,0,13,0,4,0,0,5,82,55,14,0,152
POA3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,0,0,0,0,5,6,4,0,0,6,10,0,0,0,17,0,4,0,0,10,0,9,0,0,15,11,5,0,0,15,5,8,0,0,15,5,0,0,0,8,5,0,0,0,3,7,0,0,0,3,0,12,0,0,14,0,0,0,0,0,60,55,6,0,125
POA3289,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,8,0,0,0,0,5,12,3,5,0,22,8,6,5,0,16,6,5,0,0,19,17,5,0,5,24,5,3,0,0,9,10,0,0,0,13,9,11,0,0,23,6,6,0,0,17,5,7,0,0,13,0,6,0,0,3,4,6,0,0,14,0,10,0,0,15,3,3,0,0,4,101,78,19,6,201
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,8,3,0,0,0,3,3,3,0,0,3,7,0,0,0,7,4,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,48
POA3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,10,4,0,0,0,3,0,0,0,0,9,7,4,4,0,14,0,0,0,0,0,3,0,0,0,9,8,3,0,0,6,0,4,0,0,3,0,8,0,0,8,0,5,0,0,5,0,6,0,0,9,0,0,0,0,3,0,0,0,0,0,44,32,8,0,89
POA3294,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,5,0,0,5,5,0,0,0,8,12,0,3,0,13,11,3,4,0,24,13,3,5,0,22,11,3,0,0,15,9,9,3,0,15,4,3,0,0,9,14,11,3,0,37,14,14,0,0,28,9,12,0,0,19,3,6,0,0,5,3,20,0,0,22,9,11,6,0,19,4,0,0,0,0,128,101,24,3,262
POA3300,15,0,9,0,27,19,0,0,0,23,7,0,5,0,15,10,3,15,0,23,28,5,13,0,49,20,7,32,0,65,174,19,53,0,250,110,19,49,12,188,114,43,64,6,233,151,85,57,7,296,75,72,42,0,193,89,108,18,7,219,162,172,30,5,369,92,139,17,0,253,50,88,5,0,142,30,53,0,0,84,48,91,7,0,146,50,83,29,0,161,24,10,5,0,40,1278,1007,442,39,2758
POA3301,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,4,0,5,9,6,4,0,15,18,6,0,0,25,13,12,3,0,31,17,14,3,0,31,8,9,0,0,24,14,10,4,0,31,18,16,3,0,36,15,25,5,0,39,16,17,0,0,31,4,8,0,0,15,16,26,0,0,43,8,20,6,0,30,3,0,0,0,3,171,162,24,3,361
POA3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,0,0,0,13,6,0,0,0,6,8,6,5,0,10,3,3,0,0,8,4,3,0,0,5,4,0,0,0,7,4,3,0,0,11,9,5,0,0,12,7,3,0,0,6,0,4,0,0,4,5,7,0,0,11,0,4,3,0,8,0,0,0,0,0,57,44,15,0,113
POA3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,4,3,0,0,0,8,3,0,0,0,3,0,0,0,0,0,5,0,0,0,6,7,3,0,0,3,0,6,0,0,4,9,3,0,0,14,3,8,0,0,11,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,8,0,0,0,9,0,0,0,0,0,46,35,5,0,83
POA3304,6,0,4,0,13,0,0,0,0,4,0,0,0,0,4,5,4,5,0,7,11,0,12,0,21,11,4,14,0,28,56,0,6,0,62,39,3,17,4,62,32,10,12,6,63,34,22,11,0,62,18,25,3,0,48,25,19,12,0,62,40,35,3,0,84,20,26,5,0,45,20,18,0,0,37,7,16,0,0,24,18,27,0,4,49,14,22,4,3,40,6,0,3,0,14,360,242,117,16,725
POA3305,33,3,7,0,42,24,0,7,0,31,14,0,4,0,18,11,0,23,0,29,61,3,35,0,100,52,5,57,0,121,218,23,65,4,312,172,24,94,11,307,166,67,68,3,302,159,100,43,5,306,97,86,30,5,217,94,101,20,0,218,205,210,35,4,457,127,156,21,0,305,96,123,12,0,228,38,66,7,0,111,81,126,5,0,216,83,140,43,0,272,43,14,11,0,70,1765,1260,603,38,3665
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,11,8,0,32
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,11,5,0,0,0,5,5,0,4,0,9,6,0,0,0,6,6,0,0,0,6,4,0,0,0,5,4,5,0,0,9,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,45,18,7,0,72
POA3311,4,3,0,0,7,9,0,0,0,9,0,0,0,0,5,0,0,4,0,4,6,0,6,0,12,6,0,3,0,9,56,0,6,0,63,26,10,6,4,44,22,8,6,6,42,23,9,6,0,36,15,12,7,0,36,6,14,3,0,21,18,19,4,0,40,10,12,0,0,26,10,10,0,0,22,3,4,0,0,4,9,8,0,0,22,4,6,5,0,22,8,4,6,0,12,251,116,55,8,431
POA3312,0,0,0,0,8,0,0,0,0,0,0,4,0,0,6,4,0,0,0,5,3,0,0,0,3,8,0,0,0,11,10,5,6,0,16,6,7,3,0,14,25,5,3,0,31,14,10,3,0,20,8,11,0,0,17,7,9,0,0,14,23,14,0,0,39,9,9,0,0,19,7,8,0,0,19,3,7,0,0,15,15,15,4,0,32,5,4,0,4,14,6,0,0,0,7,157,99,22,7,282
POA3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,15,10,0,3,0,10,3,5,0,0,9,8,4,0,0,12,3,7,4,0,8,6,3,0,0,10,12,15,0,0,25,9,12,0,0,21,5,4,0,0,9,0,4,0,0,5,6,6,0,0,18,4,4,10,0,17,0,0,0,0,4,86,54,16,0,166
POA3315,4,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,4,0,7,0,7,6,3,5,0,17,34,0,3,0,41,14,8,12,0,34,16,10,6,0,28,19,17,3,0,43,6,12,8,0,29,13,12,0,0,30,19,15,6,0,43,21,13,9,0,40,13,6,0,0,22,4,11,3,0,16,17,15,0,0,33,11,22,6,0,40,10,0,0,0,17,226,146,71,4,445
