POA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA3046,6393,4194,7471,5714,3873,3278,2180,1778,1162,36038,0,3,4,3,8,9,0,8,0,42,0,0,6,0,5,0,0,0,0,14,65,71,101,77,64,66,26,18,12,515,0,0,0,4,0,3,4,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,119,91,67,68,33,22,11,553,68,75,122,91,79,78,38,23,17,593,6461,4271,7588,5808,3948,3349,2216,1807,1180,36628
POA3047,4562,2946,3862,2905,2260,2096,1301,854,314,21100,6,6,9,6,3,4,6,8,0,52,0,0,0,0,0,0,0,0,0,4,31,41,81,44,28,45,23,28,7,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,83,47,32,46,18,33,7,332,35,44,95,49,33,54,29,33,8,387,4601,2993,3957,2950,2289,2148,1336,889,317,21490
POA3048,3783,2566,2659,2231,2150,2091,1361,740,212,17790,0,0,7,4,0,7,4,0,0,21,0,0,4,0,0,0,0,0,0,10,41,30,57,28,33,24,11,8,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,60,35,34,23,11,8,0,249,46,29,62,32,37,30,16,8,0,262,3828,2603,2725,2265,2187,2118,1372,747,209,18055
POA3049,1636,1200,1303,1249,1312,1340,977,479,158,9654,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,9,20,20,35,25,17,27,19,5,8,164,0,0,0,0,0,4,0,0,0,13,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,40,28,18,30,18,8,8,196,20,23,40,31,21,26,24,8,11,198,1654,1219,1340,1275,1337,1376,999,487,164,9855
POA3051,1694,2635,4110,2275,1421,1060,729,317,119,14357,3,5,3,4,0,0,0,0,0,24,0,7,7,3,0,5,4,3,0,29,33,89,147,91,75,57,47,6,8,548,0,0,4,0,0,0,4,0,0,17,3,4,5,0,0,5,3,0,0,24,0,5,0,0,6,0,3,0,0,11,0,0,0,4,3,4,8,0,0,24,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,109,158,100,96,73,61,11,8,666,49,115,164,107,98,73,61,11,10,685,1739,2747,4273,2384,1514,1140,797,328,123,15040
POA3052,463,2571,1628,731,422,380,330,230,146,6901,0,26,0,0,0,0,0,0,0,26,0,70,3,4,5,7,5,0,0,99,122,441,182,178,131,146,111,110,90,1508,4,24,10,3,4,0,0,0,0,37,8,19,4,4,0,0,0,0,0,35,0,14,0,0,0,0,0,0,0,23,9,19,7,11,0,4,0,0,0,53,0,21,3,0,0,3,0,0,0,22,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,142,619,209,192,138,163,114,115,90,1789,141,645,209,192,138,164,119,115,90,1817,604,3213,1840,928,565,544,443,351,238,8721
POA3053,844,4670,5201,1670,923,765,630,420,200,15320,4,14,4,7,4,6,0,3,7,43,0,5,12,3,0,9,0,0,0,26,21,136,132,54,36,28,18,8,0,437,0,13,3,5,0,6,0,0,0,23,0,5,4,0,0,0,0,0,0,6,0,11,0,0,4,0,3,0,0,13,0,3,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,170,151,61,39,43,19,8,0,525,27,186,153,70,46,47,19,14,5,567,871,4853,5358,1739,972,811,647,432,210,15884
POA3054,858,1021,2032,1057,827,768,681,376,134,7762,0,0,7,3,0,0,0,7,0,13,0,0,4,4,0,3,0,0,0,11,12,21,65,15,9,14,9,8,0,154,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,73,18,13,18,9,5,0,169,15,22,71,20,11,18,9,13,0,188,867,1049,2108,1073,839,785,701,386,138,7943
POA3055,1845,1682,3588,2433,1686,1284,896,563,282,14261,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,17,52,79,31,18,31,12,3,4,250,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,91,39,15,32,17,3,4,275,17,53,91,39,15,32,17,3,8,274,1868,1738,3678,2474,1704,1320,910,568,287,14534
POA3056,2476,2847,6913,4251,2687,1984,1360,900,418,23845,4,0,0,0,0,0,6,0,0,15,0,4,0,5,4,3,6,0,0,23,30,83,169,102,69,55,57,33,16,617,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,4,0,8,0,5,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,98,179,110,78,69,71,34,16,684,33,95,179,113,78,68,78,32,21,700,2506,2944,7098,4369,2766,2051,1441,935,436,24548
POA3057,1229,1389,4253,2544,1354,881,568,359,163,12744,4,0,0,0,0,6,3,0,0,18,0,5,5,0,0,6,0,0,0,19,19,35,77,39,33,13,11,6,0,225,0,3,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,86,39,30,22,12,10,0,266,26,45,87,39,35,25,15,8,5,282,1253,1429,4347,2585,1388,907,580,373,167,13026
POA3058,5435,3707,6155,5707,4740,3370,2314,1574,925,33927,5,3,0,4,8,0,7,3,3,33,0,0,4,0,0,6,5,0,0,13,41,80,98,72,84,60,42,47,59,583,0,0,6,0,0,0,4,0,0,12,0,0,0,0,4,0,5,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,84,111,76,89,70,48,47,59,626,47,90,110,86,97,73,52,51,59,661,5482,3796,6266,5788,4839,3442,2361,1625,993,34591
POA3059,4485,2835,3049,3002,2818,2526,1502,550,116,20885,0,0,3,0,0,0,6,0,0,14,0,0,5,0,6,4,0,0,0,11,31,38,41,31,22,27,19,14,7,234,0,0,3,0,0,6,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,52,31,24,41,27,15,14,271,28,41,52,34,24,38,32,13,15,282,4513,2875,3104,3040,2840,2564,1531,564,126,21165
POA3060,2998,1707,2328,2092,1471,1234,860,780,522,13995,0,0,6,0,0,0,12,6,0,25,0,0,0,0,0,0,3,0,0,3,20,24,46,19,24,22,18,8,4,194,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,47,23,26,24,22,11,4,207,20,30,58,25,32,28,28,10,4,236,3021,1736,2381,2117,1505,1265,891,787,528,14226
POA3061,979,573,679,615,576,517,472,361,111,4880,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,9,9,8,6,9,9,4,3,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,8,9,8,13,6,3,0,69,11,17,8,9,6,13,6,7,0,76,989,589,690,626,581,523,482,367,108,4956
POA3062,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
POA3063,82,97,40,53,102,94,49,31,10,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,23,0,7,0,0,0,0,4,0,0,23,82,101,43,53,102,89,58,33,10,574
POA3064,29314,14991,20687,19688,12102,9050,4799,1788,520,112930,12,4,10,6,13,8,8,8,3,61,3,7,6,0,0,6,9,0,0,35,207,207,253,149,108,89,57,27,7,1104,0,0,6,0,5,5,0,0,0,13,0,0,0,0,0,3,0,0,0,3,4,0,6,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,212,220,270,156,117,97,73,28,7,1177,225,221,281,162,127,100,76,34,10,1243,29538,15212,20965,19846,12224,9154,4878,1823,522,114170
POA3065,1036,933,2884,1748,1150,1042,639,304,128,9870,3,0,0,4,5,3,0,0,0,22,0,0,9,8,4,11,6,0,3,42,25,82,150,106,67,112,130,68,31,774,0,0,0,0,8,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,0,0,16,0,3,0,0,4,0,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,81,169,124,76,130,149,76,30,864,35,89,170,124,78,136,148,76,35,890,1076,1014,3053,1874,1231,1179,789,379,164,10759
POA3066,871,805,3199,1666,976,635,373,185,66,8781,0,5,3,0,0,0,0,0,0,15,0,3,8,5,4,3,3,0,0,20,16,19,74,35,18,11,8,5,0,176,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,89,43,19,17,12,5,0,212,16,29,93,43,23,17,12,5,0,225,886,834,3291,1710,995,651,385,188,70,9010
POA3067,705,816,3166,1710,852,645,473,238,92,8704,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,12,22,53,34,25,10,6,0,0,178,0,0,0,0,5,0,0,5,0,9,0,0,0,0,0,0,5,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,57,42,32,18,14,5,0,207,12,28,61,39,32,18,19,5,0,216,720,843,3226,1750,885,662,487,244,97,8920
POA3068,2536,1700,4341,2966,2289,1841,1553,881,365,18469,0,0,4,5,0,3,3,6,0,20,4,3,4,4,3,4,3,0,0,25,21,65,95,48,38,33,19,13,5,344,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,67,105,59,41,37,32,12,4,389,28,68,108,59,41,42,33,18,4,408,2564,1769,4445,3026,2330,1881,1591,900,370,18874
POA3070,3658,2393,4925,3862,3692,2525,1591,1075,505,24213,0,3,3,0,0,0,5,0,0,13,0,4,0,3,0,0,0,0,0,11,42,64,113,39,52,40,24,11,13,397,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,67,123,42,55,45,30,11,13,435,42,68,130,44,58,42,37,14,18,447,3701,2460,5057,3898,3749,2572,1621,1089,514,24667
POA3071,2712,1785,3712,3221,2600,1807,1195,823,472,18313,0,0,4,0,9,0,0,0,0,19,0,6,0,3,3,0,3,0,0,15,31,51,77,45,55,24,8,15,3,319,0,3,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,57,86,46,57,33,14,16,4,358,36,63,96,55,65,34,14,16,8,374,2749,1846,3803,3271,2662,1840,1205,835,477,18689
POA3072,4959,3317,6485,5776,4622,3312,2226,1448,715,32867,0,6,3,5,4,6,6,3,3,35,0,0,3,3,12,3,3,0,0,23,73,81,175,132,106,74,32,14,10,713,5,0,3,0,0,0,0,4,0,7,0,0,3,0,0,5,3,0,0,11,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,86,185,150,119,77,43,22,10,775,75,95,190,154,126,85,52,21,14,809,5040,3413,6669,5925,4744,3398,2285,1469,726,33673
POA3073,7834,5104,9176,7858,6281,5046,3880,2982,1681,49833,6,8,11,8,8,12,14,20,5,101,0,0,0,0,7,0,0,0,0,6,97,109,182,111,103,100,37,33,14,788,0,7,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,125,191,117,108,98,45,33,17,828,103,131,202,124,116,115,55,57,19,930,7942,5235,9383,7982,6392,5160,3931,3036,1701,50765
POA3074,3122,2287,3139,2623,2176,2188,2236,1543,519,19825,0,0,3,8,5,7,6,3,5,29,0,0,0,0,0,0,0,0,0,5,44,42,63,38,37,44,9,12,11,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,44,44,64,38,37,42,9,12,11,303,42,42,68,40,44,48,20,16,13,333,3166,2328,3209,2658,2221,2238,2252,1561,528,20158
POA3075,4229,2708,3417,3309,2720,2267,2092,1493,612,22837,3,6,0,0,3,9,3,6,4,33,0,0,0,0,0,0,0,0,0,3,25,44,49,37,36,40,13,15,10,275,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,54,35,36,42,15,15,10,291,32,44,58,37,35,45,15,22,11,321,4263,2755,3476,3348,2758,2315,2113,1515,622,23160
POA3076,6894,3958,5133,5321,3995,3482,2405,1146,544,32878,0,4,0,3,5,3,0,0,0,12,7,3,14,4,4,4,4,0,0,35,87,78,157,116,113,100,94,63,46,862,4,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,4,0,0,0,14,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,89,80,181,139,126,117,100,63,46,942,89,89,179,139,126,113,100,63,46,952,6991,4042,5315,5462,4129,3599,2500,1216,585,33833
POA3078,1816,1292,2063,1849,1687,1457,941,458,207,11767,6,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,15,31,34,31,24,15,14,6,5,172,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,43,32,24,27,16,6,5,195,17,37,43,33,27,27,17,6,5,201,1827,1326,2107,1882,1712,1482,958,466,209,11967
POA3079,2556,2058,2159,2236,2318,2209,1664,885,452,16533,0,0,0,3,0,5,3,4,0,17,0,0,9,3,4,0,4,0,0,22,20,36,67,59,49,49,57,83,86,516,0,0,0,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,31,45,71,68,55,57,73,90,86,568,31,45,71,70,55,61,80,94,86,584,2584,2100,2233,2306,2371,2269,1742,980,543,17118
POA3081,2313,1562,2814,2066,1556,1584,1022,475,232,13619,6,3,3,7,8,8,3,0,0,41,0,0,0,0,0,0,0,0,0,4,29,32,47,43,35,28,18,8,12,256,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,54,43,39,33,24,8,8,264,40,39,52,47,45,36,25,8,8,301,2352,1602,2867,2111,1595,1622,1045,488,243,13920
POA3082,4378,3568,4046,3612,3696,4398,2878,1179,400,28158,0,3,0,3,0,0,0,0,0,17,0,0,3,3,0,0,0,0,0,13,75,54,71,51,40,38,31,19,15,387,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,78,60,76,55,36,48,31,20,11,420,76,62,81,59,39,48,35,20,11,434,4455,3630,4127,3671,3732,4445,2913,1196,415,28591
POA3083,4428,4750,5097,3828,3949,3394,2653,1892,776,30767,0,18,0,0,0,4,3,7,3,40,0,21,5,4,4,0,0,0,0,29,81,246,130,88,68,90,62,56,54,875,0,9,0,0,3,0,4,0,0,10,3,11,4,0,0,5,3,0,0,20,0,0,5,0,0,8,0,0,0,14,0,5,3,0,3,0,0,0,0,14,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,289,148,96,73,104,66,58,54,970,87,306,146,98,74,107,71,67,56,1009,4516,5058,5245,3926,4031,3501,2721,1957,836,31781
POA3084,4864,2806,2928,3793,3649,3057,2461,1812,919,26282,0,0,3,0,0,6,4,3,0,16,3,0,3,4,0,3,6,0,0,13,61,75,118,103,95,115,145,102,74,894,0,4,7,0,0,3,0,0,0,15,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,84,126,111,98,126,155,102,74,938,63,88,134,110,99,128,160,107,73,961,4925,2888,3061,3901,3746,3187,2621,1912,996,27241
POA3085,2536,1631,1714,1985,1949,1439,1249,750,431,13686,3,0,4,0,3,0,0,0,0,15,0,10,3,0,0,4,0,0,0,12,27,75,58,28,20,24,18,12,3,273,0,19,17,4,0,0,0,0,0,47,0,6,7,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,111,98,39,20,26,18,10,3,364,29,111,100,41,24,26,18,13,3,379,2568,1744,1815,2020,1974,1463,1272,759,438,14064
POA3087,1667,888,1246,1366,1167,990,858,553,189,8921,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,19,23,29,18,28,15,12,7,4,147,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,29,19,32,14,10,7,4,158,23,23,31,25,32,19,13,6,3,174,1686,908,1277,1395,1199,1008,874,556,194,9090
