POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
POA3165,4,0,3,0,0,0,0,73,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,10,0,4,7,12,23,4,30,33,5,5,0,8,0,0,0,135,11,132,105,17,5,6,13,7,3,8,0,0,0,0,4,309,0,4,0,0,7,10,33,14,6,3,0,0,0,0,6,85,0,0,0,0,6,20,82,45,3,3,3,7,0,3,7,190,0,7,14,17,12,0,6,0,0,0,0,0,0,0,3,56,0,0,4,26,49,32,76,31,13,9,16,3,3,0,0,258,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,15,0,13,6,0,0,5,7,3,0,8,0,3,0,0,0,36,0,3,12,41,48,49,109,63,6,11,3,18,8,6,7,378,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,15
POA3166,14,5,7,7,3,0,4,79,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,0,0,5,6,6,8,18,14,0,5,0,3,0,0,4,81,6,139,228,44,9,6,5,17,0,0,3,3,0,0,24,490,0,0,0,3,10,12,26,13,0,0,3,7,14,0,0,86,0,0,0,4,17,15,105,53,8,12,14,12,0,0,0,237,0,0,6,6,8,0,0,0,0,0,0,0,3,0,4,38,0,0,4,15,59,34,96,53,9,16,16,19,7,0,4,332,0,0,0,0,0,3,23,22,11,22,31,30,6,0,7,159,0,3,4,6,4,6,0,7,0,0,0,0,0,0,0,24,0,3,11,23,55,52,65,33,3,11,6,9,3,0,4,287,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,6,3,13,0,7,11,0,0,0,0,50
POA3167,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,4,0,8,3,5,11,0,0,0,0,0,0,5,36,0,55,70,15,5,0,3,0,4,0,3,0,0,0,9,166,0,0,0,0,4,12,20,0,0,0,0,0,0,3,0,43,0,0,0,0,3,11,15,12,0,3,7,0,3,0,0,57,0,5,11,14,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,6,16,13,17,17,3,4,5,0,0,0,0,83,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,16,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,9,12,23,4,0,0,5,0,0,0,0,80,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,4,0,7,0,4,3,4,0,0,0,34
POA3168,10,19,27,30,16,18,6,160,0,0,0,0,0,3,8,8,3,0,0,0,0,0,0,25,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,89,107,7,4,3,10,7,5,3,3,5,0,0,31,279,0,0,0,0,8,17,32,13,0,0,3,11,7,5,0,97,0,0,0,3,4,16,80,60,14,11,16,12,3,0,8,238,0,0,6,0,3,0,0,0,0,0,0,0,0,0,4,13,0,0,3,26,70,44,105,110,61,74,128,92,46,0,12,784,0,0,0,0,0,0,16,22,26,48,73,64,17,0,0,269,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,4,10,24,27,29,20,4,4,4,18,3,6,8,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,18,35,9,28,32,23,10,4,0,167
POA3169,0,3,0,6,0,0,0,24,0,0,0,3,0,15,7,3,0,0,0,0,0,0,0,33,0,0,3,0,8,0,4,7,5,0,0,0,0,0,0,21,0,98,148,20,7,3,8,17,3,0,3,0,0,0,3,313,0,0,0,0,6,12,23,16,0,0,4,0,0,0,0,71,0,0,0,0,8,13,72,31,12,6,13,4,4,0,4,161,0,0,16,29,24,11,16,0,0,0,0,0,0,9,3,102,0,0,9,18,34,31,70,56,28,30,36,28,0,0,10,344,0,0,0,0,0,5,18,15,5,19,25,21,0,0,4,118,0,9,4,0,0,0,5,0,0,0,0,0,0,0,3,16,0,4,0,15,27,46,53,27,10,0,3,3,3,0,4,191,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,7,10,20,21,10,7,14,9,8,0,0,107
POA3170,6,5,13,3,0,0,3,96,0,0,0,4,0,5,4,8,0,3,0,0,0,0,0,24,0,0,5,6,5,4,0,3,0,0,0,0,0,0,0,22,5,134,148,29,10,3,4,3,0,0,0,0,0,0,6,354,0,0,0,0,4,0,17,0,4,0,0,3,0,0,0,31,0,0,0,0,5,11,54,31,0,5,0,0,3,0,3,122,0,0,11,22,14,11,0,0,0,0,3,0,0,0,0,66,0,0,4,34,105,69,210,87,32,36,4,16,3,5,3,607,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,15,3,14,4,0,0,4,0,0,0,0,0,0,0,0,0,31,0,0,4,21,26,33,46,41,5,6,10,5,0,3,6,200,0,3,14,11,0,5,5,0,0,0,0,0,0,0,0,45,0,0,0,0,10,0,35,39,9,10,14,15,4,5,4,151
POA3171,0,5,3,0,0,0,0,40,0,0,0,0,0,4,0,12,0,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,93,83,12,6,5,3,0,0,0,0,0,0,0,12,216,0,0,0,0,3,3,8,4,6,0,0,9,0,0,0,35,0,0,0,0,0,6,74,56,20,5,18,5,3,0,8,194,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,38,15,65,165,132,175,196,145,37,0,41,1022,0,0,0,0,0,0,3,9,0,12,6,12,3,0,0,39,0,13,3,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,9,23,45,61,29,5,17,0,11,0,3,3,197,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,5,29,42,29,17,26,13,3,0,3,180
POA3172,0,0,0,3,0,0,0,17,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,19,0,8,7,5,7,0,10,8,0,0,0,0,0,0,0,52,0,41,77,20,0,6,4,8,0,0,0,0,0,0,3,158,0,0,0,0,5,4,10,6,0,0,0,0,0,0,5,33,0,0,0,0,4,3,13,11,0,3,0,0,0,0,4,37,0,0,7,12,9,7,8,10,0,0,0,0,0,0,4,51,0,0,3,20,32,3,30,53,66,59,89,41,6,0,3,417,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,20,4,6,0,0,5,0,0,0,0,0,0,0,0,43,0,0,9,23,45,56,58,36,0,0,0,3,0,0,12,258,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,3,21,14,0,0,3,6,0,0,4,63
POA3173,0,0,0,0,0,0,0,38,0,0,0,0,4,12,7,8,4,0,0,4,0,0,0,34,0,3,10,8,12,0,11,6,0,0,0,0,0,0,0,42,7,47,75,19,10,8,10,8,0,0,0,0,0,0,12,194,0,0,0,7,0,0,10,0,0,0,0,4,0,0,0,22,0,0,0,3,3,10,25,9,0,0,0,0,0,0,0,55,0,0,6,23,14,14,10,0,0,0,3,4,0,0,3,77,0,0,0,13,66,29,90,49,36,38,54,22,3,0,15,428,0,0,0,0,0,7,7,0,0,3,5,0,5,0,0,17,0,12,5,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,6,16,46,89,121,88,13,11,8,16,6,4,12,445,0,0,8,24,12,15,10,0,0,0,0,0,0,0,0,66,0,0,0,5,6,11,42,25,0,15,19,9,5,0,0,147
POA3174,7,12,3,5,3,0,0,116,0,0,0,0,0,13,14,12,16,0,0,0,0,0,0,59,0,4,14,8,9,0,0,6,0,0,0,0,0,0,0,45,9,140,151,28,7,6,7,11,6,4,5,6,0,0,12,380,0,0,0,5,5,9,16,3,0,0,0,5,0,0,0,44,0,0,0,3,4,8,59,43,5,11,9,9,0,0,6,154,0,0,17,25,23,13,19,6,0,3,4,0,0,0,0,116,0,0,6,21,43,35,77,141,139,205,202,139,40,0,30,1066,0,0,0,0,0,7,29,42,13,16,17,19,0,0,0,145,5,32,13,3,4,4,0,0,0,0,0,0,0,0,4,68,0,3,5,37,73,106,112,94,15,14,19,15,4,9,13,516,0,0,6,7,15,7,10,0,0,0,0,0,0,0,0,54,0,0,0,0,31,33,78,141,40,46,46,39,17,11,8,489
POA3175,43,43,20,15,19,4,0,527,0,0,0,0,0,42,44,71,9,9,3,3,7,0,6,194,0,3,16,17,18,0,12,8,3,0,0,0,0,0,3,73,20,192,272,48,9,3,5,9,0,0,0,4,0,0,40,618,0,0,0,0,5,5,13,5,0,0,3,0,0,0,0,19,0,0,0,0,0,16,65,33,3,4,0,4,0,0,0,126,0,6,41,107,76,37,36,34,5,3,0,9,6,0,14,375,0,0,0,18,35,30,78,90,54,61,70,46,6,0,8,511,0,0,0,0,0,0,11,14,3,14,12,13,10,0,5,77,11,121,15,3,6,0,7,0,0,3,0,0,0,0,9,183,0,5,15,57,117,109,156,117,9,25,20,8,5,6,43,690,0,6,48,179,236,191,126,44,4,5,0,5,0,0,18,878,0,0,0,0,15,18,220,632,96,109,130,145,72,63,17,1526
POA3177,3,17,3,9,0,0,3,152,0,0,0,0,0,9,6,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,4,13,5,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,15,0,0,0,7,8,7,5,3,3,0,0,0,0,0,4,43,0,0,0,0,9,10,27,11,14,21,5,9,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,16,24,30,83,38,4,8,3,12,3,0,7,214,0,0,7,7,8,9,0,0,0,0,0,0,0,0,4,41,0,0,0,0,3,12,48,164,23,31,42,32,10,9,9,379
POA3178,15,9,6,22,0,0,3,232,0,0,4,0,5,5,21,3,8,3,0,0,0,0,0,55,0,0,5,16,12,0,6,4,3,0,0,0,0,0,0,56,9,77,172,39,14,6,6,0,4,0,0,0,0,0,14,342,0,0,0,3,0,7,11,4,0,0,0,0,0,0,0,28,0,0,0,0,8,19,78,20,4,0,6,5,0,0,0,132,0,0,5,23,32,6,11,4,0,0,4,0,0,0,0,98,0,6,11,50,270,93,229,76,33,13,13,12,0,0,9,821,0,0,0,0,0,8,4,8,0,0,4,0,0,0,0,20,0,68,15,12,14,0,3,0,5,0,0,0,0,0,0,116,0,0,11,29,95,57,99,49,0,4,14,10,0,0,10,391,0,0,0,11,6,6,0,0,0,0,0,0,0,0,0,25,0,0,0,3,13,17,21,15,0,3,0,3,0,0,0,78
POA3179,0,3,0,3,0,0,0,41,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,17,15,5,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,5,21,25,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,39,21,125,32,4,8,5,0,0,0,0,248,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,7,8,20,17,25,0,5,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13
POA3180,5,11,0,9,0,0,3,78,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,16,0,12,8,0,3,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,34,16,0,3,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,32,31,76,42,12,16,5,4,0,0,0,228,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,30,8,3,0,0,3,0,0,0,0,0,0,0,0,46,0,0,5,12,16,16,14,14,4,0,4,3,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,17
POA3181,4,0,4,3,0,0,5,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,12,5,28,46,13,11,32,53,24,0,3,230,0,9,13,7,0,3,10,37,4,8,5,3,0,0,3,114,0,0,0,7,8,5,13,6,0,3,8,0,0,0,0,56,0,0,0,3,4,8,14,3,5,0,0,9,0,0,0,39,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,17,42,22,41,28,12,14,6,7,5,0,0,206,0,0,0,0,0,0,7,4,0,0,7,6,0,0,0,30,0,3,6,0,3,11,3,7,0,0,0,0,0,0,0,44,0,5,13,28,53,73,130,138,25,32,31,33,17,18,7,612,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,7,0,4,6,0,0,26
POA3182,0,0,7,10,0,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,20,7,62,108,41,36,64,126,37,0,4,525,3,28,14,10,0,6,23,57,11,14,18,8,4,0,4,196,0,0,0,6,0,6,19,12,3,4,10,8,0,0,0,70,0,0,0,0,5,4,18,11,0,4,0,0,0,0,3,51,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,16,0,0,5,19,25,9,45,19,3,3,5,8,4,0,6,149,0,0,0,0,0,0,9,11,13,11,10,14,6,0,0,62,0,10,6,6,3,9,11,7,3,0,4,7,0,0,3,66,3,5,24,55,95,87,157,138,22,35,51,28,6,10,12,725,0,0,0,3,0,3,4,4,0,3,0,0,0,0,0,17,0,0,0,0,0,3,3,8,0,4,8,0,0,0,0,27
POA3183,0,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,12,7,31,38,10,16,30,45,9,0,0,220,0,11,10,4,0,6,6,24,8,7,9,5,0,0,0,97,0,0,0,0,3,10,16,10,0,0,0,8,0,0,0,51,0,0,0,3,4,3,8,3,0,0,0,0,0,0,0,27,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,11,19,10,19,6,0,0,0,3,0,0,4,81,0,0,0,0,0,0,5,12,17,19,15,23,3,0,0,105,0,0,0,3,3,6,3,3,3,0,0,0,0,0,0,33,0,4,14,31,48,53,97,79,23,20,22,10,8,8,6,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,4,5,0,0,0,16
POA3184,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,18,9,42,42,0,14,10,19,3,0,8,176,10,23,15,12,9,0,14,24,6,10,5,4,0,0,3,143,0,4,0,0,5,0,6,6,0,0,3,4,0,0,0,28,0,0,0,0,5,0,3,3,0,0,5,8,0,0,0,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,5,12,11,4,10,4,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,3,0,3,0,3,10,9,5,0,0,3,0,0,0,45,0,0,14,35,60,56,93,43,12,8,13,18,4,3,0,356,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11
POA3185,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,7,6,43,36,11,15,24,17,11,0,0,177,4,28,35,5,7,0,6,9,0,3,0,0,0,0,0,104,0,0,0,5,4,13,18,25,12,3,7,0,0,4,0,95,0,0,0,0,6,3,4,4,3,4,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,9,7,4,17,7,3,0,0,0,0,0,0,63,0,0,0,0,0,0,5,5,4,14,15,18,0,0,0,60,3,4,3,0,0,0,3,0,0,0,0,0,0,0,0,21,0,4,5,18,39,32,64,48,10,6,18,12,0,0,3,274,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,16
POA3186,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,8,19,11,27,30,0,5,11,3,3,0,0,139,14,71,38,14,6,8,8,10,4,10,0,9,0,0,9,187,0,3,0,0,3,10,11,4,0,0,10,9,15,4,4,81,0,0,0,0,5,4,3,8,0,0,6,5,0,0,0,36,0,0,5,10,0,0,7,0,0,0,0,0,0,0,0,21,0,0,15,19,39,16,13,9,7,0,3,3,0,0,3,121,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,12,4,16,9,7,0,0,13,5,0,3,6,9,0,0,0,79,3,7,27,43,55,65,86,34,4,5,7,11,7,0,10,363,0,5,0,5,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13
POA3187,0,0,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,6,19,27,4,4,0,0,0,0,4,94,9,42,32,3,5,0,7,9,0,0,0,0,0,0,3,115,0,0,3,0,4,12,14,18,0,6,10,10,3,0,0,71,0,0,0,0,0,3,3,0,0,4,0,4,0,0,0,21,0,0,3,5,9,6,0,0,0,0,0,0,0,0,0,17,0,5,8,8,28,14,19,0,0,4,0,0,4,0,0,94,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,12,0,3,0,8,10,3,0,0,4,0,0,3,0,41,0,3,18,22,42,29,61,29,3,0,0,6,5,0,8,242,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
POA3188,0,0,0,0,0,0,0,30,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,10,0,6,5,6,15,17,39,27,3,4,0,10,0,0,0,135,11,44,35,15,3,3,11,5,0,0,0,0,3,0,3,129,0,0,0,3,3,14,7,7,0,0,0,0,0,0,0,45,0,0,0,0,5,0,12,6,0,0,0,0,0,0,0,22,0,0,3,15,3,5,0,0,0,0,0,0,0,0,0,32,0,0,5,14,19,18,16,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,11,18,0,0,3,0,7,0,0,0,55,0,4,15,48,57,51,85,53,4,8,3,0,0,0,9,335,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,11
POA3189,4,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,21,14,0,0,0,0,0,0,0,51,4,28,19,0,0,0,0,4,0,0,0,0,0,0,4,60,0,0,5,0,4,4,3,5,0,0,0,0,0,0,4,30,0,0,0,0,0,3,11,7,4,4,0,0,0,0,0,27,0,0,9,11,5,4,0,0,0,0,0,0,0,0,0,25,0,0,0,10,8,3,11,6,4,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,14,14,17,34,13,0,0,0,0,0,0,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3190,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,3,17,9,23,19,3,0,0,0,0,0,0,81,0,28,27,7,3,0,3,10,0,0,0,3,0,0,0,81,0,0,0,0,0,4,9,3,0,3,0,3,0,0,0,29,0,0,0,3,0,0,8,8,0,0,0,0,0,0,0,19,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,15,0,0,4,7,11,8,17,10,4,4,0,4,0,0,4,66,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,11,0,5,4,0,7,0,3,4,0,0,0,0,0,0,0,30,0,0,9,25,35,49,69,40,5,8,4,4,4,0,4,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5
POA3191,0,4,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,17,10,0,5,0,5,4,0,0,72,5,22,20,4,0,6,0,14,0,0,0,0,0,0,9,86,0,0,0,0,4,7,4,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,9,0,0,5,11,4,0,10,4,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,5,4,11,3,0,0,0,4,0,0,0,48,5,4,4,32,33,37,57,27,0,3,6,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3192,4,3,4,3,0,0,0,49,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,10,0,5,9,3,7,8,35,30,5,9,0,3,0,3,0,117,11,88,54,6,3,10,7,15,4,0,0,0,0,0,3,207,0,0,0,0,5,15,31,14,6,0,0,5,3,4,3,98,0,0,0,0,4,9,26,10,0,0,0,0,0,0,0,48,0,0,6,10,11,4,4,5,0,0,5,0,0,0,0,47,0,0,4,17,21,12,23,23,5,8,13,6,3,0,4,147,0,0,0,0,0,4,15,7,0,4,8,5,0,0,3,47,0,11,4,3,0,5,5,0,0,0,0,0,0,0,0,45,0,5,11,42,71,65,120,52,3,8,6,4,0,0,6,393,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,16,13,0,0,5,0,3,0,0,39
POA3193,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,12,18,30,26,0,0,0,0,0,0,6,103,6,46,37,3,3,4,3,7,4,0,0,0,0,0,0,112,6,0,0,3,5,8,5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,10,0,0,12,8,11,6,6,5,4,0,0,0,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,5,5,6,15,9,0,0,0,0,0,0,0,80,0,3,18,46,67,55,87,29,0,3,7,0,5,0,14,330,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
POA3194,0,0,0,0,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,10,14,3,17,25,3,0,0,0,0,0,0,84,3,43,31,4,0,0,7,4,0,0,0,0,0,0,4,102,0,0,0,0,7,9,9,7,0,0,0,0,0,0,0,32,0,0,0,0,0,3,13,0,0,0,0,4,0,0,0,25,0,4,0,8,3,0,0,0,0,0,0,0,0,0,0,12,0,0,3,9,12,9,16,5,4,0,0,0,0,0,0,53,0,0,0,0,0,0,3,0,0,4,8,0,0,0,0,24,0,17,6,3,4,0,3,0,0,5,3,5,0,0,3,50,0,3,11,34,43,44,62,22,3,6,0,6,6,3,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
