POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3192,0,0,4,28,7,0,3,0,0,39,0,0,0,3,5,0,0,0,0,11,0,8,5,88,26,18,10,0,0,155,0,0,0,17,14,20,17,6,3,77,0,0,5,3,0,0,0,0,0,7,0,7,6,38,30,20,29,14,15,164,0,9,0,10,6,6,0,4,0,48,0,18,25,86,61,23,19,11,4,249,0,0,4,50,19,30,25,24,12,163,0,0,0,15,0,0,0,0,0,17,5,5,5,47,17,5,0,0,0,78,0,4,0,32,16,30,19,23,0,122,9,17,8,38,16,14,11,4,0,115,0,0,6,52,17,5,8,4,0,92,0,0,4,7,5,6,0,0,0,24,0,0,3,13,4,4,4,4,0,32,8,59,41,396,188,129,126,85,48,1079,38,69,72,220,97,76,68,84,61,780,1420,2928,2463,6799,3402,2623,2063,1477,954,24129
POA3193,0,0,0,0,0,0,4,0,0,11,0,0,0,4,3,4,0,0,0,11,0,0,7,11,12,0,3,0,0,31,0,0,0,10,14,8,10,9,3,57,0,0,0,0,0,0,0,0,0,0,0,3,7,24,33,51,37,28,4,191,0,4,16,9,11,9,0,3,0,52,0,31,41,62,112,40,26,9,0,333,0,0,0,4,4,9,14,0,0,36,0,0,0,0,0,0,0,0,0,3,0,8,10,15,3,3,5,0,0,46,0,0,0,7,7,8,7,5,0,30,5,26,19,29,29,24,19,12,0,154,0,0,5,9,14,4,3,0,0,34,0,5,0,7,8,8,6,3,0,33,0,0,0,12,13,5,4,0,0,31,0,25,25,99,118,104,103,61,22,555,17,83,33,105,89,68,67,58,45,571,724,2734,2547,3072,3352,3044,2581,1513,631,20207
POA3194,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,10,0,3,0,40,10,17,4,0,0,72,0,0,0,18,5,11,16,8,0,57,0,0,0,0,0,0,0,0,0,5,0,8,4,11,20,21,18,11,3,99,0,5,0,9,3,0,0,0,0,19,0,22,12,64,32,10,17,12,0,166,0,4,0,15,14,11,13,8,4,63,0,0,0,6,0,0,0,0,0,8,0,0,3,16,5,0,0,0,0,30,0,0,0,16,13,18,17,12,11,83,0,10,4,21,10,17,9,0,0,73,0,0,0,13,3,6,5,6,0,32,0,0,0,0,3,4,3,0,0,13,0,0,0,3,6,3,0,0,0,14,0,34,22,192,95,55,63,54,17,529,14,30,13,114,33,42,43,24,20,334,597,1478,1330,3616,2010,1599,1299,889,403,13221
POA3195,0,0,0,0,3,0,0,0,0,15,0,0,0,3,12,8,0,0,0,24,0,8,22,68,45,43,20,16,0,228,0,4,0,31,25,30,42,15,3,156,0,0,0,0,0,0,5,0,0,4,0,12,24,62,54,59,43,38,19,310,0,10,8,22,18,15,7,3,0,87,3,48,39,133,106,55,27,19,10,432,0,0,11,49,66,63,61,24,5,285,0,0,0,5,5,6,5,0,0,20,0,4,6,34,14,5,4,0,0,68,0,6,4,35,32,36,20,13,4,150,3,28,20,67,36,30,14,6,0,197,0,4,10,72,73,61,34,13,0,272,0,3,0,14,7,3,5,6,3,43,0,0,0,14,11,3,0,0,3,29,0,43,63,319,263,231,164,99,49,1235,43,106,85,214,138,107,107,79,55,929,1886,5087,4619,8672,6126,4844,3344,1920,863,37364
POA3196,0,0,0,4,0,0,0,0,0,10,0,0,0,3,15,8,0,0,0,26,0,9,15,77,30,43,28,11,3,210,0,0,0,31,14,18,20,10,5,100,0,0,0,0,0,0,5,0,0,6,0,4,6,50,23,43,34,38,15,208,0,6,3,3,6,5,13,5,0,40,0,17,23,72,42,25,18,11,3,206,0,0,6,26,17,30,31,21,9,138,0,0,0,8,0,4,0,0,0,13,0,8,5,44,18,4,5,0,0,83,0,0,0,16,14,24,20,0,0,70,0,10,10,37,20,21,12,4,0,121,0,5,4,37,16,13,8,0,0,75,0,0,0,12,10,9,0,4,0,35,0,0,0,7,0,0,7,0,0,17,0,30,36,308,185,135,144,69,28,934,46,72,81,293,130,135,124,112,38,1032,1677,3167,2385,7731,3779,3231,2590,1596,718,26876
POA3197,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,6,4,5,3,23,15,20,12,3,0,79,0,0,0,15,7,11,8,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,17,25,9,6,95,0,3,5,0,0,3,0,0,0,14,0,3,9,25,29,14,13,4,0,95,0,0,0,14,7,10,9,8,0,55,0,0,0,8,0,0,0,0,0,12,3,4,3,28,5,0,0,0,0,49,0,0,4,5,8,8,0,0,0,33,0,0,8,16,0,7,0,0,0,38,0,0,0,10,28,14,10,7,0,65,0,3,0,5,0,4,9,3,0,22,0,0,0,0,5,0,0,0,0,8,0,15,14,97,78,79,60,33,13,397,23,25,22,100,45,46,45,37,18,366,708,1284,1193,2861,1846,1736,1430,721,252,12032
POA3198,0,0,3,4,3,6,0,0,0,17,0,0,0,0,6,0,0,0,0,6,0,8,5,35,14,19,14,0,0,101,0,0,0,11,12,7,6,3,0,45,0,0,0,0,5,6,0,0,0,11,0,5,7,24,11,33,25,19,9,136,0,0,0,6,3,4,0,0,0,13,0,7,0,31,20,3,7,3,0,78,0,0,0,9,10,8,8,10,3,42,0,0,0,0,3,0,0,0,0,5,0,12,0,25,17,3,0,0,0,55,0,0,0,8,3,0,0,4,0,26,0,10,0,31,15,12,0,6,0,81,0,0,0,9,4,6,0,0,0,19,0,0,0,3,0,4,0,5,0,15,0,0,0,6,0,0,0,0,0,3,0,16,20,131,70,82,65,37,21,439,51,122,82,293,161,111,82,81,39,1024,1179,1853,1589,5034,2445,2036,1682,1016,385,17215
POA3199,0,0,0,21,3,4,0,5,0,29,0,0,3,19,10,12,3,4,0,52,0,30,39,157,66,59,24,13,0,388,0,0,4,23,25,40,42,18,4,159,0,0,0,10,5,4,3,0,0,24,0,10,25,64,57,112,106,88,48,513,0,5,9,24,6,11,4,0,0,62,0,6,41,95,87,47,27,10,0,314,0,0,16,58,23,21,34,27,0,173,0,0,4,26,4,4,3,0,0,36,0,13,15,73,29,10,0,0,0,142,0,0,0,11,8,7,11,0,0,39,4,24,19,69,28,30,36,12,0,224,0,5,13,38,20,10,0,5,0,91,0,5,7,18,24,19,19,19,4,125,0,3,3,19,19,10,10,3,0,67,5,72,108,404,258,225,235,188,66,1566,139,336,330,921,435,375,278,211,94,3124,3076,6691,6261,15011,7493,6781,5745,3516,1559,56127
POA3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,31,12,6,4,0,0,72,0,0,0,0,0,5,5,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,14,10,19,10,57,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,6,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,3,3,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,6,0,0,8,0,0,0,6,3,0,4,0,0,16,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,44,17,31,17,17,12,156,50,70,83,180,95,80,40,34,3,652,376,643,629,1673,671,700,473,349,194,5711
POA3201,0,0,4,19,6,4,0,0,0,30,0,0,0,0,3,0,0,0,0,5,0,32,49,174,90,50,43,3,0,458,0,0,0,11,9,7,12,6,0,59,0,0,10,12,6,8,8,0,0,35,0,0,5,20,20,34,33,28,9,148,0,8,6,8,5,4,0,0,0,31,0,7,9,44,22,27,26,5,3,138,0,6,5,67,26,41,33,11,6,195,0,0,0,11,0,0,0,0,0,13,0,9,3,35,16,4,0,0,0,64,0,0,0,9,4,10,5,0,0,27,0,0,4,13,13,5,11,0,0,44,0,0,6,47,9,3,0,0,0,68,0,0,0,9,3,8,3,0,0,26,0,0,0,9,6,3,0,0,0,18,0,8,55,220,143,101,85,45,14,668,54,106,97,263,121,91,75,67,47,924,1507,2706,2481,6883,2883,2557,1703,835,423,21976
POA3202,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,8,9,10,9,5,0,0,42,0,0,0,6,9,7,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,0,3,6,4,0,4,0,0,11,0,10,10,17,36,18,9,6,0,108,0,0,0,8,9,8,4,3,0,37,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,5,0,15,0,0,0,6,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,49,56,30,8,17,0,189,3,8,5,25,4,7,13,6,4,74,139,437,344,650,528,317,246,120,43,2826
POA3204,3,0,4,33,3,4,0,0,0,41,0,0,0,0,6,0,0,0,0,7,0,11,6,97,25,22,17,4,0,179,0,0,0,34,22,38,50,24,15,182,0,0,0,0,0,0,5,0,0,3,3,0,14,34,28,23,25,20,10,152,0,27,24,41,32,17,14,6,0,158,3,37,38,165,153,66,54,32,16,558,0,3,8,72,30,33,45,28,21,244,6,0,6,50,11,4,3,0,0,74,0,5,14,52,15,6,4,0,0,94,0,0,0,9,9,7,13,6,0,52,15,34,37,58,35,24,13,3,0,221,0,31,35,106,70,29,16,6,0,277,0,0,0,5,7,5,4,0,0,23,0,0,0,12,3,0,0,0,0,22,21,105,126,593,441,340,296,197,80,2200,32,108,96,299,129,99,95,68,34,964,1567,4498,4354,8946,5219,3868,2601,1412,665,33130
POA3205,0,0,0,7,0,4,0,0,0,12,0,3,0,8,3,0,0,0,0,12,0,0,8,66,5,6,4,0,0,86,0,0,0,11,7,10,5,4,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,21,15,13,8,9,0,61,0,4,5,35,11,8,5,0,0,70,0,0,5,56,16,3,7,0,4,90,0,0,4,19,5,5,0,0,0,33,0,0,4,26,6,3,5,0,0,33,0,0,7,32,12,3,0,0,0,60,0,0,0,13,7,3,3,0,0,21,4,3,12,52,17,20,4,3,0,119,0,0,8,43,21,12,4,3,0,84,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,7,6,27,41,383,86,54,68,56,45,766,19,48,48,217,109,74,48,56,36,660,482,853,1013,4502,1653,1323,903,531,278,11548
POA3206,0,0,5,3,0,0,0,0,0,4,0,0,0,0,7,5,0,0,0,9,0,0,0,10,0,0,0,0,0,15,0,0,0,3,3,3,5,3,3,31,0,0,0,0,0,0,0,0,0,0,0,3,0,15,17,9,9,9,0,63,0,5,5,7,4,4,3,3,0,26,0,4,0,25,18,5,8,0,0,59,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,25,10,25,18,15,14,6,0,122,0,4,0,12,0,3,0,0,4,31,0,0,0,6,6,5,0,0,0,17,0,0,0,0,0,3,0,0,0,7,0,17,11,117,54,33,31,29,15,307,15,31,17,81,42,55,41,43,9,337,507,1185,899,2261,1656,1426,1093,782,231,10043
POA3207,0,0,7,5,0,0,0,0,0,12,0,0,0,3,7,0,0,0,0,10,0,0,3,48,8,9,6,0,0,77,0,0,0,27,17,12,25,6,0,92,0,0,0,0,0,0,0,0,0,3,0,0,3,39,30,24,12,7,5,119,0,4,4,16,10,10,5,0,0,55,0,0,0,65,27,24,11,4,0,144,0,0,0,24,10,0,5,0,0,37,0,0,0,5,6,3,0,0,0,13,0,0,3,25,5,0,0,0,0,42,0,0,0,17,11,14,10,3,3,53,10,18,17,75,37,23,18,9,4,203,0,4,10,36,28,17,9,0,0,101,0,0,0,14,8,9,0,0,0,22,0,0,0,10,0,9,0,0,0,14,9,33,35,383,133,97,88,68,12,863,35,66,87,401,170,150,112,61,20,1100,836,1591,1377,5839,2905,2242,1671,924,240,17633
POA3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,17,4,20,23,22,24,34,11,3,4,155,56,205,191,262,218,220,137,52,16,1353
POA3212,0,8,4,19,3,0,0,0,0,36,0,0,0,4,3,0,0,0,0,6,5,21,58,104,78,40,7,5,0,316,0,0,0,11,5,5,3,0,0,22,0,3,0,12,5,4,0,0,0,20,0,5,4,9,17,34,40,30,9,137,0,0,5,7,3,9,0,0,0,32,0,3,0,23,6,4,4,0,0,41,0,0,0,12,8,0,0,0,0,25,0,0,0,7,0,0,0,0,0,11,0,3,4,32,9,5,3,0,0,54,0,0,0,6,3,3,0,5,0,15,0,0,5,13,10,8,8,0,0,38,0,4,6,43,29,26,6,0,0,113,0,0,0,3,4,0,0,6,0,16,0,0,0,11,5,0,0,0,0,18,0,12,18,126,51,49,62,34,13,364,29,76,67,158,68,52,71,51,20,599,1218,2498,2161,5931,2572,2032,1747,819,291,19272
POA3213,0,3,0,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6,0,0,0,12,0,0,0,0,3,10,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,16,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,5,0,0,0,23,0,0,0,0,7,0,0,3,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,10,3,0,0,26,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,16,27,39,13,13,0,126,0,30,23,47,37,39,26,9,7,219,228,695,689,1097,743,689,370,187,45,4753
POA3214,4,51,75,122,8,3,3,0,0,268,0,0,0,0,4,5,0,0,0,3,3,19,46,151,78,54,35,10,0,398,0,0,0,3,8,6,19,3,8,49,0,0,0,0,0,0,0,0,0,5,0,0,5,7,8,28,41,36,4,127,0,4,13,10,5,5,0,0,0,38,0,0,0,11,0,5,5,0,0,22,0,3,10,72,9,3,0,0,0,99,0,0,0,8,0,0,0,0,0,8,3,132,169,75,8,5,3,0,0,392,0,3,0,12,15,12,9,3,0,55,0,6,4,16,8,5,4,0,0,43,0,0,19,35,35,29,8,3,0,135,0,0,0,4,4,0,5,0,0,20,0,0,0,3,3,0,0,0,0,5,7,52,73,188,88,146,152,121,44,874,133,310,311,708,303,247,202,128,47,2387,1393,2910,3546,6695,2974,2952,2343,1242,453,24500
POA3215,0,14,20,67,9,3,3,0,0,109,0,3,0,5,7,0,0,0,0,18,0,15,4,83,35,26,12,5,0,176,0,0,0,13,9,15,35,18,25,122,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,18,26,29,5,110,0,0,0,7,3,0,3,0,0,17,0,0,3,15,3,3,6,0,0,32,0,6,11,50,7,3,3,3,0,81,0,0,0,4,0,0,0,0,0,9,0,3,7,36,9,7,0,0,0,64,0,0,0,3,3,9,4,8,0,32,0,0,8,17,12,4,8,0,0,48,0,3,3,24,10,9,7,3,0,59,0,0,0,0,4,5,3,3,5,15,0,0,4,4,7,0,0,0,0,19,4,40,47,128,70,126,149,183,102,851,33,86,111,260,124,92,107,97,50,958,1180,2324,2426,5977,2679,2493,2442,1622,839,21994
POA3216,3,12,38,110,12,0,6,0,0,177,0,0,3,5,11,3,0,0,0,29,0,20,35,155,48,33,33,7,0,341,0,0,0,18,8,3,18,9,3,59,0,0,0,8,4,0,0,0,0,13,0,10,12,48,39,58,55,63,31,320,0,3,17,19,14,12,18,0,0,93,0,23,47,76,55,48,31,12,3,308,0,15,68,148,34,13,27,8,5,324,0,0,0,18,0,0,0,0,0,25,0,5,12,47,27,8,0,0,0,92,0,4,0,8,4,3,0,5,0,23,5,20,27,65,25,21,16,12,0,193,0,4,33,86,12,8,8,6,0,154,0,0,4,5,13,10,17,14,0,62,0,0,8,28,15,8,5,0,0,70,4,57,107,313,136,150,123,132,48,1066,57,176,357,552,215,194,237,197,98,2081,3237,7084,8518,15922,7154,6475,5857,3913,1953,60123
POA3217,0,9,8,39,0,0,0,0,0,59,0,0,0,0,4,0,0,0,0,3,3,4,26,172,32,15,3,0,0,254,0,0,0,8,4,0,4,0,3,21,0,0,0,3,0,0,0,0,0,5,0,0,0,21,14,8,16,9,0,71,0,4,3,9,0,5,0,0,0,18,0,11,14,55,33,9,11,0,0,135,0,6,9,61,4,4,4,0,0,97,0,0,0,14,0,0,0,0,0,18,0,0,8,17,3,4,0,0,0,34,0,0,0,0,4,0,0,0,0,5,4,11,12,42,7,4,3,0,0,77,0,0,4,22,3,5,0,0,0,40,0,0,0,9,9,0,0,0,0,20,0,0,11,30,8,4,0,0,0,53,3,29,28,161,44,22,35,11,0,333,42,98,97,233,79,67,45,21,5,689,2094,2909,2530,8181,1809,1366,1025,410,168,20499
POA3218,0,10,7,26,8,0,0,0,0,53,0,0,0,0,8,0,0,0,0,6,0,0,9,42,3,0,3,0,0,59,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,16,14,7,0,58,0,5,0,5,0,0,3,0,0,21,0,0,0,24,6,0,5,3,0,38,0,0,5,28,0,0,0,0,0,44,0,0,0,7,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,5,0,5,9,22,7,3,3,6,0,47,0,0,4,13,5,4,7,0,0,29,0,0,0,5,4,3,3,3,0,13,0,0,0,5,0,0,5,0,0,11,8,7,15,96,35,32,44,19,8,260,17,45,77,154,56,53,52,44,24,524,1030,1727,1615,4866,1897,1695,1240,626,239,14942
POA3219,0,6,3,31,0,0,0,0,0,34,0,0,0,0,5,0,0,0,0,8,0,0,15,56,29,15,11,4,0,140,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,36,39,25,0,128,0,0,3,3,0,0,3,0,0,7,0,0,0,14,10,3,3,0,0,34,0,4,3,33,0,3,10,0,0,52,0,0,0,3,0,0,0,0,0,3,0,0,4,18,15,3,0,0,0,44,0,0,0,0,4,0,0,0,0,9,0,0,6,27,4,9,4,5,0,57,0,0,3,26,6,4,0,0,0,37,0,0,0,0,0,3,9,6,0,22,0,0,0,0,0,0,0,0,0,0,0,17,26,97,30,45,42,39,24,323,56,123,127,363,189,160,132,115,46,1312,972,1978,2429,5452,2546,2701,2290,1384,561,20309
POA3220,0,0,3,26,4,0,0,0,0,40,0,0,0,0,6,0,0,0,0,10,0,0,10,40,8,4,10,0,0,82,0,0,0,0,5,6,7,5,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,13,12,14,17,13,3,73,0,3,3,6,0,4,5,0,0,23,0,3,4,22,6,11,11,3,0,62,4,3,4,45,9,0,5,4,0,73,0,0,0,10,0,0,0,0,0,9,0,0,0,11,4,3,6,0,0,26,0,0,0,5,5,0,0,0,0,5,0,8,7,25,18,8,9,0,0,77,0,0,9,18,5,4,0,0,0,41,0,0,0,11,5,5,5,3,0,26,0,0,0,4,0,5,0,0,0,8,0,20,17,96,27,35,42,33,14,277,22,73,78,214,75,95,81,53,21,710,786,1990,2219,4548,2258,2279,1875,956,362,17270
POA3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,10,5,7,8,0,0,36,41,124,106,153,131,113,97,27,12,801
POA3222,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,7,5,36,15,11,5,0,0,87,0,0,0,4,0,3,5,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,31,41,23,5,123,0,0,0,6,0,0,0,0,0,13,0,0,10,20,15,25,13,11,0,82,0,0,0,7,0,6,4,3,0,14,0,0,0,3,0,0,0,0,0,4,0,0,7,11,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,4,11,16,7,12,9,10,0,68,0,0,0,3,6,0,0,0,0,8,0,0,0,4,0,7,9,5,0,23,0,0,0,7,0,0,4,0,0,19,0,9,6,40,27,38,42,24,11,208,23,83,55,137,73,93,111,89,49,713,950,2266,1876,3987,2205,2575,2736,1456,522,18576
POA3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,6,5,5,0,0,23,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,24,16,3,60,0,0,0,5,0,4,0,0,0,6,0,0,3,0,0,8,3,4,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,8,0,0,25,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,4,7,26,33,31,27,7,138,12,44,32,96,91,140,175,123,26,733,279,724,588,1378,1108,1762,2250,1134,314,9536
POA3224,0,0,0,11,0,0,0,0,0,9,0,0,0,0,4,3,0,0,0,3,4,6,13,44,15,15,12,5,0,107,0,0,0,8,0,7,9,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,21,19,7,81,0,0,0,3,0,3,0,0,0,13,0,6,9,17,11,11,7,6,3,60,0,0,0,3,3,0,0,0,0,10,0,0,3,0,0,6,0,0,0,10,0,5,0,7,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,9,0,3,0,16,5,4,3,0,0,31,0,0,0,6,4,3,4,0,0,19,0,0,0,5,0,11,8,9,0,30,0,0,0,7,0,0,0,3,0,12,0,3,7,46,21,39,29,24,21,196,24,68,35,108,71,60,88,84,32,562,866,1755,1607,3534,1854,1851,1893,1298,439,15101
POA3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,0,33,0,0,0,0,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,5,4,0,5,7,0,3,4,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,4,10,7,6,5,51,7,26,14,43,27,60,88,74,19,360,176,450,346,688,534,873,1275,771,298,5408
