POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3211,570,548,1114,8,8,19,0,0,0,41,43,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,81,0,0,0,0,0,0,55,48,103,70,69,133,691,660,1350
POA3212,7422,7586,15009,322,389,711,7,9,15,701,732,1430,14,7,25,5,3,7,0,3,3,5,4,7,0,3,0,0,3,3,0,0,0,731,768,1496,28,23,57,17,13,25,1085,1192,2285,1438,310,1755,9950,9093,19046
POA3213,1987,1977,3960,56,59,118,0,0,0,194,189,390,0,5,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,202,199,391,11,4,15,3,0,3,266,252,526,121,97,216,2377,2332,4706
POA3214,9299,9725,19023,303,281,587,16,32,47,983,957,1945,10,20,39,12,5,14,0,8,7,10,8,24,4,0,4,0,0,0,0,0,0,1042,1035,2077,45,59,106,32,13,48,1423,1394,2813,1187,1198,2389,11910,12314,24229
POA3215,8541,9245,17781,250,281,537,22,32,55,1028,1104,2121,16,22,34,13,4,14,3,3,10,8,6,13,10,14,22,0,0,0,0,0,0,1102,1181,2279,38,41,75,43,50,95,1437,1551,2989,460,503,960,10432,11301,21734
POA3216,23263,24709,47971,835,826,1667,91,112,195,3228,3488,6723,64,67,131,28,28,53,24,16,40,33,41,69,12,11,23,10,10,26,0,0,0,3488,3777,7265,118,124,246,63,54,118,4514,4787,9293,1081,1122,2209,28860,30615,59473
POA3217,6675,6940,13617,367,408,776,34,44,79,2140,2403,4547,25,25,53,10,7,21,7,7,18,7,12,16,4,3,6,4,3,6,0,0,0,2231,2506,4740,52,67,118,34,27,56,2689,3004,5697,328,378,710,9698,10326,20026
POA3218,5593,6017,11616,256,259,513,21,7,29,875,945,1819,12,11,24,6,7,12,7,6,14,8,12,20,0,0,5,4,6,7,0,0,0,935,992,1933,34,42,75,25,21,47,1247,1315,2561,261,272,537,7104,7615,14717
POA3219,7800,8626,16423,225,222,453,9,16,26,777,889,1671,10,18,30,5,3,12,3,3,4,6,6,14,0,0,0,4,8,7,0,0,0,818,944,1764,27,39,69,25,14,39,1100,1217,2321,691,678,1369,9595,10522,20114
POA3220,6481,6800,13278,198,233,431,28,39,71,1041,1257,2292,19,17,35,4,13,14,19,7,20,10,17,26,6,4,12,9,8,19,0,0,0,1136,1351,2485,64,79,142,22,18,40,1409,1688,3103,387,367,751,8284,8853,17131
POA3221,338,347,682,8,14,21,0,0,0,27,21,51,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59,0,6,5,0,0,0,43,39,82,15,16,31,402,398,802
POA3222,7345,7756,15104,340,404,741,18,15,33,763,880,1648,15,24,40,5,7,11,5,3,4,13,3,14,0,5,10,7,3,11,0,0,0,826,942,1767,15,24,37,9,13,25,1198,1373,2569,329,386,711,8871,9513,18381
POA3223,3463,3629,7089,175,219,396,20,13,37,507,566,1074,10,9,15,11,3,13,0,4,7,4,3,6,3,7,8,0,0,0,0,0,0,552,609,1155,10,17,27,11,4,16,750,844,1595,389,407,795,4595,4880,9476
POA3224,6163,6470,12632,162,201,359,9,13,22,520,542,1064,12,12,26,5,3,12,0,3,4,3,0,10,0,0,0,0,5,8,0,0,0,560,580,1137,14,22,43,26,14,33,755,815,1575,331,405,738,7244,7696,14946
POA3225,1959,2243,4202,110,109,220,4,7,11,234,285,517,11,10,17,0,0,6,3,0,5,5,0,4,8,3,3,0,0,6,0,0,0,260,308,571,4,5,15,3,3,4,379,426,808,184,183,365,2515,2851,5372
POA3226,6715,7435,14149,464,523,985,15,19,35,691,763,1454,12,14,29,0,4,7,3,6,11,0,3,3,4,6,12,3,0,0,0,0,0,733,817,1549,27,31,59,8,10,25,1235,1380,2611,366,401,771,8313,9212,17533
POA3227,2162,2251,4412,92,92,182,7,0,8,203,219,419,0,0,3,0,8,3,0,4,5,0,0,0,4,4,7,0,0,3,0,0,0,218,241,456,10,15,24,4,0,4,322,339,660,166,187,357,2648,2783,5426
POA3228,9252,9618,18871,772,773,1540,29,29,60,984,1064,2045,22,26,47,8,9,17,15,7,18,4,10,13,4,11,10,3,3,5,0,0,0,1065,1155,2222,57,64,116,23,31,53,1915,2023,3936,525,534,1057,11693,12176,23865
POA3230,1231,1255,2486,49,77,132,3,0,4,156,169,324,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,163,175,342,9,3,12,0,3,3,227,261,485,102,93,197,1554,1613,3166
POA3231,610,650,1257,18,19,39,4,4,4,73,63,134,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,70,143,0,0,4,4,3,3,105,90,191,61,53,115,769,790,1567
POA3232,500,458,960,38,30,70,0,4,6,75,65,138,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,67,151,5,0,8,4,0,4,124,104,236,66,57,127,695,625,1320
POA3233,855,892,1749,67,74,148,12,8,14,87,72,157,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,102,82,186,4,3,7,0,0,3,180,162,345,135,123,252,1165,1180,2348
POA3234,90,83,173,7,8,17,0,0,0,18,11,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,11,28,0,0,0,0,0,0,26,23,43,10,10,17,125,115,240
POA3235,194,196,387,0,3,7,0,0,3,20,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,35,0,5,5,0,0,0,26,20,44,33,43,75,254,255,507
POA3236,86,98,185,0,0,0,0,0,0,10,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,13,24,0,0,0,0,0,0,12,15,28,19,21,43,119,137,255
POA3237,103,98,203,0,0,5,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,9,9,20,30,22,53,148,131,274
POA3238,112,86,191,0,5,4,0,0,0,16,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,18,17,36,15,9,18,134,115,243
POA3239,205,189,396,0,0,0,0,0,0,12,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,27,0,0,0,0,4,4,11,23,32,27,28,56,247,241,487
POA3240,957,907,1863,19,16,33,0,0,5,61,66,128,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,71,138,0,6,6,3,9,10,94,99,187,43,45,82,1083,1049,2139
POA3241,1205,1223,2427,28,47,77,3,3,4,113,124,236,5,3,3,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,124,135,260,3,3,10,3,4,7,163,193,356,131,122,249,1493,1536,3027
POA3242,405,375,779,12,14,28,0,0,0,25,32,57,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,63,0,0,0,3,0,3,45,48,96,28,31,58,471,457,929
POA3243,184,151,334,3,6,0,0,0,0,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,0,0,0,0,0,0,15,11,23,26,18,35,220,178,398
POA3249,1500,1378,2878,13,22,32,0,0,0,92,81,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,93,92,184,3,0,0,0,0,4,114,107,220,131,114,242,1743,1606,3347
POA3250,5061,5351,10415,393,411,802,17,20,31,264,253,514,8,11,21,3,7,13,0,0,0,9,0,7,0,0,6,0,0,0,0,0,0,299,292,589,41,23,68,16,13,21,750,734,1481,379,364,744,6194,6442,12634
POA3251,237,204,440,10,4,14,0,0,0,12,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,32,0,0,0,0,0,0,21,22,45,21,17,39,280,242,522
POA3254,138,138,273,4,4,12,0,0,0,11,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,20,0,0,0,0,0,0,14,18,35,21,21,43,177,177,349
POA3260,1939,1973,3910,82,85,163,7,3,7,127,125,259,8,4,14,4,0,7,3,3,7,3,0,7,0,0,0,0,0,0,0,0,0,155,144,302,4,4,8,0,0,3,245,235,475,197,188,378,2383,2388,4769
POA3264,898,938,1833,45,42,87,5,4,11,60,67,129,4,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,78,142,3,0,9,7,4,10,120,123,246,77,86,163,1084,1152,2238
POA3265,1193,1113,2306,30,35,69,4,3,3,84,84,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,179,0,0,0,0,0,0,119,128,244,128,115,240,1442,1351,2791
POA3266,1233,1239,2469,70,46,116,6,3,11,71,84,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,86,168,3,9,13,3,14,16,158,157,314,114,109,225,1505,1506,3013
POA3267,92,89,179,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,9,11,18,9,11,21,109,99,214
POA3268,1080,1015,2095,53,59,115,0,6,4,60,44,102,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,54,122,3,0,5,0,0,0,124,112,239,103,89,190,1306,1219,2529
POA3269,285,282,560,17,18,30,0,0,0,13,8,20,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,16,33,0,0,0,3,0,4,31,35,64,22,18,40,346,326,669
POA3270,139,126,269,0,4,0,0,0,0,12,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,29,0,0,0,0,0,0,15,16,36,12,8,21,165,151,322
POA3271,79,55,127,0,4,3,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,5,5,15,19,18,43,106,80,181
POA3272,622,672,1295,34,29,60,0,0,0,58,60,118,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,67,130,0,5,8,0,0,0,92,104,195,70,58,129,786,834,1619
POA3273,54,55,105,0,4,6,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,7,7,9,6,8,13,64,71,130
POA3274,114,103,219,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,9,4,9,13,9,24,132,115,251
POA3275,212,183,394,6,9,17,0,0,0,18,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,30,0,0,3,0,0,0,23,33,52,18,19,34,257,229,486
POA3276,190,184,368,0,0,3,0,4,6,15,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,27,0,0,0,0,0,0,11,17,34,11,16,28,213,218,430
POA3277,754,766,1520,16,12,29,0,0,0,36,50,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,55,92,3,0,8,0,0,4,64,71,132,74,75,145,891,909,1796
POA3278,149,134,284,0,6,8,0,0,0,8,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,21,0,0,0,0,0,0,10,17,28,13,8,23,177,160,334
POA3279,125,136,263,4,5,10,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,8,11,20,10,13,20,140,158,303
POA3280,12826,13952,26776,663,737,1402,28,45,75,1100,1236,2337,59,50,113,21,17,40,14,10,23,6,12,14,3,4,12,4,0,4,0,0,0,1236,1377,2616,52,57,118,39,28,68,1996,2206,4203,955,1004,1960,15781,17159,32935
POA3281,826,804,1633,12,22,39,0,0,0,60,61,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,64,121,0,5,0,0,0,0,72,91,158,36,22,56,930,917,1851
POA3282,993,1050,2047,61,63,127,0,3,4,61,57,116,6,10,7,0,0,0,0,0,0,0,6,5,6,0,8,0,0,0,0,0,0,71,74,147,3,0,3,0,0,6,132,138,275,67,80,143,1194,1271,2462
POA3283,610,585,1191,23,17,43,3,0,8,26,35,59,4,5,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,42,78,0,5,4,3,0,3,64,62,128,52,42,92,721,692,1414
POA3284,1492,1689,3180,80,94,175,6,5,9,78,91,169,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,85,102,188,4,0,4,3,3,8,169,206,374,130,143,273,1794,2039,3830
POA3285,532,490,1023,20,19,38,0,0,0,37,46,86,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,50,90,3,0,3,0,0,0,65,64,136,46,42,86,641,596,1247
POA3286,227,226,460,9,8,15,5,0,3,8,8,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,22,0,0,4,0,0,0,18,17,43,15,16,27,266,261,530
POA3287,178,156,337,7,7,14,3,4,4,12,12,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,32,3,0,3,0,0,0,26,29,54,11,9,19,214,198,412
POA3289,361,335,700,10,6,17,0,0,0,18,17,32,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,37,0,0,0,0,0,0,31,24,54,28,13,42,420,375,792
POA3292,79,63,139,0,4,4,0,0,0,0,0,4,0,0,3,6,3,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,12,15,0,0,0,0,0,0,6,11,21,9,13,30,103,92,191
POA3293,143,126,270,3,5,12,0,0,0,15,11,27,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,32,0,0,0,0,0,0,20,23,45,12,13,17,171,157,331
POA3294,404,387,785,23,27,47,0,0,0,23,26,47,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,59,0,0,0,4,0,4,48,50,106,28,35,67,485,474,956
POA3300,3997,4281,8279,341,424,767,7,10,18,242,275,519,11,11,23,22,17,38,3,9,12,0,0,0,6,7,11,0,0,0,0,0,0,294,327,622,17,12,28,12,8,22,664,770,1439,294,341,636,4957,5397,10353
POA3301,533,523,1064,11,14,25,0,0,0,34,34,73,0,4,6,0,0,0,0,5,9,0,0,0,0,5,8,0,0,0,0,0,0,45,42,87,3,0,5,0,4,6,63,57,116,42,36,81,633,620,1256
POA3302,145,143,292,4,3,5,0,0,0,14,15,29,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,29,0,0,0,0,0,0,14,22,36,15,7,26,179,177,357
POA3303,125,110,238,3,0,3,0,0,6,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,7,6,17,17,8,23,153,126,278
POA3304,1124,1091,2217,63,58,127,4,5,0,48,48,101,0,4,3,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,62,119,6,3,4,0,0,0,130,120,247,161,136,294,1420,1344,2757
POA3305,5317,5398,10719,383,402,784,16,6,19,306,348,657,19,25,40,14,15,29,7,6,16,4,0,3,6,7,13,4,0,0,0,0,0,370,414,788,13,17,29,17,10,25,781,841,1622,463,425,890,6561,6666,13229
POA3309,56,56,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,63,62,118
POA3310,119,114,233,5,0,4,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,9,6,14,10,10,20,137,130,267
POA3311,664,724,1387,37,46,82,4,6,6,28,36,65,0,0,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44,86,9,4,4,3,0,4,84,95,182,55,63,120,801,890,1695
POA3312,444,409,850,0,8,14,0,0,0,18,13,29,0,0,0,4,3,13,0,0,0,0,3,3,0,3,7,0,0,0,0,0,0,29,22,52,0,0,0,0,0,0,33,30,67,45,41,95,523,483,1008
POA3314,237,222,459,9,6,16,4,0,9,16,19,33,0,0,0,3,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,24,28,47,0,0,0,0,0,0,33,34,61,19,20,38,290,273,566
POA3315,686,693,1380,32,28,58,0,0,0,25,38,67,0,0,0,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50,89,0,0,0,4,0,4,75,71,147,78,67,152,838,840,1675
POA3317,83,73,154,0,0,0,0,0,0,5,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,0,0,0,0,0,0,6,5,16,6,6,15,101,84,183
POA3318,479,487,970,30,30,64,0,0,0,27,33,53,3,0,3,7,8,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,36,48,87,0,0,0,0,0,0,66,83,151,51,60,110,600,626,1230
POA3319,162,145,304,3,0,9,0,0,0,6,4,11,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,3,3,0,0,0,14,13,31,32,40,75,209,196,404
POA3321,801,774,1569,10,13,23,0,0,0,35,39,71,3,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,38,40,75,3,3,7,0,0,0,52,58,107,40,36,79,889,873,1759
POA3322,70,71,149,3,0,0,0,0,4,10,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,22,0,0,0,0,0,0,10,12,25,0,0,4,92,88,177
POA3323,38,35,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,5,14,49,41,89
POA3324,236,228,465,13,3,16,0,3,7,12,17,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,21,38,0,0,0,0,0,0,29,29,57,27,19,54,298,280,577
POA3325,194,172,368,9,7,17,0,0,0,10,18,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,28,0,0,7,0,0,0,22,24,49,18,15,35,241,214,457
POA3328,913,917,1827,16,17,28,0,0,0,154,135,293,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,137,294,0,0,0,0,0,0,169,155,327,61,57,118,1146,1128,2268
POA3329,134,137,269,4,3,8,0,0,0,13,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,12,7,18,0,0,0,0,0,0,11,14,24,3,4,7,149,155,297
POA3330,93,67,160,4,3,3,0,3,5,6,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,0,0,0,0,0,0,8,12,24,6,14,20,107,93,207
POA3331,3039,2995,6026,111,124,237,4,3,4,247,247,496,0,3,4,0,0,0,3,4,7,3,3,5,0,0,0,0,0,0,0,0,0,262,254,516,8,9,15,3,0,6,383,387,772,144,135,274,3565,3513,7077
POA3332,491,478,969,14,12,27,0,0,0,30,39,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,79,0,0,4,3,0,3,50,59,107,44,41,91,588,579,1165
POA3333,367,333,698,4,3,7,0,0,0,38,32,74,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,77,3,0,5,0,0,0,50,43,94,37,36,70,445,413,857
POA3334,210,208,420,0,6,3,0,0,0,18,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,41,0,0,0,0,0,0,18,26,48,38,39,72,269,273,545
POA3335,1715,1584,3294,61,79,139,19,22,49,1018,1014,2032,0,4,3,5,12,18,3,0,3,3,3,12,4,0,3,0,0,0,0,0,0,1058,1060,2118,32,37,67,16,10,21,1163,1176,2341,199,188,382,3071,2946,6017
POA3336,6249,6304,12549,223,218,433,28,30,57,1668,1787,3458,8,15,22,7,3,11,0,3,8,9,3,4,0,0,0,4,0,3,0,0,0,1724,1844,3569,66,76,134,11,11,22,2020,2140,4160,290,318,604,8556,8757,17319
POA3337,16138,16675,32809,379,438,824,37,36,71,1586,1746,3333,26,29,54,10,8,22,5,0,9,8,16,24,3,8,11,0,0,0,0,0,0,1670,1850,3523,90,78,163,47,34,76,2183,2395,4580,1376,1369,2745,19696,20439,40135
POA3338,13761,14019,27781,346,419,765,52,54,111,2344,2446,4796,40,46,89,17,13,32,7,7,17,13,13,27,7,7,19,4,0,0,0,0,0,2493,2592,5087,146,150,290,31,27,58,3018,3186,6205,1179,1230,2412,17959,18436,36398
POA3340,10094,10539,20632,594,651,1246,17,22,38,984,998,1983,23,21,40,5,8,18,5,5,6,3,3,8,4,0,3,3,0,3,0,0,0,1047,1056,2103,27,38,69,14,22,39,1685,1765,3453,588,603,1192,12370,12912,25287
POA3341,747,724,1467,0,8,5,0,0,0,18,29,50,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,60,0,0,0,0,0,0,27,40,72,54,34,88,829,800,1632
POA3342,1609,1652,3264,42,58,102,3,8,10,146,153,304,7,9,11,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,157,167,326,0,3,8,0,0,5,208,234,440,95,96,189,1910,1985,3895
POA3345,567,591,1152,5,0,10,0,0,4,58,59,118,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,60,121,0,0,0,0,0,0,64,63,127,41,47,89,675,700,1372
POA3350,24267,26480,50743,968,1052,2018,72,82,157,4042,4342,8387,76,74,152,28,25,57,29,52,81,16,24,40,22,15,34,10,15,19,0,0,0,4291,4627,8916,149,158,304,81,66,144,5494,5897,11384,1582,1602,3183,31338,33971,65310
POA3351,3920,3717,7633,50,49,99,9,10,16,329,326,657,6,9,10,5,3,7,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,357,348,703,4,12,8,7,5,8,415,408,820,317,244,559,4649,4365,9013
POA3352,7955,7610,15568,158,154,310,15,16,31,683,703,1380,20,14,34,7,9,13,10,8,13,3,4,7,5,8,7,0,0,0,0,0,0,735,757,1494,9,31,47,19,22,42,930,964,1890,783,455,1239,9667,9029,18695
POA3355,4924,5399,10326,164,149,306,12,16,27,583,617,1200,10,5,21,3,0,9,0,0,0,4,4,9,0,0,7,4,3,9,0,0,0,617,657,1273,13,18,32,18,10,35,818,831,1649,473,487,961,6215,6719,12931
POA3356,5730,6566,12300,181,196,383,9,16,21,687,779,1468,13,15,27,10,6,16,0,3,7,8,7,12,4,0,7,0,0,0,0,0,0,727,825,1554,20,16,30,37,19,58,961,1068,2027,523,568,1096,7218,8202,15422
POA3357,1555,1669,3224,37,48,87,3,4,7,124,138,263,3,4,11,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,134,147,287,7,10,18,0,0,0,182,203,387,78,69,145,1815,1941,3756
POA3358,1186,1232,2420,49,56,106,5,3,10,319,376,703,4,3,11,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,336,390,731,5,3,11,7,8,23,404,464,870,43,54,99,1636,1752,3382
POA3360,347,331,675,5,10,20,0,0,0,19,26,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,19,28,52,0,0,0,0,6,4,29,43,72,27,22,47,404,397,802
POA3361,273,269,545,0,6,6,0,0,0,25,36,57,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,65,0,0,0,0,3,8,33,41,76,41,36,80,343,351,692
POA3363,1398,1484,2879,40,37,78,3,0,3,127,105,235,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,140,119,255,4,3,9,5,4,5,184,155,345,158,178,339,1748,1814,3559
POA3364,980,943,1917,20,18,37,0,0,0,51,41,92,6,3,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,59,46,102,3,0,4,3,0,8,83,66,149,83,104,187,1147,1106,2253
POA3370,780,755,1533,15,23,43,3,3,9,57,77,138,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,83,153,0,3,5,0,3,4,95,109,202,76,69,141,949,930,1879
POA3371,446,379,825,4,3,7,0,0,3,29,33,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,39,68,0,3,3,5,0,5,40,42,81,84,93,173,570,513,1079
