POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3373,974,987,1968,30,29,58,8,3,9,75,88,159,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,82,91,171,0,0,0,3,0,3,119,125,235,118,116,230,1215,1225,2437
POA3374,187,173,361,5,7,12,0,0,0,16,11,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,4,23,0,0,0,0,0,0,24,10,35,10,17,24,219,207,425
POA3375,93,114,209,0,0,3,0,0,0,11,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,8,13,20,8,0,9,113,127,236
POA3377,3528,3580,7102,261,268,528,7,18,26,184,229,420,5,18,22,7,8,12,3,3,5,0,8,3,3,3,10,0,0,0,0,0,0,219,279,504,23,34,57,11,8,23,520,591,1107,1018,281,1302,5065,4452,9510
POA3378,65,53,120,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,4,6,8,3,6,13,71,67,140
POA3379,318,298,616,3,9,13,0,0,0,20,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,44,0,0,0,0,0,0,27,33,58,32,34,68,380,361,738
POA3380,2445,2501,4943,156,179,335,3,8,8,115,120,236,4,4,7,0,5,4,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,128,138,266,21,6,23,8,0,8,310,330,641,285,288,570,3036,3120,6155
POA3381,536,493,1029,21,15,34,4,0,6,53,46,100,0,4,4,4,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,61,127,4,6,11,0,3,3,90,82,169,111,76,190,734,650,1387
POA3384,257,246,507,3,0,9,0,0,0,9,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,28,4,0,4,0,0,0,18,21,38,26,22,56,305,294,603
POA3385,232,209,441,5,13,20,0,0,0,18,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,33,0,0,0,0,0,0,23,28,56,31,20,47,290,252,541
POA3387,120,119,238,10,7,13,0,0,0,4,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,17,14,20,11,7,20,146,136,287
POA3388,235,231,466,7,9,17,0,0,0,19,11,27,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,30,0,0,0,0,0,0,29,23,51,24,22,42,290,268,561
POA3390,411,402,813,15,19,36,0,0,4,15,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,32,0,0,0,0,0,0,31,33,64,36,30,67,485,458,947
POA3391,73,71,143,5,3,5,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,8,8,18,10,9,19,89,89,181
POA3392,254,251,505,0,0,0,0,0,0,20,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,27,0,0,0,0,0,0,18,8,26,24,26,55,295,290,584
POA3393,1071,1044,2108,48,52,96,5,9,7,40,43,78,6,4,11,0,0,0,0,0,0,3,0,4,0,0,0,0,4,4,0,0,0,53,53,103,0,0,0,0,4,3,96,111,208,120,146,269,1290,1300,2588
POA3395,171,148,320,0,0,3,0,0,0,7,10,11,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,10,7,14,11,0,14,193,160,351
POA3396,290,281,567,18,26,42,0,0,0,11,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,28,0,0,5,0,0,0,31,44,76,27,17,38,341,342,683
POA3400,5826,6274,12102,536,601,1140,12,15,25,318,379,697,6,7,13,16,18,28,5,5,12,4,4,10,0,0,4,0,0,0,0,0,0,361,431,789,27,18,44,15,10,26,935,1065,1997,437,455,887,7196,7795,14991
POA3401,2036,1867,3903,70,68,137,4,0,8,94,104,197,4,0,4,3,3,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,110,112,219,4,0,4,0,0,0,178,182,365,153,130,288,2367,2186,4551
POA3407,178,164,346,7,6,18,0,0,0,10,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,18,19,40,8,10,24,208,206,411
POA3409,401,408,802,10,9,21,0,0,0,27,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,57,0,0,5,0,0,0,40,42,82,46,47,92,486,490,979
POA3412,124,117,245,5,4,8,0,0,0,9,10,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,20,0,0,0,0,0,0,12,14,26,12,9,24,149,145,297
POA3413,86,72,160,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,7,10,10,15,13,23,108,90,196
POA3414,723,734,1454,27,32,61,0,0,0,26,33,57,4,4,4,3,4,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,41,34,76,0,0,3,0,0,0,65,71,139,53,46,101,841,852,1693
POA3415,20,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,35
POA3418,1140,1159,2299,91,80,170,5,9,4,63,60,123,4,4,7,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,72,152,8,4,14,0,0,0,174,161,335,106,95,200,1423,1418,2842
POA3419,364,403,766,12,23,31,0,0,3,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,5,0,5,28,30,61,25,30,54,420,464,884
POA3420,122,104,224,0,5,10,0,0,0,5,5,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,20,0,0,0,0,0,0,10,10,23,17,19,36,152,128,283
POA3423,195,189,388,12,6,24,0,0,3,11,7,21,4,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,0,0,0,0,0,0,32,23,52,19,14,31,242,225,469
POA3424,329,314,641,6,7,15,0,0,0,10,23,31,0,0,0,3,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,25,43,0,0,0,0,0,0,27,27,52,26,25,48,374,370,740
POA3427,2210,2189,4396,44,55,102,4,6,9,335,353,691,6,3,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,371,716,21,8,28,6,0,5,411,441,850,170,143,310,2792,2771,5565
POA3428,285,290,580,0,0,0,5,3,3,11,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36,3,0,3,3,0,3,22,15,42,26,16,45,342,323,666
POA3429,16008,16769,32778,401,443,845,30,31,63,1503,1639,3141,14,27,42,3,3,6,4,6,14,4,6,12,5,8,12,4,5,5,0,0,0,1577,1725,3294,57,56,113,24,32,54,2059,2250,4311,751,779,1525,18815,19792,38615
POA3430,131,115,241,0,0,0,0,0,0,16,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,21,0,0,0,0,0,0,16,10,27,20,19,35,164,141,300
POA3431,1781,1944,3729,55,50,103,0,4,11,156,162,320,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,175,340,8,6,14,0,0,0,219,231,458,84,83,164,2089,2260,4352
POA3432,78,80,156,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,0,0,0,0,0,0,5,9,9,4,10,20,91,90,186
POA3433,94,77,172,0,0,0,0,0,0,10,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,17,0,0,0,0,0,0,10,13,19,8,6,13,112,97,206
POA3434,2562,2509,5068,87,97,191,7,6,19,212,241,460,4,0,8,0,5,11,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,231,261,491,6,7,12,3,3,7,329,371,695,143,140,284,3037,3023,6053
POA3435,1293,1351,2647,39,41,83,5,0,11,89,120,203,0,9,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,126,228,9,6,16,0,3,3,153,179,330,110,101,217,1557,1639,3193
POA3437,4881,4944,9825,181,204,383,8,18,27,394,377,771,10,9,21,0,3,7,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,417,413,832,17,23,43,8,9,17,627,642,1266,236,267,503,5744,5851,11596
POA3438,1075,1128,2201,23,24,42,0,0,4,62,74,137,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,65,81,148,0,0,3,0,0,6,91,107,198,43,40,88,1209,1278,2487
POA3440,893,856,1749,11,15,29,0,0,5,69,73,145,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,77,80,157,3,0,10,0,0,0,100,95,193,56,48,108,1047,1007,2053
POA3441,661,562,1225,9,3,8,0,0,0,48,42,88,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,98,0,5,4,0,0,0,56,49,113,54,43,97,768,663,1431
POA3442,3448,3637,7084,106,118,219,4,12,23,327,363,697,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,342,396,742,20,19,35,4,3,11,477,531,1007,216,211,423,4146,4373,8520
POA3444,4061,4221,8285,143,166,311,12,16,24,325,325,649,3,9,9,6,0,0,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,353,352,701,17,18,38,0,7,3,513,541,1060,310,336,646,4887,5107,9988
POA3446,468,468,941,13,12,27,0,0,3,34,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,62,0,0,0,0,0,0,46,39,90,44,32,70,557,537,1095
POA3447,212,214,432,3,0,3,0,0,0,24,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,41,0,0,0,0,0,0,24,21,47,26,18,48,272,251,523
POA3448,403,405,807,0,4,9,0,0,0,40,31,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,70,0,3,3,0,0,0,44,40,82,36,40,79,482,486,970
POA3450,2568,2949,5517,150,161,316,5,6,14,214,248,461,0,6,6,0,0,0,0,0,0,0,0,0,0,4,7,5,3,5,0,0,0,227,263,487,9,9,22,9,6,14,393,445,834,804,374,1177,3769,3762,7538
POA3451,2346,2406,4754,104,112,214,6,11,15,173,198,372,5,0,4,0,7,9,3,4,8,3,0,3,0,0,0,0,0,0,0,0,0,190,218,413,12,7,15,3,4,9,307,345,652,159,196,353,2813,2947,5756
POA3453,761,772,1531,12,11,21,4,0,4,74,64,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,64,140,0,0,5,0,0,0,92,69,167,68,62,133,928,914,1837
POA3458,939,899,1841,41,40,79,4,6,10,80,85,159,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,88,93,179,3,3,5,0,0,0,138,141,275,98,91,197,1177,1129,2309
POA3460,987,1201,2191,58,66,119,0,8,10,103,101,197,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,214,10,6,14,9,4,5,177,179,360,107,128,234,1271,1512,2787
POA3461,1936,1853,3790,45,74,121,8,7,16,112,130,247,5,4,9,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,148,274,5,13,15,4,0,4,179,230,415,179,195,371,2301,2280,4576
POA3462,521,470,990,15,13,23,0,0,0,50,45,92,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,101,0,0,0,0,0,3,63,62,129,47,49,103,639,587,1223
POA3463,1064,1034,2098,38,44,86,4,4,3,77,90,165,4,6,3,3,0,8,3,4,7,3,0,6,0,0,0,0,6,5,0,0,0,96,107,203,0,3,5,0,4,5,131,162,294,72,113,186,1267,1303,2572
POA3464,505,503,1007,0,3,4,0,0,0,41,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,46,87,0,0,0,0,0,0,42,49,96,49,36,86,598,584,1182
POA3465,3992,4242,8232,167,189,354,3,8,11,284,300,587,17,7,20,0,0,0,3,0,4,0,3,4,0,8,12,0,3,3,0,0,0,310,328,638,4,5,10,11,7,13,489,529,1020,398,383,784,4875,5153,10032
POA3467,570,537,1111,20,20,34,0,0,0,30,36,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,70,0,0,0,3,0,3,51,58,105,68,62,124,692,655,1346
POA3468,118,115,234,6,0,0,0,0,0,10,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,0,0,0,0,0,0,12,7,20,9,10,18,133,131,267
POA3469,95,96,192,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,9,5,12,38,20,53,140,124,262
POA3472,614,593,1208,17,19,35,0,4,3,46,58,100,0,4,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,52,63,114,4,0,5,0,0,0,67,88,159,63,60,121,744,736,1485
POA3475,162,138,300,0,0,4,0,0,0,11,5,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17,10,23,0,0,0,0,0,0,14,11,27,22,18,36,203,170,369
POA3477,350,318,667,9,7,17,0,0,0,26,19,47,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,26,26,55,0,0,0,0,0,0,41,36,71,43,32,78,435,383,819
POA3478,1022,1078,2100,35,50,82,6,4,11,76,50,123,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,84,62,144,0,0,3,0,9,9,117,121,236,109,108,218,1243,1311,2554
POA3480,763,725,1485,32,38,69,0,0,0,35,34,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,75,0,0,3,0,0,4,69,75,146,74,68,145,906,874,1785
POA3482,81,62,136,0,0,4,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,9,0,0,0,4,12,16,31,23,48,115,92,207
POA3483,364,359,714,13,8,24,0,0,5,15,16,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,42,0,0,0,0,0,3,40,31,70,37,42,80,437,430,871
POA3485,121,108,232,0,0,0,0,0,0,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,13,18,0,0,0,0,0,0,13,13,22,18,18,34,158,134,286
POA3487,28,35,68,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,4,6,8,38,41,82
POA3488,34,34,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,6,3,8,44,42,89
POA3489,27,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,58
POA3490,528,500,1028,36,39,72,3,5,3,22,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,50,0,4,5,0,0,0,63,68,127,73,51,126,660,615,1278
POA3491,68,60,125,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,6,9,13,75,68,140
POA3494,284,209,491,18,12,25,3,0,3,16,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37,0,6,3,0,0,0,41,28,68,43,35,72,364,269,634
POA3496,2600,2519,5116,103,116,222,17,18,39,204,189,389,5,10,15,12,7,16,3,3,6,0,0,0,3,4,7,0,0,0,0,0,0,249,225,475,10,10,18,10,5,21,367,364,728,316,250,560,3285,3130,6406
POA3498,2414,2391,4800,51,49,98,11,21,27,184,181,363,3,10,11,8,8,16,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,208,218,429,16,0,21,4,4,6,279,278,557,291,265,559,2986,2935,5917
POA3500,12696,13896,26594,709,739,1443,199,217,416,1198,1257,2455,46,54,94,81,76,156,17,14,32,0,9,11,7,10,21,6,8,13,0,0,0,1556,1646,3202,67,72,138,56,45,106,2390,2503,4891,1352,1346,2696,16440,17744,34183
POA3501,918,926,1849,12,9,24,4,5,12,55,55,115,6,0,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,64,136,0,0,0,7,9,15,91,84,174,52,49,105,1066,1060,2123
POA3505,2042,2027,4062,39,37,87,9,17,28,110,105,213,4,4,10,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,139,272,4,0,5,4,4,12,185,185,371,267,254,521,2489,2466,4957
POA3506,14,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,16,39
POA3507,61,58,121,6,0,5,0,3,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,9,9,17,24,23,41,89,85,171
POA3509,93,96,189,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,5,9,12,14,15,25,118,111,225
POA3512,169,146,310,4,3,9,0,0,0,4,3,11,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,17,3,0,3,0,0,0,23,8,31,12,12,23,202,164,366
POA3515,989,1007,1995,30,23,53,0,0,0,140,143,282,0,0,3,0,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,147,145,292,0,4,5,0,3,4,177,180,357,59,59,118,1230,1246,2478
POA3516,316,305,617,9,0,11,0,0,0,7,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,25,0,0,0,0,0,0,16,25,41,29,26,58,365,354,718
POA3517,604,579,1188,24,26,43,0,0,0,46,45,95,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,45,96,0,0,4,0,7,9,76,80,153,80,72,146,761,724,1485
POA3518,520,494,1017,13,14,30,3,0,7,31,41,72,6,4,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,37,46,85,0,0,0,0,0,0,54,63,120,87,88,176,666,647,1318
POA3520,62,52,120,0,4,7,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,3,9,19,7,13,25,79,79,161
POA3521,308,316,628,3,0,5,0,0,4,29,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,64,0,0,0,0,0,0,35,30,69,36,36,74,384,390,773
POA3522,137,125,265,6,0,10,0,0,0,15,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,23,0,0,0,0,0,0,21,17,31,17,19,37,173,158,331
POA3523,1583,1465,3047,34,41,73,4,5,10,146,146,293,3,3,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,152,160,314,4,0,0,0,0,0,188,203,390,271,230,501,2040,1898,3936
POA3525,541,547,1086,15,13,31,7,3,6,31,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,62,0,0,0,6,8,12,54,54,105,90,68,162,688,678,1356
POA3527,312,293,608,11,13,21,0,0,0,12,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,25,0,0,0,0,0,0,28,22,54,27,45,76,368,364,737
POA3529,59,46,103,0,3,5,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,5,0,0,0,3,5,10,0,5,3,64,58,122
POA3530,55,43,97,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,0,12,3,0,8,69,49,114
POA3531,93,71,158,3,4,4,0,0,0,5,5,15,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,0,0,0,0,0,0,14,13,24,5,3,5,104,88,197
POA3533,314,294,600,17,14,32,0,6,6,20,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,42,5,0,5,0,0,0,36,32,78,33,28,59,383,355,735
POA3537,398,428,829,13,17,33,4,5,6,11,17,27,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,42,0,0,7,0,0,0,38,43,79,84,96,183,519,568,1087
POA3540,104,111,211,0,0,0,4,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,0,0,0,0,0,0,11,7,17,17,15,30,136,132,263
POA3542,57,57,109,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,4,6,9,8,10,22,74,63,139
POA3544,110,85,200,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,4,6,10,17,25,15,40,140,111,252
POA3546,155,142,294,4,8,12,0,0,0,0,9,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,17,0,4,0,0,0,0,9,24,32,7,9,14,169,167,341
POA3549,1607,1458,3072,78,92,167,23,29,51,46,53,100,5,3,13,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,91,170,47,9,51,5,0,5,210,191,401,269,226,496,2091,1883,3972
POA3550,15632,16944,32575,464,514,979,91,105,196,2183,2585,4764,31,36,68,20,43,57,20,20,41,6,13,21,6,6,12,9,12,18,0,0,0,2362,2814,5181,76,89,165,58,33,83,2956,3447,6406,1188,1263,2449,19777,21653,41426
POA3551,14466,14673,29137,438,439,885,56,63,119,1568,1582,3146,16,23,42,8,6,21,12,15,30,3,4,8,9,6,18,6,9,11,0,0,0,1679,1707,3389,27,39,63,25,24,56,2171,2213,4386,832,794,1624,17469,17678,35148
POA3555,7909,8871,16780,295,377,681,20,22,44,808,919,1728,19,20,35,12,9,16,4,6,10,14,9,23,8,9,17,0,4,3,0,0,0,882,998,1881,25,31,56,17,26,44,1226,1443,2663,669,700,1374,9799,11013,20811
POA3556,5476,5806,11286,157,156,312,10,8,17,592,678,1269,9,6,22,11,3,10,0,6,6,4,5,6,4,0,3,0,0,0,0,0,0,627,708,1336,20,15,38,11,21,35,811,901,1717,411,481,888,6703,7198,13895
POA3557,362,369,734,0,0,0,0,0,0,9,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,19,38,0,0,0,0,0,0,17,23,41,34,36,66,410,425,838
POA3558,374,364,733,9,6,18,0,3,3,27,38,67,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,74,0,0,0,0,0,3,47,53,96,67,63,126,480,477,957
POA3559,243,214,459,0,3,4,0,0,0,12,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,20,0,0,0,4,0,4,18,7,27,40,39,77,301,256,560
POA3561,1814,1883,3692,54,69,124,8,16,28,123,119,245,4,6,11,0,3,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,150,145,292,8,0,9,0,0,3,206,218,425,169,174,341,2185,2271,4456
POA3562,110,92,200,0,0,0,0,4,4,9,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,20,0,0,0,0,0,0,12,12,25,14,8,23,136,115,254
POA3563,362,325,689,11,8,20,3,0,3,18,24,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,25,43,0,0,0,0,0,0,35,33,70,39,50,87,438,409,845
