POA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,6,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,10,7,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,15,0,7,0,3,5,0,0,5,0,22,43,89,98,150,124,133,88,38,8,771,0,0,0,0,0,0,0,0,0,0,31,90,73,122,101,81,63,20,3,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,6,0,0,16,0,0,4,3,0,3,0,3,0,14,16,64,58,98,73,76,76,19,4,487,0,0,0,0,0,0,0,0,0,0,10,50,49,70,64,65,45,10,4,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3788,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,5,0,0,17,3,4,0,9,9,8,0,7,0,43,46,119,98,176,165,127,133,44,6,914,0,0,0,0,0,0,0,0,0,0,36,99,62,153,98,98,76,25,3,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
POA3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,3,0,0,0,0,0,7,4,22,16,25,20,23,12,12,0,141,0,0,0,0,0,0,0,0,0,0,7,15,16,14,24,17,18,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,5,0,21,0,0,0,5,0,8,0,5,0,22,19,86,67,152,114,118,112,43,5,714,0,0,0,0,0,0,0,0,0,0,27,74,65,122,80,87,74,25,3,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,4,3,3,0,0,5,23,63,49,91,80,66,79,35,7,492,0,0,0,0,0,0,0,0,0,0,29,83,45,95,62,65,55,14,8,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3793,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,0,17,0,9,10,17,12,8,11,4,4,80,90,286,231,401,281,218,203,90,23,1830,0,0,0,0,0,0,0,0,0,0,94,223,196,352,229,162,127,59,28,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,5,3,7,0,6,3,0,0,23,42,92,69,156,87,99,71,51,12,672,0,0,0,0,0,0,0,0,0,0,27,93,69,134,81,60,46,20,9,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3796,0,3,0,0,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,11,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,16,3,11,10,9,0,44,6,10,6,21,15,8,8,10,6,87,323,673,598,1310,629,618,468,205,30,4863,0,0,0,0,0,0,0,0,0,0,345,590,576,1169,564,461,326,157,25,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
POA3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,13,4,23,22,27,34,28,25,15,3,174,101,243,238,386,254,264,214,135,38,1879,0,0,0,0,0,0,0,0,0,0,91,215,158,346,201,159,177,92,43,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
POA3799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,11,9,10,0,50,17,44,41,66,76,52,44,11,10,358,147,351,351,628,476,474,354,150,60,2992,0,0,0,0,0,0,0,0,0,0,105,293,232,507,336,347,241,111,37,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7
POA3802,0,17,7,9,3,5,5,0,0,48,0,0,4,15,8,14,7,8,0,59,0,15,39,239,104,119,124,40,12,690,0,0,0,8,5,4,3,0,0,17,0,0,3,3,0,0,8,0,0,10,0,0,0,7,15,25,13,12,0,76,0,5,9,6,4,4,0,0,0,24,0,0,0,36,27,39,22,5,8,143,0,0,0,0,4,3,0,0,0,11,0,0,0,3,0,5,0,0,0,9,0,23,55,200,144,220,175,93,19,930,30,72,82,187,70,60,42,29,4,579,705,1536,1548,3403,1400,1637,1346,544,149,12267,0,24,56,177,61,35,12,10,0,378,620,1161,927,1389,472,543,325,78,39,5555,0,0,0,6,4,4,0,0,0,14,0,0,0,32,24,30,7,3,0,100,0,0,0,0,0,0,0,0,0,7,0,0,4,15,18,18,5,4,0,65,0,4,0,0,5,0,0,0,0,14
POA3803,0,0,0,3,0,3,0,0,0,6,0,5,0,10,9,4,0,3,0,25,0,4,14,105,25,60,39,15,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,6,8,6,3,0,0,20,0,0,0,3,0,0,0,0,0,5,0,0,0,13,8,8,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,110,56,92,57,34,16,405,23,46,56,98,34,35,22,12,3,335,399,756,745,1645,617,660,502,272,90,5692,5,51,102,229,80,33,14,3,0,513,321,511,377,467,176,169,121,92,68,2313,0,4,0,10,3,0,0,0,0,24,0,0,0,14,9,16,0,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,5,21,11,20,8,0,0,72,0,0,0,0,0,0,0,0,0,3
POA3804,0,0,6,5,0,0,0,0,0,10,0,0,0,7,4,5,4,3,0,26,0,0,0,27,17,22,12,7,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,4,0,3,0,0,14,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,8,42,47,43,44,9,3,202,0,17,16,37,11,24,22,9,5,136,171,600,695,815,627,647,434,181,76,4237,0,4,12,35,20,18,5,0,0,96,171,485,556,538,420,340,162,84,55,2811,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,20,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,3
POA3805,0,14,19,20,11,19,15,0,0,88,0,3,16,41,48,35,20,4,4,176,0,45,98,452,180,189,91,46,7,1110,0,0,5,35,0,0,3,0,0,39,0,3,0,25,5,0,3,0,0,34,0,0,0,10,14,22,5,0,3,61,0,9,9,16,14,7,0,0,0,59,0,0,6,38,27,26,17,0,0,117,0,0,0,0,8,10,4,0,0,22,0,0,0,10,7,4,0,0,0,19,5,38,86,360,253,270,142,92,24,1266,70,143,176,380,146,118,71,36,14,1165,1922,4303,4691,7976,4060,3370,1832,856,219,29236,10,137,330,740,234,114,42,19,4,1630,1691,3425,2930,3619,2085,1409,742,326,121,16349,0,0,0,23,5,7,3,0,0,42,0,0,4,36,19,9,7,4,0,86,0,0,0,0,0,4,0,0,0,5,0,0,4,67,39,25,15,3,5,159,0,0,0,7,5,5,0,0,0,24
POA3806,0,22,18,15,14,11,3,0,0,94,0,17,42,67,79,41,32,13,4,292,0,65,81,365,241,140,52,32,6,989,0,3,6,29,6,4,5,0,0,45,0,4,4,9,5,0,0,0,0,25,0,0,0,8,10,10,7,6,0,26,3,13,20,18,18,12,4,3,0,91,0,5,3,33,8,4,3,0,0,56,0,0,0,4,5,5,5,5,0,21,0,4,3,11,18,8,0,0,0,39,4,48,67,184,158,149,87,46,27,769,48,122,116,224,118,91,66,62,30,873,1460,3980,3600,6309,3680,2785,1728,1061,374,24974,3,15,23,94,30,18,11,6,0,192,1296,3160,2523,3541,2174,1538,1125,723,336,16420,0,8,4,34,14,3,0,0,0,69,0,0,0,19,3,9,5,0,0,38,0,0,0,3,0,4,0,0,0,12,0,0,0,9,9,0,0,0,0,21,0,5,4,6,10,4,0,4,0,36
POA3807,0,0,0,0,0,0,0,0,0,5,0,0,4,7,10,6,0,6,3,34,0,3,0,27,11,4,9,0,0,56,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,18,24,16,7,11,0,84,9,15,18,31,15,16,15,5,6,128,206,551,669,825,635,472,278,163,47,3838,0,0,0,3,0,0,0,0,0,4,189,483,484,654,509,343,189,76,26,2954,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
POA3808,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,26,0,18,14,22,16,16,10,6,3,100,70,274,238,302,236,233,172,74,16,1614,0,0,0,0,0,0,0,0,0,0,79,196,165,258,201,167,106,50,15,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3809,0,0,6,14,9,3,3,0,0,34,0,6,15,33,17,6,9,3,5,94,5,39,43,290,78,31,18,9,0,508,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,10,0,9,5,8,9,3,0,0,0,37,0,0,0,3,3,3,0,0,0,9,0,0,0,0,3,0,3,0,0,6,0,0,6,21,7,0,0,0,0,30,0,23,38,147,55,32,18,15,4,329,26,46,45,111,32,16,9,7,0,307,1016,1498,1129,3702,1010,575,474,174,20,9606,0,3,16,31,7,0,0,0,0,61,910,1166,795,2080,580,395,313,89,9,6339,0,4,3,32,0,0,0,0,0,44,0,0,0,14,4,5,0,4,0,24,0,0,4,5,3,0,0,0,0,16,0,0,3,13,3,0,0,0,0,21,0,5,0,0,5,0,0,0,0,14
POA3810,0,6,4,11,8,9,0,0,0,41,0,10,13,41,27,17,9,3,0,126,5,25,38,315,88,37,33,17,0,563,0,0,3,56,3,0,0,0,0,66,0,0,3,16,8,0,0,0,0,33,0,0,0,3,4,0,0,6,0,13,0,6,10,23,9,9,0,0,0,56,0,8,3,19,10,6,5,0,0,45,0,0,0,7,8,3,3,0,0,29,0,0,10,26,12,4,0,0,0,53,5,40,92,316,147,105,68,54,14,839,76,207,159,418,139,79,76,70,30,1263,2337,4451,3331,8914,2993,2187,1580,1044,301,27135,0,3,13,58,15,4,7,3,3,111,2122,3648,2445,5514,1993,1467,1185,698,264,19334,0,0,9,44,5,4,0,0,0,67,0,0,0,10,6,5,3,4,0,25,0,0,0,9,5,3,0,0,0,16,0,0,6,36,5,8,0,0,0,56,0,3,5,8,10,5,0,0,0,31
POA3812,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,20,12,23,24,14,15,7,6,113,54,169,172,268,198,187,143,37,21,1246,0,0,0,0,0,0,0,0,0,0,62,155,131,234,153,135,87,27,10,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,6,3,12,4,9,3,0,0,42,14,60,70,104,69,89,43,20,4,481,0,0,0,0,0,0,0,0,0,0,20,52,66,74,59,68,25,19,4,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,0,15,0,11,16,23,9,24,14,7,0,108,81,203,157,291,170,171,135,89,18,1319,0,0,0,0,0,0,0,0,0,0,67,173,132,265,127,130,106,49,17,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12,10,19,14,25,17,17,14,12,0,125,142,279,240,399,219,235,173,109,33,1827,0,0,0,0,0,0,0,0,0,0,115,228,206,375,206,189,122,86,33,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,8,7,0,26,7,28,16,37,25,25,21,11,0,174,107,247,171,432,186,221,158,80,18,1621,0,0,0,0,0,0,0,0,0,0,123,187,127,386,125,168,103,46,12,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3818,0,0,0,0,0,0,0,0,0,5,0,3,7,15,7,5,4,0,0,44,0,0,4,7,4,0,6,4,0,29,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,5,0,0,4,20,18,24,25,23,6,129,26,53,29,104,55,51,55,50,20,437,547,1209,907,1993,923,982,1022,597,171,8347,0,0,0,0,0,0,0,0,0,0,580,1036,793,1875,846,887,771,426,167,7377,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3820,0,0,0,0,3,0,6,0,0,10,0,4,3,11,3,9,0,3,0,33,0,0,0,21,4,3,3,0,0,37,0,0,4,33,0,0,0,0,0,40,0,6,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,3,8,0,0,7,0,0,23,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,0,3,5,0,11,0,0,3,6,0,0,3,0,0,16,0,7,5,49,20,24,17,14,4,143,19,51,44,133,61,50,56,50,14,476,647,1209,1082,2419,1128,1118,1069,671,211,9553,0,0,0,0,0,0,0,0,0,0,557,1099,1028,2017,1018,1023,898,561,277,8483,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,5,0,0,3,0,0,3,0,0,14
