POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3923,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,14
POA3925,4,16,12,5,8,4,0,46,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,30,18,16,21,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,30,18,16,21,8,0,94,10,6,8,6,7,0,0,41,0,0,0,0,0,0,0,0,15,43,26,16,29,9,0,137
POA3926,0,10,12,0,10,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,21,9,22,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,19,21,11,22,7,0,81,5,8,8,3,0,0,0,21,0,0,0,0,0,0,0,0,8,29,22,15,22,7,0,103
POA3927,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,3,8,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,8,3,8,3,3,27,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,5,4,8,6,7,4,3,37
POA3928,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10
POA3929,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,6,3,9,0,0,18
POA3930,20,32,30,17,33,22,10,163,4,7,4,3,5,4,0,20,0,0,0,0,0,0,0,0,28,80,70,44,74,50,28,379,0,3,0,0,0,4,0,7,0,0,3,4,5,0,0,10,0,3,3,4,7,4,0,20,31,83,76,50,77,50,28,398,12,24,10,11,11,10,0,80,0,0,0,0,0,0,0,0,45,108,84,64,92,58,32,479
POA3931,35,95,70,50,67,16,10,332,6,13,3,4,3,3,3,42,0,0,0,0,0,0,0,4,74,165,138,105,161,65,28,733,0,3,0,0,7,0,0,7,0,5,0,4,0,0,0,8,0,8,4,4,3,0,0,15,71,171,140,106,169,65,28,751,59,54,46,34,34,9,9,238,0,0,0,3,0,0,0,3,134,227,186,144,201,76,36,999
POA3933,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,15
POA3934,21,53,47,36,66,13,11,237,6,13,3,0,3,0,0,27,0,6,0,0,0,0,0,8,42,91,86,78,117,28,23,470,0,0,0,3,0,0,0,7,0,6,4,0,0,0,0,7,0,3,4,3,6,0,0,19,37,97,85,82,122,28,23,485,24,43,9,14,13,4,10,122,0,0,0,0,0,0,0,5,64,138,99,101,133,32,32,609
POA3936,21,43,24,26,35,8,5,163,0,4,6,0,7,0,0,16,0,5,0,0,0,0,0,10,35,73,54,53,91,30,19,352,0,6,0,0,0,0,0,8,0,3,9,3,5,0,0,15,0,3,9,6,10,0,0,23,38,75,57,58,99,30,19,378,20,31,14,9,13,3,3,96,4,0,4,0,3,0,0,18,60,105,79,74,108,36,25,485
POA3937,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,5,0,0,21,5,6,0,0,3,0,0,15,0,0,0,0,0,0,0,0,3,12,3,3,10,0,0,35
POA3938,3,3,5,4,3,6,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,9,9,9,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,14,9,9,9,4,65,4,5,3,3,0,0,0,18,0,0,0,0,0,0,0,0,10,15,17,12,15,9,4,85
POA3939,23,50,50,25,49,13,5,218,8,22,7,3,3,6,0,50,0,4,3,4,6,0,0,14,39,120,87,57,95,40,10,448,4,0,4,0,0,0,0,10,3,9,3,0,0,0,0,14,4,14,4,0,0,0,0,24,44,132,96,57,100,40,10,474,52,60,30,24,28,7,0,208,0,4,0,0,5,0,0,7,97,195,126,82,127,47,10,687
POA3940,11,40,16,13,16,5,0,104,0,7,0,3,0,0,0,14,0,0,0,3,4,0,0,6,15,59,30,26,31,11,0,174,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,6,5,0,0,3,0,0,9,20,57,32,26,38,11,0,183,28,28,14,8,9,3,0,87,0,0,0,0,0,0,0,0,51,91,47,34,39,12,0,273
POA3941,21,36,47,30,42,10,0,191,9,11,9,7,3,4,0,32,0,0,0,0,0,0,0,5,27,78,79,55,77,23,13,349,0,0,0,8,0,0,0,8,0,6,3,0,0,0,0,8,3,10,4,8,0,0,0,20,32,81,82,56,74,23,16,368,31,48,27,23,10,6,0,150,0,0,0,0,0,0,0,9,66,132,109,80,87,28,14,524
POA3942,0,5,4,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,6,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,6,4,0,30,8,9,5,0,0,0,0,20,0,0,0,0,0,0,0,0,7,15,9,8,10,3,4,54
POA3943,3,3,10,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,5,0,0,21,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,5,4,4,5,0,0,27
POA3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA3945,0,4,5,0,4,0,0,9,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,14,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,11,6,0,4,0,0,22,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,14,11,5,4,0,0,28
POA3946,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA3950,11,19,17,14,12,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,26,22,25,26,4,7,118,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,8,0,0,0,13,19,27,23,29,26,3,7,132,27,24,8,12,6,0,0,76,0,0,0,0,0,0,0,6,47,55,40,41,33,3,4,213
POA3951,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,3,0,6,0,0,11
POA3953,9,37,23,15,24,4,0,113,0,3,0,0,0,0,0,5,3,3,0,0,0,0,0,9,24,63,48,34,48,19,5,247,0,3,0,0,0,0,0,5,3,4,5,0,4,0,0,20,3,6,3,0,4,0,0,22,30,75,53,38,54,15,5,270,16,29,13,13,20,0,0,84,0,0,0,0,0,0,0,4,42,108,64,51,69,20,5,360
POA3954,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,13
POA3956,6,8,8,0,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,9,15,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,9,15,4,0,53,17,7,8,0,0,0,0,39,0,0,0,0,0,0,0,0,24,25,16,11,13,7,0,93
POA3957,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9
POA3958,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,12
POA3959,0,3,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,4,0,0,21
POA3960,6,9,5,3,7,0,0,24,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,14,11,8,11,0,0,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,9,6,14,12,11,11,0,0,54,7,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,11,17,14,12,11,0,0,67
POA3962,0,9,8,7,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,3,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,11,14,10,4,0,0,41,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,11,14,10,4,0,0,45
POA3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3966,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,11
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3971,5,15,3,7,13,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,12,15,17,0,0,77,4,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,12,21,12,12,17,0,0,83,17,15,13,11,4,0,0,61,0,0,0,0,0,0,0,0,30,37,26,26,23,5,4,147
POA3975,18,32,20,20,15,14,5,117,0,6,0,3,7,0,0,13,9,8,0,0,0,0,0,16,52,87,59,54,42,32,17,346,0,0,3,0,0,3,0,14,4,11,5,4,0,0,0,17,6,11,3,9,0,0,0,34,53,96,64,58,49,33,17,374,49,28,18,12,22,16,4,162,0,0,4,5,0,0,3,10,103,130,83,75,75,52,30,545
POA3976,48,79,46,34,45,23,15,296,13,9,3,8,4,0,0,47,6,3,0,3,0,0,0,17,107,172,113,85,110,67,33,687,4,12,5,9,11,4,0,43,5,12,0,0,4,0,0,34,14,25,8,9,14,11,0,80,112,194,118,99,130,75,33,762,105,137,77,40,49,24,24,460,3,6,0,3,7,0,0,22,225,337,200,139,187,101,57,1240
POA3977,219,394,253,183,196,73,45,1371,50,43,30,16,32,12,10,188,17,25,10,5,9,4,0,77,462,839,580,433,560,215,136,3230,15,25,19,11,14,3,4,92,29,48,20,17,22,8,4,154,42,73,42,31,41,14,12,246,507,909,617,464,602,229,144,3477,558,493,260,195,187,80,55,1823,26,20,6,10,8,0,0,70,1094,1420,887,663,791,309,202,5363
POA3978,87,117,66,55,52,18,17,405,7,9,7,5,8,0,0,31,3,0,4,0,5,0,0,17,172,262,146,105,148,60,41,932,3,8,3,8,7,4,5,34,10,5,10,0,3,0,3,33,16,15,12,8,9,0,4,63,185,278,163,113,155,63,49,997,190,138,59,28,47,14,15,491,4,3,0,0,5,0,0,13,378,414,221,145,206,78,62,1498
POA3979,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12
POA3980,9,10,8,8,7,6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,10,14,10,6,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,10,14,10,6,5,83,4,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,23,24,15,17,17,6,5,103
POA3981,8,22,16,16,21,3,0,87,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,5,15,39,41,32,36,10,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,15,40,43,32,38,10,0,177,16,22,9,6,11,4,0,69,3,0,0,0,0,0,0,0,33,67,48,34,48,9,3,248
POA3984,23,23,15,15,16,3,0,103,4,5,0,0,4,0,0,8,0,0,0,0,0,0,0,5,31,41,29,30,41,5,3,169,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,3,0,0,0,0,6,31,43,29,30,36,5,3,184,32,31,13,11,7,0,0,99,0,0,3,0,0,0,0,6,68,78,47,41,49,9,3,282
POA3987,0,4,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,5,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,4,5,8,0,0,36,10,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,15,16,11,5,6,0,0,50
POA3988,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,6,0,0,0,13,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,4,6,0,4,0,20
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
POA3991,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,7
POA3992,5,5,5,5,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,7,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,7,5,0,0,40,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,7,10,9,12,5,0,0,49
POA3995,20,50,35,23,18,9,0,152,3,4,0,4,0,0,0,16,0,0,0,0,0,0,0,10,28,69,49,55,46,16,5,272,0,4,7,3,6,0,0,22,0,7,6,3,0,0,0,10,0,7,13,5,6,0,0,36,28,77,66,64,54,13,5,305,56,60,28,19,29,4,4,204,0,4,3,0,0,0,0,15,84,145,98,84,75,26,9,519
POA3996,12,27,21,19,13,0,0,83,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,37,31,26,21,9,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,38,31,26,21,9,0,141,11,16,0,4,0,0,0,30,0,0,0,0,0,0,0,0,25,53,31,30,23,8,5,172
