POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3251,243,204,453,122,56,173,29,56,89,9,5,16,0,0,0,157,119,283,68,73,138,0,1.6,0.7,66,59.2,62.9,66,58.3,62.4,6,6,10,0,7,11,12,20,36,20,24,40,68,33,105,0,0,3,0,3,8,75,38,111,237,204,440,21,22,45,186,147,336,67,73,141
POA3254,134,138,269,69,33,100,15,41,60,3,14,16,0,3,4,89,85,180,23,32,60,2.2,2.3,2.2,68.4,64,66.2,66.9,62.5,64.7,0,0,3,0,8,8,0,21,18,11,12,23,42,26,73,0,4,4,0,5,6,44,37,78,138,138,273,14,18,35,97,97,194,50,49,100
POA3260,1994,2031,4029,870,423,1295,222,534,758,71,76,147,26,28,55,1192,1059,2254,658,826,1486,2.1,2.5,2.3,59.7,52.3,55.9,58.4,50.9,54.7,29,54,79,25,49,77,131,254,384,105,194,295,525,262,782,13,26,47,28,29,56,566,318,888,1939,1973,3910,245,235,475,1437,1439,2877,653,674,1324
POA3264,909,995,1905,380,187,567,106,241,351,43,48,95,15,24,32,545,494,1042,318,441,759,2.6,4,3.3,59.7,49.8,54.6,58.2,47.8,52.8,16,18,29,11,27,40,51,109,165,46,101,143,240,136,373,15,19,31,18,18,27,266,171,438,898,938,1833,120,123,246,631,685,1314,331,337,669
POA3265,1184,1069,2252,620,293,915,154,334,489,60,67,123,13,14,32,842,709,1555,237,280,514,1.5,2.1,1.8,71.7,66,69,70.6,64.6,67.7,12,30,41,15,32,45,81,159,236,83,131,206,311,147,460,10,23,36,8,12,26,331,186,516,1193,1113,2306,119,128,244,887,813,1707,358,355,713
POA3266,1242,1275,2518,573,292,864,133,310,448,54,67,128,12,13,32,779,693,1468,377,486,867,2.1,2.2,2.1,62.5,54.4,58.4,61.2,53.2,57.2,6,16,19,9,21,33,50,124,176,64,117,184,353,199,548,5,25,27,12,12,28,367,237,608,1233,1239,2469,158,157,314,924,895,1818,403,432,842
POA3267,92,82,181,49,29,75,12,22,34,3,8,14,4,0,4,70,54,120,19,27,45,2.9,0,1.6,71.6,64,68,69.5,64,66.9,4,0,5,0,7,5,3,8,10,3,9,10,27,13,40,0,0,0,0,0,0,27,11,42,92,89,179,9,11,18,67,58,125,27,31,57
POA3268,1105,1027,2128,523,248,771,144,298,445,66,51,115,21,15,35,753,612,1367,269,350,625,2.8,2.5,2.6,68.4,59.5,64.1,66.5,58,62.4,16,25,39,10,19,26,92,144,239,67,119,180,270,116,384,18,26,41,13,14,30,303,153,460,1080,1015,2095,124,112,239,765,738,1509,383,350,728
POA3269,291,260,549,138,54,184,52,87,131,24,24,44,0,8,8,206,164,373,63,80,145,0,3,1.3,71.6,63.7,67.9,71.6,61.8,67,4,13,19,7,17,16,29,44,72,23,25,45,84,31,115,0,0,11,5,4,3,88,37,128,285,282,560,31,35,64,200,191,388,109,99,207
POA3270,137,130,264,52,28,79,20,38,53,10,10,23,6,0,6,84,73,164,44,56,94,3.5,0,1.9,63.2,56.5,59.9,61,56.5,58.8,3,0,7,4,0,8,16,28,40,11,17,32,43,16,57,0,0,0,3,3,5,44,19,64,139,126,269,15,16,36,93,86,181,46,55,100
POA3271,92,72,159,39,14,50,10,22,32,3,3,6,3,0,3,57,32,90,16,21,37,3.5,2.8,3.2,62.6,50.7,57.4,60.4,49.3,55.6,0,0,0,0,3,4,3,3,7,7,6,19,17,3,22,0,0,0,5,0,9,19,8,22,79,55,127,5,5,15,51,42,88,22,19,43
POA3272,632,706,1341,242,118,363,69,193,261,33,25,61,21,11,28,369,342,705,215,318,526,6,2.3,4.2,57.5,48.4,52.7,54,47.2,50.4,6,15,20,4,8,17,28,91,123,44,77,121,164,92,252,6,13,19,10,10,21,178,114,291,622,672,1295,92,104,195,444,477,926,226,267,487
POA3273,55,60,117,30,17,45,4,11,21,0,4,4,0,0,0,36,38,72,14,21,34,2.8,2.6,2.7,64.3,60.3,62.2,62.5,58.7,60.5,0,0,4,0,0,0,0,5,11,10,4,12,18,13,31,0,0,0,0,0,3,15,13,32,54,55,105,7,7,9,44,44,97,7,14,23
POA3274,104,102,203,44,22,61,12,14,24,5,6,14,3,6,12,67,45,113,33,44,77,7.4,8.3,7.8,64.2,49,56.9,59.4,44.9,52.5,0,3,3,0,5,5,3,16,16,14,8,24,31,6,39,3,3,5,0,0,0,32,9,44,114,103,219,9,4,9,92,83,173,21,23,44
POA3275,205,180,380,119,52,176,24,54,71,8,15,25,0,5,4,151,117,273,33,40,74,0.6,1.7,1.1,75.9,66.9,71.6,75.4,65.7,70.8,0,3,4,0,6,4,11,17,28,6,19,26,75,30,103,0,3,3,0,3,6,77,40,115,212,183,394,23,33,52,156,142,298,64,63,123
POA3276,174,191,363,101,44,138,19,62,82,7,6,15,0,3,3,123,113,241,40,59,96,0.8,2.6,1.7,72,60,65.8,71.4,58.4,64.7,0,5,5,0,8,11,11,24,29,16,13,27,51,21,75,0,0,0,4,8,9,55,36,87,190,184,368,11,17,34,146,143,284,43,51,90
POA3277,723,736,1461,376,196,572,83,228,311,46,46,95,0,10,11,508,476,985,165,214,378,0.6,1.3,0.9,70.1,64.5,67.3,69.7,63.7,66.7,12,22,40,0,15,24,41,105,149,46,83,136,212,118,332,0,11,14,7,10,20,223,140,365,754,766,1520,64,71,132,580,574,1156,203,215,426
POA3278,143,128,276,69,36,104,19,41,58,13,6,21,8,0,7,103,86,185,28,40,69,3.8,2.4,3.2,72.7,65.4,69.2,69.9,63.8,67,3,4,5,0,5,8,4,14,16,18,17,33,46,27,78,0,0,0,0,3,3,47,38,81,149,134,284,10,17,28,110,85,193,47,52,96
POA3279,118,118,234,71,24,92,14,45,61,6,11,13,0,0,0,86,82,168,16,27,48,0,1.2,0.6,75.9,68.1,71.9,75.9,67.2,71.5,4,0,4,0,3,3,11,20,29,4,10,15,32,20,53,0,3,3,0,0,0,32,21,55,125,136,263,8,11,20,90,98,193,35,40,72
POA3280,12949,14602,27543,5732,3192,8921,1838,4288,6126,467,658,1122,282,252,531,8321,8386,16702,3851,5364,9209,3.4,3,3.2,64.3,57.4,60.6,62.1,55.7,58.7,427,522,950,246,540,781,1358,2263,3621,959,1557,2518,3256,2037,5292,125,201,320,147,248,394,3528,2480,6004,12826,13952,26776,1996,2206,4203,8382,9131,17511,5693,6349,12042
POA3281,720,714,1434,391,194,584,111,260,370,30,39,70,12,9,21,551,493,1047,146,196,347,2.7,1.4,2.1,76.6,69.3,73,74.5,68.3,71.4,22,31,57,12,25,36,66,149,220,66,92,160,229,103,338,3,12,13,0,10,15,237,132,370,826,804,1633,72,91,158,594,553,1148,265,286,553
POA3282,958,1038,1995,436,190,624,124,354,477,49,65,120,14,14,19,619,620,1235,281,355,642,1.8,1.8,1.8,64.5,60,62.2,63.4,58.9,61.1,24,34,57,10,33,49,80,153,231,57,128,184,314,167,478,14,17,34,9,22,28,335,207,546,993,1050,2047,132,138,275,658,674,1335,405,446,854
POA3283,588,571,1159,270,149,418,91,169,261,29,39,63,11,10,21,403,369,769,140,179,321,2.5,2.7,2.6,68.4,64.2,66.3,66.7,62.4,64.6,9,29,42,13,20,29,51,110,165,38,71,107,158,59,222,3,10,12,8,8,9,171,72,249,610,585,1191,64,62,128,461,435,898,177,171,349
POA3284,1470,1710,3184,516,309,825,228,424,660,64,100,163,17,28,49,832,865,1693,530,726,1258,2.4,3.1,2.8,56.3,50.5,53.2,55,48.9,51.7,58,96,150,27,78,107,239,327,561,123,225,341,330,166,503,10,26,44,21,31,49,367,222,595,1492,1689,3180,169,206,374,987,1071,2062,613,733,1344
POA3285,538,497,1032,265,130,388,64,138,209,17,16,39,0,6,6,352,283,637,139,174,315,0.9,1.1,0.9,65.5,57.8,61.8,64.9,57.2,61.2,14,37,50,8,21,26,50,71,120,30,56,88,156,66,221,3,9,8,13,9,18,178,81,256,532,490,1023,65,64,136,385,361,748,183,175,359
POA3286,222,230,445,96,58,154,29,60,86,9,8,12,4,6,5,130,123,259,76,90,165,1.5,3.2,2.3,59.3,55.5,57.4,58.4,53.7,56,4,3,15,7,4,12,11,20,30,12,38,47,52,37,90,0,0,0,0,5,10,53,46,97,227,226,460,18,17,43,185,176,365,62,64,129
POA3287,181,164,340,106,50,147,28,42,71,11,13,23,4,0,4,146,107,244,27,49,75,2.1,1.9,2,80.8,63.2,72.4,79.1,62,70.9,0,3,4,0,4,4,17,33,49,11,16,21,40,25,62,5,0,7,0,4,5,48,29,71,178,156,337,26,29,54,130,106,236,69,73,140
POA3289,338,329,664,146,63,204,27,81,103,12,19,30,13,7,19,192,166,363,119,150,265,5.6,4.2,5,58,49.8,54,54.8,47.7,51.3,9,8,11,4,8,14,15,40,55,26,37,61,84,37,118,8,6,20,7,9,7,101,44,146,361,335,700,31,24,54,267,227,499,113,122,228
POA3292,93,81,176,26,13,40,5,18,24,4,3,13,7,0,3,39,41,81,43,37,79,9.3,2.7,6.3,45.3,44.6,44.9,41.1,43.4,42.1,0,0,4,4,4,4,5,5,13,10,8,14,29,6,34,0,4,4,0,9,11,31,18,48,79,63,139,6,11,21,51,45,92,36,29,65
POA3293,138,139,274,70,38,112,14,32,40,6,10,19,3,0,0,96,77,175,33,47,89,2.1,1.3,1.7,68.1,56.1,62.1,66.7,55.4,61,4,8,9,0,0,3,9,29,37,14,17,30,35,22,59,3,4,12,3,3,3,40,27,66,143,126,270,20,23,45,110,87,195,50,51,106
POA3294,401,388,791,202,100,303,59,119,178,16,18,38,5,3,5,280,248,528,98,117,214,1.4,1.2,1.3,70.2,62.9,66.6,69.2,62.1,65.7,9,19,28,3,14,22,46,86,127,46,55,95,107,41,141,6,7,9,6,4,13,113,50,164,404,387,785,48,50,106,308,284,590,131,130,257
POA3300,4124,4584,8705,1703,926,2625,549,1192,1749,155,209,361,84,64,149,2494,2395,4882,1407,1926,3335,3.4,2.7,3.1,60.5,52.1,56.1,58.4,50.7,54.4,106,125,231,70,131,196,314,581,897,227,459,688,1200,615,1812,39,82,123,41,78,117,1281,772,2055,3997,4281,8279,664,770,1439,2725,2899,5622,1683,1910,3596
POA3301,523,512,1033,289,131,423,66,170,236,24,25,47,10,6,15,382,336,720,110,143,256,1.8,2.1,1.9,73.5,65.9,69.8,72.2,64.5,68.4,13,25,34,12,21,32,46,97,139,63,53,113,139,53,196,4,9,13,8,9,14,149,72,220,533,523,1064,63,57,116,399,411,811,173,152,321
POA3302,153,151,306,77,41,115,17,44,62,6,7,10,9,0,9,104,88,196,42,57,91,5.7,0,3.1,68.6,60,64.4,64.7,60,62.4,3,7,9,0,9,14,7,24,30,20,18,35,39,23,57,0,5,4,0,3,3,43,26,67,145,143,292,14,22,36,126,115,240,34,46,76
POA3303,128,110,237,77,34,109,11,24,35,10,9,11,3,0,9,93,65,163,18,38,58,4.2,3.1,3.8,75,58.2,67.2,71.9,56.4,64.7,0,0,4,5,6,4,7,16,19,5,15,23,41,14,54,4,4,4,0,3,4,46,21,61,125,110,238,7,6,17,102,89,190,31,24,57
POA3304,1176,1141,2318,456,241,701,127,262,385,60,39,95,23,19,45,671,563,1228,385,473,862,4,3.6,3.8,56.7,49.1,53,54.4,47.4,50.9,5,9,16,5,20,28,38,68,111,53,97,152,282,187,472,11,30,37,13,15,32,305,228,538,1124,1091,2217,130,120,247,831,771,1604,366,379,748
POA3305,5560,5698,11258,2107,1023,3126,687,1533,2222,228,256,482,161,137,297,3182,2951,6132,2007,2423,4432,5.1,4.6,4.9,57.2,51.7,54.4,54.3,49.3,51.8,69,113,179,52,153,206,322,596,920,281,617,898,1604,885,2492,49,93,139,78,108,184,1733,1087,2815,5317,5398,10719,781,841,1622,3623,3593,7211,2209,2413,4622
POA3309,49,49,97,12,8,25,13,3,16,0,0,5,0,0,0,25,17,43,26,24,52,0,0,0,48,40.4,44.3,48,40.4,44.3,0,0,0,0,0,0,3,5,3,4,7,10,13,9,24,0,0,4,0,0,0,15,11,28,56,56,108,0,0,0,43,35,76,13,13,28
POA3310,124,117,246,36,26,64,10,26,41,5,0,8,9,4,11,61,59,119,54,50,109,8.3,8.6,8.5,47.6,49.6,48.6,43.7,45.3,44.4,0,0,4,0,8,8,7,10,11,15,8,25,30,15,54,0,0,0,4,4,6,38,22,57,119,114,233,9,6,14,84,81,162,38,41,72
POA3311,724,795,1521,224,131,359,80,145,224,31,30,64,23,10,32,356,319,676,321,424,741,5.6,2.5,4.2,49.5,39.7,44.3,46.7,38.7,42.5,3,16,23,6,16,19,36,70,113,44,58,102,169,100,272,4,14,23,9,12,18,181,128,317,664,724,1387,84,95,182,484,523,1009,236,262,498
POA3312,424,409,834,224,100,316,44,124,174,17,24,37,4,7,10,289,251,540,97,117,219,1,2.8,1.8,68.1,61.2,64.7,67.4,59.5,63.5,10,6,11,0,13,9,26,50,75,20,48,68,119,58,174,12,15,22,5,7,11,135,79,212,444,409,850,33,30,67,360,311,669,98,108,204
POA3314,237,223,463,118,59,178,32,55,89,11,17,27,0,6,5,164,137,302,57,73,129,1.2,2.9,2,69.1,61.8,65.5,68.2,60,64.2,6,3,6,0,6,12,11,42,55,37,28,62,62,24,89,0,3,7,5,3,7,71,35,101,237,222,459,33,34,61,182,175,357,69,66,132
POA3315,727,711,1438,312,159,471,77,178,258,20,24,41,23,9,30,430,373,797,242,288,535,4.5,2.7,3.6,58.9,52.5,55.7,56.3,51.1,53.7,8,14,19,4,15,19,40,97,136,54,67,117,182,110,289,6,11,20,9,11,20,195,128,326,686,693,1380,75,71,147,535,509,1039,197,235,431
POA3317,92,68,159,42,13,52,15,23,39,0,3,4,5,0,5,66,42,97,17,17,39,4.8,0,3,67.4,57.4,63.1,64.1,57.4,61.3,0,0,0,0,5,5,0,9,12,5,13,19,23,11,32,0,0,0,0,3,3,20,19,40,83,73,154,6,5,16,72,54,126,21,17,36
POA3318,523,535,1054,217,103,322,54,124,185,17,24,38,15,8,23,305,262,565,175,231,403,5,2.7,3.9,57.9,48.6,53.2,55.1,47.3,51.1,13,5,16,9,8,21,26,77,107,36,53,94,115,76,192,8,5,17,6,3,13,128,94,222,479,487,970,66,83,151,334,357,693,186,179,370
POA3319,182,169,351,79,33,110,26,43,66,5,3,8,0,0,6,111,84,191,44,56,102,0.9,3.7,2.1,61.3,48.2,55,60.8,46.5,53.8,0,3,0,5,3,5,0,19,26,12,14,23,38,10,52,0,3,3,0,6,6,38,17,59,162,145,304,14,13,31,121,112,231,46,43,87
POA3321,675,672,1351,368,166,531,96,242,338,26,34,67,11,7,19,506,451,954,144,193,340,2.2,1.8,2,74.6,66.9,70.7,72.9,65.7,69.3,21,21,40,17,31,49,83,160,238,66,103,163,231,78,306,3,17,23,9,12,22,240,107,346,801,774,1569,52,58,107,571,537,1106,223,241,463
POA3322,76,74,150,22,11,36,8,18,28,4,3,8,0,3,4,36,35,73,39,33,73,2.9,5.4,4.2,46.7,49.3,48,45.3,46.7,46,0,0,0,5,0,4,8,9,13,0,11,13,24,10,33,0,5,5,0,5,8,26,15,45,70,71,149,10,12,25,59,52,108,28,23,54
POA3323,43,39,76,24,9,30,4,11,16,0,0,4,0,0,0,30,23,50,6,13,19,0,9.1,4,63.6,61.1,62.5,63.6,55.6,60,0,0,0,0,0,0,0,8,12,0,3,3,15,3,20,0,4,4,0,0,0,15,7,26,38,35,78,3,0,0,30,25,57,8,14,16
POA3324,257,233,483,113,47,156,31,66,103,7,4,7,7,9,16,152,125,282,79,86,162,3.9,6.3,5,59.8,54.7,57.4,57.5,51.3,54.5,5,6,11,0,3,3,15,37,50,18,20,38,54,24,75,4,4,7,3,0,3,61,30,90,236,228,465,29,29,57,167,155,322,93,90,177
POA3325,197,192,383,78,28,106,24,55,77,6,5,12,0,3,4,109,90,197,67,87,151,0.9,3.3,2,55.2,47.9,51.6,54.6,46.3,50.5,4,3,5,3,3,7,12,30,45,13,20,35,45,27,69,0,0,0,0,0,4,44,29,77,194,172,368,22,24,49,145,126,272,57,63,120
POA3328,879,874,1755,463,208,671,95,283,379,40,66,109,15,14,22,608,574,1181,224,264,490,2,2.3,2.1,69.4,65.1,67.3,68,63.7,65.8,16,20,38,18,50,66,74,129,200,67,116,180,318,150,472,12,17,28,13,16,28,345,183,526,913,917,1827,169,155,327,604,614,1215,414,392,808
POA3329,116,115,238,64,30,95,16,44,53,6,14,21,0,0,7,90,84,176,26,32,59,3.4,3.5,3.4,74.2,72,73.1,71.7,69.5,70.6,3,3,7,0,4,6,4,15,25,12,16,32,44,30,73,0,0,6,0,0,6,49,31,79,134,137,269,11,14,24,91,95,182,40,42,88
POA3330,92,85,171,51,16,63,9,21,20,12,0,10,0,0,0,63,40,97,21,38,58,1.6,0,1,68.1,44.6,56.9,67,44.6,56.3,0,6,6,0,3,3,4,11,12,3,5,13,29,7,33,0,0,0,0,0,0,26,9,40,93,67,160,8,12,24,71,48,118,30,37,61
POA3331,2705,2754,5461,1419,649,2064,335,924,1263,106,160,267,51,52,102,1917,1785,3700,662,866,1529,2.7,2.9,2.8,70.9,64.8,67.8,69,62.9,65.9,53,81,128,32,104,144,188,412,594,267,339,608,926,501,1427,23,47,66,26,43,68,976,587,1560,3039,2995,6026,383,387,772,1984,1882,3867,1213,1294,2503
POA3332,466,448,909,242,89,334,57,155,210,24,33,54,5,16,21,328,293,619,103,131,232,1.8,5.1,3.4,70.6,65.6,68.2,69.3,62.3,65.9,11,11,21,3,12,18,31,58,85,31,61,92,181,76,254,0,9,5,4,4,12,190,81,272,491,478,969,50,59,107,365,339,705,156,173,329
POA3333,373,342,711,172,86,258,35,80,111,23,24,39,16,4,17,238,191,433,104,128,237,6.2,1.6,4.2,65.1,55.3,60.4,61.1,54.4,57.9,10,13,25,0,5,9,29,41,73,37,50,85,102,48,147,3,12,17,5,11,20,112,73,185,367,333,698,50,43,94,258,216,478,134,145,282
POA3334,241,227,472,102,56,164,25,57,77,6,12,16,5,3,8,137,129,266,71,67,143,2.1,1.6,1.9,57.9,56.6,57.2,56.6,55.7,56.2,3,14,16,0,8,6,8,28,37,15,18,29,64,35,100,8,0,6,0,7,8,73,46,117,210,208,420,18,26,48,171,161,327,51,68,124
POA3335,2416,2294,4706,1254,705,1960,377,521,902,114,134,245,97,105,203,1844,1472,3317,407,676,1087,5.3,7.3,6.2,76.4,64.2,70.5,72.4,59.5,66.1,158,185,343,25,66,93,382,469,853,283,305,589,445,275,722,6,13,26,34,39,72,491,323,818,1715,1584,3294,1163,1176,2341,455,362,816,2128,2122,4249
POA3336,6113,6359,12472,3623,2093,5713,885,1662,2543,258,378,635,188,256,437,4944,4384,9327,915,1704,2620,3.8,5.8,4.7,80.9,68.9,74.8,77.9,64.9,71.3,509,578,1086,82,222,303,1234,1652,2887,792,777,1576,1006,604,1615,43,63,106,109,104,208,1161,771,1933,6249,6304,12549,2020,2140,4160,1726,1719,3442,5666,5894,11557
POA3337,15202,16035,31239,6545,3489,10038,1869,3532,5401,642,756,1398,697,652,1354,9761,8435,18191,4360,6524,10880,7.2,7.8,7.4,64.2,52.6,58.2,59.6,48.5,53.9,335,405,735,110,333,441,1070,1667,2739,1097,1638,2726,3932,2428,6357,185,248,437,217,307,521,4330,2987,7317,16138,16675,32809,2183,2395,4580,10146,10372,20516,6915,7464,14377
POA3338,13150,13721,26864,6188,3256,9447,1737,2952,4691,480,550,1032,606,667,1281,9018,7431,16449,3222,5331,8554,6.7,9,7.8,68.6,54.2,61.2,63.9,49.3,56.5,664,720,1387,110,341,451,1447,1911,3361,1295,1491,2784,2798,1795,4596,133,223,360,169,258,425,3101,2280,5381,13761,14019,27781,3018,3186,6205,6572,6620,13197,8592,8997,17585
POA3340,9759,10527,20286,4909,2756,7667,1165,2721,3891,399,523,915,254,270,526,6724,6268,12996,2569,3757,6320,3.8,4.3,4,68.9,59.5,64.1,66.3,57,61.5,293,411,703,121,369,491,901,1489,2386,837,1286,2121,2898,1488,4392,82,172,248,116,195,318,3101,1850,4954,10094,10539,20632,1685,1765,3453,6347,6478,12830,4725,5155,9874
POA3341,677,654,1328,349,185,537,87,202,289,32,36,67,15,13,24,487,432,920,145,192,338,3.1,2.8,2.9,71.7,66.1,69,69.5,64.3,66.9,25,26,51,13,28,42,43,108,151,60,93,154,215,89,304,9,14,18,6,14,19,228,112,339,747,724,1467,27,40,72,556,517,1073,184,205,394
POA3342,1566,1642,3208,731,409,1141,183,402,583,76,88,167,38,33,72,1024,935,1961,466,625,1087,3.8,3.7,3.8,65.5,56.9,61.1,63,54.8,58.8,37,59,96,19,80,100,127,226,347,119,191,308,491,244,738,15,22,39,26,29,56,537,291,823,1609,1652,3264,208,234,440,1052,1050,2100,692,748,1434
POA3345,551,558,1108,258,149,403,75,147,225,26,40,63,6,5,15,365,342,711,159,180,340,2.7,0.9,1.8,66,61.6,63.8,64.2,61.1,62.6,19,33,47,10,27,32,45,95,142,41,78,122,182,67,251,9,4,7,3,3,14,197,80,271,567,591,1152,64,63,127,359,375,732,243,239,481
POA3350,25469,28394,53869,11131,6700,17828,3830,8021,11851,869,1291,2156,834,718,1551,16658,16732,33384,7490,10293,17784,5,4.3,4.6,65.4,58.9,62,62.1,56.4,59.1,1587,1876,3470,746,1362,2102,3954,5505,9458,2213,3005,5220,5586,3348,8936,242,382,627,267,422,690,6102,4154,10251,24267,26480,50743,5494,5897,11384,14643,15985,30626,13498,14812,28310
POA3351,3761,3536,7297,1727,824,2550,467,1063,1531,162,184,344,88,69,160,2437,2143,4586,1085,1196,2278,3.6,3.3,3.5,64.9,60.7,62.8,62.5,58.6,60.6,65,105,175,45,130,176,271,494,763,270,423,690,1208,565,1777,28,61,93,40,67,111,1279,695,1982,3920,3717,7633,415,408,820,2846,2616,5460,1284,1292,2573
POA3352,7716,7234,14954,3700,1856,5556,1006,2308,3311,290,357,652,145,126,273,5139,4649,9795,2183,2222,4406,2.8,2.8,2.8,66.6,64.3,65.5,64.7,62.5,63.7,242,321,564,120,292,411,674,1075,1753,562,869,1431,2296,1114,3412,75,107,181,99,113,215,2468,1333,3805,7955,7610,15568,930,964,1890,5431,5154,10583,2981,2979,5959
POA3355,5203,5784,10995,1731,914,2643,617,1260,1878,184,223,407,212,144,353,2741,2546,5283,2069,2794,4863,7.7,5.7,6.7,52.7,44,48.1,48.6,41.5,44.8,134,156,292,71,143,218,440,587,1033,297,511,809,1231,789,2021,51,93,144,77,97,174,1361,971,2333,4924,5399,10326,818,831,1649,3242,3581,6826,2209,2359,4571
POA3356,5926,6972,12892,2206,1227,3437,782,1706,2482,194,275,467,242,205,451,3427,3415,6842,2081,3061,5144,7.1,6.1,6.6,57.9,49,53.1,53.7,46,49.5,100,124,223,56,161,221,400,678,1072,344,603,945,1629,1128,2760,80,136,211,68,106,179,1776,1376,3147,5730,6566,12300,961,1068,2027,3678,4160,7836,2651,3073,5721
POA3357,1427,1545,2970,635,351,983,186,436,625,63,76,142,23,23,45,910,889,1800,460,599,1056,2.8,2.6,2.7,63.6,57.7,60.5,61.9,56.2,58.9,91,103,200,55,110,168,266,349,610,132,199,329,332,164,492,14,19,32,16,24,44,365,201,564,1555,1669,3224,182,203,387,1093,1198,2291,574,606,1184
POA3358,1209,1338,2543,708,418,1125,171,459,630,37,79,119,38,32,69,958,986,1947,216,314,524,4.2,3,3.6,79.5,73.7,76.4,76.2,71.4,73.7,41,58,98,6,46,55,148,257,407,112,156,271,394,225,624,8,23,31,14,30,43,417,283,695,1186,1232,2420,404,464,870,491,485,976,963,1059,2019
POA3360,343,327,668,128,63,190,29,83,115,15,10,27,7,12,21,175,170,343,143,138,282,3.4,7,5.2,51,52.1,51.6,49.3,48.5,48.9,5,9,8,6,13,18,16,44,63,21,49,68,106,40,143,3,9,18,5,8,11,115,53,171,347,331,675,29,43,72,246,246,492,119,113,235
POA3361,296,291,589,97,58,155,33,55,85,9,7,13,10,5,20,147,129,274,114,134,252,6.9,4.7,5.9,48.8,43.7,46.3,45.5,41.6,43.6,4,8,8,0,10,10,17,33,48,23,33,52,69,33,105,0,3,8,4,0,10,71,47,120,273,269,545,33,41,76,194,191,386,93,104,200
POA3363,1454,1551,3005,511,224,740,175,391,568,46,79,127,40,27,67,779,719,1502,539,684,1219,5.4,3.6,4.5,53.6,46.5,50,50.7,44.9,47.7,47,63,108,28,49,80,100,198,301,115,194,312,404,216,624,17,23,45,18,21,41,447,262,706,1398,1484,2879,184,155,345,962,1015,1977,542,555,1100
POA3364,947,932,1877,403,202,609,139,243,387,42,50,94,14,16,30,605,512,1119,269,336,606,2.6,2.7,2.7,64,55.3,59.6,62.3,53.8,58,42,35,80,19,42,63,103,159,263,69,105,176,255,112,366,8,16,19,12,20,31,275,142,416,980,943,1917,83,66,149,755,713,1463,257,250,512
POA3370,813,824,1641,229,143,372,98,173,274,33,39,76,28,30,58,386,386,773,363,389,755,6.4,7.8,7.1,47.7,46.8,47.3,44.6,43.2,43.9,29,36,65,13,27,45,71,115,180,44,92,135,189,102,292,12,21,31,14,23,33,210,139,355,780,755,1533,95,109,202,559,528,1083,273,301,568
