POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA3048,739,1947,879,86,3652,667,127,4442,101,202,109,10,425,174,19,616,32,66,37,0,134,24,13,175,131,269,151,15,564,197,32,787,3,14,9,0,29,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,14,9,0,30,13,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,882,2228,1044,99,4250,878,153,5283
POA3049,739,1149,403,30,2320,566,53,2941,52,31,29,4,115,103,4,219,74,82,63,4,220,115,7,348,120,113,92,9,336,222,14,569,3,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,0,0,10,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,863,1269,497,35,2661,808,65,3535
POA3051,75,69,31,4,179,49,38,272,179,129,35,15,353,175,108,634,272,254,96,23,641,280,181,1107,452,385,135,31,996,455,290,1741,102,65,37,4,208,181,59,451,202,94,76,13,391,431,132,952,368,146,75,33,616,721,128,1469,300,169,171,37,680,731,146,1551,0,0,0,0,0,0,0,3,971,474,364,91,1895,2069,460,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,14,20,8,39,9,3,0,0,14,20,8,39,0,0,0,0,4,6,0,8,1508,933,527,123,3094,2600,798,6486
POA3052,14,14,3,0,30,0,11,48,34,25,14,0,75,31,39,143,173,148,40,11,370,145,114,628,210,168,53,16,445,178,150,775,42,13,6,0,56,52,35,145,57,23,12,3,94,107,36,237,99,33,29,7,167,218,54,440,140,57,21,9,229,218,58,502,0,0,0,0,0,0,0,0,331,122,60,29,543,592,181,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,5,556,311,116,39,1025,776,343,2148
POA3053,26,11,8,0,47,27,10,93,160,42,16,7,225,136,77,442,190,101,41,13,341,152,248,740,342,137,60,24,564,292,328,1186,54,19,7,3,87,79,30,199,150,43,21,11,230,309,98,634,271,94,48,29,444,720,185,1356,623,172,194,129,1123,1684,589,3396,0,0,0,0,0,0,0,0,1102,324,276,175,1885,2790,907,5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,18,16,12,38,11,3,0,0,18,16,12,38,0,0,0,0,5,11,0,16,1483,484,345,205,2521,3139,1260,6915
POA3054,84,89,19,5,203,39,30,279,564,332,104,36,1041,407,313,1760,181,146,38,10,370,112,110,590,742,474,142,43,1407,520,425,2352,51,23,9,0,88,88,18,190,86,28,45,10,161,263,46,469,31,3,5,4,46,72,16,127,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,176,54,58,10,300,414,76,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,25,5,17,44,13,5,3,0,23,5,17,45,0,0,0,0,5,0,0,5,1021,629,226,63,1937,980,542,3461
POA3055,604,902,231,41,1779,469,266,2513,151,103,33,3,295,212,51,556,226,148,45,23,443,224,111,776,373,255,83,29,736,437,163,1334,304,137,94,19,557,1064,122,1746,76,16,17,0,108,160,24,287,152,32,32,12,223,331,52,603,19,7,0,0,28,62,3,90,0,5,0,0,5,3,0,5,553,197,142,37,925,1611,195,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,18,6,3,31,9,7,0,0,18,6,3,31,4,0,0,0,0,9,0,9,1542,1358,452,108,3461,2524,625,6612
POA3056,1010,1132,328,72,2535,786,569,3892,489,259,100,27,886,591,289,1757,478,233,91,26,827,348,296,1472,968,490,191,52,1710,933,587,3235,219,57,31,19,318,505,100,930,219,41,16,12,283,383,80,749,523,114,63,17,718,994,144,1855,58,5,7,0,75,141,34,245,0,0,0,0,3,0,0,10,1020,216,111,57,1407,2026,352,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,9,3,60,32,44,138,39,14,9,3,60,32,44,138,4,3,0,0,6,5,0,13,3038,1854,636,181,5717,3784,1554,11056
POA3057,343,399,149,34,928,297,214,1439,185,96,41,10,329,238,88,659,284,206,63,16,579,220,189,987,470,309,103,22,911,454,284,1640,82,16,16,3,112,203,47,367,51,18,5,0,74,90,17,179,588,119,75,19,800,1003,158,1961,175,32,22,14,237,399,69,706,0,0,0,0,0,0,0,0,894,180,113,41,1230,1692,296,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,0,18,14,9,41,14,4,5,0,18,14,9,41,0,0,0,0,3,5,0,10,1725,893,373,97,3093,2460,799,6351
POA3058,2144,3324,957,129,6550,1735,695,8984,285,203,118,19,630,430,91,1148,565,429,144,43,1182,543,210,1937,849,635,271,57,1807,972,303,3087,74,30,15,7,125,195,37,355,54,14,27,6,99,111,32,246,108,36,19,7,176,270,45,485,25,18,4,3,49,33,9,86,0,5,0,0,6,3,0,8,259,100,64,26,451,620,116,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,13,9,7,27,9,0,5,0,14,9,7,26,3,6,0,0,7,11,0,22,3266,4065,1293,212,8840,3346,1118,13302
POA3059,1448,3423,639,46,5560,534,41,6141,14,45,19,0,80,25,4,111,16,21,20,3,61,25,4,89,36,65,39,3,143,46,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,8,1477,3489,684,53,5710,585,50,6346
POA3060,818,1491,494,62,2866,891,175,3934,46,72,30,3,151,124,17,296,85,147,44,15,294,116,24,431,128,227,76,15,447,242,39,726,0,4,3,0,15,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,5,4,6,0,11,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,14,0,0,3,0,5,3,0,14,0,0,0,0,6,5,0,6,953,1729,579,73,3338,1150,212,4704
POA3061,271,549,219,25,1062,262,32,1357,8,11,3,0,21,28,0,49,5,15,0,0,24,10,6,38,9,26,8,0,44,35,6,88,5,7,0,0,16,25,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,16,23,0,44,0,0,0,0,3,39,0,46,4,0,0,0,5,57,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,99,0,105,0,0,0,0,0,3,0,3,296,586,230,25,1134,424,32,1594
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,42,80,16,4,144,22,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,80,16,4,144,21,0,169
POA3064,5040,16842,3595,320,25792,3292,601,29684,215,429,182,27,850,312,32,1196,277,416,201,33,936,323,69,1325,496,845,386,56,1786,632,104,2517,53,63,35,8,156,57,11,225,0,0,0,0,0,0,0,0,16,9,5,0,34,27,6,63,0,0,0,0,0,0,0,0,6,5,0,0,5,5,0,14,69,80,43,7,199,93,12,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,6,8,0,16,8,0,21,5602,17778,4030,385,27800,4015,714,32529
POA3065,46,33,14,0,87,28,26,145,217,91,35,15,352,179,119,651,322,168,50,18,562,252,205,1014,539,260,85,32,913,431,324,1667,117,26,3,7,160,201,46,408,155,44,31,4,235,346,52,636,255,55,28,12,343,335,56,738,161,124,194,21,506,379,48,936,0,0,0,0,0,0,0,0,692,248,256,47,1247,1265,204,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,18,11,34,4,8,0,0,12,18,11,34,0,0,0,0,0,13,0,12,1284,546,353,78,2258,1747,557,4565
POA3066,85,55,22,4,162,52,44,259,177,70,18,5,277,167,79,523,166,83,43,16,311,188,128,626,344,155,68,26,586,358,206,1151,52,10,6,0,69,94,19,191,158,42,44,9,249,277,46,574,364,43,14,13,437,546,71,1052,303,97,156,19,575,578,80,1235,0,4,0,0,8,6,8,15,879,191,228,40,1340,1498,222,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,5,17,3,0,0,0,9,4,5,17,0,0,0,0,0,3,0,3,1315,402,313,65,2093,1914,486,4489
POA3067,109,131,42,7,284,94,68,449,195,124,32,9,355,169,93,616,147,95,18,7,273,89,79,432,341,220,47,23,631,254,165,1050,46,20,3,0,77,95,29,193,84,30,9,8,126,162,34,323,211,44,26,5,288,305,54,645,469,91,51,26,633,827,141,1602,0,0,0,0,0,0,0,0,816,185,84,32,1123,1391,246,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,13,5,0,69,56,14,133,49,13,5,0,69,56,14,133,0,0,0,0,0,0,0,7,1312,547,185,61,2108,1796,500,4403
POA3068,374,532,92,18,1020,266,129,1413,801,644,163,35,1646,739,349,2732,378,358,95,10,840,285,168,1288,1179,1003,259,41,2485,1023,512,4021,238,82,71,12,398,478,93,971,213,59,59,10,344,480,79,902,228,80,25,3,333,354,86,779,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,676,221,156,26,1082,1311,264,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5,0,23,9,6,42,7,11,5,0,23,14,12,46,0,4,0,0,5,3,3,12,2244,1766,512,87,4616,2618,914,8148
POA3070,1164,1988,476,55,3685,934,400,5023,426,391,100,19,937,357,180,1468,389,240,84,14,735,439,159,1332,809,635,191,31,1668,795,340,2801,149,38,38,12,233,504,64,798,118,24,20,11,173,270,34,478,284,56,47,4,396,489,72,948,9,0,4,0,7,90,0,105,6,0,0,0,5,3,0,10,567,123,105,20,818,1347,173,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,4,0,30,17,12,65,17,9,4,0,30,17,12,65,0,0,0,0,6,3,5,14,2571,2755,775,105,6207,3103,932,10237
POA3071,964,1575,408,49,2995,811,310,4111,208,125,57,8,402,269,66,729,333,220,100,14,660,389,92,1143,539,350,153,22,1060,654,150,1872,308,95,91,21,520,1029,92,1641,28,6,6,4,52,112,11,178,46,11,8,0,60,58,18,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,118,106,22,629,1205,121,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,4,4,23,19,10,52,14,11,4,4,23,19,10,52,0,0,0,0,3,0,0,3,1909,2042,670,90,4712,2691,596,7996
POA3072,1831,2694,798,148,5461,1521,619,7600,382,354,240,46,1023,732,157,1910,458,328,150,31,967,371,150,1492,838,681,392,78,1988,1105,302,3397,58,29,12,9,113,265,34,408,78,47,18,9,139,181,33,356,354,136,87,24,605,770,94,1467,56,11,9,6,89,149,26,260,0,5,0,0,4,0,0,9,556,224,128,48,951,1364,183,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,11,4,61,56,25,134,29,20,11,4,61,56,25,138,0,0,3,0,4,8,0,12,3249,3617,1326,273,8461,4053,1126,13645
POA3073,3102,4204,1605,232,9140,3061,602,12804,828,538,332,60,1754,1962,208,3928,804,611,243,58,1712,760,185,2656,1624,1149,570,120,3467,2721,393,6582,122,77,70,14,281,345,49,677,13,8,15,3,29,62,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,3,0,17,141,87,83,16,327,411,56,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,11,4,34,31,9,76,15,14,11,4,34,29,9,73,0,0,0,0,0,11,3,13,4879,5454,2262,372,12966,6233,1063,20261
POA3074,1561,2037,941,114,4657,1363,172,6192,80,59,29,11,185,163,14,365,85,86,47,12,225,94,19,335,168,145,76,18,409,259,32,699,91,103,53,14,259,163,24,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,105,53,14,260,164,24,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,3,0,0,4,0,0,3,0,0,4,0,3,6,0,10,1823,2297,1070,144,5333,1786,228,7347
POA3075,1650,2607,1033,122,5415,1399,203,7016,30,43,27,0,104,48,4,157,55,66,22,3,146,64,15,230,82,111,56,3,250,117,19,384,88,117,59,12,275,189,32,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,94,117,59,12,275,189,32,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,5,1822,2836,1145,137,5942,1706,255,7905
POA3076,1771,3961,1273,115,7127,1348,219,8687,201,303,133,11,654,354,34,1041,178,265,128,17,593,152,36,780,376,570,268,30,1241,506,73,1816,0,0,0,0,0,0,0,0,30,20,13,3,69,119,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,19,13,3,70,119,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,6,2181,4552,1557,148,8439,1975,289,10704
POA3078,583,1019,198,30,1828,405,134,2364,87,87,33,0,211,135,28,373,201,207,74,10,495,222,57,772,291,290,106,15,706,355,88,1147,172,48,32,10,262,686,43,999,42,7,7,0,63,89,5,149,102,23,15,4,140,161,9,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,81,55,12,465,931,57,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,11,3,0,0,0,7,5,0,11,0,0,0,0,0,0,0,3,1197,1388,367,50,3004,1698,288,4987
POA3079,994,1766,333,36,3130,603,84,3820,111,76,40,10,230,235,29,500,201,222,84,6,511,161,32,705,317,297,124,13,748,400,57,1208,235,97,58,6,401,464,31,895,35,12,5,5,62,59,3,126,128,31,26,12,198,211,17,428,38,7,10,3,55,91,8,155,0,0,0,0,0,0,0,0,438,151,103,19,709,823,62,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12,3,0,0,0,4,0,0,12,3,0,4,0,4,4,0,15,1757,2218,564,67,4598,1829,204,6641
POA3081,748,935,496,61,2237,940,252,3428,190,166,116,22,486,469,53,1009,263,241,104,21,625,261,84,968,448,401,220,44,1108,725,139,1979,11,20,14,0,49,56,3,114,4,0,5,0,13,10,0,19,0,0,0,0,7,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,17,20,28,3,68,86,10,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,1210,1359,737,106,3417,1753,390,5570
POA3082,2258,3645,1116,89,7104,1500,210,8819,148,211,90,9,466,199,17,678,71,90,39,11,204,79,18,303,221,303,133,20,668,275,33,981,11,8,7,0,22,13,0,31,3,0,0,0,6,13,3,16,38,29,17,5,91,86,14,197,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,6,46,39,27,8,125,113,19,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2519,3989,1276,117,7903,1890,263,10057
POA3083,2198,3192,975,122,6478,1571,449,8503,110,107,50,14,273,202,40,515,281,282,133,30,726,312,148,1188,391,386,180,37,1000,519,182,1699,45,50,33,12,141,151,28,317,73,8,25,9,116,165,40,321,81,18,40,4,142,231,41,416,18,4,5,8,33,36,6,79,0,0,0,0,0,0,0,4,216,80,109,33,438,585,113,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,2815,3657,1263,191,7922,2684,748,11354
POA3084,1867,3254,625,56,5805,1287,138,7239,160,83,76,5,328,344,32,706,171,202,86,3,467,135,26,632,335,286,162,14,794,481,56,1339,189,108,69,7,370,311,42,724,66,24,13,0,106,113,9,225,151,15,20,4,195,201,22,418,22,9,22,0,53,90,4,145,0,0,0,0,0,0,0,3,432,157,125,13,724,720,67,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,18,0,0,0,0,7,10,3,18,0,0,0,0,0,8,0,9,2643,3701,908,81,7335,2508,271,10112
POA3085,981,1784,421,29,3222,804,98,4122,134,65,52,4,260,289,17,567,108,99,41,3,250,90,10,350,239,163,95,6,508,379,26,910,3,5,3,0,12,3,4,16,34,0,0,0,33,62,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,38,6,3,0,45,70,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,8,0,0,0,0,7,6,0,8,0,0,0,0,0,3,0,5,1264,1959,526,38,3785,1262,121,5172
POA3087,855,1151,379,33,2421,648,93,3159,31,19,18,0,70,122,13,197,26,30,13,0,66,24,0,93,57,48,31,0,140,146,12,294,0,0,0,0,3,11,0,15,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,5,0,4,11,8,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,1203,412,37,2566,806,103,3478
POA3088,2374,3599,885,62,6925,1477,125,8524,165,87,88,7,349,433,18,799,130,114,71,8,321,164,12,491,297,198,158,12,670,600,26,1290,30,16,15,4,65,49,3,117,18,0,3,0,22,39,0,57,5,3,0,0,10,28,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,53,22,18,4,90,121,10,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2720,3818,1063,78,7683,2192,167,10049
POA3089,1016,1929,401,27,3370,522,38,3921,23,11,22,0,52,55,0,109,31,30,27,0,89,30,3,120,55,41,49,0,140,83,3,227,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,1967,447,28,3511,608,38,4158
POA3090,184,436,38,7,664,65,6,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,439,38,7,664,72,6,740
POA3091,148,253,29,3,436,49,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,253,29,3,436,48,0,485
POA3093,357,447,87,9,900,196,12,1107,42,16,20,0,78,107,3,193,28,22,19,0,67,42,4,116,69,44,36,0,150,152,10,308,6,0,10,6,19,34,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,6,19,34,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,491,126,11,1064,381,20,1468
