POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA3000,0,0,0,8,45,57,116,108,47,66,121,282,80,33,19,985,0,0,0,0,9,3,8,3,0,8,4,5,4,0,0,59,0,0,0,5,11,33,138,106,47,33,42,45,23,7,4,486,0,0,6,7,8,9,44,24,0,5,9,16,4,0,0,125,0,0,0,7,23,22,38,32,26,29,31,46,23,4,0,286,0,0,0,0,13,46,94,149,45,78,120,85,32,5,7,680,0,0,0,4,17,37,192,188,161,152,173,303,83,6,20,1342,5,22,53,42,53,67,148,75,24,26,37,60,30,22,10,666,0,0,3,8,8,31,66,50,13,22,28,39,29,13,4,321,0,0,0,30,36,31,114,190,113,173,152,162,72,8,24,1093,5,13,25,52,76,113,321,368,193,294,398,775,336,31,39,3039,26,75,183,280,655,1152,4169,5296,2498,3235,3993,5123,2101,442,429,29660
POA3002,0,0,0,0,3,3,10,3,0,0,0,5,0,0,0,34,6,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,4,11,10,0,0,0,0,0,0,0,25,0,0,0,5,0,7,8,7,4,0,0,0,3,0,0,32,0,0,0,4,3,3,0,5,0,0,0,0,0,0,0,19,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,12,9,22,48,29,22,25,32,23,10,14,6,14,7,3,0,266,0,0,0,4,11,6,12,11,3,4,3,4,0,0,0,67,0,0,0,4,11,0,0,0,0,0,0,0,0,0,6,27,8,8,10,12,23,17,29,28,8,21,15,27,5,0,0,198,26,77,106,101,166,149,211,183,49,48,63,91,31,11,30,1348
POA3003,0,0,0,3,11,17,30,13,3,12,12,29,5,0,0,139,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,12,0,0,0,0,6,0,26,18,11,4,8,3,0,0,4,78,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,15,7,6,3,4,3,3,0,0,56,0,0,0,0,0,0,9,26,9,11,15,12,9,0,0,93,0,0,0,0,0,9,28,18,6,3,6,4,0,3,3,85,0,3,24,9,16,25,45,36,9,7,13,7,9,0,9,224,0,0,0,0,3,9,18,13,0,4,4,9,6,5,0,77,0,0,0,9,26,4,15,39,13,12,0,7,3,0,0,141,0,6,8,15,22,49,73,102,48,69,97,190,75,0,24,777,7,27,57,76,181,292,696,878,358,362,426,558,253,46,89,4294
POA3004,0,0,0,0,11,14,29,21,15,12,23,18,10,4,6,161,11,5,13,5,10,4,3,0,3,0,4,0,0,0,0,55,0,0,3,0,3,8,33,9,0,0,5,5,3,5,0,76,0,0,0,5,20,16,16,14,0,7,9,9,0,0,0,105,0,0,3,4,5,6,17,11,7,4,0,0,0,0,0,69,0,0,0,0,6,9,9,9,6,4,3,0,0,4,0,54,0,0,0,0,4,12,13,19,4,6,0,11,0,0,0,65,13,32,61,43,48,37,83,64,19,34,40,74,12,11,6,565,0,0,6,10,6,9,21,19,6,6,9,9,8,0,0,115,0,0,0,5,18,5,9,8,4,4,0,0,0,0,0,56,22,30,31,36,56,80,144,172,97,103,131,129,70,4,12,1119,67,118,178,176,359,407,1007,932,338,382,457,569,234,79,58,5366
POA3006,0,0,0,4,33,31,77,61,14,26,30,65,33,7,3,380,0,0,4,5,13,4,0,9,5,0,3,3,0,0,0,41,0,0,0,6,11,22,81,64,23,21,13,20,8,0,8,271,0,0,0,8,6,16,36,18,4,8,5,20,0,4,0,125,0,0,0,5,21,11,41,26,18,14,12,21,10,5,4,187,0,0,0,0,13,20,27,40,6,10,20,14,5,0,0,160,0,0,0,0,3,11,60,44,30,27,19,26,6,0,6,236,4,18,60,49,62,62,152,142,25,58,50,79,18,8,4,795,0,0,0,13,4,17,42,35,9,13,25,6,12,3,0,185,0,0,0,20,21,20,52,70,32,20,18,14,8,0,12,283,8,15,36,37,83,144,295,390,221,277,387,582,237,22,23,2773,19,86,181,255,519,904,2612,2569,1010,1198,1427,1952,775,187,186,13883
POA3008,0,0,0,7,35,16,43,42,17,12,27,37,14,0,0,257,0,0,0,4,9,0,3,3,4,3,6,5,0,0,0,40,0,0,0,3,9,8,44,23,19,5,6,0,0,0,0,132,0,0,0,8,4,13,14,9,4,7,7,10,3,6,0,75,0,3,5,0,13,6,15,17,6,11,3,9,5,0,0,85,0,0,0,0,0,6,15,35,23,9,16,9,0,0,0,124,0,0,0,0,0,5,36,43,21,17,25,31,12,0,3,189,4,23,51,33,33,29,70,49,4,21,11,25,7,6,0,360,0,0,0,0,0,12,21,27,7,13,5,15,14,8,0,122,0,0,0,20,33,9,27,41,15,10,14,13,5,8,5,193,0,13,23,39,62,83,197,194,107,143,164,307,97,32,19,1480,11,78,128,184,368,498,1547,1860,764,962,1039,1333,465,199,109,9536
POA3011,0,0,5,11,58,46,52,32,8,13,22,33,7,5,3,291,0,4,4,0,22,4,0,6,4,0,3,0,0,0,5,48,0,0,0,3,8,9,38,16,0,8,4,3,0,0,0,97,0,0,0,4,8,10,25,13,3,0,0,3,0,0,0,65,0,0,6,3,3,11,22,7,7,10,12,3,3,0,4,84,0,0,0,0,6,4,6,14,9,4,5,4,3,0,0,52,0,0,0,0,13,6,31,13,4,7,12,12,3,0,5,90,4,18,86,60,81,75,120,110,15,14,23,16,4,3,19,645,0,0,0,8,18,13,17,33,5,7,3,12,5,0,3,126,0,0,0,189,572,233,180,172,57,53,41,57,17,0,79,1655,7,17,86,125,159,195,282,185,64,75,94,134,51,3,35,1517,26,154,436,562,1235,907,1519,1248,371,414,550,616,187,45,236,8512
POA3012,0,0,0,23,108,68,67,56,25,26,23,28,9,0,4,438,8,5,5,10,29,9,8,10,0,0,0,0,0,0,5,89,0,0,0,7,13,5,31,15,5,5,0,0,0,0,3,78,0,0,0,9,9,3,21,7,4,0,0,7,0,0,4,58,0,0,4,10,15,8,21,21,4,3,5,0,0,0,3,101,0,0,0,0,7,0,9,10,0,0,0,5,0,0,0,37,0,0,0,0,8,10,39,16,10,0,7,6,4,0,0,109,3,27,79,72,83,69,174,118,14,24,13,11,0,0,10,698,0,0,0,4,10,14,28,18,0,3,6,0,5,0,0,109,0,0,3,219,814,424,229,172,53,36,50,48,15,7,57,2122,10,38,114,180,215,283,352,249,63,89,69,111,27,14,35,1853,51,261,649,753,1589,1274,1784,1388,360,407,511,530,127,37,215,9930
POA3013,0,0,0,11,41,14,23,8,0,0,0,0,5,0,0,96,8,0,8,6,11,3,0,0,6,0,0,0,0,0,0,43,0,0,0,0,0,7,15,7,0,0,0,0,0,0,0,35,0,0,0,8,8,8,25,7,0,0,4,3,0,4,0,73,0,0,0,3,5,3,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,16,0,0,0,0,4,5,7,6,3,0,0,0,0,0,0,44,4,17,72,63,68,63,190,120,14,29,14,15,6,0,8,682,0,0,3,3,8,18,18,14,4,4,9,6,4,0,3,94,0,0,3,60,160,49,21,17,3,3,0,0,4,0,0,332,9,25,61,82,75,71,121,73,24,21,31,37,10,0,13,652,31,180,495,433,526,423,747,484,102,97,117,115,50,12,51,3851
POA3015,0,0,4,4,28,14,12,19,0,0,0,6,5,0,5,96,6,0,0,3,13,9,9,3,0,0,0,0,0,0,3,51,0,0,3,7,5,4,11,0,0,5,0,0,0,0,0,34,0,0,0,4,13,10,32,11,0,4,9,8,0,4,0,101,0,0,0,3,8,3,11,4,4,4,3,4,0,0,4,43,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,10,9,12,4,0,3,0,0,3,0,0,43,3,39,104,72,84,87,205,115,22,19,17,15,5,4,13,802,0,0,0,4,13,16,37,28,3,6,3,5,0,8,0,132,0,0,0,23,48,15,9,14,4,0,0,0,0,0,5,118,8,36,88,81,90,84,107,96,29,33,22,17,13,4,24,730,42,210,501,404,518,461,910,576,117,139,163,137,56,22,128,4377
POA3016,0,0,3,0,12,4,24,10,0,6,8,9,3,0,0,87,4,0,0,3,11,3,7,4,0,0,0,0,0,0,0,31,0,0,3,0,5,0,6,11,0,0,3,3,0,0,4,39,0,0,4,13,15,12,28,18,0,0,0,4,0,0,0,99,0,0,3,5,5,4,4,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,15,9,0,0,0,0,3,0,42,13,76,168,109,114,96,255,112,30,13,7,11,4,0,6,1029,0,0,3,15,10,14,32,20,3,10,3,3,0,0,0,114,0,0,0,22,39,15,11,16,0,7,0,7,0,0,0,123,23,58,98,75,87,72,116,85,18,17,16,15,13,5,8,700,67,299,498,403,462,352,768,430,86,76,56,72,39,16,51,3665
POA3018,0,0,0,5,24,16,18,12,0,7,5,24,0,0,0,113,4,4,4,0,8,4,9,5,4,4,0,5,0,0,0,43,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,24,0,0,5,4,9,12,15,12,4,9,0,10,0,0,0,83,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,10,5,0,6,0,0,0,0,0,39,26,102,179,80,74,54,128,95,20,17,20,29,3,4,8,833,0,0,3,4,4,8,13,15,0,5,0,6,0,0,0,68,0,0,3,24,60,31,17,10,4,0,0,3,0,0,0,149,19,129,168,92,60,58,98,94,17,48,20,16,11,3,6,843,84,375,563,311,413,338,662,489,92,136,100,145,26,12,42,3784
POA3019,0,0,0,15,43,30,51,41,15,14,13,21,0,0,3,253,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,24,0,0,0,0,0,5,10,5,3,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,4,3,3,4,16,0,0,10,6,0,0,0,44,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,15,0,0,0,0,4,11,6,4,0,6,0,0,0,0,0,34,3,3,28,8,6,4,12,15,0,0,0,0,3,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,171,728,420,307,222,51,51,44,68,28,9,72,2187,0,13,26,58,94,170,224,121,54,44,55,65,16,3,15,948,7,25,110,311,1029,801,992,738,209,246,287,333,94,21,132,5330
POA3020,0,0,5,41,241,166,179,154,55,63,50,68,26,0,22,1070,16,20,31,30,79,32,11,8,3,0,0,0,0,0,15,232,0,0,0,4,5,8,33,4,0,0,5,0,0,0,5,64,0,0,0,5,0,4,13,4,0,0,0,0,0,5,0,35,0,0,4,6,11,13,48,137,15,17,26,36,3,0,12,326,0,0,0,0,3,4,11,10,4,0,8,8,0,0,3,52,0,0,0,0,24,19,60,22,6,3,9,9,0,0,11,163,5,50,147,74,55,21,43,50,11,11,4,0,0,0,23,496,0,0,0,5,3,5,13,9,0,0,0,0,0,0,0,46,0,0,6,436,2097,1624,1324,880,181,184,136,179,87,22,302,7460,76,444,628,586,518,422,822,653,168,149,164,236,52,27,152,5095,180,979,1712,1601,3507,2814,3783,3255,716,823,1011,1048,364,92,745,22629
POA3021,0,0,0,104,301,236,341,236,54,82,101,112,37,6,28,1636,15,16,28,15,83,34,7,0,0,0,0,0,0,0,3,205,0,0,0,9,4,0,12,0,0,0,0,4,0,0,0,30,0,0,0,0,0,4,4,0,7,0,0,4,0,0,0,25,0,0,4,24,33,44,62,105,18,24,37,48,14,0,3,409,0,0,0,0,8,0,11,7,0,0,0,0,0,0,0,34,0,0,0,7,34,15,51,26,7,9,0,3,5,0,0,158,11,65,110,70,31,8,31,18,6,4,0,0,0,0,15,373,0,0,4,5,0,8,12,5,0,0,0,5,0,0,3,44,0,0,19,497,2597,2076,2129,1629,360,302,270,358,186,45,483,10953,62,467,987,1016,689,943,1196,739,110,150,182,155,41,18,165,6926,208,1034,2336,2558,4383,4112,5426,4188,1059,1090,1225,1553,495,102,1019,30810
POA3022,0,0,0,4,5,10,8,18,0,0,0,4,3,0,0,58,8,4,0,0,14,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,4,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,9,6,4,4,5,0,6,0,0,0,0,0,0,0,39,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,14,66,62,49,54,9,8,3,9,5,0,16,291,10,39,48,31,38,32,51,44,11,5,14,14,3,4,18,364,44,86,94,85,160,154,228,240,58,33,49,55,17,7,53,1371
POA3023,0,0,0,150,677,611,942,311,70,67,43,80,34,8,48,3043,10,4,9,31,118,58,18,4,0,0,0,0,0,0,11,256,0,0,0,4,12,17,62,18,3,4,18,0,0,0,0,138,0,0,3,8,14,5,39,19,0,3,0,4,4,4,3,105,0,0,0,8,61,145,248,110,27,26,25,32,5,4,8,694,0,0,0,3,6,7,17,12,0,0,0,5,0,0,4,55,0,0,0,4,27,28,59,43,5,7,3,8,0,0,11,187,19,68,170,98,83,32,118,61,15,7,13,11,6,0,22,726,0,0,0,5,6,12,42,35,0,11,4,4,0,0,6,135,0,0,4,314,1517,1202,973,625,89,83,90,125,57,23,297,5387,40,261,655,897,1092,1456,1442,684,143,102,145,183,39,17,330,7485,114,611,1570,2089,4451,4827,7341,4037,1069,902,885,1185,368,135,1168,30747
POA3024,0,0,0,7,61,69,334,169,39,27,33,39,0,4,0,798,4,0,0,0,18,10,7,0,0,0,0,0,0,0,0,43,0,0,0,0,8,7,71,32,4,4,0,11,4,0,0,138,0,0,3,0,3,4,46,16,14,6,0,9,0,0,5,105,0,0,6,0,7,21,145,90,10,12,16,20,11,0,0,335,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,14,0,0,0,3,3,3,275,103,39,24,26,23,7,0,8,519,10,53,192,86,65,41,173,72,10,15,4,8,0,0,19,747,0,0,3,3,7,5,24,11,0,3,7,8,3,0,0,87,0,0,0,3,22,18,29,19,0,11,6,4,8,0,0,109,5,32,93,89,188,230,1184,534,120,83,93,127,29,11,48,2879,27,156,395,295,534,767,5080,3584,974,836,788,908,222,82,247,14888
POA3025,0,0,0,0,25,17,16,8,7,7,10,8,0,0,3,115,0,6,9,4,12,3,0,0,0,3,3,0,0,0,0,47,0,0,0,0,5,4,8,6,0,0,0,6,0,0,0,29,0,0,0,0,3,3,14,11,4,0,5,0,3,0,0,37,0,0,0,3,14,0,5,6,0,0,3,4,0,0,0,37,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,21,9,0,0,0,0,0,0,0,32,4,27,41,22,25,19,51,46,12,10,9,10,0,0,19,288,0,0,0,0,0,0,7,5,0,3,0,0,0,0,0,19,0,0,0,70,197,68,30,33,6,4,8,5,10,0,13,436,23,134,144,84,73,86,138,85,17,26,25,18,4,0,40,899,47,470,800,431,526,429,666,504,96,94,109,124,34,12,194,4526
POA3026,0,0,0,18,92,133,272,56,3,12,6,19,3,11,4,629,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,23,28,9,0,6,5,4,0,0,0,69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,25,0,7,13,5,4,5,15,9,0,0,0,0,0,0,0,59,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,9,0,0,0,39,250,203,179,103,16,16,12,15,9,0,25,861,0,10,22,71,145,259,321,63,26,13,11,18,3,3,25,983,0,30,57,176,602,803,1345,564,126,90,97,145,42,28,89,4202
POA3027,0,0,0,3,26,28,96,42,0,6,14,14,5,4,0,226,0,0,0,0,7,3,5,4,0,0,0,0,0,0,0,20,0,0,0,0,0,13,36,20,0,0,7,0,0,0,0,80,0,0,0,0,0,11,12,6,10,0,0,8,0,0,0,41,0,0,0,0,9,23,26,20,4,9,14,14,11,0,5,125,0,0,0,0,0,4,8,14,4,3,0,5,0,0,0,39,0,0,0,0,3,4,27,14,0,0,4,7,0,0,0,58,0,0,7,6,11,14,43,23,0,0,4,12,0,0,0,130,0,0,0,0,3,3,16,9,0,0,0,0,0,0,0,32,0,0,0,18,26,25,15,29,9,15,8,5,6,3,0,152,0,9,3,29,43,90,185,109,38,25,26,24,8,5,5,597,3,15,24,85,224,540,1893,1156,268,300,341,405,160,36,76,5537
POA3028,0,0,0,35,208,89,86,103,31,25,44,46,14,4,13,699,7,3,15,4,50,13,8,8,0,0,0,0,0,0,0,115,0,0,0,4,12,18,12,3,0,0,3,0,0,0,0,67,0,0,0,8,10,6,29,13,4,0,4,3,0,0,3,89,0,0,3,3,20,19,22,4,0,3,3,6,0,0,0,99,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,17,0,0,0,0,5,9,29,70,33,25,6,35,8,3,0,223,18,101,273,101,106,56,103,74,5,11,9,5,5,0,21,879,0,0,0,0,5,5,28,11,4,4,5,3,0,0,0,62,0,0,0,72,229,105,59,54,6,10,15,13,3,4,20,601,22,213,395,265,357,224,277,224,63,60,44,94,10,0,39,2296,67,520,1235,877,1379,1022,1739,1448,406,402,449,554,120,34,218,10468
POA3029,0,0,0,66,494,476,1535,828,177,160,157,201,76,12,46,4227,7,3,8,22,106,34,16,7,0,0,0,0,0,0,4,207,0,0,0,9,11,28,211,103,20,41,7,13,7,5,7,464,0,0,4,19,15,36,124,41,5,18,3,10,3,4,6,287,0,0,0,18,77,176,593,323,45,64,61,92,20,11,7,1495,0,0,0,4,5,12,33,23,7,7,5,0,0,0,0,96,0,0,0,9,32,42,198,120,24,24,35,11,7,0,8,519,26,149,472,245,205,95,247,142,22,24,12,12,5,9,43,1709,0,4,9,5,9,17,57,51,11,11,8,16,3,0,9,207,0,0,0,67,221,198,291,190,42,31,24,48,19,6,71,1211,27,202,453,546,854,1456,3305,1903,399,396,402,391,125,69,293,10814,133,683,1614,1549,3031,4683,22604,14338,3158,3468,4167,4663,1548,495,1405,67546
POA3030,0,0,7,45,313,260,686,515,141,146,116,145,75,3,37,2490,4,5,19,20,107,42,28,16,3,3,0,3,4,3,9,260,0,0,6,19,29,47,270,145,36,48,21,56,23,0,6,702,0,7,3,16,51,63,352,243,50,99,73,106,30,7,10,1124,0,3,8,10,49,106,384,232,55,42,48,47,18,9,10,1012,0,0,0,0,11,23,45,59,6,7,5,13,0,0,0,170,0,0,0,6,21,53,312,241,103,74,63,86,25,0,19,1005,40,242,670,382,330,159,719,551,76,53,55,93,34,16,60,3483,0,0,3,24,14,30,106,96,18,23,26,25,7,7,4,397,0,0,0,93,230,179,202,154,38,35,22,23,17,6,28,1034,25,168,363,466,685,1031,2333,1466,418,338,340,415,150,36,156,8398,195,963,1804,1727,2921,4136,15845,11554,2846,2706,2694,3039,1087,382,810,52710
POA3031,0,0,0,3,26,15,18,7,14,6,11,8,9,0,0,117,4,0,0,0,11,3,6,0,0,0,0,0,0,0,0,29,0,0,5,0,11,10,25,18,0,7,0,0,0,0,0,74,0,0,0,4,9,11,23,10,4,0,0,0,0,0,3,68,0,0,3,0,13,12,8,3,5,6,0,7,3,0,0,65,0,0,0,0,3,4,20,19,0,0,0,4,0,0,0,54,0,0,0,4,4,4,18,15,5,6,0,6,0,0,0,60,7,31,77,52,62,70,137,88,17,14,14,13,9,0,8,599,0,5,6,9,13,14,28,22,9,7,11,5,6,0,0,128,0,0,3,116,235,125,54,46,8,4,3,12,5,3,15,641,3,20,65,101,152,332,373,244,67,87,79,74,40,6,35,1678,31,130,290,413,784,943,1227,825,189,235,227,240,110,34,112,5780
POA3032,0,0,0,21,66,40,63,60,16,16,21,35,3,0,7,346,7,6,4,14,19,5,3,10,7,4,0,0,0,0,4,86,0,0,0,7,19,16,34,13,7,0,11,9,4,0,0,125,0,0,0,3,17,8,41,7,5,3,4,0,4,0,0,89,0,0,7,15,15,15,18,16,3,5,5,6,6,0,0,115,0,0,0,0,5,4,13,8,4,8,0,4,3,3,0,62,0,0,0,3,12,11,25,20,4,5,5,3,3,0,0,103,13,44,98,86,72,66,126,98,13,23,18,12,8,0,11,689,0,0,4,9,9,10,29,24,11,6,6,9,6,0,3,139,0,0,0,283,717,290,192,168,33,37,39,36,10,7,49,1862,13,49,131,190,221,301,457,318,88,119,140,146,40,8,43,2269,64,378,698,879,1591,1245,1960,1507,369,410,519,540,161,48,222,10594
POA3033,0,0,0,9,26,26,27,12,6,0,0,0,0,0,3,109,3,9,10,3,14,0,4,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,10,0,0,0,0,7,3,3,5,0,3,0,0,0,3,0,23,0,0,0,12,15,20,29,5,0,0,3,7,0,0,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,3,3,3,3,0,5,0,0,0,5,36,14,37,49,30,35,12,28,14,0,3,0,5,0,0,5,242,0,0,0,3,3,3,10,9,5,0,0,0,0,0,0,25,0,0,0,69,179,49,38,18,5,0,6,17,4,0,20,400,17,104,132,125,96,55,103,33,38,11,20,18,0,0,20,771,92,644,874,455,566,353,603,295,105,63,63,102,17,19,124,4373
POA3034,0,0,3,27,46,8,22,18,15,0,5,14,0,0,0,166,4,7,11,4,16,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,0,0,6,4,7,13,8,0,0,0,0,3,4,0,0,40,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,11,3,0,0,5,0,0,0,0,29,0,27,35,24,22,11,34,25,0,0,3,4,0,0,8,198,0,0,0,3,6,0,12,4,3,0,0,0,0,0,5,39,0,0,0,126,303,102,69,36,9,13,6,23,5,4,15,711,23,127,130,163,124,91,77,50,17,12,15,13,13,0,21,878,72,766,988,590,714,397,531,400,81,67,71,92,26,5,132,4929
POA3036,0,0,0,6,5,6,0,4,0,0,0,0,0,0,0,26,3,3,3,5,11,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,19,0,0,0,4,0,0,8,5,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,6,26,45,20,16,6,20,8,0,0,0,0,0,0,0,150,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,13,0,0,0,13,24,10,3,6,0,0,3,0,0,0,0,59,10,48,65,71,32,30,13,11,5,4,0,0,0,0,7,295,58,226,292,232,152,100,107,71,6,19,21,0,4,0,23,1323
POA3037,0,0,0,96,374,261,369,159,33,41,34,58,16,0,15,1450,0,0,9,17,100,28,15,5,0,0,0,0,0,0,5,182,0,0,0,3,16,18,36,11,0,0,3,0,0,0,0,92,0,0,0,9,13,30,64,10,0,14,3,0,0,0,0,141,0,0,10,14,95,148,195,75,9,27,21,23,9,3,3,635,0,0,0,0,10,4,6,6,0,0,0,0,0,0,0,25,0,0,0,4,12,22,23,24,6,0,8,4,6,0,4,109,14,57,148,104,101,36,81,56,8,10,0,3,4,0,17,647,0,0,0,0,8,14,14,13,3,3,0,0,0,0,0,68,0,0,0,124,471,288,289,200,48,22,41,36,18,0,81,1617,45,246,611,829,992,872,677,281,87,65,52,49,13,7,113,4937,103,616,1785,2068,2986,2832,4148,2042,477,436,465,491,182,49,434,19108
