POA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3419,0,0,3,3,0,3,0,8,0,21,0,6,8,3,0,4,0,7,0,34,17,21,4,4,3,7,6,8,0,64,24,13,3,5,11,10,3,7,0,77,20,20,5,10,10,3,0,6,5,84,24,3,5,11,10,11,9,8,0,87,26,6,0,0,3,0,7,4,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,118,64,38,41,37,31,26,50,9,413
POA3420,0,0,3,0,0,0,0,4,0,4,0,0,0,4,0,0,0,8,0,8,12,0,0,8,0,0,3,0,0,24,20,0,4,0,5,0,6,0,0,29,16,7,0,0,0,0,0,4,0,25,27,0,0,0,0,0,0,6,0,31,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,14,14,10,7,3,6,13,0,150
POA3423,0,0,5,0,0,0,0,0,0,8,3,4,0,0,0,0,0,3,0,8,0,8,0,6,3,4,0,0,0,19,0,0,0,0,4,4,0,3,0,13,7,4,0,0,0,4,3,3,0,34,12,9,8,15,8,0,3,4,0,59,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,22,19,20,12,7,9,18,0,154
POA3424,3,0,3,0,0,0,6,3,0,11,0,0,3,4,0,0,0,0,0,10,15,10,3,9,0,3,0,5,0,49,20,10,3,9,8,3,0,5,0,53,23,5,5,0,6,0,4,5,0,52,21,15,5,7,10,6,9,7,0,68,16,6,0,0,4,5,5,0,0,36,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,95,42,18,27,25,13,24,36,6,290
POA3427,0,0,13,13,9,32,5,13,4,90,7,19,57,41,29,39,15,29,7,252,106,271,189,143,166,63,66,77,23,1108,81,169,116,63,119,33,70,58,13,733,41,66,56,51,84,25,63,43,12,442,46,43,42,36,65,35,49,30,8,355,18,8,12,0,18,6,14,14,0,84,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,305,578,476,355,483,243,284,271,74,3062
POA3428,0,0,0,0,4,13,0,7,0,23,0,3,8,0,8,0,3,0,0,33,3,6,12,3,0,0,8,4,0,44,10,6,11,0,12,0,4,6,0,48,10,14,17,3,13,4,9,3,0,83,16,0,9,0,11,0,4,5,3,49,4,0,7,3,5,0,11,5,0,40,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,47,36,69,17,55,28,40,15,10,321
POA3429,28,13,179,165,41,409,36,225,14,1107,89,153,417,298,183,261,124,228,21,1783,406,1016,945,545,589,280,269,302,85,4441,651,1006,674,451,619,255,296,248,97,4290,649,713,591,553,806,285,330,294,75,4302,425,534,412,389,653,265,308,234,39,3271,92,137,90,86,159,53,62,73,22,782,12,15,8,5,11,0,9,9,3,67,0,0,0,0,0,0,0,0,3,4,2354,3594,3317,2491,3068,1820,1432,1613,352,20046
POA3430,0,0,0,0,0,8,0,0,0,8,0,0,4,0,0,0,0,4,0,16,7,3,10,0,0,0,6,4,0,24,4,8,0,0,0,5,5,0,0,23,8,3,3,4,3,0,4,7,0,35,4,4,0,6,6,4,0,4,4,35,3,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,29,25,30,5,13,15,13,16,4,154
POA3431,3,0,25,22,0,39,3,29,0,122,9,16,46,29,12,28,10,22,4,188,25,73,84,41,49,13,17,20,9,330,82,138,76,49,67,14,28,21,10,474,102,149,89,62,87,30,24,28,16,578,80,98,82,44,85,19,29,22,6,465,9,29,11,7,28,3,9,3,0,113,3,5,3,0,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,311,508,419,257,332,151,120,145,48,2289
POA3432,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,3,3,0,0,0,0,0,0,13,6,4,8,0,10,0,0,0,0,31,9,4,0,0,0,0,7,0,0,25,0,0,5,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,15,15,9,15,5,7,6,8,95
POA3433,0,0,5,0,0,5,0,0,0,4,0,0,0,0,0,3,0,5,0,6,3,8,0,3,0,0,0,0,0,15,0,6,3,4,0,0,6,0,0,25,3,3,6,0,4,5,0,0,0,36,7,4,0,0,3,0,0,0,0,21,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,16,3,15,18,3,9,0,109
POA3434,0,0,41,26,15,47,8,41,7,185,8,19,63,32,20,40,12,33,4,225,58,138,176,73,85,37,40,41,20,675,99,135,122,52,104,25,34,52,13,642,128,112,109,76,103,49,70,60,11,717,81,86,91,51,76,33,34,44,11,507,24,20,10,4,32,8,11,19,3,132,16,0,0,0,10,0,3,0,0,33,0,0,0,0,0,0,0,0,0,7,417,524,612,324,443,238,216,291,59,3123
POA3435,0,6,15,22,0,22,3,19,0,86,5,9,40,22,11,12,9,12,7,120,36,58,54,36,30,16,23,25,6,278,43,67,61,39,38,18,14,27,7,307,55,84,53,33,52,13,34,26,8,351,47,65,43,28,38,19,21,32,7,302,21,15,8,8,12,8,8,13,0,101,14,9,0,0,6,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,220,301,272,189,192,111,103,147,37,1578
POA3437,5,8,64,78,17,135,5,110,8,424,17,39,93,88,42,52,19,48,10,398,74,211,183,111,97,42,39,40,7,797,268,452,262,133,207,51,57,61,20,1512,286,370,204,153,230,73,78,62,17,1479,206,259,119,83,166,57,62,65,13,1030,30,73,30,18,42,7,18,15,0,227,9,10,3,4,0,5,0,3,0,32,0,0,0,0,0,0,0,0,5,3,897,1408,958,663,797,430,275,398,76,5911
POA3438,0,0,15,29,0,34,0,19,6,104,4,10,21,22,6,14,6,13,0,88,23,50,20,23,18,5,7,4,5,158,52,94,42,23,44,7,10,13,4,291,71,85,47,35,53,18,6,28,6,347,41,35,32,21,27,8,16,11,4,187,10,10,0,7,12,3,0,3,0,44,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,204,291,173,151,155,96,50,92,15,1229
POA3440,0,0,11,11,0,18,0,14,0,61,0,7,13,15,7,11,5,9,0,64,10,31,12,6,14,4,7,8,0,86,47,94,24,17,23,7,10,0,0,228,69,103,38,26,25,16,0,10,4,286,40,62,25,18,34,9,6,4,0,200,9,33,13,6,13,3,0,8,0,81,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,186,330,131,91,115,74,24,57,6,1014
POA3441,0,0,3,16,0,8,0,11,0,32,0,0,3,3,0,5,0,7,0,21,15,25,15,5,4,0,0,4,0,69,25,54,16,6,16,5,0,7,3,142,45,68,7,17,21,4,6,5,4,189,46,59,15,11,20,10,8,3,6,173,16,26,6,3,11,5,0,8,3,75,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,154,237,66,65,76,33,12,41,20,708
POA3442,3,0,27,61,3,63,4,53,0,221,12,20,60,39,17,39,3,28,0,212,41,139,68,62,41,21,19,39,5,435,190,345,103,78,85,32,10,31,12,885,285,361,115,110,141,48,30,51,18,1168,144,238,82,83,109,47,42,40,14,798,64,83,27,27,33,17,10,19,3,284,19,14,3,3,7,0,5,4,4,47,5,0,0,0,0,0,0,0,0,7,765,1203,489,460,426,259,130,266,59,4053
POA3444,9,3,41,45,6,74,3,81,5,271,10,17,74,61,20,35,8,58,5,293,82,138,102,99,50,37,26,115,16,672,213,298,144,88,91,47,26,60,9,973,242,321,153,113,143,65,56,103,19,1221,188,197,109,85,118,67,55,81,15,913,94,77,32,27,48,21,17,26,9,344,38,11,0,0,8,3,0,7,0,70,3,0,0,0,0,0,0,0,0,10,888,1062,654,516,485,353,192,527,83,4763
POA3446,0,0,3,4,4,9,0,0,3,22,0,0,10,5,0,0,0,0,0,21,13,16,19,4,0,3,6,8,0,75,14,48,16,12,6,3,3,3,0,108,19,48,12,16,18,7,5,3,0,143,19,31,14,12,12,8,7,12,0,122,9,19,3,0,4,0,0,0,0,42,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,87,165,80,61,53,33,25,37,8,535
POA3447,0,0,0,0,0,7,0,5,0,15,0,0,10,0,0,3,0,0,0,18,4,6,8,0,0,5,0,3,0,31,4,6,5,3,7,3,3,0,0,39,11,16,13,8,5,5,4,3,0,72,5,13,9,8,7,0,3,5,0,56,6,7,0,8,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,46,31,29,30,11,26,5,253
POA3448,0,0,6,0,0,8,0,6,0,16,0,0,7,0,0,3,0,0,0,21,7,9,13,6,9,8,3,9,0,65,15,21,8,8,14,7,5,8,5,84,23,25,15,18,16,6,3,11,0,113,28,22,15,14,14,0,10,15,0,112,7,10,4,3,5,5,10,5,0,48,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,80,95,64,45,60,31,31,55,6,468
POA3450,3,0,14,30,8,51,4,36,5,144,3,11,24,28,4,14,3,25,0,109,34,107,49,49,42,17,20,46,0,365,86,262,65,51,50,18,16,45,11,615,102,270,69,71,62,24,17,47,13,672,74,201,71,87,71,45,26,62,5,642,40,90,19,9,33,18,13,19,4,253,7,5,0,0,7,3,0,0,0,29,0,0,0,0,0,0,0,0,0,4,355,950,313,331,273,194,93,280,50,2836
POA3451,3,0,20,21,5,43,4,37,3,134,6,3,40,27,9,16,10,27,4,143,42,81,91,58,39,20,22,32,7,399,93,184,72,66,45,24,17,32,11,546,110,214,94,72,66,35,32,55,4,689,84,149,75,86,68,27,27,61,12,589,27,57,11,12,21,8,10,10,5,161,8,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,370,698,411,346,257,177,121,254,49,2682
POA3453,0,0,12,9,3,21,0,9,0,50,3,0,10,13,4,6,5,9,0,53,13,23,34,14,12,8,8,10,3,124,32,47,22,16,14,6,9,15,4,173,30,57,31,21,23,15,16,12,0,210,45,51,18,25,22,11,16,20,5,211,24,25,3,0,8,8,0,4,0,75,5,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,155,211,132,96,88,70,61,84,7,903
POA3458,0,0,12,8,0,0,0,6,0,30,3,0,15,13,4,0,0,8,0,47,16,16,36,22,7,7,3,11,3,127,34,76,31,15,17,5,9,15,5,202,60,77,24,27,26,11,6,23,3,267,57,86,33,27,32,3,5,19,5,284,23,28,6,0,15,6,7,3,5,91,10,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,208,297,158,114,101,40,39,89,21,1059
POA3460,0,0,5,6,0,10,0,17,0,45,0,0,16,17,4,3,0,5,0,47,25,29,59,31,12,5,0,21,0,194,25,60,35,21,13,15,6,17,6,198,66,65,29,35,28,23,10,18,5,275,58,80,30,37,45,27,10,33,6,326,17,30,3,8,15,0,8,9,0,87,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,197,269,176,158,121,83,38,122,23,1178
POA3461,0,4,13,23,0,13,0,30,0,92,5,0,12,15,4,10,3,21,0,79,42,31,49,30,17,7,6,26,8,227,73,104,73,38,35,10,8,45,3,389,139,150,75,62,60,24,31,51,13,605,101,134,58,68,39,40,18,51,10,513,54,54,13,17,14,7,13,9,0,181,27,6,0,0,5,0,0,0,0,37,0,0,0,0,0,0,0,3,0,3,441,476,296,256,175,126,75,225,41,2119
POA3462,0,0,6,3,0,7,0,11,0,26,0,0,9,3,3,6,4,9,0,23,7,7,16,3,5,0,5,11,0,63,13,30,14,13,7,4,3,12,0,88,9,32,24,17,18,9,7,12,4,132,24,30,13,11,6,8,14,15,0,128,18,12,3,7,10,0,0,4,0,58,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,75,116,83,50,43,36,35,69,11,522
POA3463,0,0,7,9,0,6,0,18,0,41,4,0,11,12,0,4,4,11,0,48,15,30,28,11,11,6,8,21,3,133,26,41,23,14,15,4,11,7,0,141,48,60,37,26,27,11,13,21,3,244,58,59,40,41,40,16,21,30,9,320,32,30,16,3,11,13,9,6,0,111,8,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,192,221,160,121,110,66,59,117,17,1060
POA3464,0,0,3,6,0,10,0,10,0,31,0,5,10,3,4,8,4,4,0,42,8,13,14,18,8,3,9,7,0,88,6,10,17,17,14,3,6,8,5,87,10,8,24,23,12,14,9,11,3,111,19,11,19,13,9,12,11,23,4,114,19,8,3,0,0,5,4,4,0,44,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,46,88,82,53,55,41,67,7,512
POA3465,10,0,30,28,7,102,3,62,0,242,12,19,61,54,21,54,12,45,0,280,44,114,125,112,41,57,38,102,16,638,81,81,88,94,55,33,36,94,15,576,107,87,113,121,94,59,65,108,21,774,84,89,96,106,88,54,75,135,16,740,64,33,20,25,24,18,25,43,3,249,17,5,3,0,4,0,0,3,6,39,0,0,0,0,0,0,0,0,0,5,420,421,536,545,335,369,246,583,77,3536
POA3467,0,0,4,4,0,9,0,15,3,31,0,0,7,3,0,5,0,5,3,28,13,10,10,16,7,10,10,13,0,91,15,10,13,15,9,6,8,3,0,75,32,8,8,16,16,3,11,13,4,112,9,14,9,12,7,5,11,14,4,80,4,7,4,4,3,9,0,7,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,82,48,58,71,36,42,51,73,14,469
POA3468,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,6,4,4,6,3,0,28,8,5,0,3,0,0,9,3,0,24,14,0,0,3,0,0,0,4,0,36,9,4,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,14,4,12,8,6,9,14,3,115
POA3469,0,0,0,0,0,3,0,4,0,7,0,0,3,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,12,9,0,6,0,0,3,0,0,24,8,0,0,3,0,0,4,3,0,25,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,9,8,3,9,7,16,0,91
POA3472,0,0,6,3,0,4,0,0,0,21,0,0,3,3,5,10,0,10,0,25,4,8,9,3,6,0,6,12,0,53,5,5,12,6,3,4,7,11,0,59,18,13,13,19,9,7,11,14,3,106,24,4,14,18,9,9,8,31,6,123,13,7,0,3,0,4,3,6,0,36,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,62,45,67,59,36,40,42,84,9,437
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,4,0,12,4,0,0,0,0,0,0,6,0,17,10,0,4,0,0,0,5,0,0,21,16,4,0,3,5,0,4,3,0,36,21,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,7,14,5,3,8,14,5,114
POA3477,3,0,0,0,0,4,0,11,0,15,0,0,4,0,0,0,0,3,0,15,16,11,3,4,6,4,0,4,0,36,9,9,11,6,7,7,4,3,0,58,29,9,3,11,4,0,6,10,0,77,44,14,8,9,8,3,15,10,0,113,24,6,9,0,4,0,5,0,0,44,16,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,138,51,37,37,33,15,32,47,3,378
POA3478,0,0,4,8,0,28,0,16,3,66,3,3,20,24,4,12,3,18,0,81,24,27,30,24,18,5,13,42,3,189,26,24,7,24,14,10,13,16,3,129,37,23,29,34,35,12,16,40,6,231,33,33,20,33,16,17,15,50,3,220,24,11,12,4,3,4,9,9,0,77,16,0,5,0,7,0,5,0,0,28,0,0,0,0,0,0,0,0,0,4,164,119,129,148,102,90,65,190,17,1026
POA3480,0,0,10,5,0,15,4,20,0,55,3,3,11,7,5,5,0,16,0,51,24,24,14,12,3,11,9,21,0,112,27,19,13,10,11,6,16,14,3,119,40,18,13,15,18,4,11,27,3,157,63,32,20,22,18,10,14,19,0,200,39,7,8,4,5,3,8,8,5,83,0,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,205,108,83,70,62,50,61,126,17,781
POA3482,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,5,0,0,12,8,3,4,0,5,0,0,0,0,15,23,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,3,0,6,0,0,0,0,60
POA3483,0,0,7,0,0,4,0,7,4,16,3,3,4,0,0,3,5,0,0,28,21,26,8,9,7,6,0,7,0,84,24,18,13,4,3,0,4,9,0,66,27,12,6,6,12,4,7,11,0,84,31,11,12,5,12,0,4,4,0,89,23,4,4,0,4,0,10,5,0,53,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,139,82,44,38,30,26,29,35,11,436
POA3485,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,9,15,4,0,0,0,0,0,0,0,23,17,0,4,3,0,4,4,5,0,39,5,0,4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,13,5,5,6,8,5,10,0,108
POA3487,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,8,6,0,0,0,7,0,41
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,4,0,0,0,0,13,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,6,4,0,3,5,0,40
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,3,0,0,0,0,0,23
POA3490,0,0,9,0,0,4,5,7,0,26,0,6,10,4,0,0,0,3,0,38,23,30,17,9,3,3,13,11,0,105,21,15,5,8,7,3,8,7,3,79,28,7,10,11,6,9,19,6,3,93,38,14,4,13,10,3,14,21,0,125,36,5,0,3,6,0,7,0,0,61,12,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,158,71,59,56,30,25,61,63,18,550
POA3491,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,10,12,0,0,5,0,0,0,0,0,15,14,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,6,0,3,5,6,0,57
POA3494,0,0,3,0,0,0,0,0,0,12,8,0,0,0,0,3,0,6,0,18,10,3,6,0,8,0,3,25,0,68,18,0,6,0,6,0,9,24,3,67,11,4,5,5,0,0,3,15,3,50,23,3,7,5,5,0,8,27,3,80,8,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,88,16,23,15,21,3,26,105,11,314
POA3496,0,3,24,18,3,65,8,34,8,167,23,12,58,31,14,31,20,44,11,244,63,65,99,69,45,51,47,89,14,549,93,80,100,52,63,29,54,78,18,571,117,84,58,52,62,48,65,101,20,602,122,62,58,72,55,24,59,100,17,557,45,11,12,11,15,6,19,20,11,139,6,4,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,475,323,412,307,260,259,267,461,79,2847
POA3498,4,7,31,26,6,103,8,37,6,222,22,20,46,43,25,38,11,26,5,242,77,109,111,77,53,35,23,71,19,575,98,95,90,50,69,36,34,52,13,538,134,110,94,78,101,49,44,53,12,669,93,62,68,43,76,51,55,48,10,510,41,19,15,12,21,7,16,19,0,157,8,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,482,431,460,328,351,315,188,313,69,2928
POA3500,19,12,106,81,31,341,17,220,16,849,67,144,288,248,125,197,76,215,47,1409,290,832,503,505,292,256,207,585,88,3554,412,634,376,357,298,179,176,406,64,2905,448,574,295,366,368,220,172,374,83,2898,346,398,239,330,329,191,235,344,47,2463,114,129,65,60,96,53,62,84,8,666,9,9,6,3,4,9,6,12,8,58,7,0,0,0,0,0,0,0,3,12,1707,2724,1887,1953,1543,1445,942,2247,361,14809
POA3501,6,5,7,12,3,30,0,19,0,78,10,9,20,6,4,14,4,10,4,72,24,39,28,14,11,10,5,15,0,137,45,59,37,20,43,14,11,14,6,256,57,57,40,23,33,21,15,18,7,273,54,33,22,13,30,16,17,23,4,214,16,4,7,7,13,0,7,6,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,201,216,164,94,131,107,57,102,24,1104
POA3505,3,0,15,11,7,50,4,42,0,139,8,8,35,24,6,33,5,20,5,146,40,69,90,52,37,33,39,48,12,404,63,55,62,50,39,21,40,43,13,385,94,70,66,58,60,27,46,48,17,488,77,64,50,50,56,34,41,64,8,443,34,16,14,8,18,9,13,28,7,140,3,0,0,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,3,4,318,285,334,241,234,208,190,300,62,2170
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,0,17
POA3507,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,8,0,0,6,0,0,0,5,0,12,7,6,0,0,0,0,5,0,0,8,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,10,0,6,5,0,3,3,0,51
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,11,8,0,0,0,0,0,0,3,0,14,8,4,0,3,3,0,0,0,0,27,14,0,0,3,0,0,0,3,0,21,15,0,4,3,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,12,6,16,11,3,3,12,0,104
POA3512,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,5,8,0,0,0,3,0,4,0,23,20,7,0,5,3,0,5,0,0,41,9,4,0,4,0,0,4,3,0,31,17,5,0,0,5,3,5,7,0,48,14,0,0,0,0,0,0,3,0,22,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,74,25,6,13,12,4,15,27,0,178
POA3515,0,5,11,3,0,37,5,26,6,92,6,0,27,16,9,11,4,9,0,86,28,72,71,59,47,32,21,35,3,368,38,49,51,48,54,20,26,29,5,324,42,36,25,26,21,18,19,17,4,206,25,24,23,26,33,10,20,19,5,176,18,8,6,5,6,0,6,4,0,40,4,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,167,188,210,185,168,124,89,136,20,1299
POA3516,0,0,6,3,0,12,0,0,0,22,3,0,8,3,0,0,5,6,0,27,4,8,11,8,6,3,4,9,5,59,13,10,3,3,9,5,0,3,3,56,20,11,8,8,8,3,5,5,0,73,32,6,3,8,12,3,10,11,0,89,15,4,0,0,4,0,4,0,0,30,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,103,43,45,30,43,35,24,33,8,371
POA3517,0,0,5,0,0,4,0,7,0,18,4,4,3,6,0,3,3,6,3,29,12,13,19,16,7,0,6,19,0,84,25,12,12,6,14,3,5,10,0,101,12,16,12,15,16,4,9,26,5,114,29,9,11,10,18,16,12,22,3,133,21,0,5,4,5,3,3,6,0,46,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,114,56,65,57,55,36,52,92,10,538
