POA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3169,4,18,21,47,17,121,8,69,9,314,26,176,144,139,115,160,74,164,23,1028,206,938,379,279,377,195,236,331,93,3029,287,644,311,213,284,97,131,143,51,2156,164,331,232,191,232,97,173,237,26,1689,116,160,159,136,182,80,170,189,27,1211,29,43,45,28,56,25,38,65,5,336,3,5,0,0,0,4,0,7,4,28,0,0,0,0,0,0,0,0,0,0,825,2311,1293,1037,1250,785,835,1209,247,9789
POA3170,3,10,25,58,18,156,13,70,10,355,32,132,90,107,100,152,53,71,15,761,222,752,253,168,286,136,115,182,69,2176,441,803,262,181,310,120,80,115,61,2366,338,473,239,188,336,147,126,134,43,2027,171,259,169,130,224,73,110,154,22,1311,45,94,53,37,90,25,30,46,10,419,4,8,13,0,7,3,0,12,0,53,0,0,0,0,0,0,0,0,0,0,1270,2533,1106,869,1372,809,522,779,226,9479
POA3171,3,4,16,44,10,92,9,72,8,252,35,129,149,164,95,170,96,242,34,1101,201,698,423,363,296,211,326,521,123,3165,195,365,302,199,193,105,227,326,72,1975,129,174,216,168,134,80,221,340,53,1524,83,65,167,91,71,56,203,311,37,1082,21,24,31,24,20,16,54,63,10,262,0,3,4,0,5,4,4,7,3,18,0,0,0,0,0,0,0,0,0,0,668,1469,1300,1045,816,742,1121,1874,344,9385
POA3172,7,14,38,86,21,213,14,119,13,525,46,161,146,163,104,202,66,145,18,1045,182,473,313,192,249,150,197,302,61,2113,342,479,309,199,310,128,223,298,52,2344,346,363,313,225,307,148,253,379,30,2375,218,203,263,144,272,107,249,320,43,1822,68,71,73,32,83,38,56,66,13,496,10,13,7,4,6,8,3,6,4,54,0,0,0,0,0,0,0,0,0,9,1220,1783,1458,1052,1342,1007,1060,1632,228,10786
POA3173,13,24,37,86,42,207,29,134,9,579,61,230,167,132,147,261,108,209,34,1343,326,891,446,298,457,251,251,349,94,3362,541,968,421,293,504,217,315,372,92,3711,429,500,372,251,365,190,357,447,61,2969,228,210,275,135,242,91,316,382,38,1928,47,66,61,48,72,27,57,73,12,459,9,7,4,0,6,0,0,15,6,41,0,0,0,0,0,0,0,0,0,0,1655,2893,1780,1235,1837,1252,1431,1975,344,14400
POA3174,5,22,35,64,22,193,21,155,5,524,73,219,238,301,162,274,185,394,61,1907,302,1136,742,624,525,330,627,877,170,5336,358,710,561,512,429,199,439,663,107,3978,205,315,426,374,327,125,441,616,93,2924,183,168,262,271,242,102,390,452,45,2121,35,59,74,62,70,29,95,105,10,546,4,4,11,4,5,0,5,11,0,40,0,0,0,0,0,0,0,0,4,3,1168,2633,2346,2215,1781,1257,2211,3268,495,17381
POA3175,4,20,45,76,32,287,38,180,20,695,71,239,353,295,191,359,250,355,72,2182,410,1191,1181,633,620,356,730,901,181,6210,445,840,964,516,574,243,622,675,133,5003,295,429,647,425,393,189,519,600,93,3593,207,247,394,314,308,124,416,503,61,2572,64,98,102,66,93,34,86,119,17,674,8,13,12,9,7,5,5,11,3,69,0,0,3,0,0,0,0,0,0,7,1506,3062,3697,2327,2221,1594,2670,3346,570,21005
POA3177,0,4,18,8,6,56,7,40,6,137,17,27,89,58,48,64,43,75,17,437,80,223,346,156,121,83,173,184,42,1401,76,123,283,111,93,60,150,160,30,1078,41,60,145,91,60,33,127,143,33,726,30,21,75,64,35,19,101,109,16,482,6,8,10,14,11,5,20,20,0,99,0,0,0,0,0,0,4,3,3,9,0,0,0,0,0,0,0,0,0,0,252,462,964,497,375,323,620,737,146,4381
POA3178,20,22,116,164,46,423,30,200,17,1035,80,293,336,235,212,365,101,172,33,1813,327,1020,496,277,427,233,119,155,71,3126,677,1087,448,288,501,196,123,150,64,3538,824,892,556,347,776,302,202,247,65,4220,590,710,477,287,692,259,271,299,61,3643,84,169,105,46,122,54,66,70,19,730,4,10,4,5,3,8,4,8,0,58,0,0,0,0,0,0,0,0,0,4,2598,4212,2539,1648,2777,1842,919,1309,321,18168
POA3179,0,4,18,31,7,60,10,28,4,165,9,65,39,36,29,52,15,35,7,297,54,167,90,57,71,42,16,39,14,564,128,223,100,64,86,48,32,44,6,724,119,141,90,90,110,44,53,62,14,724,59,98,92,58,75,38,43,52,7,525,11,29,15,4,27,5,13,17,3,126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,386,728,439,338,413,302,182,283,65,3133
POA3180,0,3,17,30,8,70,3,40,7,169,18,46,52,62,37,53,15,33,0,325,71,232,131,76,102,67,39,50,7,777,160,316,111,64,110,43,48,49,15,919,96,186,116,122,130,51,44,55,6,808,89,111,80,48,131,35,54,45,3,594,19,29,28,15,35,14,21,20,3,177,3,3,4,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,469,933,521,413,561,334,224,290,51,3794
POA3181,3,13,3,55,14,49,0,30,0,169,84,295,80,265,198,199,37,75,16,1248,892,2481,428,427,619,402,79,123,86,5536,774,1219,169,148,276,170,21,60,45,2884,435,612,97,87,207,91,27,42,19,1605,220,403,61,82,122,52,25,41,12,1015,54,159,18,17,62,26,7,18,7,361,6,28,6,6,3,3,0,0,3,49,0,3,0,0,0,0,0,0,0,4,2467,5217,870,1087,1489,981,196,383,198,12883
POA3182,3,8,14,58,17,59,7,34,5,201,55,181,107,238,128,140,35,79,18,992,731,1961,629,593,615,345,124,255,94,5348,768,1338,284,259,373,166,65,108,70,3428,554,840,150,142,268,104,50,58,40,2212,332,638,99,134,192,85,34,67,19,1603,95,209,15,27,63,22,7,13,5,458,15,24,0,0,10,5,0,0,6,64,0,0,0,0,0,0,0,0,0,0,2551,5203,1313,1448,1659,933,319,625,253,14308
POA3183,7,12,7,70,10,56,3,32,3,198,45,210,94,190,111,136,38,66,17,911,556,1555,401,369,385,245,91,184,60,3840,641,1063,203,150,273,126,32,47,50,2592,422,669,106,115,214,62,20,56,28,1692,198,429,77,83,138,54,22,38,16,1046,68,156,31,27,42,21,5,22,11,382,3,27,0,0,13,11,0,3,0,55,0,5,0,0,0,0,0,0,0,7,1944,4125,923,997,1187,708,215,448,184,10733
POA3184,0,4,10,64,14,70,0,48,0,199,30,122,59,123,74,87,12,27,11,545,394,1185,281,262,272,231,50,91,42,2809,602,952,167,136,242,121,26,48,43,2336,561,751,117,109,192,119,17,34,30,1935,239,516,78,105,126,90,26,34,17,1218,58,145,19,23,50,15,8,15,6,343,6,12,0,3,6,6,0,4,0,40,0,4,0,0,0,0,0,0,0,3,1905,3693,728,819,964,731,141,305,149,9438
POA3185,0,14,11,70,12,95,3,48,0,261,32,119,42,144,74,97,14,45,9,583,276,883,200,198,250,110,36,59,43,2057,399,752,109,98,166,81,18,40,33,1686,428,616,82,73,170,65,29,28,26,1512,222,417,54,72,120,52,19,26,15,1005,60,169,18,22,62,35,4,12,3,386,6,21,0,3,10,3,0,4,0,53,0,0,0,0,0,0,0,0,4,6,1426,3000,516,674,867,542,119,269,130,7553
POA3186,4,26,22,183,33,145,8,75,8,490,47,202,56,202,140,170,25,43,17,905,272,652,131,126,161,98,16,45,33,1535,621,836,90,73,177,120,18,21,39,1987,974,1067,89,93,314,167,16,22,62,2797,674,877,96,120,253,141,28,32,54,2272,271,387,35,33,145,68,8,32,16,992,54,82,5,4,24,26,3,8,11,227,8,5,0,0,0,4,0,0,4,22,2922,4127,525,836,1253,939,124,268,235,11235
POA3187,0,20,14,166,22,157,7,73,0,469,37,123,54,140,90,131,18,37,3,628,161,364,91,69,106,66,12,36,27,921,480,635,78,75,146,101,14,23,32,1573,721,773,112,111,243,139,24,26,45,2200,385,551,105,80,235,92,14,32,18,1515,116,207,51,17,78,46,14,16,10,550,20,30,10,7,13,5,4,0,7,88,4,0,0,0,0,0,0,0,6,7,1920,2714,494,660,943,729,104,249,133,7960
POA3188,4,18,25,144,34,177,15,85,4,508,46,125,81,194,115,171,26,63,10,824,218,543,152,105,174,86,24,35,29,1360,591,741,102,85,178,115,16,37,28,1896,819,898,118,117,275,135,32,46,35,2479,478,646,128,132,268,105,24,48,29,1856,74,180,30,27,84,39,10,19,4,473,15,32,0,9,10,3,0,9,0,79,0,0,0,0,0,0,0,0,0,0,2238,3184,638,805,1138,831,147,344,147,9476
POA3189,0,0,11,25,7,50,4,23,0,127,7,30,29,47,26,45,6,19,0,211,81,259,94,53,73,49,16,33,17,674,187,324,93,63,105,47,22,31,12,880,159,210,83,57,113,35,15,32,10,712,69,106,54,36,93,28,17,44,7,458,23,27,15,15,25,5,8,17,0,139,7,9,5,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,535,961,386,301,449,256,96,207,42,3224
POA3190,3,9,15,67,22,81,0,59,0,263,20,74,69,87,52,101,23,27,8,453,193,514,170,125,169,87,34,44,20,1363,422,585,137,112,178,85,13,29,29,1592,394,484,141,103,242,85,44,50,20,1555,161,244,100,94,160,49,30,50,14,903,36,60,35,20,57,19,6,17,3,254,6,8,0,0,4,0,3,5,0,26,0,3,0,0,0,0,0,0,0,4,1240,1967,671,601,876,516,147,287,99,6410
POA3191,0,7,21,103,24,99,11,51,5,323,21,66,48,99,55,78,16,26,9,412,112,286,71,55,82,41,16,27,12,691,312,405,78,49,104,63,10,19,16,1067,456,537,80,68,161,86,12,28,18,1447,318,378,80,85,134,56,13,25,13,1102,74,139,21,22,48,22,3,19,0,351,19,13,4,0,12,3,0,0,3,57,0,0,0,0,0,0,0,0,0,3,1305,1832,396,479,622,453,77,198,84,5452
POA3192,7,8,42,98,31,245,8,125,3,578,48,162,142,183,108,192,30,77,12,955,333,892,336,251,301,181,69,122,42,2529,673,1203,310,221,396,182,60,90,61,3201,613,779,320,227,420,196,89,109,45,2801,304,423,196,180,343,120,72,100,13,1758,57,104,64,47,92,50,32,45,0,494,9,16,3,3,10,7,0,6,0,56,0,0,4,0,0,0,0,0,3,3,2041,3595,1427,1221,1706,1177,360,674,186,12377
POA3193,7,19,41,191,49,212,16,114,14,659,35,177,92,169,106,188,23,56,15,853,136,369,110,83,108,66,16,28,28,939,516,612,92,94,181,75,9,21,29,1635,915,958,174,156,368,172,17,48,51,2852,656,738,147,96,307,130,32,40,39,2204,172,266,39,26,163,60,13,32,19,791,24,37,7,0,23,6,0,4,5,118,0,0,0,0,0,0,0,0,3,7,2471,3182,696,813,1294,918,131,355,204,10064
POA3194,6,10,28,71,15,127,11,55,0,311,30,83,68,98,55,103,18,35,11,494,188,555,201,154,175,85,43,56,28,1487,371,561,185,133,223,81,36,45,32,1653,406,509,128,134,273,104,47,62,29,1692,209,264,106,96,196,89,54,68,8,1083,40,102,37,27,60,33,13,24,9,333,4,14,3,0,14,8,3,3,0,44,3,0,0,0,0,0,0,4,0,10,1256,2098,748,710,1004,625,219,343,107,7109
POA3195,13,28,101,223,53,462,34,256,9,1187,67,253,277,292,194,351,61,128,17,1646,395,1121,478,293,346,194,60,129,34,3047,976,1607,441,314,557,235,83,100,59,4378,1224,1502,516,422,832,335,135,201,82,5251,643,823,383,329,635,217,160,194,43,3434,141,217,99,65,175,42,58,60,21,874,10,28,10,5,13,7,7,9,14,93,0,0,0,0,0,5,0,0,0,6,3467,5577,2307,1951,2804,1852,599,1079,276,19910
POA3196,4,7,76,100,21,209,18,100,11,536,42,121,196,173,101,141,40,79,12,902,358,1070,483,282,320,170,83,124,52,2948,681,1182,474,308,480,179,79,137,67,3587,575,786,406,325,515,175,155,147,53,3133,317,399,265,248,413,151,150,155,30,2122,74,122,74,45,101,42,42,58,6,561,12,12,11,7,3,3,0,5,3,53,0,0,0,0,0,0,0,0,0,0,2051,3695,1977,1487,1953,1068,575,805,221,13841
POA3197,3,9,43,62,12,106,13,62,5,309,16,50,83,89,48,78,9,32,11,419,127,321,209,123,119,72,37,49,10,1068,265,360,196,95,191,79,32,53,30,1305,334,340,188,156,240,97,74,76,28,1544,242,235,159,88,244,94,75,65,17,1215,77,78,41,32,77,32,14,29,12,400,9,16,0,0,5,10,0,3,0,47,0,0,0,0,0,0,0,0,0,0,1073,1410,931,643,938,563,263,368,130,6312
POA3198,0,0,50,39,14,106,4,82,8,311,33,55,118,112,45,115,25,61,12,579,207,495,405,195,209,134,83,131,29,1893,343,540,362,213,254,134,88,141,40,2110,250,356,273,207,256,135,139,148,46,1817,141,178,179,146,213,87,108,140,27,1227,26,64,39,33,64,32,29,37,9,325,6,3,0,5,4,3,4,5,0,32,0,0,0,0,0,0,0,5,0,6,997,1697,1431,958,1056,745,491,751,179,8309
POA3199,18,16,150,259,44,509,33,329,20,1372,107,231,436,425,184,381,115,281,31,2195,591,1523,1171,712,575,403,245,433,115,5764,965,1532,867,646,687,359,252,420,95,5821,918,1339,733,661,810,351,328,425,89,5669,595,878,550,524,675,336,298,363,56,4282,143,276,144,123,214,73,84,123,18,1195,18,36,13,6,22,18,6,20,14,145,0,0,0,0,0,0,0,0,3,13,3356,5840,4059,3362,3213,2429,1362,2395,446,26461
POA3200,0,0,9,3,4,17,0,20,7,63,10,12,55,35,19,29,17,30,7,201,49,66,154,96,59,40,62,82,15,627,42,51,61,57,40,34,50,66,4,412,28,32,61,48,49,17,46,61,8,347,17,22,45,36,29,15,58,81,0,312,3,10,14,6,6,9,18,11,0,69,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,154,192,401,292,198,158,249,349,51,2038
POA3201,9,8,81,48,10,200,18,123,8,502,42,79,215,167,91,166,56,137,18,973,288,554,630,403,381,195,201,306,47,2993,315,435,459,298,368,172,232,224,59,2565,240,283,374,270,324,156,290,255,39,2232,127,163,250,204,289,126,242,238,32,1677,29,34,54,42,63,28,43,53,8,352,5,4,4,3,0,0,6,4,3,19,0,0,0,0,0,0,0,0,0,0,1052,1555,2064,1429,1535,1031,1081,1339,222,11311
POA3202,0,5,4,18,7,37,0,15,0,86,4,14,21,13,7,27,5,10,0,108,40,66,33,17,34,20,3,9,4,220,76,123,24,19,36,14,17,5,4,313,106,117,44,46,51,24,18,30,9,437,43,42,24,25,28,16,16,18,0,221,12,17,9,8,10,6,9,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,377,158,145,183,144,63,92,32,1462
POA3204,11,29,45,202,61,320,14,183,17,880,76,315,182,251,204,330,44,138,18,1555,458,1377,392,309,420,237,111,138,62,3508,959,1634,285,250,422,213,72,90,71,4005,1069,1594,303,288,577,248,67,95,73,4321,549,929,226,202,430,153,75,130,28,2727,94,235,70,81,111,45,31,55,10,730,3,16,9,9,15,7,0,6,8,70,4,3,0,0,0,0,0,0,0,4,3234,6137,1516,1588,2245,1545,426,822,284,17796
POA3205,0,4,3,46,7,46,0,17,3,125,40,102,46,105,52,62,12,17,6,448,334,993,152,155,234,120,27,82,34,2133,403,695,98,77,195,75,11,35,44,1630,363,497,61,62,140,59,6,31,15,1237,231,268,37,42,122,37,15,23,10,782,45,94,16,13,31,4,3,14,10,224,10,23,3,7,9,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,1416,2679,410,505,785,406,78,220,119,6620
POA3206,3,5,12,59,9,59,7,41,0,192,6,57,25,62,46,39,0,19,8,262,139,343,67,59,69,41,11,19,16,752,357,489,54,41,115,40,9,20,20,1143,465,543,56,50,137,82,5,14,27,1383,318,374,49,35,109,57,21,16,22,999,87,183,14,15,39,14,0,3,12,360,13,32,0,0,4,0,0,0,6,66,0,0,0,0,0,0,0,0,3,4,1396,2016,278,318,526,336,57,127,100,5164
POA3207,0,16,9,69,12,82,15,40,3,243,31,109,42,106,80,64,19,27,13,489,382,885,210,206,222,141,39,87,48,2225,787,1009,148,106,258,119,39,39,44,2554,660,796,116,124,308,136,38,64,47,2293,391,471,93,85,237,74,36,45,19,1452,111,176,23,15,59,26,16,11,13,445,21,31,6,0,5,4,0,4,10,82,0,5,0,0,0,0,0,0,0,3,2385,3492,655,711,1182,654,199,329,193,9792
POA3211,0,0,9,4,5,14,3,13,0,41,0,4,17,10,3,11,5,8,4,68,6,12,14,13,6,5,7,12,5,67,22,30,22,10,12,6,13,13,5,118,34,27,20,13,33,8,8,9,5,146,23,9,17,17,21,7,21,14,0,127,8,3,3,0,5,0,5,0,0,25,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,93,88,101,60,86,41,64,65,22,609
POA3212,14,0,90,78,21,210,20,136,11,570,36,82,162,125,67,119,52,102,11,751,167,498,422,289,242,126,179,179,46,2148,283,475,329,266,301,118,177,174,26,2151,270,342,289,291,275,123,207,155,34,1989,150,204,173,167,201,63,175,129,21,1289,31,41,35,37,52,22,42,35,11,298,3,3,3,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,947,1642,1507,1246,1155,779,855,923,155,9212
POA3213,0,0,20,27,10,83,7,38,7,193,13,20,54,39,20,32,31,47,4,269,32,86,92,58,55,30,37,42,8,438,90,95,84,48,61,14,27,36,9,472,114,110,86,49,78,32,55,61,7,608,74,71,74,53,48,19,47,45,7,443,16,16,7,0,13,4,3,11,5,84,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,352,404,420,278,289,224,209,274,53,2506
POA3214,11,5,57,48,8,153,27,142,11,464,44,50,215,176,77,156,103,163,40,1032,137,277,447,386,209,179,330,391,58,2408,125,147,246,216,162,120,230,349,46,1644,99,140,199,276,135,96,273,339,41,1603,78,102,130,244,116,71,271,311,35,1363,15,22,31,42,25,16,44,87,9,289,0,0,0,0,0,0,5,10,5,25,0,0,0,0,0,0,0,0,0,0,503,747,1326,1395,731,805,1269,1791,249,8831
POA3215,9,3,49,88,15,197,16,129,11,515,41,109,193,212,99,174,55,110,15,1007,219,763,459,328,287,173,157,243,56,2691,272,499,322,262,272,141,144,165,51,2122,278,448,268,222,290,134,169,213,49,2070,188,278,208,190,215,106,152,190,21,1550,44,76,59,44,68,32,37,67,7,433,3,9,11,4,3,6,4,8,0,48,0,0,0,0,0,0,0,0,0,3,1054,2187,1578,1349,1236,957,738,1127,219,10451
POA3216,19,29,219,376,65,771,58,425,15,1997,147,446,570,770,264,593,205,435,45,3477,622,2272,1050,846,633,429,335,519,90,6803,974,2137,827,668,751,312,214,319,115,6313,945,1628,710,752,844,338,254,335,86,5909,581,983,514,546,661,305,283,329,59,4261,150,309,120,118,181,95,86,109,21,1193,29,28,8,11,10,5,8,11,10,123,0,0,3,0,0,0,0,0,4,10,3478,7832,4033,4081,3426,2847,1452,2498,446,30086
POA3217,7,4,62,82,17,200,9,127,4,504,69,164,233,315,116,225,71,133,12,1336,397,1198,704,646,449,245,176,266,60,4141,391,882,414,391,374,162,154,193,49,3010,249,318,146,244,237,100,93,104,19,1513,136,179,112,133,145,76,73,79,7,934,38,43,18,20,29,20,15,13,4,203,9,6,0,4,0,0,5,0,0,22,4,0,0,0,0,0,0,0,0,4,1300,2791,1689,1826,1364,1035,595,914,150,11660
POA3218,3,3,41,80,3,131,5,64,0,332,28,106,96,191,52,96,38,87,19,709,222,777,341,234,222,114,92,130,32,2152,397,644,266,151,212,100,61,90,38,1964,305,457,190,156,220,75,71,87,24,1577,173,288,109,122,196,72,85,100,16,1154,43,63,14,27,39,13,22,38,0,258,10,0,4,0,0,0,0,4,5,27,0,0,0,0,0,0,0,0,0,0,1177,2342,1054,959,944,606,374,593,125,8176
POA3219,6,9,58,73,17,186,17,105,8,481,45,103,193,198,100,143,66,155,20,1015,177,583,479,353,214,183,139,229,27,2391,180,388,283,255,206,106,107,172,24,1725,201,272,262,290,229,118,162,227,32,1798,131,222,215,251,219,116,170,248,28,1590,28,64,38,53,48,18,50,66,5,379,0,4,6,5,3,0,4,8,11,37,0,0,0,0,0,0,0,0,0,6,776,1647,1526,1465,1039,876,717,1219,154,9419
POA3220,10,8,47,119,20,182,13,125,3,516,35,156,99,238,94,148,26,95,24,924,231,745,268,247,161,124,61,117,31,1977,355,716,171,123,180,68,23,72,22,1730,409,652,169,156,239,87,44,80,28,1865,266,518,131,124,227,86,55,88,23,1522,95,169,37,25,61,31,23,29,6,479,21,18,6,0,11,7,0,5,4,76,0,3,0,0,4,0,0,0,0,6,1417,2984,925,1038,998,734,250,605,146,9091
POA3221,0,0,4,13,0,10,0,7,0,30,0,9,4,5,0,3,0,5,0,27,7,18,6,14,4,0,3,3,0,46,23,29,11,0,6,3,9,3,0,83,28,21,10,12,13,7,5,10,0,107,27,28,6,0,15,0,3,3,0,87,15,6,0,0,5,4,0,0,4,32,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,108,109,45,35,40,32,22,34,7,419
POA3222,3,3,67,85,16,206,13,139,3,534,23,39,171,136,48,125,27,80,14,661,140,315,375,210,138,94,78,133,12,1504,250,409,294,224,201,98,83,138,41,1735,268,374,283,243,245,106,108,154,32,1814,225,306,185,227,239,146,127,159,20,1633,70,101,55,46,67,34,43,53,14,477,14,9,3,0,3,0,0,9,3,56,3,0,0,0,0,0,0,0,3,13,999,1565,1417,1177,963,808,478,861,150,8416
POA3223,0,0,21,32,0,52,0,24,5,126,6,17,55,57,15,32,4,22,4,225,55,104,108,61,42,33,24,59,11,490,79,143,82,75,73,36,25,52,11,566,139,141,110,91,108,44,50,73,23,781,151,185,114,108,141,67,58,68,16,919,63,74,40,29,63,16,29,22,9,339,10,9,0,0,8,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,507,675,533,443,456,283,197,327,77,3485
POA3224,9,3,75,79,11,167,20,89,11,457,19,54,140,111,43,106,23,84,4,598,116,358,306,209,138,105,75,124,27,1461,188,333,279,184,186,106,78,119,28,1504,217,275,235,202,245,99,112,125,36,1536,148,192,151,168,197,96,131,116,22,1211,45,47,34,30,45,18,25,39,7,294,4,12,3,3,4,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,740,1272,1218,984,869,701,468,700,132,7093
POA3225,0,0,9,30,5,30,0,27,5,100,3,18,23,34,9,21,3,17,0,123,29,75,51,26,18,8,5,14,0,226,75,111,49,29,30,17,3,17,8,335,97,139,43,34,69,27,5,21,10,441,104,165,47,60,77,33,10,34,10,543,61,113,19,12,35,14,3,11,10,273,13,12,5,0,0,5,0,0,5,46,3,0,0,0,0,0,0,0,0,5,377,631,256,225,255,153,36,126,50,2106
POA3226,3,6,68,118,12,176,11,117,10,526,28,55,110,131,45,95,23,47,7,534,153,455,280,173,118,71,27,62,19,1356,356,733,329,222,234,84,37,88,21,2106,374,567,253,217,262,114,64,93,38,1976,249,434,152,168,227,106,67,94,22,1516,57,116,42,37,77,33,12,34,11,415,14,11,5,0,6,5,0,4,4,49,0,0,0,0,0,0,0,0,3,7,1225,2380,1234,1073,986,682,242,543,124,8481
POA3227,0,0,11,44,0,65,0,46,4,171,7,14,27,30,14,20,9,18,0,131,46,89,38,25,26,12,0,11,0,244,125,187,81,35,65,30,4,11,7,543,156,259,87,53,84,30,10,17,7,705,115,174,44,46,62,27,18,14,11,503,41,71,12,9,29,8,0,9,7,189,16,7,0,0,3,4,0,0,3,32,0,0,0,0,0,0,0,0,0,3,505,798,298,245,274,196,44,124,35,2530
POA3228,7,3,61,174,15,225,16,185,5,695,38,86,181,206,61,124,29,92,14,833,263,766,328,273,159,119,26,80,19,2035,719,1238,404,284,324,155,48,118,45,3333,635,902,351,265,355,172,53,125,52,2921,320,490,209,183,299,130,54,87,28,1792,94,161,42,30,77,47,15,40,4,507,12,14,5,4,8,5,0,4,0,48,0,0,0,0,0,0,0,0,0,0,2092,3661,1571,1416,1286,979,257,733,171,12168
POA3230,0,0,7,20,0,26,0,10,4,68,3,11,10,28,10,15,0,17,0,84,25,76,47,29,15,14,3,8,4,208,65,111,27,19,17,9,3,12,0,273,72,81,39,31,27,21,5,20,4,305,72,97,50,43,49,17,8,15,14,364,31,43,9,9,18,10,4,9,0,132,11,7,0,0,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,268,440,190,171,141,107,27,92,32,1460
POA3231,0,0,4,13,0,6,0,5,0,27,4,5,12,9,0,5,0,6,0,37,9,25,9,13,6,0,0,6,0,77,23,38,11,11,14,6,0,5,0,93,40,52,32,13,20,8,0,8,0,177,50,68,24,10,24,20,3,18,3,229,20,44,0,4,10,9,0,3,0,93,4,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,151,244,84,73,77,61,8,46,3,754
POA3232,0,0,0,9,0,0,0,0,0,14,0,3,11,11,3,0,0,0,0,36,26,24,37,22,15,15,0,8,0,138,21,14,8,5,4,11,0,14,0,77,24,17,15,4,4,13,0,9,0,96,33,22,13,12,22,14,7,16,5,142,32,21,7,0,13,4,0,6,3,85,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,144,103,94,66,61,56,7,57,11,602
POA3233,0,0,3,16,0,14,0,12,3,54,4,0,9,11,6,0,0,14,0,41,21,18,37,17,18,10,3,28,4,164,40,30,31,18,15,12,0,24,4,180,62,40,31,16,30,23,4,22,6,236,55,44,21,14,24,20,15,39,10,240,18,16,10,8,9,18,6,20,0,105,3,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,6,201,153,154,101,108,98,41,159,24,1037
